year,son_DET âge_NOUN,son_DET age_NOUN,son_DET sage_ADJ
1833,8.899701953168915e-06,2.11980399345002e-07,7.645194699534841e-08
1834,8.58403436154731e-06,7.000898238906927e-08,8.214387214877661e-08
1835,9.218647619491094e-06,9.000074641107858e-08,5.218530674255817e-08
1836,9.615377010163684e-06,1.525610291985835e-07,8.266522844024848e-08
1837,8.695971970951177e-06,1.2663361592668565e-07,3.965997930066578e-08
1838,8.476601848883547e-06,1.3066175408305014e-07,6.94337813911261e-08
1839,8.713475793342695e-06,9.508406439984185e-08,7.2012191765225e-08
1840,9.001006873177175e-06,9.363442510235132e-08,7.707323268490995e-08
1841,7.772715903797689e-06,9.630822894735047e-08,3.852328989140119e-08
1842,8.170666589535358e-06,1.1538216027062731e-07,7.043678440510348e-08
1843,8.661894682404636e-06,1.3408688431804094e-07,4.548321630437613e-08
1844,8.382131127859793e-06,1.0867351279975068e-07,5.269018665821079e-08
1845,7.780511765531628e-06,1.0211817347283159e-07,6.194053076002959e-08
1846,7.719160151964388e-06,9.308657000772769e-08,5.3861413551459236e-08
1847,7.525704205590955e-06,1.0247124926365814e-07,5.824681714727831e-08
1848,7.780534005519257e-06,1.1826476054022095e-07,5.3902985408527115e-08
1849,6.518346935990849e-06,8.798385775499185e-08,2.513824526317876e-08
1850,7.351804029553932e-06,1.0455053889302235e-07,4.412847331991543e-08
1851,7.094382766581475e-06,1.2189439391185886e-07,4.70809027319774e-08
1852,8.056799543965099e-06,1.1979403757855778e-07,5.5339636872986375e-08
1853,7.822036153015688e-06,1.074947755252964e-07,6.031651000881766e-08
1854,8.560896517906258e-06,2.156200785141671e-07,9.300239023346535e-08
1855,8.368509014644587e-06,1.1728330662208464e-07,4.563965916304369e-08
1856,8.665061969281851e-06,1.299474521876398e-07,7.869327589560271e-08
1857,9.129886606729087e-06,1.2935999416097133e-07,6.053071421874279e-08
1858,8.514506973256175e-06,1.1549075079608784e-07,5.5787907626836386e-08
1859,8.678590759814142e-06,1.0388033810926345e-07,7.638259758024901e-08
1860,8.16890036503537e-06,1.0069804295964602e-07,6.31651388971477e-08
1861,7.863869910806898e-06,1.3016059796644441e-07,5.611996911625283e-08
1862,8.028913171642671e-06,1.1430505725273932e-07,8.177555355093347e-08
1863,8.060319487412926e-06,9.639618314682963e-08,5.643921652254136e-08
1864,8.183161980923614e-06,1.6206180497579936e-07,5.4659899717535154e-08
1865,7.8326601169465e-06,1.007264681107678e-07,6.07182906176007e-08
1866,7.609818581499894e-06,1.1288222073746468e-07,6.519920958680814e-08
1867,7.368508931904216e-06,1.3490815753414154e-07,3.008743121313273e-08
1868,7.184553027173024e-06,1.521481218791365e-07,3.9025004339166e-08
1869,7.716448564565326e-06,9.913543908002254e-08,4.346331894389266e-08
1870,7.799453314305538e-06,1.055064990929111e-07,5.2753248880321735e-08
1871,6.065754504902543e-06,6.903765292776143e-08,2.2304471603007414e-08
1872,7.233827332697729e-06,8.587221655975696e-08,4.051717183983783e-08
1873,6.536716966820677e-06,1.0056487398379943e-07,5.088103871564442e-08
1874,7.051831303783729e-06,1.0037343256552589e-07,3.286035121785602e-08
1875,7.128450860705016e-06,1.0413179607482448e-07,1.8881038954532414e-08
1876,6.811440215415132e-06,9.008561896450828e-08,3.748529309177684e-08
1877,6.756293018383985e-06,1.292626549131981e-07,4.576763856789512e-08
1878,6.588645788951908e-06,1.5158112709467986e-07,6.944951880250017e-08
1879,6.625563216289265e-06,1.0935692484892456e-07,5.315112849846315e-08
1880,6.9293485580601555e-06,1.1359587959169914e-07,3.2731017229892245e-08
1881,6.635038261038062e-06,1.0458761529053007e-07,3.486253874473988e-08
1882,7.3302410328324186e-06,1.104793918571545e-07,3.8601232432711186e-08
1883,6.222652871201717e-06,1.1627584073359287e-07,4.802697467498618e-08
1884,6.635365480178734e-06,9.17635896158231e-08,2.0465261485469455e-08
1885,6.011844597253457e-06,1.3084640448912666e-07,4.1896631997051514e-08
1886,6.392801154220251e-06,1.264878907170086e-07,4.5174245566492743e-08
1887,6.081693243231712e-06,1.0315700971208486e-07,3.721486896424153e-08
1888,6.719783591790929e-06,1.0588826793167527e-07,3.8677748781523746e-08
1889,6.184942918707748e-06,1.1026640578393199e-07,3.32052249585324e-08
1890,6.379384217325423e-06,1.251887825626241e-07,4.784702056781498e-08
1891,5.640547300345133e-06,7.330353013479396e-08,3.4420788885825004e-08
1892,6.269766089417317e-06,8.086380787197811e-08,3.19694137829174e-08
1893,5.781521409176094e-06,9.483961510570182e-08,1.9091091429945806e-08
1894,6.10745166795823e-06,1.3611324756190868e-07,1.827446460822557e-08
1895,6.0312534913009586e-06,1.2639090485322413e-07,1.8055843042930064e-08
1896,5.679428610960713e-06,8.078929419896852e-08,3.774098544795379e-08
1897,5.438654497424977e-06,1.0255015836513337e-07,1.1070755867592652e-08
1898,6.1178135268846745e-06,1.109037538471469e-07,2.1501748381780317e-08
1899,5.8227508930031036e-06,1.282398223168002e-07,2.5979618456517528e-08
1900,5.661881758101117e-06,1.0485927171011156e-07,3.8932899570909285e-08
1901,5.424988927416052e-06,1.145691478354749e-07,1.7883964531506535e-08
1902,5.049244748533965e-06,9.722362237507554e-08,1.6694965410124496e-08
1903,5.282495592950909e-06,9.828400937550441e-08,1.7280705533195828e-08
1904,5.2305851028222605e-06,1.0158041607866153e-07,2.5260739278110123e-08
1905,5.326935252014664e-06,1.0734378946830603e-07,1.90948084011211e-08
1906,5.534628343184522e-06,1.0854229520740333e-07,2.263441140071265e-08
1907,5.217414383196228e-06,1.1314255543570795e-07,3.291419825579567e-08
1908,5.469814070124812e-06,1.1001511501795846e-07,2.7503778587956162e-08
1909,5.878350940236032e-06,1.1882124456574772e-07,2.53045246978445e-08
1910,5.573949295012426e-06,1.0100444991500979e-07,2.7255167900364086e-08
1911,5.5363814936981726e-06,1.1598415716740362e-07,2.8197982615552064e-08
1912,5.7715176851047545e-06,1.0835596253588875e-07,2.5526163849320938e-08
1913,5.574502921490421e-06,9.227202263373258e-08,1.4848371643338965e-08
1914,5.543564441268245e-06,1.1920203873971857e-07,2.209925398233281e-08
1915,4.806550890634753e-06,1.0249262738515341e-07,2.238344798399794e-08
1916,4.7916323637764435e-06,8.899844083920527e-08,1.9777431248257926e-08
1917,4.819743473660765e-06,1.1624410101163107e-07,4.386569774084137e-09
1918,5.172315354684542e-06,7.351280828515883e-08,3.675640414257941e-08
1919,5.250315339822009e-06,9.944476297985005e-08,1.4732557007679503e-08
1920,5.794271828563069e-06,1.0071068068384648e-07,3.104614876292544e-08
1921,5.688647718216089e-06,8.405749801765339e-08,3.180553775905537e-08
1922,5.593212996757302e-06,1.0919344312076973e-07,1.770704471937279e-08
1923,5.823909013713546e-06,9.978991322157071e-08,4.140219678205881e-08
1924,5.93014731009589e-06,9.410885926097734e-08,2.7072411756812187e-08
1925,5.98410878183131e-06,1.0778214432072275e-07,1.9796720707176974e-08
1926,5.6622383652893404e-06,8.248142580047357e-08,2.5636119005412183e-08
1927,6.649397874980423e-06,8.919379879124278e-08,2.3413373018144057e-08
1928,6.196342170028402e-06,9.369353792809676e-08,1.4853853147478446e-08
1929,5.573545493575693e-06,9.135133272053508e-08,1.782465064437133e-08
1930,5.5658593964835745e-06,7.562594395160716e-08,1.575540586884472e-08
1931,5.123286314301367e-06,8.439964016559998e-08,4.219981875053236e-08
1932,5.053442450275725e-06,1.0192368804506913e-07,3.287861050083052e-08
1933,5.37859335736357e-06,7.685343428320834e-08,1.261772819560747e-08
1934,5.318623379935161e-06,8.027658715548114e-08,3.71428985346256e-08
1935,5.285194326631881e-06,7.659701850570855e-08,2.5133397585364037e-08
1936,5.222114651814991e-06,7.881064467696319e-08,3.516167268458048e-08
1937,4.934459212790898e-06,6.925114981459757e-08,1.3850230184964119e-08
1938,5.056433813876993e-06,5.7046942059102435e-08,1.4261735792331365e-08
1939,5.288682693560531e-06,8.411727669965785e-08,3.058810094103137e-09
1940,4.691198384421114e-06,6.846613831434922e-08,1.5214697723919812e-08
1941,5.773138937570366e-06,7.673906798899566e-08,1.1806010391524069e-08
1942,5.352349504050835e-06,7.888950670498218e-08,4.2478965012193726e-08
1943,6.012600096028109e-06,7.838735038845357e-08,4.064529424141483e-08
1944,5.806227179050438e-06,5.1410978585408884e-08,2.8918675454292497e-08
1945,5.661932206635356e-06,7.624764108982163e-08,1.089252066321933e-08
1946,5.841295241282296e-06,8.352662472788097e-08,2.227376683094917e-08
1947,5.512210861979838e-06,5.24518319888756e-08,2.1457568388782988e-08
1948,5.521831994315107e-06,6.63185173443992e-08,1.3046265179283978e-08
1949,5.228538434209895e-06,5.890204812786237e-08,1.570721286370258e-08
1950,5.595263516511295e-06,6.274863517674589e-08,1.2762433998503298e-08
1951,5.28698910784442e-06,7.143139080234562e-08,2.2388944032059044e-08
1952,5.243931084919495e-06,8.330395395717005e-08,1.4762725264461096e-08
1953,4.8579187819086656e-06,7.972632309893868e-08,1.2928592640903958e-08
1954,5.425712274131911e-06,8.111205040961522e-08,7.818028890937967e-09
1955,5.01003765407404e-06,9.948744494892026e-08,2.0648336818140933e-08
1956,5.32948946840861e-06,9.069987227938725e-08,1.7442283395396885e-08
1957,5.343430743209865e-06,8.835037690335668e-08,2.03205861026845e-08
1958,5.304989770138491e-06,6.038737626612445e-08,6.617794590102477e-09
1959,5.165873645296415e-06,8.75834520464025e-08,2.0927018340444192e-08
1960,5.315891954182916e-06,5.467458458197072e-08,1.730208309957959e-08
1961,5.454999765674984e-06,6.114380013411136e-08,1.8760030306985698e-08
1962,5.2359193034590135e-06,6.532215107712958e-08,3.0441391185576094e-08
1963,5.345486002283906e-06,6.078090075689602e-08,8.405868778815773e-09
1964,5.305828992163697e-06,9.065112482886661e-08,2.6769461203279832e-08
1965,4.945632639419273e-06,1.6033086769340343e-07,2.243537733370715e-08
1966,5.273753245660373e-06,7.533141699322954e-08,1.938676164048303e-08
1967,5.533808646873695e-06,6.902469773528708e-08,2.1693477236794934e-08
1968,5.78404542750377e-06,8.803175108318406e-08,2.1109655135020944e-08
1969,4.982308254852796e-06,6.222208143169539e-08,1.8621207020785846e-08
1970,4.881086539398893e-06,7.265985763060812e-08,1.3336302562283464e-08
1971,5.212390433939618e-06,7.604828389240481e-08,1.7984391087466634e-08
1972,4.746925000631563e-06,6.10487493890588e-08,2.0520587895589415e-08
1973,4.7077245142190804e-06,6.781240685649337e-08,1.5436970923765614e-08
1974,4.106104697143564e-06,6.694430310094646e-08,1.3501372464475025e-08
1975,4.337298072698559e-06,5.197446961702212e-08,1.8847884142303428e-08
1976,3.993184066075628e-06,7.370449611743268e-08,1.7140580288455e-08
1977,4.197785202109117e-06,5.876781888902727e-08,7.052138428775834e-09
1978,4.735839212344217e-06,7.84158047384409e-08,1.3069301307844228e-08
1979,4.712594289912886e-06,9.538716527757174e-08,1.8726314721106974e-08
1980,4.728908322704228e-06,8.300319870313544e-08,1.876099742226245e-08
1981,4.759975880119782e-06,8.22321457039088e-08,6.958104425969225e-09
1982,4.513474749501256e-06,6.145427167147943e-08,1.4898005495922462e-08
1983,4.509767180138624e-06,5.873244135479183e-08,1.0736036948344463e-08
1984,4.777223111318563e-06,4.929157215727287e-08,1.5077421977593986e-08
1985,4.645815288029098e-06,9.143648271869864e-08,1.2031115881327992e-08
1986,4.959837085038998e-06,4.7955885484896044e-08,1.3187867742292525e-08
1987,4.605111712407961e-06,6.90522299895413e-08,1.0388388815840699e-08
1988,4.793045263795648e-06,6.236416005833689e-08,1.079379691182325e-08
1989,4.775215302288416e-06,6.146696762687753e-08,2.0854864168917686e-08
1990,4.841126205690216e-06,6.701840776779378e-08,9.80757214330552e-09
1991,4.754234225856635e-06,5.275318831765574e-08,1.8170542681605895e-08
1992,4.706043434055118e-06,3.140668286549797e-08,7.162927584403178e-09
1993,4.8512380885767925e-06,8.364203163413464e-08,1.1078415185217239e-08
1994,4.942606267377414e-06,5.749670023424969e-08,1.5824779708850656e-08
1995,4.716447641328614e-06,5.693573212894876e-08,1.0844901865425527e-08
1996,4.630794954607609e-06,8.807851892278507e-08,7.473328622609188e-09
1997,4.6654322787276215e-06,4.555149868412656e-08,9.58978851883785e-09
1998,5.1519637480623715e-06,5.292623317387779e-08,1.2873948684877234e-08
1999,4.879146906944243e-06,4.5702011453041536e-08,1.3710603236072316e-08
2000,5.140379563783881e-06,3.79950710893695e-08,7.510653432518666e-09
2001,5.085710803598431e-06,4.9069571489424035e-08,1.1829271784336015e-08
2002,5.460316280903044e-06,6.133710167555151e-08,1.8839252824420782e-08
2003,5.73701965578266e-06,4.7502920541564464e-08,7.917153876935146e-09
2004,5.8279792867210745e-06,4.977414250206813e-08,1.277389466425305e-08
2005,5.692739357243681e-06,4.4587119774064377e-08,2.071724858332402e-08
2006,5.933467456031849e-06,5.2708992170913405e-08,1.2353669365250397e-08
2007,6.695147092727893e-06,4.513761955871054e-08,1.1583990655594789e-08
2008,6.869378850637986e-06,4.768332287352628e-08,2.8099102045153757e-08
2009,7.18757357276445e-06,3.433098672012136e-08,1.668867311011013e-08
2010,8.855694986209528e-06,4.723793028960088e-08,1.79504135999764e-08
2011,9.278868233764115e-06,1.9119859195892985e-08,1.3383901958929911e-08
2012,1.05467156714667e-05,1.3957436539868695e-08,1.4638286832679981e-08
2013,1.0730879552056649e-05,1.5898012961645946e-08,1.7850399824936858e-08
2014,1.1967982473493066e-05,1.6024294308136788e-08,1.580774999787593e-08
2015,1.0917964203827069e-05,1.9284205343694794e-08,1.4407740445143702e-08
2016,1.1152715856610484e-05,2.2784740982828566e-08,1.7606389790536525e-08
2017,1.060204382952179e-05,1.8867085060936262e-08,1.3081179084384331e-08
2018,1.1196337695196235e-05,1.3939919996097672e-08,1.652138736929487e-08
2019,1.0927666039606265e-05,1.275493921593096e-08,1.045904995944369e-08
