year,en_ADP aile_NOUN,en_ADP selle_NOUN
1875,1.8766609422016245e-07,6.968819785124758e-07
1876,1.4873196030329439e-07,5.538149441264295e-07
1877,9.339071826985901e-08,7.557844927674751e-07
1878,1.425224924744839e-07,5.700899761151845e-07
1879,9.408360746032685e-08,6.695820671254182e-07
1880,1.2964049678210188e-07,6.308742710459114e-07
1881,9.691785241017215e-08,5.36185836175207e-07
1882,7.8533544112247e-08,6.981498898994687e-07
1883,9.9845554324407e-08,6.382532484749959e-07
1884,1.313737740815668e-07,6.852561353909437e-07
1885,1.289127151693492e-07,6.168473261070062e-07
1886,1.2261581527894805e-07,7.853865273688143e-07
1887,9.662808686528024e-08,8.1089245540511e-07
1888,1.3885945993052928e-07,7.767252974133498e-07
1889,1.0963989405254893e-07,6.916711097204598e-07
1890,7.73417605515192e-08,7.000084671915374e-07
1891,1.1409854216992699e-07,7.228365594968977e-07
1892,9.277397960971712e-08,6.644623056217824e-07
1893,1.0530892247118118e-07,8.78190181907712e-07
1894,1.600590944228486e-07,8.702425695616967e-07
1895,1.5648397222456367e-07,8.17929704410858e-07
1896,1.0378771264640818e-07,7.860739641429859e-07
1897,1.0196748501112296e-07,6.811428008290932e-07
1898,1.324055053375517e-07,6.801342484763495e-07
1899,9.839089365470954e-08,7.290875956300624e-07
1900,9.863000993703963e-08,5.798406341739337e-07
1901,9.389081379040931e-08,6.745607636915452e-07
1902,9.967876374306073e-08,5.64682648196424e-07
1903,8.046328003885606e-08,5.783636183309682e-07
1904,1.5425174382244222e-07,6.723655943119411e-07
1905,1.0682771423020654e-07,6.456109460373227e-07
1906,1.7593111012459417e-07,5.560863582942943e-07
1907,2.0211374973655438e-07,6.217697503529962e-07
1908,2.3967578255401634e-07,6.424097040991228e-07
1909,1.5402754571791633e-07,6.496661377752844e-07
1910,9.298822134518048e-08,6.065610955729994e-07
1911,1.3088120431881123e-07,5.506587310577515e-07
1912,1.2085857115096132e-07,5.360494235162605e-07
1913,1.34695939346674e-07,5.944651579881111e-07
1914,1.6005217062797783e-07,6.12752028672503e-07
1915,1.366568368466048e-07,7.115580213934436e-07
1916,2.1755174572923863e-07,6.900126452435984e-07
1917,1.052776754661977e-07,5.724473375323669e-07
1918,1.3898515494048524e-07,6.708043471803649e-07
1919,8.010828267401848e-08,5.533916969113761e-07
1920,1.3099961071461053e-07,5.694318154780831e-07
1921,9.011569268579933e-08,6.883627250431346e-07
1922,1.8813735075395854e-07,7.112329996061817e-07
1923,1.1465223792583856e-07,7.017141783194347e-07
1924,7.219309772210636e-08,7.722083257277745e-07
1925,6.488924952918751e-08,7.049832202454809e-07
1926,7.133528756586571e-08,5.940891831812678e-07
1927,5.3516278963883224e-08,6.745281186937291e-07
1928,8.226749592665783e-08,5.393091446759257e-07
1929,8.578112797863469e-08,6.817928799307538e-07
1930,8.82302675364599e-08,6.333672724068151e-07
1931,9.238338805062085e-08,5.839542387420238e-07
1932,9.644391951724174e-08,6.707236543945783e-07
1933,7.45593045081705e-08,5.242092369073248e-07
1934,8.746553348260022e-08,5.535489862040777e-07
1935,9.454944205344873e-08,5.948237031816461e-07
1936,8.608547119592913e-08,6.42609879974998e-07
1937,6.673292496373051e-08,6.522199136327345e-07
1938,5.8343465170196396e-08,5.549111854463717e-07
1939,1.9729324751693866e-07,5.521152477427904e-07
1940,1.3693227352007398e-07,3.474022696181578e-07
1941,7.378756272657938e-08,5.519309826951257e-07
1942,1.3957373834472264e-07,4.733370495557665e-07
1943,1.0451646836884265e-07,8.477447028809593e-07
1944,6.105053707017305e-08,1.0378591195348008e-06
1945,1.590307974197458e-07,7.602979046339442e-07
1946,7.9350293447078e-08,6.765656870300063e-07
1947,9.298279657343755e-08,6.294219918601129e-07
1948,1.1198044624904924e-07,7.371139929546189e-07
1949,7.657266642979721e-08,6.5872128374167e-07
1950,6.487570480828708e-08,6.870443698403506e-07
1951,5.970384897580061e-08,7.985390109155333e-07
1952,1.2759212530966124e-07,6.706495128128154e-07
1953,7.110726230052933e-08,6.335010471758551e-07
1954,5.0817189567453624e-08,6.029655015282742e-07
1955,9.761032160326977e-08,6.729480546141531e-07
1956,7.761816078755146e-08,5.319896390076906e-07
1957,1.1043797076837336e-07,5.839959751341439e-07
1958,7.114129463303698e-08,6.427532905917133e-07
1959,7.053180439697826e-08,5.503030688913668e-07
1960,7.543708591128961e-08,6.124937428353405e-07
1961,6.53126956962069e-08,6.767507212401824e-07
1962,6.659054357927019e-08,7.521560263512583e-07
1963,6.983337463850603e-08,5.955235238275236e-07
1964,5.1713729298796807e-08,5.846693529321101e-07
1965,7.770301435616744e-08,6.47889947913427e-07
1966,8.530175277243757e-08,6.020974474552077e-07
1967,1.1684895140362528e-07,7.351130228983038e-07
1968,9.701458125732643e-08,6.979660280848066e-07
1969,6.131372826123638e-08,6.190415664519833e-07
1970,6.71413845632074e-08,5.886367873131348e-07
1971,7.810363944482646e-08,5.719036284546064e-07
1972,9.593374838967605e-08,5.022413631650124e-07
1973,6.781240702302682e-08,5.011502155483072e-07
1974,5.1755259189434355e-08,4.944877272095027e-07
1975,7.996072115545871e-08,5.511578304862041e-07
1976,8.341749418994127e-08,4.479405122381763e-07
1977,4.995264557550172e-08,4.883605821959236e-07
1978,4.633661299102698e-08,5.643561706847322e-07
1979,5.0326971035019596e-08,6.045088198902704e-07
1980,8.641429039002446e-08,5.605558328625193e-07
1981,6.894849136074299e-08,6.540618411321475e-07
1982,5.338451991576676e-08,6.083352026564626e-07
1983,3.9786492656013195e-08,6.22690151885763e-07
1984,7.074790064898195e-08,5.996174703426504e-07
1985,6.857735967980005e-08,6.562973835499974e-07
1986,7.553051878383954e-08,5.802662119691604e-07
1987,5.621951615353282e-08,6.691344527354204e-07
1988,6.836071220206463e-08,6.236415819316221e-07
1989,7.463846340982627e-08,6.607699347682683e-07
1990,7.900544174432866e-08,7.546381803891222e-07
1991,7.150987269000098e-08,6.658624656097345e-07
1992,8.044518184924243e-08,6.656012541128575e-07
1993,6.702441002204296e-08,5.766314981059395e-07
1994,7.27939867273264e-08,6.493434892007599e-07
1995,5.4224509327127635e-08,5.959273279287913e-07
1996,8.167281206894472e-08,6.790053017624587e-07
1997,5.226434973693017e-08,6.827929599495519e-07
1998,6.1508868220983e-08,6.637235703266242e-07
1999,4.4787972358628636e-08,5.991533660321124e-07
2000,3.5786055674336126e-08,5.867145977944688e-07
2001,5.301266403634486e-08,6.471049580625277e-07
2002,5.0384047600715576e-08,6.78213086580115e-07
2003,6.125376650345515e-08,7.346285251230711e-07
2004,8.633390669032792e-08,6.985999201347681e-07
2005,5.5396121467765624e-08,7.034857070209455e-07
2006,6.547444897364585e-08,8.169893828124941e-07
2007,5.592271179466479e-08,1.0845011626514633e-06
2008,4.810906906183021e-08,1.055419261319912e-06
2009,4.0529637646002925e-08,1.2015845065604935e-06
2010,2.6925620677520357e-08,1.4194997532968046e-06
2011,5.0858826372568444e-08,1.6699285190213686e-06
2012,4.5276559695883734e-08,1.8396581467072792e-06
2013,4.2952524315076346e-08,2.0550272807895453e-06
2014,3.486366653704387e-08,2.050460004454635e-06
2015,2.925879433179901e-08,2.2030543433970706e-06
2016,3.5419916305512444e-08,2.2822025229629617e-06
2017,2.238894164507954e-08,1.7898574711239235e-06
2018,2.555652095503902e-08,2.1284193252313344e-06
2019,1.9387507654844427e-08,1.926761058257398e-06
