year,en_PRON avez_VERB,en_PRON savez_VERB
1902,1.689137654636852e-06,1.3012251764976668e-07
1903,1.9240985054125304e-06,1.4472590770253646e-07
1904,2.0692306463843124e-06,1.6500098620753079e-07
1905,2.2531873611342235e-06,1.4295302808164934e-07
1906,1.8570506199466763e-06,1.5689762467019364e-07
1907,1.890509274460328e-06,1.8668521306608454e-07
1908,2.0676948224718217e-06,1.7091633619514823e-07
1909,2.1442832860429917e-06,1.7988216072239993e-07
1910,2.133384917613057e-06,2.126971994087512e-07
1911,1.8376572086253873e-06,1.8461698658711612e-07
1912,2.1113784711701555e-06,1.9899989167626586e-07
1913,1.9053642219546418e-06,1.6545328040962204e-07
1914,2.0036656565025623e-06,1.8081208441600438e-07
1915,1.6622655607534398e-06,1.366568369576271e-07
1916,1.8920409559086693e-06,1.670094202932404e-07
1917,1.9706665241869814e-06,1.370803019984379e-07
1918,1.7987664975294138e-06,1.4128242398214752e-07
1919,1.8489359305817743e-06,1.41800859054797e-07
1920,2.0869069814466457e-06,1.8249078514998018e-07
1921,1.9878460975064627e-06,2.1052238352581298e-07
1922,2.0864801797415566e-06,1.7190590173576936e-07
1923,2.138051897304649e-06,2.3461245124423158e-07
1924,2.241853394480131e-06,1.998201772934749e-07
1925,2.3778061120083294e-06,2.001668348849961e-07
1926,2.102161801076363e-06,1.9728665101581555e-07
1927,2.517494898768291e-06,2.4974263646004857e-07
1928,1.9469974148478286e-06,1.851018693876938e-07
1929,2.2002301847123817e-06,2.361766142655597e-07
1930,2.080763891854076e-06,1.785612528948377e-07
1931,1.8613542209777734e-06,1.5055071411751442e-07
1932,1.7688692537376483e-06,1.3809016241594918e-07
1933,1.796305660661801e-06,1.3535380971596567e-07
1934,1.8487577690962098e-06,1.725347615888495e-07
1935,1.7330075365862285e-06,1.4720989138794494e-07
1936,1.627136697379683e-06,1.648961243105873e-07
1937,1.6884689770790828e-06,1.3724319436470012e-07
1938,1.5661979588799113e-06,1.3743127524890042e-07
1939,1.4865816524434194e-06,1.437640726464906e-07
1940,1.2526767534382088e-06,1.1664601462513247e-07
1941,2.0365368271768602e-06,2.2726569781639228e-07
1942,1.9024507622589226e-06,2.973527521987762e-07
1943,1.8145220010978846e-06,2.061296986433092e-07
1944,1.9857490656249865e-06,2.0885710405593727e-07
1945,2.0129376210320515e-06,2.2002891419958814e-07
1946,2.1744763785136456e-06,2.213455534416653e-07
1947,2.3591404101352964e-06,2.503382985352687e-07
1948,2.0036890120422868e-06,2.0112992471510438e-07
1949,1.8190916364346776e-06,1.7376104644029056e-07
1950,2.138771094450931e-06,2.3716856567546074e-07
1951,2.260217137006748e-06,2.4841066936787115e-07
1952,1.9402438979909675e-06,1.8031614845703814e-07
1953,1.6354670222540335e-06,1.906967490583611e-07
1954,1.8958719607553576e-06,2.2281382427991048e-07
1955,1.7231976485732048e-06,1.7926511075572193e-07
1956,1.8802780985538448e-06,1.9012089058634274e-07
1957,1.826202257859677e-06,2.0232235731221238e-07
1958,1.9398410771032104e-06,2.3824060457755536e-07
1959,1.959389045680382e-06,2.7825184023555494e-07
1960,1.938525379330258e-06,2.3461624465426212e-07
1961,1.827365906592604e-06,2.0705514458541074e-07
1962,2.104895315824251e-06,2.3718916430937043e-07
1963,1.910718772535347e-06,2.107933401163109e-07
1964,2.4129017788254714e-06,2.530930878208437e-07
1965,2.042166627802544e-06,1.926159329812549e-07
1966,1.9480925672610283e-06,1.634026993713178e-07
1967,2.184138651273315e-06,2.0658106736348714e-07
1968,1.9609521260122165e-06,2.0121543009565812e-07
1969,2.1586975051945956e-06,1.5441976142227531e-07
1970,1.8854772179111023e-06,1.5267767716764524e-07
1971,1.9089146192641238e-06,1.8703766890837414e-07
1972,1.7693876230850947e-06,1.564694827038693e-07
1973,1.7190169430136848e-06,1.5381838780470503e-07
1974,1.5509701611904347e-06,1.305132562023914e-07
1975,1.468992678610448e-06,1.2336797539092004e-07
1976,1.6180708115598463e-06,1.2341218313949298e-07
1977,1.4480390646554042e-06,1.1694795676309155e-07
1978,1.6312864232759239e-06,1.431682523644895e-07
1979,1.691805501025101e-06,1.6268486469073196e-07
1980,1.7260117459727553e-06,1.42697281990678e-07
1981,1.7256099056339735e-06,1.613015081503022e-07
1982,1.5140098241772648e-06,1.371858002752191e-07
1983,1.66155961522918e-06,1.3451623859239703e-07
1984,1.6851918189786375e-06,1.6005263514529133e-07
1985,1.394406368149248e-06,1.3414694421953754e-07
1986,1.8660833092098983e-06,1.6245055434183087e-07
1987,1.5741464380880643e-06,1.4727069252984393e-07
1988,1.4763515920890313e-06,1.3372314766613158e-07
1989,1.859375828416887e-06,1.8824258596339405e-07
1990,1.4400784138501876e-06,1.307676291695259e-07
1991,1.7262014608832033e-06,1.4360589339901253e-07
1992,1.3289985574260754e-06,1.355446235251634e-07
1993,1.5725810413869112e-06,1.512203686715452e-07
1994,1.7175160849092208e-06,1.651052055073876e-07
1995,1.4835825226100496e-06,1.2796984183438553e-07
1996,1.367619219649896e-06,1.2224230960811155e-07
1997,1.2883881908010153e-06,1.1939287425377643e-07
1998,1.3002688064034373e-06,1.3398443643453106e-07
1999,1.4318440477723016e-06,1.3390689979075887e-07
2000,1.2308635959357161e-06,1.2768110391192522e-07
2001,1.4041783984453104e-06,1.2924575043538056e-07
2002,1.2828216213733867e-06,1.2398856874540343e-07
2003,1.405503063267588e-06,1.2375760771732303e-07
2004,1.4377238315432805e-06,1.4800098746547974e-07
2005,1.512809497228318e-06,1.6573798911068138e-07
2006,1.6529210498106295e-06,1.6883349118756996e-07
2007,2.10109612908127e-06,1.909361138086041e-07
2008,2.221957657866369e-06,2.0606008499512996e-07
2009,2.5156984122531867e-06,2.212441305715629e-07
2010,3.1814746250802273e-06,3.3680643873879035e-07
2011,4.056469549595931e-06,3.8928035284158113e-07
2012,4.699230544247257e-06,5.22212372899844e-07
2013,4.753784708100284e-06,5.539202128090892e-07
2014,4.789964691553905e-06,5.762249628560312e-07
2015,4.960030651091074e-06,5.882791338507332e-07
2016,5.044955969424336e-06,5.4517669845211e-07
2017,4.5967766766352725e-06,4.865192373415539e-07
2018,5.029471395801011e-06,5.697297247309052e-07
2019,4.942793793816236e-06,5.839211052460769e-07
