year,aucun_DET avant_NOUN,aucun_DET savant_NOUN
1800,3.144164484325529e-09,4.7162465932615305e-08
1801,9.524730337773235e-09,4.0480102825313224e-08
1802,0.0,2.6854081625060644e-08
1803,3.900678446910888e-09,8.971560561121805e-08
1804,2.4718509905596875e-08,1.4831105232815389e-08
1805,0.0,2.842877755426798e-08
1806,2.0171682990621775e-08,2.0171683878800195e-08
1807,0.0,8.540865792383556e-09
1808,1.5862518409903714e-08,8.837688714180558e-08
1809,6.7770917766551975e-09,5.6475764509400506e-08
1810,4.680253518074551e-09,2.8081520220268885e-08
1811,1.2535384286138651e-08,4.262030550705731e-08
1812,1.3336041604361526e-08,1.8670456736202823e-08
1813,2.8757416448144113e-09,7.764502285567687e-08
1814,0.0,4.090680150170556e-08
1815,8.091670444798638e-09,5.1247248222807684e-08
1816,2.3176038865813098e-09,1.622322720606917e-08
1817,3.113746815941454e-09,1.4011860338669635e-08
1818,0.0,2.026600220972341e-08
1819,0.0,6.107119521203686e-08
1820,7.119888678630559e-09,3.441279616822612e-08
1821,1.97229765852569e-09,4.832129452125855e-08
1822,3.0076847679083585e-09,3.0076847679083585e-08
1823,0.0,3.4589405117912975e-08
1824,5.052667617633233e-09,5.052667439997549e-08
1825,1.4969252504215547e-08,3.874394849390228e-08
1826,5.284790383086602e-09,5.284790383086602e-09
1827,5.530363722527909e-09,5.4381911140932715e-08
1828,8.255071293206129e-09,4.4027046897099353e-08
1829,0.0,2.743416338546467e-08
1830,1.6698937344017395e-08,2.609209004411639e-08
1831,1.5591206103948707e-09,4.5214498811674275e-08
1832,8.117981842303834e-09,7.306183213984241e-08
1833,1.1583628500844156e-09,2.085053074640797e-08
1834,2.8003592777992026e-09,2.8003593222081236e-08
1835,3.781543966852041e-09,3.327758690829796e-08
1836,1.3441500135158435e-09,3.293167516460471e-08
1837,4.87052354003481e-09,5.218418230867883e-08
1838,5.049729523420865e-09,3.976662044102852e-08
1839,1.1885507689157748e-08,2.866504766885214e-08
1840,7.64362617644565e-09,2.4204816984063626e-08
1841,1.2841097074556274e-09,4.6227951244759424e-08
1842,2.0124795163667386e-09,2.4149754196400863e-08
1843,5.31621990873532e-09,4.489252480865957e-08
1844,1.097712254427563e-09,4.884819415629238e-08
1845,7.812318791877715e-09,6.91948267572684e-08
1846,0.0,3.92251586767145e-08
1847,2.6966118227278457e-09,2.480882876909618e-08
1848,8.04522137798358e-09,4.746680648537449e-08
1849,4.1897072478036534e-09,4.357295879664491e-08
1850,6.788996032014438e-10,3.598167896967652e-08
1851,5.8044946626978344e-09,8.642248072732173e-08
1852,6.510545436100301e-09,7.487127096084123e-08
1853,2.388772735173461e-09,5.971931882342574e-08
1854,1.558699391779328e-09,3.3252252507054436e-08
1855,1.0613874223963649e-08,4.139410947345823e-08
1856,7.765783571755946e-09,5.746680109552926e-08
1857,9.763018171682347e-10,4.3445429476207664e-08
1858,3.4255731584664773e-09,4.3553714856869874e-08
1859,2.5460866748261424e-09,7.434572957265573e-08
1860,8.696649622663699e-09,5.30953334632045e-08
1861,1.4147891747029462e-09,4.810283105172175e-08
1862,3.162590411776023e-09,4.111367646331132e-08
1863,1.048870412745373e-08,3.396342079797776e-08
1864,8.63051052846231e-09,6.137251862270432e-08
1865,2.8241067262513297e-09,3.9537494167518616e-08
1866,2.919367858567057e-09,5.984704021244625e-08
1867,2.91168689159349e-09,6.890992487740277e-08
1868,8.397785578040384e-09,7.903798238118043e-08
1869,1.1720445947105418e-08,6.20206943580115e-08
1870,7.454262984651905e-09,9.461180638936639e-08
1871,3.18635318130589e-09,5.9478592273620734e-08
1872,9.071008832961525e-09,7.498700504982025e-08
1873,9.577607151811662e-09,7.422645342813894e-08
1874,5.974609251779839e-09,5.795370938699307e-08
1875,2.2886108563824337e-09,4.4627912920702784e-08
1876,2.418405919968336e-09,7.013377212317096e-08
1877,1.1751150275074451e-08,6.80329748092845e-08
1878,1.2078177569208037e-08,7.367688326098687e-08
1879,1.0385853066452455e-08,5.5594859826868515e-08
1880,1.9253538763308597e-09,5.904418465263461e-08
1881,3.4862537301449947e-09,6.554156994909022e-08
1882,1.9966155395678697e-09,3.7270157182689445e-08
1883,1.6430281413182257e-08,5.245051415414537e-08
1884,5.941527270181268e-09,8.120087358065575e-08
1885,3.2228177904158883e-09,5.156508731118947e-08
1886,9.680196200179125e-09,5.937186919879878e-08
1887,8.48760173255414e-09,5.288428983618587e-08
1888,1.268122939990235e-09,4.818867083145051e-08
1889,5.012109394186837e-09,3.508476531521865e-08
1890,1.9663159989136147e-09,6.292211018887883e-08
1891,1.1473596073230397e-08,3.6970477790276846e-08
1892,3.1342561879199593e-09,5.829716620553427e-08
1893,0.0,4.865149039190442e-08
1894,5.671385139294216e-09,3.780923596430341e-08
1895,4.213029924926559e-09,7.101965060485327e-08
1896,5.89702897624278e-10,6.427761478633442e-08
1897,6.992056267307589e-09,6.933789098440002e-08
1898,7.355861253444118e-09,5.262269908712369e-08
1899,2.7637891975018647e-09,5.803957314753916e-08
1900,8.30568502863116e-09,3.218452926390114e-08
1901,2.794369402536745e-09,4.918090157346455e-08
1902,3.928227076954727e-09,7.365425780392343e-08
1903,5.400220270956879e-10,7.344299568501356e-08
1904,3.7622376325430196e-09,6.61078898289702e-08
1905,8.257214467732865e-09,4.180214863147569e-08
1906,1.594697174311932e-08,5.9158120180313745e-08
1907,6.1714118260169926e-09,5.2457003185679696e-08
1908,7.858222517143076e-09,6.630375182226089e-08
1909,3.850688656825696e-09,3.300590112331747e-08
1910,7.481811059584231e-09,6.733629831501275e-08
1911,5.320374141248863e-10,3.6178544604581475e-08
1912,7.814131730565776e-09,6.511776540207848e-08
1913,3.181793939432964e-09,3.3408836364046124e-08
1914,4.68772043404897e-09,4.018046251275109e-08
1915,9.424609537234119e-09,8.246533678146761e-08
1916,9.888715846173568e-09,5.7134801778602196e-08
1917,3.289927441585405e-09,4.8252267959014716e-08
1918,6.89182577673364e-09,5.398596769623509e-08
1919,2.762354567309444e-09,3.4069039145379065e-08
1920,4.543339038320937e-09,4.543339038320937e-08
1921,9.087297137000405e-09,5.376650680233297e-08
1922,7.377935318242379e-09,3.024953532104746e-08
1923,1.0615948120573648e-09,5.8387715551333486e-08
1924,5.156649773851996e-09,5.8012309622768043e-08
1925,3.299453377181294e-09,4.289289479153524e-08
1926,2.229227691330493e-09,4.124071217859182e-08
1927,7.804457635707251e-09,5.3516278519794014e-08
1928,1.1426041224282812e-09,4.913197582112616e-08
1929,3.342121912552898e-09,3.787738034333188e-08
1930,0.0,5.041729700394626e-08
1931,2.2810713318222042e-09,4.790249974462313e-08
1932,2.1919073223131136e-09,4.7126006208486615e-08
1933,0.0,3.441198725973038e-08
1934,4.7926320689839486e-09,4.193553237996639e-08
1935,0.0,3.590485153637246e-08
1936,6.0623572828433225e-09,4.4861445225308216e-08
1937,3.777335333410292e-09,3.0218684332616874e-08
1938,5.186085783037697e-09,5.704694228114704e-08
1939,1.5294050470515685e-09,3.364691103513451e-08
1940,2.5357829169792012e-09,4.817987586669403e-08
1941,0.0,2.3612021671226557e-08
1942,0.0,4.8547388331598995e-08
1943,2.9032352077962287e-09,5.2258233740332116e-08
1944,3.2131861615880553e-09,3.213186161588055e-08
1945,4.357008087652048e-09,5.664110691583346e-08
1946,9.744772988540262e-09,3.480276067335808e-08
1947,9.536696765621855e-09,7.271731394808967e-08
1948,2.174377566888097e-09,2.717971980814582e-08
1949,9.817008317369869e-10,3.9268032381301055e-08
1950,2.1270722960764488e-09,5.424034377199405e-08
1951,3.1984206394497505e-09,5.117472801074996e-08
1952,0.0,3.1634412422931746e-08
1953,0.0,4.3095308654983455e-08
1954,5.863521668203475e-09,2.0522326282801373e-08
1955,9.385607846468247e-10,2.3464019172081407e-08
1956,3.488456634670456e-09,4.534993536253751e-08
1957,5.301022620862739e-09,3.975766915687018e-08
1958,8.272243445794913e-10,3.3088974227268864e-08
1959,1.5501495642666896e-09,3.797866288124396e-08
1960,2.076250060767393e-09,3.460416753142681e-08
1961,3.47407969059077e-09,3.335116449676434e-08
1962,4.439369538644655e-09,3.5514957419380266e-08
1963,5.1728425987107585e-09,1.939815952312074e-08
1964,2.4335873316516654e-09,2.798625464706106e-08
1965,5.47204326295514e-09,3.228505551788885e-08
1966,8.308612131635584e-09,4.265087572008497e-08
1967,7.888536934785861e-09,4.042875190179984e-08
1968,2.6948494546985557e-09,3.8626176923628464e-08
1969,3.1792304344691047e-09,4.042164380990698e-08
1970,7.817832381462608e-09,2.437324264636942e-08
1971,3.083038491169532e-09,5.13839735205579e-08
1972,7.695220238801426e-09,2.61637485010624e-08
1973,7.1671650836435674e-09,1.3783009622514442e-08
1974,5.06301445213353e-09,2.5877630260850992e-08
1975,5.711480177694739e-09,1.9990180621931586e-08
1976,4.570821388050206e-09,2.9710340410105118e-08
1977,2.938390863960194e-09,2.3507128243949182e-08
1978,4.752473081737207e-09,2.9108897514618093e-08
1979,5.266775904289034e-09,1.9311511945119264e-08
1980,5.685150683554241e-10,2.1603573374662233e-08
1981,3.795329828193417e-09,2.4669643217123394e-08
1982,6.207502289967692e-10,1.6760256293935072e-08
1983,9.47297396081126e-09,2.2103606722723157e-08
1984,3.479405208395292e-09,2.0296528902008504e-08
1985,6.617113967877231e-09,1.4437339546091721e-08
1986,7.193382556280881e-09,2.8174081734277934e-08
1987,4.277571630240118e-09,1.4665960446080817e-08
1988,4.197587610832443e-09,2.0987938054162214e-08
1989,6.036934507847036e-09,1.4269117998289005e-08
1990,2.724325431913144e-09,2.0160007885294817e-08
1991,2.344586080837985e-09,1.8170541737916324e-08
1992,7.713922001162388e-09,1.7631821336294706e-08
1993,3.323524566667402e-09,2.3264671966671813e-08
1994,4.747434001473039e-09,1.8462243067673967e-08
1995,2.7112254663563817e-09,1.4098372247417501e-08
1996,6.939520069693117e-09,1.8149513891785318e-08
1997,5.274383707565278e-09,2.6371918870893296e-08
1998,5.244941925219848e-09,1.8118890832141687e-08
1999,5.0272213059088244e-09,2.1936965133306785e-08
2000,3.5344251969604557e-09,1.8113929023400033e-08
2001,2.6287270138425356e-09,1.5772362527144423e-08
2002,2.190610692842654e-09,1.8401129953105055e-08
2003,5.000307723435071e-09,2.1667999394736626e-08
2004,3.523833003171717e-09,2.7750184816710544e-08
2005,4.954124332989807e-09,2.7923248158145952e-08
2006,7.412201963319376e-09,1.3589036729211301e-08
2007,3.5950315224742013e-09,1.5578469847454812e-08
2008,1.2772318758180745e-09,2.0861454563814164e-08
2009,1.907277002999308e-09,1.43045770784056e-08
2010,3.3066551718974324e-09,1.6533275859487162e-08
2011,4.206369030868018e-09,1.529588788962144e-08
2012,4.425528443707805e-09,2.11063664323774e-08
2013,2.5102124823206395e-09,1.5619100013353204e-08
2014,4.114345752981308e-09,1.7107017136197555e-08
2015,3.3248630099125265e-09,2.2830727530731565e-08
2016,4.556948152156792e-09,2.1541937123004118e-08
2017,4.2765392616050946e-09,1.3081179250917785e-08
2018,4.64663996169179e-09,1.3681773713969392e-08
2019,2.806086474294034e-09,1.2244741443012686e-08
