year,en_ADP ours_NOUN,en_ADP sources_NOUN
1878,5.193616092746822e-08,1.2621694622794166e-07
1879,2.1382637882538802e-08,1.1790997689331562e-07
1880,4.7492061838738664e-08,1.1167052194061e-07
1881,4.6018548971460405e-08,1.3456939007561175e-07
1882,3.1945848633085916e-08,1.1380708286878871e-07
1883,1.2006744043446815e-08,1.4660866148874518e-07
1884,2.1125430293977843e-08,1.8814836266756174e-07
1885,3.4161868001092444e-08,1.1022037155195008e-07
1886,2.710454793941608e-08,1.1099957930582605e-07
1887,2.2198344495905076e-08,1.9456194877420785e-07
1888,2.0924028731883482e-08,1.1539919042569124e-07
1889,2.5687061366852504e-08,1.2780878932971973e-07
1890,1.5730527991308918e-08,1.6582597189840342e-07
1891,1.784781566982474e-08,1.1154885015685068e-07
1892,2.0686091062316336e-08,1.1596747717668165e-07
1893,2.4017824173938607e-08,1.1269901989408027e-07
1894,2.7096618282484997e-08,1.1909909147789222e-07
1895,4.393588426410133e-08,8.004756990587225e-08
1896,4.2458609073037223e-08,1.0083919693704146e-07
1897,2.3889524691789177e-08,8.21566580322397e-08
1898,4.7530182456512193e-08,1.3523467523590682e-07
1899,3.592926134388108e-08,1.409532490725951e-07
1900,4.6200374193006155e-08,1.1108853836816479e-07
1901,2.8502569193733507e-08,9.277306750599124e-08
1902,4.271947062761683e-08,1.0262493149726382e-07
1903,3.618147448314346e-08,1.1394465104785922e-07
1904,3.708491380649548e-08,1.273786098821006e-07
1905,2.5287718585786934e-08,1.212778444892315e-07
1906,3.7552548404207187e-08,1.0648461995499403e-07
1907,2.6228500871194882e-08,1.218853859508151e-07
1908,2.701263923654551e-08,1.4390370250971785e-07
1909,2.640472018811124e-08,1.2707272389889113e-07
1910,3.687464011914443e-08,7.802460000316813e-08
1911,2.3409645777405785e-08,1.1598415461389067e-07
1912,2.9693701719679666e-08,9.533241102088752e-08
1913,3.553003186107517e-08,1.0818098927778408e-07
1914,3.0135346662518714e-08,1.0112082754476504e-07
1915,1.6493066468115103e-08,1.1191723814363286e-07
1916,1.2086208478478966e-08,1.318495463920044e-07
1917,1.4256352209862655e-08,1.030843890248434e-07
1918,3.44591288836682e-08,1.0797193805700545e-07
1919,2.4861190051073123e-08,1.0404868788782551e-07
1920,3.028892692213958e-08,1.2948515859534382e-07
1921,1.9689142760626055e-08,1.0450391801919423e-07
1922,3.39385017866789e-08,1.0624226831623673e-07
1923,2.3355085865262026e-08,1.4119210334229138e-07
1924,1.5469948877466777e-08,8.766304659957314e-08
1925,2.3096173862313663e-08,1.1768050134364216e-07
1926,3.901148470930593e-08,8.582526300759952e-08
1927,3.567751882815884e-08,9.365349162848702e-08
1928,3.999114284169991e-08,6.627104198742018e-08
1929,4.233354289340241e-08,9.35794162160164e-08
1930,2.4158287814657342e-08,9.5582791459492e-08
1931,3.649714130915527e-08,8.439963838924314e-08
1932,2.8494794523936662e-08,9.534796996391037e-08
1933,2.2941325283909464e-08,8.25887696009886e-08
1934,2.6359476379411717e-08,1.2341027399997984e-07
1935,2.6330224223158893e-08,1.0532090044534925e-07
1936,2.182448666232517e-08,1.4185916219489059e-07
1937,3.7773354000236736e-08,1.259111871432239e-07
1938,3.759912203804561e-08,1.0761127811065307e-07
1939,2.141167065872196e-08,1.1317597170545923e-07
1940,2.7893612752905028e-08,1.3693227174371714e-07
1941,5.017554371988808e-08,1.5938114472646703e-07
1942,3.6410540360520827e-08,1.0012898843392293e-07
1943,4.6451763546784264e-08,9.580676163523094e-08
1944,2.2492303131116387e-08,1.3495381878669832e-07
1945,5.2284098384092204e-08,8.278315277721049e-08
1946,5.0115975369635635e-08,1.0440827935553898e-07
1947,3.695470129905232e-08,1.0013531936969855e-07
1948,2.9354096486855497e-08,1.1089325524515914e-07
1949,4.515823803785679e-08,1.1387729470513364e-07
1950,3.509669310730601e-08,9.146410917537651e-08
1951,5.6505429890663095e-08,9.382033772098453e-08
1952,4.007025466989944e-08,1.3181005442675087e-07
1953,2.9089333830611963e-08,1.088156551531938e-07
1954,3.4203876397853605e-08,9.870261719058249e-08
1955,4.223523353275027e-08,9.57331991457977e-08
1956,4.0117249966442614e-08,1.351777001445953e-07
1957,3.8874166108371355e-08,1.3252555897125262e-07
1958,2.978007690446205e-08,1.4972760792320017e-07
1959,4.882971238462375e-08,1.3253779340693939e-07
1960,4.8445834510690844e-08,1.3772458423710887e-07
1961,5.002674752230263e-08,1.1603425686956825e-07
1962,3.805173998117084e-08,1.2874171134713563e-07
1963,4.9142006020019835e-08,1.3514050756224805e-07
1964,3.1636634645337836e-08,1.2898013496132066e-07
1965,4.322914171073222e-08,1.1600732224836818e-07
1966,3.268053949678773e-08,1.0025724994644492e-07
1967,3.401931691904281e-08,1.3755636985024466e-07
1968,3.2338194566605694e-08,1.4013217741748463e-07
1969,4.0421643338062196e-08,1.2081075817516052e-07
1970,3.724967356788511e-08,9.56534798035591e-08
1971,4.007949916395859e-08,9.300499259623507e-08
1972,3.693705891150145e-08,1.0875911149454964e-07
1973,4.2451670623222526e-08,1.4168934359126695e-07
1974,3.1503201824989446e-08,1.265753595269814e-07
1975,3.826691807873317e-08,1.3536208065545452e-07
1976,2.6853577084207103e-08,1.1998406135305117e-07
1977,3.526069036752233e-08,1.2458776943446992e-07
1978,4.514849416548117e-08,1.170296524133363e-07
1979,5.851973416959311e-08,9.246117560479661e-08
1980,7.049586514540351e-08,1.7510264616049653e-07
1981,4.427884547908434e-08,1.0943200401403175e-07
1982,1.8622506203769262e-08,1.3594429582042267e-07
1983,2.7787390166622572e-08,1.0357118673809396e-07
1984,4.929157376709625e-08,1.0264245053903664e-07
1985,6.075713410158556e-08,1.2091271628378308e-07
1986,6.174320077434459e-08,9.711066795148326e-08
1987,5.1330862782528186e-08,8.860684586053935e-08
1988,4.3774843305754985e-08,1.0254107207785523e-07
1989,4.9941913382589576e-08,1.1854344128536809e-07
1990,3.541623094793778e-08,1.1987032433324885e-07
1991,4.10302547493302e-08,8.968041731449716e-08
1992,4.35285585353995e-08,1.0744391465422609e-07
1993,4.4313660296779744e-08,9.582828619514316e-08
1994,4.905681882938495e-08,9.49486813617284e-08
1995,3.795715536325517e-08,9.435064551865935e-08
1996,5.12456845846998e-08,9.928851696372476e-08
1997,4.603098802125061e-08,1.1124155196995389e-07
1998,5.626392507451783e-08,8.868720469124014e-08
1999,4.341691162146333e-08,1.0374356707032462e-07
2000,4.064589020913445e-08,1.2193767151558177e-07
2001,6.703253985218538e-08,1.0602532807268972e-07
2002,7.448076794203118e-08,1.1172115099711277e-07
2003,4.50027677345588e-08,8.292176456592415e-08
2004,4.6250306695583276e-08,1.0395307681321242e-07
2005,4.683899590407492e-08,9.86321140317159e-08
2006,3.006059756671675e-08,1.1200660665622308e-07
2007,5.1528783739929196e-08,9.586750815415712e-08
2008,5.875266850807748e-08,1.1154492263187876e-07
2009,5.0066023105088675e-08,9.0595660529047e-08
2010,6.660548362846797e-08,9.211396223562929e-08
2011,5.0858826483590747e-08,7.647943589539352e-08
2012,6.87659067466484e-08,7.114888372905526e-08
2013,6.972812371941473e-08,6.35920527347622e-08
2014,7.968838292016223e-08,7.059351309068873e-08
2015,8.156997584329861e-08,6.782720574083356e-08
2016,7.063269463758459e-08,7.291116754792881e-08
2017,6.46512111901476e-08,1.2452275943708457e-07
2018,7.202292034991231e-08,5.989002654915865e-08
2019,6.709097905011063e-08,6.556038423255472e-08
