year,en_PRON auras_VERB,en_PRON sauras_VERB
1976,1.085570122683066e-08,3.9994687561772935e-09
1977,9.402850942308305e-09,4.11374712072643e-09
1978,1.7227714366185864e-08,5.346532105932056e-09
1979,1.6385525825057812e-08,7.022368020415115e-09
1980,1.2507331170752423e-08,2.2740602734216964e-09
1981,1.3916208629893845e-08,6.958104314946922e-09
1982,1.5518756057986138e-08,8.690503427999374e-09
1983,1.8314416649900522e-08,1.89459470334441e-09
1984,1.5077421977593986e-08,5.799008384599347e-09
1985,2.285912081845254e-08,1.0828004270990732e-08
1986,1.558566253834215e-08,4.196139880008332e-09
1987,1.4054879038383206e-08,3.0554083707556856e-09
1988,1.2592763276586538e-08,6.596209356501959e-09
1989,1.1525056464734007e-08,4.390497743145261e-09
1990,1.5256222951620657e-08,6.538381391862913e-09
1991,1.52398094144246e-08,7.6199047072123e-09
1992,1.597883780846132e-08,7.713921945651236e-09
1993,1.0524494165053966e-08,6.647049133334804e-09
1994,1.2659823411809157e-08,4.2199412852994556e-09
1995,2.4943274112843028e-08,1.138714633697191e-08
1996,1.8149513891785318e-08,9.60856638698715e-09
1997,2.157702461147437e-08,5.274384040632185e-09
1998,1.4781200263769279e-08,8.582632382569955e-09
1999,1.279656292041409e-08,6.398281460207045e-09
2000,1.1045078629479121e-08,6.627047355323157e-09
2001,1.7086726700199506e-08,7.0099388516098315e-09
2002,2.059174164514843e-08,5.6955880012310445e-09
2003,1.4584229823810801e-08,7.083769126836614e-09
2004,1.761916479381398e-08,1.189293641346012e-08
2005,1.216012357474483e-08,5.854874363109275e-09
2006,1.4412615101377924e-08,6.1768350434476815e-09
2007,2.6363563776499177e-08,9.586750948642475e-09
2008,3.746546894944913e-08,1.3198063086861112e-08
2009,3.7191902890754136e-08,1.2397300963584712e-08
2010,5.71578944175144e-08,1.4171378737160012e-08
2011,6.462512658345076e-08,2.141424282342541e-08
2012,7.761695997032803e-08,3.302125151094515e-08
2013,6.721791123709409e-08,2.5938863501551168e-08
2014,7.968838389160737e-08,3.313131102800071e-08
2015,8.312157717682567e-08,3.5021891164888075e-08
2016,7.7468115478041e-08,3.831979000779029e-08
2017,8.628546765976353e-08,3.3457631332112214e-08
2018,9.293280101019263e-08,4.8789722484343656e-08
2019,8.545809038196239e-08,5.30605461790401e-08
