year,en_PRON auras_VERB,en_PRON sauras_VERB
1800,2.5153315874604232e-08,9.432493897065797e-09
1801,1.904946067554647e-08,9.524730337773235e-09
1802,6.713520406265161e-09,6.713520406265161e-09
1803,1.1702034896643454e-08,5.851017448321727e-09
1804,1.9774807569206132e-08,0.0
1805,5.685755422035754e-09,2.842877711017877e-09
1806,1.729001475325731e-08,0.0
1807,1.1387820464392462e-08,1.7081731584767113e-08
1808,1.1330369531492579e-08,4.5321479902327155e-09
1809,1.3554183553310395e-08,0.0
1810,1.4040760554223652e-08,0.0
1811,3.259199843341776e-08,2.5070767684098882e-09
1812,8.00162425207418e-09,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,0.0
1818,1.0729059418679299e-08,0.0
1819,8.280840013696888e-09,2.070210003424222e-09
1820,1.779972080839798e-08,0.0
1821,2.5639868894700157e-08,2.070912508145284e-08
1822,1.4035862250239006e-08,6.015369535816717e-09
1823,1.2847492847356534e-08,9.882686891060644e-10
1824,2.105278085196005e-08,0.0
1825,1.8491430608946757e-08,1.7610886082763955e-09
1826,6.1655889282974385e-09,3.5231937367541377e-09
1827,1.1982455028203276e-08,0.0
1828,3.668920500743411e-09,1.1006761724274838e-08
1829,1.0287811491593857e-08,3.429270423183084e-09
1830,1.6698937344017395e-08,1.0436835840010872e-09
1831,4.677361609140007e-09,6.236482441579483e-09
1832,2.4353944638733083e-08,1.3529969367098715e-09
1833,5.791814139399776e-09,4.6334514003376626e-09
1834,5.600718555598405e-09,1.3068342852307069e-08
1835,1.0588323107185715e-08,7.563087933704082e-09
1836,4.032449929525228e-09,3.36037508930076e-09
1837,1.530736071231331e-08,7.653680356156656e-09
1838,8.2058102535143e-09,3.1560809521380406e-09
1839,3.4957374772659477e-09,4.894032734625853e-09
1840,1.4013314952876499e-08,4.458782232319436e-09
1841,7.0626033910059505e-09,6.420548537278137e-09
1842,6.037438549100216e-09,1.2745703159566801e-08
1843,1.2404512972352677e-08,4.134837805480629e-09
1844,1.0428266250528395e-08,1.6465684371524958e-09
1845,1.1160455670733427e-08,2.7901139176833567e-09
1846,9.367202125076801e-09,1.1709002656346001e-08
1847,6.47186837454683e-09,2.6966118227278457e-09
1848,8.045221711050488e-10,5.63165514222419e-09
1849,5.865590679832167e-09,4.1897072478036534e-09
1850,5.431196825611551e-09,2.0366988096043315e-09
1851,3.224719336003545e-08,5.8044946626978344e-09
1852,1.3021090872200602e-08,3.906327261660181e-09
1853,1.5527023222716707e-08,2.388772735173461e-09
1854,2.338049043260071e-08,3.117398783558656e-09
1855,6.8990182455763716e-09,7.960405667972736e-09
1856,1.1389816201301528e-08,3.1063134287023786e-09
1857,1.513267733344037e-08,3.905207268672939e-09
1858,7.34051397444091e-09,4.404308473482388e-09
1859,1.1202780925145817e-08,1.629495471888731e-08
1860,3.4786598490654796e-08,1.1900677776566226e-08
1861,9.903524222920623e-09,8.017138064531082e-09
1862,7.680577063240435e-09,2.2589932147099034e-09
1863,2.2475793670651e-08,5.494082966350788e-09
1864,1.4384183621984903e-08,6.712618905169165e-09
1865,2.2122168985561075e-08,8.001635798393636e-09
1866,2.7247432754506917e-08,1.1190909532388105e-08
1867,1.1161466417775046e-08,5.82337378318698e-09
1868,6.421836395986702e-09,2.9639244392143382e-09
1869,3.41846337903462e-08,7.325278605918584e-09
1870,2.0069171213776826e-08,5.160643912205387e-09
1871,9.559059321873065e-09,5.3105884134652115e-09
1872,2.7213026498884574e-08,1.269941218851045e-08
1873,2.1549615425442425e-08,1.0176207432266438e-08
1874,1.3741600746186577e-08,8.364453130127458e-09
1875,2.9179789251543298e-08,8.58229043387837e-09
1876,9.069021977836655e-09,1.1487427897804992e-08
1877,3.0924081073635534e-09,3.710889595609501e-09
1878,1.2078177569208037e-08,1.8117265465633636e-09
1879,1.8938909107646396e-08,7.331190321480108e-09
1880,2.5029599726167362e-08,3.8507077526617195e-09
1881,8.367009307619355e-09,2.7890030285249168e-09
1882,1.9300616216355593e-08,5.989846840748214e-09
1883,8.847074184359371e-09,3.791603475633565e-09
1884,1.5844072720483382e-08,2.6406787867472303e-09
1885,3.2228177904158883e-09,3.86738152613475e-09
1886,1.097088819790315e-08,3.872078213618124e-09
1887,1.0446279397058333e-08,5.223139698529167e-09
1888,6.340614699951175e-09,8.876860135842435e-09
1889,1.2530273707511697e-08,1.2530273707511697e-08
1890,1.5730527991308918e-08,1.0487018364813139e-08
1891,2.039750413018737e-08,7.649063604731055e-09
1892,1.6298132621272998e-08,2.5074049503359674e-09
1893,9.853466487186324e-09,3.079208221734575e-09
1894,5.671385139294216e-09,5.041231432301174e-09
1895,9.027921521465032e-09,9.027921521465032e-09
1896,7.076434549446731e-09,6.486732040400511e-09
1897,1.7480140668268973e-09,2.330685422435863e-09
1898,5.6583546736987955e-09,2.8291773368493978e-09
1899,1.0502398950507086e-08,3.3165470370022376e-09
1900,9.34389543516545e-09,4.671947717582725e-09
1901,1.2854099118442264e-08,3.353243460679778e-09
1902,1.7677022512430085e-08,6.38336894454028e-09
1903,9.720396931811592e-09,6.480264325148255e-09
1904,9.13686282189019e-09,2.1498500757388683e-09
1905,8.773290538499623e-09,2.580379465655369e-09
1906,9.773950537805831e-09,1.4918134283448126e-08
1907,1.5942815068115124e-08,1.7485668024619372e-08
1908,3.929111258571538e-09,1.3260750719723546e-08
1909,2.0903737407707013e-08,7.701377313651392e-09
1910,2.8858414324872683e-08,3.740905363258662e-09
1911,4.25629931299909e-09,1.0640748282497725e-09
1912,2.0837685354990754e-08,2.0837684910901544e-09
1913,1.5378670781274195e-08,9.545381374209683e-09
1914,1.339348720819089e-08,3.3483718020477227e-09
1915,1.0602685840410686e-08,8.246533234057551e-09
1916,1.2086208478478966e-08,2.197492410260793e-09
1917,1.864292187292449e-08,0.0
1918,1.033773866510046e-08,1.1486376294556067e-09
1919,6.4454939163738345e-09,9.207848705727883e-09
1920,1.0601124422748853e-08,5.300562211374427e-09
1921,1.5145495524393482e-08,1.5145495524393482e-08
1922,1.1804696775641332e-08,2.951174193910333e-09
1923,9.554353752605493e-09,1.0615948120573648e-08
1924,2.1915761649893284e-08,7.734974438733389e-09
1925,2.74954441437103e-08,1.2097995494286806e-08
1926,2.0063049888108253e-08,1.4489979882625903e-08
1927,2.5643217327342427e-08,1.0034302277972529e-08
1928,1.4853853258500749e-08,4.570416489713125e-09
1929,2.0052731031228177e-08,3.342121912552898e-09
1930,1.2604324695075775e-08,4.201441416995522e-09
1931,3.4216069977333063e-09,4.5621426636444085e-09
1932,1.6439305028370654e-08,6.575722188983946e-09
1933,8.02946331646126e-09,1.7205993074753678e-08
1934,1.4377896206951846e-08,2.3963160344919743e-09
1935,1.196828414151696e-08,1.196828414151696e-09
1936,2.3036957230715416e-08,4.849885826274658e-09
1937,1.1332006444320086e-08,3.777335333410292e-09
1938,9.075650453382877e-09,2.5930428915188486e-09
1939,6.117620188206274e-09,7.647025235257843e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,2.730790527039062e-08,6.068423541449874e-09
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,0.0
1946,1.6705325123211878e-08,4.1763312808029696e-09
1947,3.337843779149807e-08,9.536696765621855e-09
1948,1.9569398546082084e-08,1.0871888278529696e-08
1949,1.1780409536754632e-08,4.908504269707237e-09
1950,1.4889506516624351e-08,3.190608444114673e-09
1951,7.462981344019681e-09,4.264560704569931e-09
1952,9.490323193972472e-09,5.272402070488624e-09
1953,1.2928593307037772e-08,1.0773827163745864e-08
1954,1.6613311615287785e-08,1.07497895029951e-08
1955,1.9709776921672528e-08,9.385607846468247e-09
1956,2.0058624983221307e-08,3.488456634670456e-09
1957,1.1485549400447326e-08,7.068030161150318e-09
1958,1.2408365002158916e-08,2.4816730892496253e-09
1959,1.4726420971555854e-08,6.200598257066758e-09
1960,2.353083417006019e-08,7.612916519406099e-09
1961,1.737039845295385e-08,8.33779090214648e-09
1962,2.72704117065814e-08,1.2049716779927166e-08
1963,1.8104948651398445e-08,6.466053470433053e-09
1964,1.9468698653213323e-08,8.517555549758526e-09
1965,1.0396882466068291e-08,2.188817349590977e-09
1966,1.495550172592175e-08,2.769537488234164e-09
1967,1.9721342781053863e-08,3.944268467392931e-09
1968,1.6169096284102125e-08,1.0330256650092906e-08
1969,1.4533624970169967e-08,4.995933444718048e-09
1970,1.8854771965948203e-08,6.898087434592526e-09
1971,1.644287195290417e-08,3.5968783507200897e-09
1972,1.3851396474251487e-08,3.5911027485013847e-09
1973,2.3706776985932265e-08,3.3079223804577396e-09
1974,1.3501372464475025e-08,1.6876715580593782e-09
1975,7.996072248772634e-09,1.7134440533084216e-09
