year,bien_ADV en_ADP,bien_ADV sans_ADP
1914,9.25155109143816e-06,4.1251942661801877e-07
1915,8.870913916325662e-06,4.441347130068607e-07
1916,9.344836144009605e-06,3.9444989852199797e-07
1917,9.435511856281664e-06,4.529133263986296e-07
1918,9.3441667559091e-06,4.1121228377960506e-07
1919,9.10195831238525e-06,4.723626148006588e-07
1920,9.546312867314555e-06,4.6342057657966507e-07
1921,9.387177669850644e-06,3.9302560139731213e-07
1922,9.443757335247938e-06,4.714500789759768e-07
1923,9.34628042159602e-06,4.968263738192036e-07
1924,9.887876331049483e-06,6.033280328665569e-07
1925,9.49362674873555e-06,5.444098292173294e-07
1926,9.278045581595507e-06,4.792839263245696e-07
1927,9.287304237659555e-06,4.2924514787046064e-07
1928,9.412772669747937e-06,4.1819311036306317e-07
1929,9.663188393460587e-06,4.4784434294342645e-07
1930,9.553027666697744e-06,4.800147053174442e-07
1931,9.546283763484098e-06,3.855010675124504e-07
1932,9.6279527497245e-06,5.370172857510624e-07
1933,9.613561815058347e-06,4.897972871731326e-07
1934,9.459457942284644e-06,4.277424068277469e-07
1935,9.881015103019308e-06,4.667630832955183e-07
1936,9.629447959014215e-06,3.940532167234778e-07
1937,9.536513061902951e-06,3.802517767326208e-07
1938,9.54369443206815e-06,4.122938150885602e-07
1939,9.586310625309125e-06,3.823512599865353e-07
1940,9.166855306830257e-06,4.4629780404648045e-07
1941,9.669122846389655e-06,5.4602799082204e-07
1942,1.0070549251395278e-05,4.915423232887406e-07
1943,1.0631647455738857e-05,4.6742087533857557e-07
1944,1.006048569252016e-05,4.7233837108251464e-07
1945,1.0012404345616233e-05,4.422363133471663e-07
1946,1.0518786439206451e-05,6.16704937783652e-07
1947,1.0364004992879927e-05,4.672981503972551e-07
1948,9.622707693779375e-06,3.805160702086141e-07
1949,9.577473065291997e-06,3.858084198782308e-07
1950,9.808994036575314e-06,5.083703058517131e-07
1951,9.918301657307893e-06,4.3711747821362223e-07
1952,9.636896720621735e-06,4.080839062226005e-07
1953,9.67058713285951e-06,4.137149858252087e-07
1954,1.0268003279634286e-05,4.5246841295920603e-07
1955,1.0223742719972506e-05,3.435132498452731e-07
1956,9.644710189604666e-06,4.046609660690592e-07
1957,9.927932296704967e-06,3.7283859910530737e-07
1958,9.771173608896788e-06,4.2271165057172766e-07
1959,9.724088158691302e-06,3.5575931178755127e-07
1960,9.442785085411742e-06,3.612674959185824e-07
1961,9.74896192929009e-06,3.842332034764695e-07
1962,1.0055171514977701e-05,4.179349275545974e-07
1963,1.0099328392243478e-05,4.0930117961579526e-07
1964,9.724614756123628e-06,4.1188465615960013e-07
1965,9.757200132298749e-06,4.38857881590593e-07
1966,9.754864549904596e-06,3.6003984860144556e-07
1967,9.797069651540369e-06,4.1069694134421297e-07
1968,9.938155926647596e-06,4.307267715830676e-07
1969,8.645690286357421e-06,3.955871079597273e-07
1970,9.442562259209808e-06,3.7157698784540116e-07
1971,9.64271657721838e-06,3.751030135390465e-07
1972,9.21528317121556e-06,3.4628490652721666e-07
1973,9.107812729780562e-06,3.4678052429626405e-07
1974,8.85239933268167e-06,2.728402250795625e-07
1975,9.100672286876943e-06,2.9471237894540536e-07
1976,9.409036465513054e-06,3.330986260152713e-07
1977,9.49041532294359e-06,2.897253352784901e-07
1978,9.29524321691133e-06,3.196038278474589e-07
1979,9.440403118787799e-06,3.4936280712827283e-07
1980,9.676126865088008e-06,3.001759694143402e-07
1981,9.640137250244152e-06,3.0678916118631605e-07
1982,1.0062361070595216e-05,2.9858085781597765e-07
1983,9.956095709640067e-06,2.715585765145079e-07
1984,9.657088412495796e-06,3.0096853720351646e-07
1985,9.710313861432951e-06,2.791219060327421e-07
1986,9.941254575096536e-06,2.799424692057073e-07
1987,9.666700861998834e-06,3.0309652743198967e-07
1988,9.933291039487813e-06,2.7164389848621795e-07
1989,9.58665168582229e-06,2.9855385719201877e-07
1990,1.0039684639195912e-05,2.528174150029372e-07
1991,9.798611245059874e-06,2.9190096029196866e-07
1992,9.943796612787992e-06,2.6502831929064996e-07
1993,9.948970728146378e-06,2.686515472305473e-07
1994,9.620938726584427e-06,3.027807906619273e-07
1995,9.891092304314952e-06,2.8467866286518984e-07
1996,1.0172801921726204e-05,2.599650770207518e-07
1997,1.0362726243329234e-05,2.632397126944852e-07
1998,1.0241465133731253e-05,3.194646467363782e-07
1999,1.0046673196484335e-05,2.888367021114391e-07
2000,9.981216862797737e-06,2.7259252988187654e-07
2001,1.032344971463317e-05,2.9616992947012477e-07
2002,1.0239352377539035e-05,2.7952194159297505e-07
2003,1.0408140042272862e-05,2.520988289234083e-07
2004,1.0390462193754502e-05,2.545969266520842e-07
2005,1.0247831596643664e-05,2.589655991869222e-07
2006,1.061468447005609e-05,3.220189910280169e-07
2007,1.061493003362557e-05,3.3593570947232365e-07
2008,1.0719807505665813e-05,3.3676349175948417e-07
2009,1.034173237712821e-05,3.5761442518378317e-07
2010,1.0705532076826785e-05,3.911300723302702e-07
2011,1.0820693205459975e-05,4.041938268528611e-07
2012,1.0971906704071444e-05,4.360847754014685e-07
2013,1.092723414330976e-05,4.6271583187262877e-07
2014,1.1223935871385038e-05,5.28585189840669e-07
2015,1.0889591976592783e-05,5.299831968841318e-07
2016,1.0717320947151165e-05,5.536691674024041e-07
2017,1.0461169949849136e-05,5.018644628762559e-07
2018,1.0971491974487435e-05,5.320403033692855e-07
2019,1.0569252481218427e-05,5.21677009146515e-07
