year,ton_DET air_NOUN,ton_DET cerf_NOUN
1800,6.288328791015374e-08,0.0
1801,1.0477203105097033e-07,0.0
1802,6.042168365638645e-08,0.0
1803,1.1702035429550506e-07,1.950339223455444e-09
1804,2.447132398941676e-07,7.4155526164076946e-09
1805,2.1605870870189392e-07,2.842877711017877e-09
1806,8.068673817973604e-08,0.0
1807,1.1103124819555887e-07,0.0
1808,5.4385774994614167e-08,0.0
1809,6.325285362152044e-08,0.0
1810,1.8018976355449468e-07,0.0
1811,1.328750656170996e-07,0.0
1812,3.7340914360584065e-08,8.00162425207418e-09
1813,1.1215392459185125e-07,2.8757416448144113e-09
1814,8.496027881221835e-08,0.0
1815,1.0788894311275499e-07,0.0
1816,2.0858434979231788e-08,0.0
1817,1.3233423956648949e-07,0.0
1818,8.821671215741844e-08,2.384235475716423e-09
1819,8.9019032145643e-08,1.035105001712111e-09
1820,1.5663755448258598e-07,0.0
1821,8.185035582641831e-08,4.930744257336528e-09
1822,9.524335098376469e-08,1.0025615893027862e-09
1823,9.981513482415494e-08,9.882686891060644e-10
1824,1.6168537086969081e-07,0.0
1825,7.748789787598298e-08,8.805443041381977e-10
1826,9.776862741617265e-08,0.0
1827,5.0695001418965546e-08,0.0
1828,6.87922590003609e-08,0.0
1829,4.286588117796697e-08,8.57317605795771e-10
1830,8.871310530622623e-08,6.262101504006523e-09
1831,1.0446108422712541e-07,1.5591206103948707e-09
1832,1.1365173968602704e-07,6.764984572527055e-09
1833,1.0541102213323938e-07,0.0
1834,4.947301412983052e-08,0.0
1835,9.983276072489389e-08,0.0
1836,6.989580292326991e-08,6.720750067579218e-10
1837,8.001574336446993e-08,0.0
1838,7.19586488173718e-08,6.312161904276081e-10
1839,7.83045219776568e-08,2.0974426639952526e-09
1840,6.624476167615967e-08,4.458782232319436e-09
1841,7.38363050700741e-08,6.420548537278137e-10
1842,1.1806546673653884e-07,4.024959032733477e-09
1843,9.746403284438543e-08,5.906911071384968e-10
1844,5.653218004830762e-08,5.488561272137815e-10
1845,7.756516784418466e-08,5.580227946389016e-10
1846,6.908311700470904e-08,5.854501328173001e-10
1847,4.0449176452739266e-08,1.0786447290911383e-09
1848,3.378993040925593e-08,0.0
1849,5.865590324560799e-08,8.379414939696517e-10
1850,3.666057768469955e-08,1.3577992064028876e-09
1851,4.385618201929731e-08,1.2898877521649865e-09
1852,6.770967475588918e-08,1.3021090872200602e-09
1853,4.598387448595531e-08,0.0
1854,6.286754050677246e-08,5.195664454227256e-10
1855,3.343370380548549e-08,5.306937111981824e-10
1856,6.678574049345798e-08,5.177189232874468e-10
1857,6.34596157844669e-08,1.9526036343364694e-09
1858,6.068158131533608e-08,9.787352039936081e-10
1859,8.096555870196198e-08,2.5460866748261424e-09
1860,8.238931359372259e-08,5.492620580582752e-09
1861,6.177912603710922e-08,4.715963730639317e-10
1862,7.228778375889533e-08,9.035972525772706e-10
1863,5.6938678327789205e-08,2.4973103585068657e-09
1864,6.856460998960756e-08,1.9178911792039344e-09
1865,7.76629320853317e-08,4.706844358715045e-10
1866,5.060237295850811e-08,4.865612912574591e-10
1867,5.095451882652924e-08,9.7056229719783e-10
1868,6.421836218351018e-08,1.4819622196071691e-09
1869,6.983432232487985e-08,5.371870948067681e-09
1870,4.873941383820579e-08,2.2936195165357276e-09
1871,9.134212586303647e-08,1.0621177271019633e-09
1872,6.652073003543535e-08,0.0
1873,5.327544005950813e-08,5.986004469882289e-10
1874,4.779687134970345e-08,5.974609140757536e-10
1875,8.925582317687031e-08,2.8607636259891933e-09
1876,6.046014888738682e-08,2.418405919968336e-09
1877,4.7004602876654644e-08,0.0
1878,6.039088651377256e-08,6.039088673581716e-10
1879,6.536978158777629e-08,1.221865053580018e-09
1880,7.829772652456768e-08,6.417846254436199e-10
1881,4.2532295019270805e-08,0.0
1882,5.790185042542362e-08,1.3310770263785798e-09
1883,5.434631589196215e-08,1.2638677882037541e-09
1884,5.479408571318345e-08,1.9805090900604227e-09
1885,5.156508686710026e-08,0.0
1886,5.3563748991791726e-08,0.0
1887,6.594214041477642e-08,0.0
1888,5.135897751529228e-08,1.9021844099853524e-09
1889,6.077182668207115e-08,0.0
1890,6.816562159173145e-08,1.3108772956016423e-09
1891,6.501704330474922e-08,0.0
1892,6.080456893542419e-08,1.2537024751679837e-09
1893,3.448713337128595e-08,0.0
1894,6.049477585534646e-08,6.9316934414587195e-09
1895,4.9954499203863634e-08,1.2037228991346183e-09
1896,7.548196956363995e-08,0.0
1897,6.642453209693144e-08,1.7480140668268973e-09
1898,9.619203122923636e-08,5.6583548957434e-10
1899,7.6833337914195e-08,0.0
1900,7.475116392541281e-08,0.0
1901,5.756400955903018e-08,5.588738916095792e-10
1902,4.173741263713282e-08,0.0
1903,5.994244545171057e-08,0.0
1904,5.4283715300584845e-08,5.374625189347171e-10
1905,5.109151568483128e-08,1.0321518084666081e-09
1906,9.928276401005576e-08,0.0
1907,8.897119219142269e-08,1.5428529565042481e-09
1908,4.813161424976897e-08,0.0
1909,6.161101540058667e-08,0.0
1910,7.802459656147676e-08,1.068830135508847e-09
1911,8.459394962301303e-08,5.320374141248863e-10
1912,7.084812914115446e-08,2.0837684910901544e-09
1913,7.477215291373795e-08,0.0
1914,4.687720611684654e-08,6.696743715117748e-10
1915,9.424609537234119e-08,0.0
1916,6.043104061603799e-08,0.0
1917,6.799183305261636e-08,5.483212106582869e-09
1918,5.168869243732388e-08,0.0
1919,8.839534260118853e-08,0.0
1920,6.436396837727898e-08,0.0
1921,9.238751808027246e-08,6.058197943303867e-09
1922,9.517536447845032e-08,0.0
1923,7.006525759578608e-08,0.0
1924,7.992807038448291e-08,0.0
1925,1.1548086753521147e-07,2.1996355847875293e-09
1926,8.805449525084441e-08,0.0
1927,1.4271007930943824e-07,0.0
1928,7.769708032512312e-08,0.0
1929,1.2588659537016156e-07,0.0
1930,6.932378671109518e-08,0.0
1931,7.185374695239943e-08,0.0
1932,5.4797681947604815e-08,6.575722188983946e-09
1933,7.111810784721229e-08,0.0
1934,9.944711365506009e-08,0.0
1935,6.462873258783475e-08,1.196828414151696e-09
1936,9.093535968673905e-08,0.0
1937,5.5400920295767264e-08,0.0
1938,5.315738027533712e-08,0.0
1939,4.28233404292655e-08,1.5294050470515685e-09
1940,4.3108311142958655e-08,0.0
1941,7.083606590185809e-08,2.9515025978810172e-09
1942,8.192371581117186e-08,0.0
1943,5.2258233296242906e-08,0.0
1944,8.354284197764628e-08,0.0
1945,8.931866934958066e-08,0.0
1946,7.099762999729364e-08,0.0
1947,1.1324827475789334e-07,5.960435700558264e-09
1948,6.631851801053301e-08,0.0
1949,8.049947064492358e-08,0.0
1950,7.657460399101979e-08,0.0
1951,7.569595572576304e-08,1.0661401761424827e-09
1952,8.541291318664435e-08,0.0
1953,4.740483960929964e-08,0.0
1954,8.306655985279576e-08,9.772536113672459e-10
1955,6.663781526583534e-08,9.385607846468247e-10
1956,7.325758932807958e-08,1.744228317335228e-09
1957,8.569986675865948e-08,8.835037701437898e-10
1958,7.031407212032548e-08,8.272243445794913e-10
1959,7.440718263751478e-08,0.0
1960,7.33608351843884e-08,1.3841666701708277e-09
1961,1.0352757295883919e-07,6.948159270159238e-10
1962,9.259256739113653e-08,6.341956404476434e-10
1963,8.1472268931293e-08,0.0
1964,8.274196883206741e-08,1.2167936658258327e-09
1965,7.004215873962494e-08,0.0
1966,9.250255139647834e-08,0.0
1967,8.628087444506605e-08,9.860671168482327e-10
1968,1.1902252072815145e-07,0.0
1969,8.311416710427011e-08,4.5417578031781147e-10
1970,6.300253296842584e-08,0.0
1971,6.37161305938605e-08,0.0
1972,6.771793703563844e-08,5.130146862875051e-10
1973,6.285052633892008e-08,5.513203782392395e-10
1974,6.863197432593893e-08,5.625571675160757e-10
1975,5.768594801836002e-08,1.7134440533084216e-09
1976,4.285145172033822e-08,0.0
1977,5.05403221495726e-08,0.0
1978,5.287126336739334e-08,1.1881182704343018e-09
1979,6.437170529949299e-08,7.607565244427406e-09
1980,5.173487260812237e-08,5.685150683554241e-10
1981,5.1236952236521915e-08,0.0
1982,5.0280768881805216e-08,3.1037510339615437e-09
1983,5.431171601344431e-08,6.315316047889041e-10
1984,5.335087971403141e-08,1.1598016991243298e-09
1985,4.1507349557434736e-08,3.0077789148208467e-09
1986,5.395036728472746e-08,1.1988970927134801e-09
1987,5.7441677636660415e-08,6.110816852533674e-10
1988,5.5767951590013354e-08,1.798966087207532e-09
1989,6.366221505516023e-08,1.0976244357863152e-09
1990,5.121732016277747e-08,1.089730194969718e-09
1991,5.3925480081318256e-08,4.10302547493302e-09
1992,5.3997453619558655e-08,0.0
1993,4.2097975327948234e-08,5.539207426075166e-10
1994,5.8551683945751165e-08,0.0
1995,7.266084134371908e-08,0.0
1996,5.071187381133768e-08,0.0
1997,5.178485995571691e-08,1.438468344439059e-09
1998,3.6237782552461795e-08,9.536258449571733e-10
1999,5.529943525317549e-08,2.7421207526856506e-09
2000,5.6109000112769536e-08,2.6508188977203417e-09
2001,4.906957240535803e-08,1.3143635069212678e-09
2002,5.476526698799944e-08,8.76244299341522e-10
2003,6.292053456036228e-08,4.583615265119079e-09
2004,5.373845501921437e-08,1.3214374039449694e-09
2005,7.16096195674254e-08,2.251874686720612e-09
2006,5.229720301258567e-08,1.2353669198716943e-09
2007,7.34984249017856e-08,2.3966877371606188e-09
2008,9.408941581412478e-08,6.811903485726134e-09
2009,8.964202091732432e-08,1.907277002999308e-09
2010,1.3462810777298273e-07,2.3618964561933353e-09
2011,1.2963265527687895e-07,5.7359579308524644e-09
2012,1.5625519989015402e-07,5.1063788752969685e-09
2013,1.8687137348649685e-07,4.741512515948898e-09
2014,2.0268566913728137e-07,4.547434873103384e-09
2015,2.101313532065774e-07,2.881548111233201e-09
2016,2.379969679111582e-07,3.1070099826280284e-09
2017,2.1986442355625968e-07,3.773417134311785e-09
2018,2.45239335505687e-07,5.421080029321956e-09
2019,2.147931654761237e-07,8.928457084778074e-09
