year,certain_ADJ avoir_NOUN,certain_ADJ savoir_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,6.7770917766551975e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,9.493184904840746e-09
1821,0.0,4.930744257336528e-09
1822,0.0,3.0076847679083585e-09
1823,2.2730180404550993e-08,9.882686891060644e-10
1824,0.0,6.736890156844311e-09
1825,0.0,1.7610886082763955e-09
1826,0.0,1.3211976401805714e-08
1827,0.0,0.0
1828,0.0,4.586150570418113e-09
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,1.5591206103948707e-09
1832,0.0,0.0
1833,0.0,5.791814139399776e-09
1834,0.0,0.0
1835,0.0,4.5378527602224494e-09
1836,4.032449929525228e-09,8.064899859050456e-09
1837,0.0,6.957890930081589e-10
1838,4.418513555037862e-09,6.312161904276081e-10
1839,6.9914751765765e-10,2.0974426639952526e-09
1840,0.0,2.5478754661634184e-09
1841,0.0,7.0626033910059505e-09
1842,0.0,1.0733224087289273e-08
1843,0.0,2.3627644285539873e-09
1844,0.0,2.6345094994439933e-08
1845,0.0,1.6182660544927785e-08
1846,3.5127007969038004e-09,0.0
1847,5.393223645455691e-10,6.47186837454683e-09
1848,0.0,7.24069959545659e-09
1849,0.0,5.02764896381791e-09
1850,1.3577992064028876e-09,3.055048125588655e-08
1851,6.449438760824933e-10,5.159551008659946e-09
1852,0.0,2.6042181744401205e-09
1853,5.971931837933653e-10,1.791579506971175e-08
1854,1.558699391779328e-09,6.754363734984281e-09
1855,0.0,7.429711956774554e-09
1856,0.0,1.2425253714809514e-08
1857,1.9526036343364694e-09,7.810414537345878e-09
1858,0.0,1.468102794888182e-08
1859,0.0,6.619825576592575e-09
1860,9.154367819341758e-10,7.781213007262977e-09
1861,0.0,6.13075279431996e-09
1862,0.0,1.1746764450037972e-08
1863,0.0,1.2986014041871385e-08
1864,0.0,1.965838514195184e-08
1865,0.0,3.765475486972036e-09
1866,4.865612912574591e-10,8.271541673821048e-09
1867,0.0,1.7955402498159856e-08
1868,0.0,1.2349684830326169e-08
1869,0.0,1.904572499711321e-08
1870,0.0,2.5803219116937726e-08
1871,0.0,7.434824311758348e-09
1872,0.0,6.652073114565837e-09
1873,0.0,1.0774807712721213e-08
1874,0.0,1.6728906260254917e-08
1875,0.0,8.010138330405425e-09
1876,0.0,1.5115036333668286e-08
1877,0.0,4.9478527941460015e-09
1878,0.0,9.058632954861423e-09
1879,1.832797580370027e-09,9.774920428640144e-09
1880,0.0,1.5402831010646878e-08
1881,0.0,1.9523021421719022e-08
1882,0.0,1.0648616211028639e-08
1883,0.0,8.21514056781325e-09
1884,0.0,1.5844072720483382e-08
1885,0.0,7.090199094506033e-09
1886,0.0,4.5174246565693466e-09
1887,0.0,1.5016526688782506e-08
1888,0.0,8.242799331981132e-09
1889,0.0,1.1277245803853475e-08
1890,0.0,9.176140736144589e-09
1891,0.0,1.2748440525456317e-08
1892,0.0,4.387958441043338e-09
1893,0.0,1.1700991287000306e-08
1894,0.0,3.780923574225881e-09
1895,6.018614495673091e-10,7.22233739480771e-09
1896,1.179405795248556e-09,9.435246361988447e-09
1897,0.0,1.1653426668090106e-08
1898,5.6583548957434e-10,5.6583546736987955e-09
1899,0.0,8.291367592505594e-09
1900,1.038210628578895e-09,9.863001082521805e-09
1901,0.0,1.4530721514915967e-08
1902,5.4013122863239005e-09,9.329538919189417e-09
1903,2.1600881083827517e-09,1.296052865029651e-08
1904,0.0,8.599400302955473e-09
1905,5.160759042333041e-10,1.7030505006232488e-08
1906,5.144184522798412e-10,2.211999294843281e-08
1907,2.5714217422034835e-09,1.5942815068115124e-08
1908,4.911389073214423e-10,1.080505640516094e-08
1909,0.0,1.870334465081669e-08
1910,5.344150677544235e-10,1.068830179917768e-08
1911,0.0,1.4365010514438836e-08
1912,0.0,1.7712032729377825e-08
1913,0.0,2.1211958411981868e-08
1914,0.0,1.4732836284281348e-08
1915,0.0,5.890381071793627e-09
1916,3.2962386153911893e-09,1.0987461607214755e-08
1917,0.0,7.676496771580332e-09
1918,0.0,1.033773866510046e-08
1919,0.0,1.6574126959767455e-08
1920,0.0,1.817335615328375e-08
1921,7.572747429129834e-10,2.120369302360814e-08
1922,0.0,1.623145884366295e-08
1923,0.0,5.307974060286824e-09
1924,1.289162443462999e-09,1.2891624656674594e-08
1925,0.0,5.499089184013428e-09
1926,0.0,4.458455382660986e-09
1927,0.0,1.5608915049369898e-08
1928,0.0,7.998228745975666e-09
1929,2.2280812750352652e-09,1.7824650200282122e-08
1930,0.0,1.3654684494213143e-08
1931,0.0,2.9653927313688655e-08
1932,0.0,9.863582839386709e-09
1933,1.1470662197865522e-09,6.882397318719313e-09
1934,0.0,1.0783422155213884e-08
1935,1.196828414151696e-09,1.795242710045386e-08
1936,0.0,1.4549657478823974e-08
1937,0.0,6.295559185076627e-09
1938,1.2965214457594243e-09,2.5930429359277696e-08
1939,0.0,1.5294050470515685e-08
1940,0.0,7.100192078723921e-08
1941,0.0,2.6563522936839945e-08
1942,3.034211770724937e-09,2.4273694165799498e-08
1943,0.0,2.9032352077962287e-09
1944,0.0,5.1410978585408884e-08
1945,0.0,1.742803235060819e-08
1946,2.7842208538686464e-09,3.062643116891195e-08
1947,1.1920870957027319e-09,2.0265479960812627e-08
1948,0.0,2.717971980814582e-08
1949,0.0,1.7670615193310368e-08
1950,4.2541445921528975e-09,1.3825969702452312e-08
1951,0.0,2.2388944032059044e-08
1952,0.0,1.2653764258629963e-08
1953,0.0,9.69644453618912e-09
1954,0.0,2.34540866728139e-08
1955,0.0,1.8771215692936494e-08
1956,0.0,2.2674967681268754e-08
1957,0.0,7.951533653738352e-09
1958,0.0,1.6544486669545222e-08
1959,7.750747821333448e-10,1.705164542897819e-08
1960,0.0,2.5607082676515347e-08
1961,0.0,3.057190056665604e-08
1962,0.0,3.361236977639237e-08
1963,1.939815863494232e-09,3.168366191630412e-08
1964,0.0,2.798625509115027e-08
1965,0.0,3.1190648286383293e-08
1966,0.0,3.932743197765376e-08
1967,9.860671168482327e-10,2.662381248796919e-08
1968,1.3474247273492779e-09,4.311759127517689e-08
1969,3.1792304344691047e-09,5.0867686951505675e-08
1970,0.0,5.426495519600394e-08
1971,5.138397485282553e-10,7.347908592691965e-08
1972,0.0,5.4379555081141007e-08
1973,1.102640756478479e-09,7.553089176326466e-08
1974,5.625571675160757e-10,7.0882201441691e-08
1975,5.711480177694739e-10,6.453972645203976e-08
1976,0.0,9.1416431757807e-08
1977,0.0,9.52038661239385e-08
1978,0.0,9.742569773152354e-08
1979,1.7555920051037788e-09,9.480196894173787e-08
1980,1.7055452605774235e-09,8.69828085114932e-08
1981,1.2651099057237047e-09,1.0247390491713304e-07
1982,6.207502289967692e-10,1.0490678903352091e-07
1983,0.0,1.0420271223665623e-07
1984,0.0,9.510373644161518e-08
1985,6.015558051686298e-10,1.0045982179462953e-07
1986,5.395036861699509e-09,8.931783668231219e-08
1987,6.110816852533674e-10,9.777306786418194e-08
1988,1.1993107618124554e-09,9.354624097568376e-08
1989,1.0976244357863152e-09,8.726114231194515e-08
1990,5.44865097484859e-10,7.791570766357836e-08
1991,1.1722930404189924e-09,9.143885648654759e-08
1992,0.0,9.807700962483068e-08
1993,0.0,9.195084516022689e-08
1994,0.0,7.121150957800637e-08
1995,1.0844901643380922e-09,9.001268352903935e-08
1996,0.0,9.608565676444414e-08
1997,0.0,9.63773771900378e-08
1998,0.0,8.058138689648331e-08
1999,0.0,1.2385244474444335e-07
2000,0.0,1.0735816857732061e-07
2001,0.0,1.0120599114316065e-07
2002,4.38122149670761e-10,1.1610237038439664e-07
2003,8.333845835650777e-10,1.0875668721155307e-07
2004,0.0,9.690540991869057e-08
2005,0.0,1.0628848912119793e-07
2006,4.1178899179428186e-10,9.512325505056651e-08
2007,3.994479469415779e-10,9.666640465866294e-08
2008,0.0,8.812899920940254e-08
2009,0.0,1.0919161042011183e-07
2010,4.723793023408973e-10,8.455589295408572e-08
2011,0.0,7.83914231305971e-08
2012,3.404252713057332e-10,6.60425030218903e-08
2013,1.3945624655065103e-09,6.66600854515309e-08
2014,0.0,6.604607705185117e-08
2015,0.0,5.2976151465600196e-08
2016,6.214020409345267e-10,5.178350193091319e-08
2017,7.54683426862357e-10,5.811062209204465e-08
2018,0.0,4.724084234908332e-08
2019,5.1019755087367e-10,4.719327506563786e-08
