year,en_PRON ôte_VERB,en_PRON ote_VERB
1840,1.2930468074046075e-07,6.369688665408546e-10
1841,1.194221965761244e-07,1.2841097074556274e-09
1842,1.1471133376517173e-07,2.683306021822318e-09
1843,1.6598420415903092e-07,1.7720733769266417e-09
1844,1.7508510552488588e-07,0.0
1845,1.8303147442111367e-07,1.1160455892778032e-09
1846,1.6158423932211008e-07,5.854501328173001e-10
1847,1.2026889351091086e-07,1.0786447290911383e-09
1848,1.0378335701943797e-07,0.0
1849,1.0893239732467919e-07,1.6758829879393033e-09
1850,1.0726613908218496e-07,1.3577992064028876e-09
1851,1.3930787190474803e-07,3.2247193804124663e-09
1852,1.3672145371401712e-07,2.6042181744401205e-09
1853,1.421319808514454e-07,4.180352064508952e-09
1854,1.7353519865537237e-07,2.5978321716024766e-09
1855,9.817833301895007e-08,5.306937111981824e-10
1856,1.3564235246121825e-07,1.0354378465748937e-09
1857,1.0202354161492622e-07,9.763018171682347e-10
1858,1.3457608361022722e-07,1.9574704079872163e-09
1859,7.587338046732839e-08,5.092173349652285e-10
1860,1.3640007523463282e-07,1.8308735638683515e-09
1861,1.2402985305470793e-07,9.431927461278633e-10
1862,1.5135253761400236e-07,2.2589932147099034e-09
1863,9.339940731933893e-08,4.994620828036034e-10
1864,9.445614068681607e-08,2.3973640850272204e-09
1865,1.1343495032178907e-07,4.706844358715045e-10
1866,1.0217787149713331e-07,2.432806400776144e-09
1867,1.1209994710270621e-07,9.7056229719783e-10
1868,1.1411108857828367e-07,2.4699371437009177e-09
1869,8.83916939642404e-08,3.4184632902167778e-09
1870,9.919904186972417e-08,1.7202146374017957e-09
1871,6.691341525311145e-08,2.1242354542039266e-09
1872,7.740594298866199e-08,1.8142017887967654e-09
1873,8.38040605799506e-08,5.986004469882289e-10
1874,8.48394492436455e-08,5.974609140757536e-10
1875,6.40811066432434e-08,2.2886108563824337e-09
1876,1.3784914187908726e-07,1.209202959984168e-09
1877,9.091679231687522e-08,1.2369631985365004e-09
1878,6.944951991272319e-08,6.039088673581716e-10
1879,8.61414832797891e-08,2.443730107160036e-09
1880,6.802917340564818e-08,6.417846254436199e-10
1881,7.251407652120179e-08,6.972507571312292e-10
1882,6.588831524823036e-08,6.655385131892899e-10
1883,7.520013411976834e-08,6.319338941018771e-10
1884,5.149323811792783e-08,0.0
1885,4.834226885463977e-08,1.2891271383708158e-09
1886,7.615087582735214e-08,0.0
1887,4.0479331886444925e-08,1.3057849246322917e-09
1888,5.326116436776829e-08,1.268122939990235e-09
1889,5.200063668553412e-08,0.0
1890,4.3258950199742685e-08,6.554386478008212e-10
1891,4.3344694944380535e-08,1.9122659011827636e-09
1892,5.8924015888806025e-08,1.2537024751679837e-09
1893,3.0176241949675386e-08,0.0
1894,5.5453547531669756e-08,1.2603078580752936e-09
1895,3.5509824414248214e-08,6.018614495673091e-10
1896,3.715128116255073e-08,0.0
1897,5.710179351581246e-08,1.7480140668268973e-09
1898,4.809601605870739e-08,1.6975064687230201e-09
1899,4.698441813388854e-08,2.2110313580014918e-09
1900,3.7894686499839736e-08,5.191053142894475e-10
1901,4.918090112937534e-08,1.1177477832191585e-09
1902,2.4060391012881155e-08,0.0
1903,4.104167317109386e-08,0.0
1904,3.2247751136083025e-08,5.374625189347171e-10
1905,4.231822359201942e-08,1.5482277682110634e-09
1906,3.137952475640304e-08,0.0
1907,3.394276504309346e-08,5.142843373384665e-10
1908,4.665819730576004e-08,9.822778146428846e-10
1909,3.025541062129378e-08,1.1001967115120692e-09
1910,4.382203400155049e-08,1.068830135508847e-09
1911,5.2671705219609066e-08,0.0
1912,4.948950049765699e-08,0.0
1913,3.6590627416899224e-08,5.30298971401777e-10
1914,4.218948390644073e-08,0.0
1915,1.767114277129167e-08,0.0
1916,5.273981784625903e-08,0.0
1917,2.631941953268324e-08,0.0
1918,3.2161853624756986e-08,0.0
1919,4.6960025201769895e-08,0.0
1920,3.028892692213958e-08,1.514446346106979e-09
1921,3.180553775905537e-08,7.572747429129834e-10
1922,2.87739485571592e-08,0.0
1923,2.7601466001669905e-08,0.0
1924,4.383152329978657e-08,0.0
1925,4.2892892793133797e-08,0.0
1926,3.343841470382358e-08,1.1146138456652466e-09
1927,5.2401357919507063e-08,0.0
1928,2.9707706517001498e-08,0.0
1929,3.230717737778832e-08,0.0
1930,5.04172987803031e-08,0.0
1931,2.8513390759599133e-08,0.0
1932,3.287861005674131e-08,1.0959536611565568e-09
1933,2.982372038218273e-08,0.0
1934,1.677421224144382e-08,0.0
1935,2.992070946561398e-08,0.0
1936,2.5461901032031165e-08,0.0
1937,2.895957251780601e-08,0.0
1938,3.3709557811789637e-08,0.0
1939,3.211750509990452e-08,0.0
1940,2.028626333583361e-08,0.0
1941,6.198155233505531e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,3.774205836748479e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,2.7842208538686464e-08,0.0
1947,3.9338875268413176e-08,0.0
1948,4.4574740343250596e-08,1.0871887834440486e-09
1949,5.2030145525350235e-08,0.0
1950,4.0414374069541736e-08,0.0
1951,5.117473023119601e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,4.417269394707546e-08,2.1547654771580937e-09
1954,4.788542540268281e-08,9.772536113672459e-10
1955,3.0972504561077585e-08,0.0
1956,3.1396108823855684e-08,0.0
1957,3.003912851795576e-08,0.0
1958,2.1507833736222892e-08,0.0
1959,3.5653439312000046e-08,7.750747821333448e-10
1960,3.5988332314218496e-08,0.0
1961,2.91822690456911e-08,0.0
1962,6.532214769094935e-08,0.0
1963,4.332255798544793e-08,6.466053248388448e-10
1964,5.2322128851756133e-08,0.0
1965,5.7456453816939757e-08,2.188817349590977e-09
1966,3.711179985543822e-08,0.0
1967,5.324762497593838e-08,9.860671168482327e-10
1968,4.177016776907294e-08,0.0
1969,3.951329219376021e-08,4.5417578031781147e-10
1970,4.8746485958872654e-08,0.0
1971,4.3162540208641076e-08,2.0553589941130213e-09
1972,3.33459553303328e-08,1.0260293725750103e-09
1973,2.3706776985932265e-08,5.513203782392395e-10
1974,1.6314157136321228e-08,5.625571675160757e-10
1975,2.5701661243715535e-08,0.0
1976,2.3425460682346966e-08,1.142705374768127e-09
1977,2.3507126911681553e-08,5.876781838942691e-10
1978,2.613860239364385e-08,0.0
1979,3.5111838769807946e-08,1.1703946700691858e-09
1980,1.591842213599648e-08,0.0
1981,2.0241758491579276e-08,1.2651099057237047e-09
1982,2.7313010519947056e-08,6.207502289967692e-10
1983,2.462973291983417e-08,0.0
1984,3.943325666000419e-08,0.0
1985,1.804667348892508e-08,0.0
1986,2.2779044428489215e-08,0.0
1987,2.810975807676641e-08,1.8332451112712533e-09
1988,2.818380373525997e-08,0.0
1989,1.5366742545097622e-08,5.488122178931576e-10
1990,2.7788120249283565e-08,0.0
1991,2.1687421636329418e-08,0.0
1992,2.1488782309120324e-08,0.0
1993,3.988229480000882e-08,5.539207426075166e-10
1994,2.0572214154412904e-08,0.0
1995,2.548551947256783e-08,0.0
1996,2.5089033073300016e-08,0.0
1997,3.116681313031222e-08,0.0
1998,2.6701524546979272e-08,9.536258449571733e-10
1999,3.062034892309384e-08,0.0
2000,2.5182780305499364e-08,0.0
2001,3.329720854594598e-08,0.0
2002,3.1106672793157486e-08,0.0
2003,2.1251306492331423e-08,4.1669229178253886e-10
2004,2.422635247967264e-08,0.0
2005,2.8373621674404603e-08,1.3511248786457486e-09
2006,2.3471972809829822e-08,4.1178899179428186e-10
2007,2.9559148018165615e-08,7.988958938831558e-10
2008,2.7247613942904536e-08,1.2772318758180745e-09
2009,2.4317781566196572e-08,0.0
2010,2.3146585093059002e-08,0.0
2011,2.6767803973370974e-08,0.0
2012,2.791487219155897e-08,0.0
2013,2.5938863501551168e-08,0.0
2014,2.7068065122648477e-08,0.0
2015,4.521813679048137e-08,2.2165753954528356e-10
2016,4.1219667679115446e-08,0.0
2017,2.264050280587071e-08,0.0
2018,3.3559068413069326e-08,0.0
2019,4.5662680747682316e-08,0.0
