year,en_ADP air_NOUN,en_ADP cerfs_NOUN
1800,9.023752340908686e-07,6.288328968651058e-09
1801,4.4528114284680953e-07,0.0
1802,2.506380951672327e-07,1.5664880947952042e-08
1803,4.5442902552039754e-07,1.1702034896643454e-08
1804,3.8808059343864443e-07,5.19088700912107e-08
1805,2.7575912708854844e-07,8.528632911009026e-09
1806,3.7749865100522584e-07,0.0
1807,2.0498076924724273e-07,0.0
1808,2.062127402169267e-07,1.1330369531492579e-08
1809,2.4397530085096264e-07,2.25903047379461e-08
1810,1.7550951270095538e-07,1.4040760554223652e-08
1811,2.0808736911348547e-07,2.0056614147279106e-08
1812,1.3869483117545656e-07,2.6672083208723052e-08
1813,2.0992913585260453e-07,4.026038169513413e-08
1814,1.3530711839848664e-07,0.0
1815,2.8320846801044297e-07,5.394447111228828e-09
1816,1.7150268938337376e-07,2.3176038865813098e-09
1817,1.3077736582545185e-07,6.227493631882908e-09
1818,2.2888661255215936e-07,2.384235475716423e-09
1819,1.3870406800897683e-07,3.3123360054787554e-08
1820,1.8511710120350244e-07,5.933240565525466e-09
1821,8.776724769177235e-08,1.3806083387635226e-08
1822,1.0426640528748976e-07,5.012807946513931e-09
1823,9.586206450862278e-08,0.0
1824,1.4905369027928828e-07,5.894778887238772e-09
1825,1.1270966804310945e-07,1.7610886082763955e-09
1826,9.776862741617265e-08,4.403992281964975e-09
1827,1.6222400611720644e-07,2.2121454890111636e-08
1828,1.4033620721054518e-07,1.3758452155343548e-08
1829,1.3717081515096652e-07,1.3717081692732336e-08
1830,1.8786305133744463e-07,9.39315247805439e-09
1831,1.7306238930814288e-07,4.677361609140007e-09
1832,1.1094574858816486e-07,1.8941957335982806e-08
1833,1.4247862734073635e-07,1.1583628500844156e-09
1834,1.474855890748472e-07,1.8669062740173104e-08
1835,1.1722786297241328e-07,9.832014313815307e-09
1836,1.9624590608113834e-07,1.2769425516978572e-08
1837,9.253994626146067e-08,1.3219993100221927e-08
1838,1.7484688585867048e-07,1.009945904684173e-08
1839,1.3143973565110656e-07,1.7478688718597368e-08
1840,1.1720227499623093e-07,2.229391071750797e-08
1841,1.4703056194775854e-07,7.0626033910059505e-09
1842,1.1739464067517247e-07,2.2137275124123335e-08
1843,1.9729083622355148e-07,5.31621990873532e-09
1844,1.5203314940315238e-07,1.5367971784030487e-08
1845,1.9419193170167048e-07,1.897277535078956e-08
1846,1.0362467706137579e-07,1.8148954339380907e-08
1847,9.977463566457345e-08,1.6718992412734224e-08
1848,7.562508130831702e-08,2.413566457803995e-09
1849,4.776266493422554e-08,1.1731181359664333e-08
1850,1.0726613819400654e-07,3.394498016007219e-09
1851,9.28719168236114e-08,7.739326512989919e-09
1852,1.295598495154593e-07,6.510545436100301e-09
1853,1.8632426690423642e-07,5.3747388761848924e-09
1854,1.5327209934579145e-07,1.0910895298366086e-08
1855,1.645150575768639e-07,1.0613874223963649e-08
1856,1.0457922500206607e-07,1.346069211649592e-08
1857,1.649950125415245e-07,8.298565390418844e-09
1858,1.1793758891709416e-07,8.808616946964776e-09
1859,9.522363986214089e-08,1.629495471888731e-08
1860,2.2016254042078742e-07,1.327383314375652e-08
1861,1.787350306092783e-07,4.715963619617014e-09
1862,2.466820419877447e-07,1.0843167252971853e-08
1863,1.4883970733681195e-07,3.496234635136375e-09
1864,9.829192038068868e-08,2.445311186871635e-08
1865,8.425251213362017e-08,6.118897832863013e-09
1866,1.7954111974916032e-07,3.4059290943133647e-09
1867,1.465549051005155e-07,5.82337378318698e-09
1868,1.1262912769094413e-07,1.679557115608077e-08
1869,1.3771524309813543e-07,3.4184632902167778e-09
1870,1.2614906896857292e-07,1.3188312664169644e-08
1871,1.115223595693493e-07,6.37270636261178e-09
1872,1.5420715726577328e-07,1.8142017887967654e-09
1873,7.302925214558442e-08,5.986004469882289e-10
1874,1.69081439682639e-07,6.572069999322139e-09
1875,1.0241533254795598e-07,6.865832347102696e-09
1876,1.6566080840441089e-07,5.441413541973361e-09
1877,1.0699732011509866e-07,1.608052180301911e-08
1878,1.6547102504871347e-07,1.5701630218245555e-08
1879,6.659164597522249e-08,3.665595160740054e-09
1880,1.1167052460514526e-07,4.492492600149944e-09
1881,1.1713813058422673e-07,1.2550513517339823e-08
1882,1.0715170062347568e-07,1.2645231528551903e-08
1883,1.131161653233903e-07,8.847074184359371e-09
1884,1.7296446674919252e-07,3.300848483434038e-09
1885,1.4180398011376383e-07,3.86738152613475e-09
1886,1.0906354014350583e-07,9.034849313138693e-09
1887,8.161155939934162e-08,1.1099172247952538e-08
1888,1.0715638998348709e-07,6.34061492199578e-09
1889,8.645888804892365e-08,2.5060546970934183e-09
1890,1.7238036653655087e-07,1.4419650362640368e-08
1891,2.42220368873447e-07,1.9122659011827636e-09
1892,1.1847488301519604e-07,8.149066310636499e-09
1893,1.422594238520425e-07,8.005941687372342e-09
1894,1.9282710761459043e-07,7.561847148451761e-09
1895,1.0352017021375559e-07,6.018614495673091e-09
1896,7.194375445385148e-08,4.717623180994224e-09
1897,1.1070755412401212e-07,5.826713556089658e-10
1898,1.9181822974445595e-07,1.3580051305694951e-08
1899,1.0060192678906787e-07,3.8693048765026106e-09
1900,1.3496738171525635e-07,5.19105292084987e-09
1901,1.279821263411307e-07,7.265360757457984e-09
1902,2.533706344731712e-07,8.838511089681589e-09
1903,1.3608554705335507e-07,1.6200660590826033e-08
1904,1.4135264425618743e-07,6.987012746151322e-09
1905,1.475977098319703e-07,1.1353670226199597e-08
1906,2.052529679552606e-07,1.0288369267641428e-08
1907,2.2062798410438234e-07,4.114274698707732e-09
1908,2.3329098763902323e-07,1.964555629285769e-09
1909,3.15206349466024e-07,1.5402753739124364e-08
1910,3.6340225884057276e-07,1.2825961626106164e-08
1911,3.9902805815117404e-07,4.788336727123976e-09
1912,4.625965921434272e-07,7.814131786076928e-09
1913,5.09087001221431e-07,6.363587878865928e-09
1914,3.0202313938687553e-07,2.0090231700464756e-09
1915,1.8377989163820274e-07,5.890380960771324e-09
1916,1.50528225217883e-07,5.493730803607377e-09
1917,1.381769423325352e-07,3.289927441585405e-09
1918,2.6303800471083605e-07,2.2972752589112133e-09
1919,2.642652502382603e-07,1.1049418269237776e-08
1920,2.854731246948461e-07,7.572231730534895e-10
1921,2.6504616346123555e-07,1.9689143759826777e-08
1922,2.751969887526684e-07,1.1066902949607993e-08
1923,2.558443532585386e-07,0.0
1924,2.2947091282699006e-07,3.867487219366694e-09
1925,3.277457034656095e-07,5.499089184013428e-09
1926,2.920288224572687e-07,5.573069339348535e-09
1927,2.129501930347999e-07,2.2298449753321847e-09
1928,2.31948637186008e-07,3.4278122562625413e-09
1929,2.551153110985638e-07,7.798284684668033e-09
1930,2.468346705919444e-07,6.302162347537887e-09
1931,4.573547949249246e-07,1.3686427990933225e-08
1932,3.9563927378694075e-07,6.575722188983946e-09
1933,3.8082598163846626e-07,2.2941324395731044e-09
1934,3.774197683270586e-07,0.0
1935,5.732808050495919e-07,4.787313656606784e-09
1936,4.692264652383926e-07,3.6374143697059935e-09
1937,4.293571240765459e-07,2.5182236296217297e-09
1938,4.2914859399445504e-07,6.482607339819424e-09
1939,4.909389987872714e-07,3.058810094103137e-09
1940,6.187310546135194e-07,5.0715658339584024e-09
1941,4.574829119974311e-07,8.854507793643052e-09
1942,4.247896423503761e-07,6.068423541449874e-09
1943,9.929064368474627e-07,5.806470415592457e-09
1944,4.6269882147953467e-07,6.4263723231761105e-09
1945,9.389352637612092e-07,2.178504043826024e-09
1946,4.134568101221703e-07,0.0
1947,5.161737379744125e-07,1.1920870957027319e-09
1948,4.435730192042797e-07,2.174377566888097e-09
1949,4.7317980900185574e-07,5.890204768377316e-09
1950,5.221962715573625e-07,5.317680518146517e-09
1951,4.659032604159563e-07,8.529121409139861e-09
1952,5.388395063476992e-07,6.326882129314981e-09
1953,5.289949411846351e-07,9.69644453618912e-09
1954,6.74304979852991e-07,6.840775057526116e-09
1955,5.406109884198429e-07,1.8771215692936494e-09
1956,5.843164938568179e-07,5.232684729961079e-09
1957,5.009466179650701e-07,5.301022731885041e-09
1958,6.444077458311881e-07,1.6544486891589827e-09
1959,4.7512084933032384e-07,1.3951346300444811e-08
1960,5.294437523950535e-07,7.612916519406099e-09
1961,4.3703921681625957e-07,8.33779090214648e-09
1962,4.7564672556177356e-07,3.170978146727066e-09
1963,4.4615768057809646e-07,9.052474325699222e-09
1964,4.7637472228023725e-07,3.041984220075733e-09
1965,4.5801002546141945e-07,6.0192477668863376e-09
1966,5.383980679063427e-07,6.6468897053084675e-09
1967,5.166991521310393e-07,6.409436092980059e-09
1968,4.051256959902716e-07,9.88111459321317e-09
1969,4.514507359054676e-07,5.904285060864822e-09
1970,3.7893495408169997e-07,8.27770510469783e-09
1971,4.3933299265219716e-07,8.221435976452085e-09
1972,3.729616903092037e-07,4.6171320100540925e-09
1973,4.1018235097389777e-07,9.37244681864513e-09
1974,4.0672883683257055e-07,3.937900228123681e-09
1975,4.1065541767082436e-07,1.028066431985053e-08
1976,4.079458255645818e-07,6.284879672247001e-09
1977,4.01384201875743e-07,2.3507127910882275e-09
1978,3.386137139571588e-07,1.4257419245211622e-08
1979,3.440960313350061e-07,8.192762912528906e-09
1980,3.2234804003827833e-07,8.527726080842513e-09
1981,2.859148393596911e-07,8.223214109648325e-09
1982,3.0478835211233957e-07,4.966001831974154e-09
1983,2.7345319608684804e-07,6.946847541655643e-09
1984,2.52836773739773e-07,2.3196033982486597e-09
1985,3.0739501566401373e-07,1.0226449020933615e-08
1986,2.673540528963514e-07,6.593933843390687e-09
1987,3.611492629396196e-07,5.49973533381376e-09
1988,2.5065594289053195e-07,1.199310784016916e-08
1989,1.909866496063728e-07,8.232182935330457e-09
1990,2.2557414969259781e-07,1.1442166825137434e-08
1991,2.3035557727979494e-07,1.0550637696837839e-08
1992,1.630943504693505e-07,1.4876849085965205e-08
1993,2.2046045700108152e-07,1.1078414630105726e-08
1994,1.524453796530878e-07,7.384897138251745e-09
1995,2.125600774283143e-07,4.880205572987961e-09
1996,2.0605035411236372e-07,9.074756723848054e-09
1997,1.0980308384755944e-07,6.7128524960935465e-09
1998,1.316003657159115e-07,1.0013071261028017e-08
1999,1.6955446535682483e-07,9.140402212892695e-09
2000,1.9483518709506598e-07,6.185244316725402e-09
2001,1.296838689768265e-07,8.324302136486494e-09
2002,1.305603966050839e-07,8.762443215459825e-09
2003,1.5042591949843143e-07,9.167230530238157e-09
2004,1.700249482594618e-07,9.690541175055856e-09
2005,1.5763123639711552e-07,4.954124666056714e-09
2006,2.2442499875152677e-07,4.941467679486777e-09
2007,1.6417310089167358e-07,7.988958827809256e-09
2008,1.4092124867026712e-07,8.51487946817997e-09
2009,2.5891284249901503e-07,1.0013204487790972e-08
2010,2.116259318896141e-07,8.97520635589899e-09
2011,2.2255517517777434e-07,6.118355155848576e-09
2012,2.291062098924712e-07,1.1574459224394928e-08
2013,1.5284404897286663e-07,6.136075203500013e-09
2014,1.4768336260850834e-07,8.012147389990787e-09
2015,2.0569820136095984e-07,7.093041265449074e-09
2016,1.6715714334925025e-07,8.906762438698479e-09
2017,1.4439609019589739e-07,3.2702947017071438e-09
2018,1.3449441449431276e-07,5.937373259712331e-09
2019,1.9004859225235649e-07,6.377469219387422e-09
