year,en_PRON eut_VERB,en_PRON sut_VERB
1871,4.9515929276822135e-06,8.390729888674286e-08
1872,6.249925263546174e-06,1.0038583109217569e-07
1873,6.129069788585184e-06,1.1852288794855781e-07
1874,6.202839358593337e-06,1.2128457171911577e-07
1875,5.9744188547483645e-06,7.609631325067312e-08
1876,6.462585133704124e-06,9.008562340540038e-08
1877,5.549016805161955e-06,1.1812998357285664e-07
1878,6.313263384072343e-06,1.1232705077190985e-07
1879,6.671994015050586e-06,2.0710612602670153e-07
1880,5.711883204639889e-06,1.3926726527557776e-07
1881,5.414151928562205e-06,1.485144167645558e-07
1882,5.768888058810262e-06,1.1181047199215755e-07
1883,5.162899924471276e-06,1.0110941978114241e-07
1884,5.551366939471336e-06,1.4919834701032642e-07
1885,5.07335971633438e-06,9.346171481183774e-08
1886,5.3344333537097555e-06,7.80869149341612e-08
1887,4.765462108480278e-06,1.0707436359780331e-07
1888,5.041422809881624e-06,1.3188478931169811e-07
1889,4.771527983393753e-06,7.079604724680166e-08
1890,4.281325345800724e-06,9.438316794785351e-08
1891,4.24714289692929e-06,8.477712754029199e-08
1892,4.55783538200194e-06,9.402768874622325e-08
1893,4.576319497573422e-06,1.0715644549463832e-07
1894,4.557903594104573e-06,8.759139547009909e-08
1895,4.631323918147245e-06,7.82419888878394e-08
1896,4.703470494860085e-06,1.2560671236450105e-07
1897,4.244760930305347e-06,9.672344702948976e-08
1898,4.428228749020491e-06,9.732370642723254e-08
1899,4.713366251962725e-06,9.452159055456377e-08
1900,4.203714979666984e-06,7.994221518092814e-08
1901,4.332390290073818e-06,8.49488339671467e-08
1902,3.7170848372625187e-06,7.316322836459221e-08
1903,4.161949618719518e-06,6.372260230591564e-08
1904,4.25347843702184e-06,8.760638881000204e-08
1905,4.218404228595318e-06,1.0785986470640552e-07
1906,4.433772573975148e-06,9.002322742812652e-08
1907,4.342617103247903e-06,1.0182829868199406e-07
1908,4.490483206609497e-06,7.759994957723393e-08
1909,4.513006842898903e-06,1.1607075450781323e-07
1910,4.287612227926729e-06,1.07417427841483e-07
1911,4.581374014378525e-06,1.0747155698709321e-07
1912,4.47437196271494e-06,8.439262444426276e-08
1913,4.261482445144793e-06,7.583275163369763e-08
1914,4.226315013511339e-06,1.1049627346437774e-07
1915,3.7663096463802503e-06,5.0657277483878715e-08
1916,3.7456259178725304e-06,8.130722051191697e-08
1917,4.090476522833342e-06,6.250861872558744e-08
1918,4.368268946564058e-06,7.581008087953478e-08
1919,3.864533937303349e-06,9.760319130691641e-08
1920,4.051144060213119e-06,8.253732630691957e-08
1921,3.95903225580696e-06,7.269837709600324e-08
1922,4.117625849175965e-06,9.960212565829352e-08
1923,4.150835593463853e-06,7.112685551646791e-08
1924,4.326429007051047e-06,1.0571131869863137e-07
1925,4.5246501940710004e-06,1.077821465411688e-07
1926,4.371515387902036e-06,1.058883185578452e-07
1927,4.359346803539665e-06,8.473411128306907e-08
1928,4.066528163093608e-06,1.165456211538185e-07
1929,4.121950496482896e-06,8.021092412491271e-08
1930,4.166779490333283e-06,8.087774716614149e-08
1931,3.6440114854485728e-06,5.816731984964463e-08
1932,3.872004072036361e-06,7.233294330166729e-08
1933,3.7795832668052753e-06,6.997104051720271e-08
1934,3.508206646074541e-06,5.03226385006883e-08
1935,3.4097640764230164e-06,5.146362269670135e-08
1936,3.205774419257068e-06,4.849885826274658e-08
1937,3.1490385481447447e-06,6.421470288842102e-08
1938,3.023488034159527e-06,4.667477193631697e-08
1939,3.1230451895680744e-06,4.129393715857077e-08
1940,3.1976221634977264e-06,5.0715659227762444e-08
1941,3.2732164072513115e-06,2.9515025090631752e-08
1942,3.85951716452837e-06,5.158159899210091e-08
1943,4.032593551528407e-06,3.774205836748479e-08
1944,3.438109160924796e-06,6.42637232317611e-08
1945,3.6032456591783557e-06,7.189063211399116e-08
1946,3.588860636227764e-06,6.960551957035932e-08
1947,3.752690190594876e-06,6.914105199484766e-08
1948,3.3887674817378866e-06,7.284164538212679e-08
1949,2.6240863917337265e-06,5.399354718882421e-08
1950,3.170401214447338e-06,3.722376584747167e-08
1951,3.4212437185487943e-06,5.543929049167673e-08
1952,2.8945487429155037e-06,4.428817490520487e-08
1953,3.0888563742337283e-06,6.572035005092403e-08
1954,2.8965796445845626e-06,3.713563812013376e-08
1955,2.906722784246085e-06,4.129667274810345e-08
1956,2.6285520107194316e-06,4.1861480726268496e-08
1957,3.0021458314877236e-06,2.9155624414745063e-08
1958,3.0119238090264844e-06,6.4523497655955e-08
1959,2.6802085812960286e-06,3.8753739772801055e-08
1960,3.1496713290835032e-06,4.636958295112237e-08
1961,3.1655813472752925e-06,4.585785118305097e-08
1962,2.9972086394991493e-06,4.8198869340154715e-08
1963,3.0047749532968737e-06,4.590897695333496e-08
1964,3.194691771568614e-06,3.4070222088011803e-08
1965,3.5196183034713613e-06,6.78533365605638e-08
1966,3.387698143342277e-06,4.265087660826339e-08
1967,3.789949005295057e-06,6.261526408479767e-08
1968,3.589988637031638e-06,8.713346655309095e-08
1969,3.190130655639223e-06,5.904285060864822e-08
1970,3.2227865176537307e-06,5.748406409211704e-08
1971,3.042445086975931e-06,5.960541227256755e-08
1972,3.172482820446021e-06,4.771036543615992e-08
1973,3.2572008876741165e-06,3.528450420731133e-08
1974,2.5725739760673605e-06,2.981553137715309e-08
1975,2.7209491690882714e-06,6.739546787315476e-08
1976,2.739636101978249e-06,3.370980822259284e-08
1977,2.462371639921912e-06,4.348818549715361e-08
1978,2.648909685376566e-06,6.594056423114836e-08
1979,2.8095323614252266e-06,3.4526642878063285e-08
1980,2.5708252451295266e-06,4.43441763309238e-08
1981,2.255691015307093e-06,1.9609203150139365e-08
1982,2.08137544177589e-06,2.7933760748943826e-08
1983,3.852342615573434e-06,2.2103606056589342e-08
1984,2.2987269403529353e-06,3.7693553722739637e-08
1985,2.169811750718509e-06,3.7296459254321235e-08
1986,2.3096752101992024e-06,3.656635993998236e-08
1987,2.3544978375866776e-06,2.994300241088155e-08
1988,2.1419689346657833e-06,3.597932263232906e-08
1989,2.3472698558180127e-06,3.018467253923518e-08
1990,1.963693875950412e-06,2.6153525567451652e-08
1991,2.030411451414693e-06,3.165191131415668e-08
1992,2.3285024326469284e-06,3.195767561692264e-08
1993,2.1940800252195913e-06,2.7142116110212555e-08
1994,2.152170054614544e-06,2.320967773528082e-08
1995,2.055651066257269e-06,2.277429267394382e-08
1996,1.9398626136535313e-06,1.7615704006601618e-08
1997,1.919396254379535e-06,1.870008781157395e-08
1998,1.943012648553122e-06,2.3840646790063147e-08
1999,2.0177437818347244e-06,2.9249288241439686e-08
2000,1.8458536032994743e-06,2.5624583344097118e-08
2001,2.0823899831157178e-06,2.3220422917802352e-08
2002,1.965854153240798e-06,2.2782352004924178e-08
2003,2.036792011494981e-06,2.2084691408963408e-08
2004,1.84472662567714e-06,2.422635247967264e-08
2005,1.8897733298217645e-06,3.467887355057542e-08
2006,1.9078183868259657e-06,3.459027553276428e-08
2007,2.3751174467179226e-06,1.9572949483404045e-08
2008,2.2355816327035427e-06,2.8099102045153757e-08
2009,2.5300030301877996e-06,3.003961168701608e-08
2010,2.7931787371926475e-06,1.747803457519126e-08
2011,2.8633901365537895e-06,2.715020117061151e-08
2012,3.510465376166394e-06,4.0170183235321844e-08
2013,3.806597760558361e-06,4.6020563360116284e-08
2014,4.121275196666829e-06,6.128210117140043e-08
2015,4.126155090489192e-06,5.0981232790903164e-08
2016,4.47740876552416e-06,6.731854909625135e-08
2017,3.627259957283968e-06,2.0879574791354827e-08
2018,3.6279932373872725e-06,2.684725330936999e-08
2019,3.6144945170235587e-06,6.045841105528638e-08
