year,bon_ADJ homme_NOUN,bon_ADJ somme_NOUN
1881,1.0877111993323751e-06,6.554157039317943e-08
1882,9.477268712032583e-07,5.390861801402025e-08
1883,9.934000857469982e-07,2.274962085380139e-08
1884,8.767053589764373e-07,5.149323811792783e-08
1885,6.935503886751349e-07,4.576401479994274e-08
1886,7.131077701671984e-07,3.226731948302586e-08
1887,8.422312633982187e-07,4.83140425444617e-08
1888,9.650415453421601e-07,2.53624587998047e-08
1889,7.605876017890978e-07,4.2602930960811136e-08
1890,5.177965576308452e-07,4.5880703680722945e-08
1891,6.48258183133521e-07,5.2268603667471325e-08
1892,7.302816751320051e-07,3.447681962143179e-08
1893,7.063703728604764e-07,2.46336657738766e-08
1894,6.774154543975897e-07,4.4740929183717526e-08
1895,6.903350708853395e-07,3.91209944439197e-08
1896,6.864141735007934e-07,3.4792471126365854e-08
1897,4.970186768815665e-07,4.428302347037061e-08
1898,5.692305258264696e-07,2.2067583316243145e-08
1899,5.444664470388716e-07,3.592926134388108e-08
1900,4.822488239852873e-07,2.6474371139784125e-08
1901,5.281358195219354e-07,2.738482152153665e-08
1902,4.5616537569515003e-07,1.5221880644844532e-08
1903,4.136568652057804e-07,1.7820726228023887e-08
1904,3.278521347738206e-07,2.6873125946735854e-08
1905,3.777675487981469e-07,4.231822359201942e-08
1906,4.13078003802525e-07,2.5206503551089554e-08
1907,4.3817024319992015e-07,2.9314207949937554e-08
1908,5.68738848016892e-07,2.8486056180554442e-08
1909,5.264440989805053e-07,2.3104130164597336e-08
1910,5.205202722180502e-07,2.672075360976578e-08
1911,5.857732148228934e-07,3.830669470517023e-08
1912,6.55866145393702e-07,4.219631222213138e-08
1913,5.833288909684597e-07,2.333315407554437e-08
1914,5.946708281356905e-07,1.9420557606508737e-08
1915,2.2501255614315596e-07,1.295883844676382e-08
1916,2.6809406650230017e-07,3.186363883855847e-08
1917,3.8163156812487387e-07,4.8252267959014716e-08
1918,3.216185424648188e-07,1.4932290071101306e-08
1919,4.207986634696681e-07,2.1178051312631396e-08
1920,4.906806108095907e-07,2.2716694303426266e-08
1921,4.4452028724606407e-07,1.2873671018098776e-08
1922,4.751390583201953e-07,2.0658220023506146e-08
1923,5.849387658685146e-07,2.9724654737606215e-08
1924,4.615201509849953e-07,2.707241186783449e-08
1925,7.32478621756627e-07,2.969508017258704e-08
1926,7.289574401880827e-07,2.7865345586519652e-08
1927,7.146652887257687e-07,3.0102906833917586e-08
1928,6.432861408001145e-07,2.8565102283550914e-08
1929,6.561699468221605e-07,2.2280811862174232e-08
1930,6.60676640507063e-07,3.2561171536826805e-08
1931,5.600029915342475e-07,3.877821086462063e-08
1932,5.370172786456351e-07,2.520693342944469e-08
1933,4.4964995815632847e-07,3.0970788600370724e-08
1934,4.3133687555041433e-07,1.3179738189705859e-08
1935,4.847155130605074e-07,1.555876849579363e-08
1936,4.280024152869544e-07,2.182448710641438e-08
1937,3.789926594777171e-07,1.3850230295986421e-08
1938,3.0986861321302683e-07,2.7226949583791793e-08
1939,3.7011603382097746e-07,2.5999884911698246e-08
1940,5.654796098042425e-07,2.5357829613881222e-08
1941,3.8369533772453224e-07,2.066051862925633e-08
1942,6.341502873929983e-07,1.517105907566929e-08
1943,5.312920183797587e-07,3.4838823381733164e-08
1944,4.0807464785075354e-07,1.927911696952833e-08
1945,4.0302323611740576e-07,2.6142048525912287e-08
1946,3.911830157576901e-07,3.6194869323935563e-08
1947,5.233262267978489e-07,1.549713246618012e-08
1948,5.609894202507348e-07,4.783630558335972e-08
1949,4.221313592012166e-07,1.8652315247891238e-08
1950,5.40276356986169e-07,3.19060831088791e-08
1951,6.64205336065038e-07,2.1322803078760444e-08
1952,7.318094108477169e-07,1.7926167217297007e-08
1953,3.770839631656031e-07,3.232148060305917e-08
1954,5.31625984123707e-07,1.6613311615287785e-08
1955,3.56653091060366e-07,2.1586897602787758e-08
1956,4.997213958191082e-07,1.657016923672927e-08
1957,3.0127477668173697e-07,1.5903067307476704e-08
1958,5.302507859461514e-07,2.3162280982091943e-08
1959,5.154247144645296e-07,1.8601795659378695e-08
1960,4.858425040055181e-07,2.6991250123842292e-08
1961,4.891504064019614e-07,1.528595028332802e-08
1962,5.568237986253166e-07,2.8538803320543593e-08
1963,6.291469629715607e-07,2.198458126656533e-08
1964,5.524243311683108e-07,3.102823953327061e-08
1965,7.688220780011079e-07,1.5321720781003023e-08
1966,5.151339577125214e-07,2.0494576702390077e-08
1967,7.646950730411106e-07,1.4791006641701188e-08
1968,6.880848806289919e-07,2.6050212653672133e-08
1969,6.167706931847761e-07,1.4533624970169967e-08
1970,5.840380516985988e-07,2.5292987260172595e-08
1971,6.222599289174013e-07,1.9525909777939887e-08
1972,6.412683823953103e-07,2.0007572487656944e-08
1973,3.5780692275722004e-07,2.7014698034122375e-08
1974,3.1728225069471705e-07,1.3501372464475025e-08
1975,3.6724818297528827e-07,1.8276736568623164e-08
1976,3.136726247632282e-07,1.085570122683066e-08
1977,2.2684377753989793e-07,8.22749424145286e-09
1978,5.73861096420103e-07,1.7227714366185864e-08
1979,3.581407557184946e-07,2.57486831856113e-08
1980,3.8033658489311506e-07,1.7055452161685025e-08
1981,3.30193683950597e-07,1.771153890217647e-08
1982,2.7995835871763575e-07,1.1794254461960918e-08
1983,2.096684985630759e-07,5.68378455412244e-09
1984,3.160459609574673e-07,9.858314165001048e-09
1985,2.6348143666865553e-07,1.2632671797518924e-08
1986,2.685529612023174e-07,7.792831269171074e-09
1987,2.468770143870813e-07,1.5277041853778428e-08
1988,2.0208386697362357e-07,1.3792074149421296e-08
1989,3.2544563621783595e-07,1.4817929994137558e-08
1990,2.2121522946783045e-07,1.7980548605578406e-08
1991,2.479399814347971e-07,7.033758464558559e-09
1992,2.898230531123147e-07,1.2672871640972971e-08
1993,2.9136231205484364e-07,1.606370148010683e-08
1994,2.336792443990987e-07,1.7407257857371405e-08
1995,2.81425190706841e-07,1.1929391696696712e-08
1996,2.690398419602502e-07,1.1209993822092201e-08
1997,2.085779127192211e-07,1.006927874414032e-08
1998,2.6177028944474046e-07,1.0966696883940585e-08
1999,2.545601942571807e-07,1.2339542720951613e-08
2000,2.2531960297555997e-07,1.502130686503733e-08
2001,3.417345197931354e-07,1.095302959441824e-08
2002,3.123810952132544e-07,1.0953053575235572e-08
2003,4.691955171054474e-07,1.0833999475323708e-08
2004,2.6869226577019845e-07,1.5857247959161214e-08
2005,2.828354634942798e-07,1.216012357474483e-08
2006,3.137831992017226e-07,1.4412615101377924e-08
2007,2.959909353172918e-07,1.3581230362547103e-08
2008,2.673672043762565e-07,2.426740586258802e-08
2009,3.2280664097328327e-07,1.2874119548200724e-08
2010,3.372788284217165e-07,1.5116137674908714e-08
2011,1.9999372868895193e-07,2.6385405860196443e-08
2012,3.370210057695999e-07,3.1319125071149756e-08
2013,3.394365046816006e-07,4.8809688735218515e-08
2014,4.0732022554834657e-07,3.291476602385046e-08
2015,3.969886535060141e-07,5.984753670418286e-08
2016,4.347742867949478e-07,6.006886366094477e-08
2017,1.6276005698756535e-07,2.5910797063488644e-08
2018,3.2319963239046956e-07,4.3884934797233655e-08
2019,4.5382072677568885e-07,2.984655722571006e-08
