year,en_ADP an_NOUN,en_ADP sang_NOUN
1930,2.951512604321138e-07,3.8968369153735694e-07
1931,1.8704785009759917e-07,4.527926478203881e-07
1932,1.5233756045507363e-07,3.6056874819223594e-07
1933,1.5944220788099983e-07,3.636199892298464e-07
1934,2.0009239420915037e-07,3.7262714158714516e-07
1935,1.4242258306040867e-07,3.542612034834747e-07
1936,1.624711774006471e-07,4.098153567611007e-07
1937,2.5434058437134865e-07,4.167659994891437e-07
1938,1.8540257140653438e-07,4.2914859932352556e-07
1939,1.8199920415185034e-07,4.2823342027986655e-07
1940,2.3329202702981888e-07,4.0572527382209955e-07
1941,2.6858673107810205e-07,5.548824901779881e-07
1942,5.006449512734434e-07,4.247896470133128e-07
1943,3.251623377220625e-07,7.200023333098216e-07
1944,1.670856821789357e-07,4.1771420455916086e-07
1945,1.7645882843808636e-07,4.74913889547679e-07
1946,1.767980171152317e-07,5.415309374257049e-07
1947,1.2874540833429649e-07,5.972356120764744e-07
1948,1.7829895648802108e-07,5.066299877398706e-07
1949,1.7277934827308883e-07,4.162411642028019e-07
1950,2.0845308923433947e-07,4.434945708453597e-07
1951,1.7697927001680824e-07,3.9127343143263715e-07
1952,1.7609822067221614e-07,4.165197537986387e-07
1953,1.8100030263479283e-07,4.955960548613803e-07
1954,1.3192924086524727e-07,4.387868841604359e-07
1955,1.9052783706285936e-07,4.645876003905869e-07
1956,1.7965551646348388e-07,5.677463263964455e-07
1957,2.31477991108342e-07,4.240818043399486e-07
1958,2.556123281927114e-07,4.293294466606312e-07
1959,2.1082034362684965e-07,3.6195993402543536e-07
1960,1.986279155596904e-07,4.2147874523834616e-07
1961,2.0913959231094736e-07,5.252808250588714e-07
1962,2.416285432849108e-07,5.143326688994421e-07
1963,2.133797532000159e-07,4.868937821811414e-07
1964,2.293656092833274e-07,4.6177319745766e-07
1965,2.1450410364609596e-07,4.612932684722182e-07
1966,2.0549968060556978e-07,5.638777906824544e-07
1967,1.9770645359740158e-07,6.02980037456291e-07
1968,1.8280062505371397e-07,5.371733209358354e-07
1969,1.630491064108508e-07,4.664385357955325e-07
1970,1.692330778291229e-07,5.086189958092291e-07
1971,1.6905328026339816e-07,5.081874974166567e-07
1972,1.8468528922843674e-07,4.1656792859612324e-07
1973,1.3783009528145485e-07,4.190034985640523e-07
1974,2.3852424302361896e-07,4.326064697579568e-07
1975,2.2560346923938823e-07,4.29503302257217e-07
1976,1.5255116581069927e-07,3.6966520156056504e-07
1977,1.4280580318271063e-07,4.2312828441026795e-07
1978,1.188118274875194e-07,4.5920771185592457e-07
1979,1.281582141521298e-07,4.7225424282260065e-07
1980,1.5804718556111652e-07,4.5253798930389166e-07
1981,1.1449244580186146e-07,5.136346317158313e-07
1982,1.3904804907483026e-07,5.046699129707122e-07
1983,1.3388469954911386e-07,4.850162440561689e-07
1984,1.786094572242547e-07,4.343457362665504e-07
1985,1.0527226579348792e-07,4.920726723867119e-07
1986,1.0190625043815515e-07,5.119290449329128e-07
1987,1.1305011188289527e-07,4.7297723426709126e-07
1988,2.4645836249614916e-07,4.5333948150982906e-07
1989,1.053719477228654e-07,4.7307614181590907e-07
1990,1.0897301572221352e-07,4.9909641575141e-07
1991,1.1781545167233176e-07,5.333933472684294e-07
1992,1.4160556649489564e-07,4.628353167390742e-07
1993,1.0801454858322401e-07,5.411805545918469e-07
1994,9.283870938681105e-08,6.176938995849923e-07
1995,1.1441371272624679e-07,6.290043188528216e-07
1996,1.2117468917161034e-07,5.183287612453569e-07
1997,7.719779804293836e-08,5.902514885747223e-07
1998,8.201181977973704e-08,5.616856242340873e-07
1999,8.27206416420534e-08,5.01351053117105e-07
2000,8.350079627739149e-08,5.301637884258525e-07
2001,1.0339659703428872e-07,5.09096821588173e-07
2002,1.0602556049787992e-07,5.647394232255465e-07
2003,8.500522735710447e-08,5.767021207248035e-07
2004,1.0263163519041996e-07,6.219565307219455e-07
2005,9.097574116267992e-08,6.129603207227774e-07
2006,7.782812000423078e-08,6.288017857514205e-07
2007,7.869124660220272e-08,6.686758524665493e-07
2008,7.705965823778804e-08,7.799629315741186e-07
2009,6.53242375747709e-08,7.509902957281156e-07
2010,8.077686158847186e-08,1.0099469136548578e-06
2011,3.7474924913238894e-08,1.2049335964547936e-06
2012,3.6765930244708755e-08,1.4471478380073677e-06
2013,2.8727987766430374e-08,1.508079890299996e-06
2014,3.3131311125145224e-08,1.6297140064125415e-06
2015,2.1722439139115757e-08,1.4968533150749863e-06
2016,2.7548822750800284e-08,1.5955532717271126e-06
2017,2.440142932158551e-08,1.7541358374728588e-06
2018,2.0135440093049795e-08,1.8596886093291687e-06
2019,4.28565950505444e-08,1.7515081935925991e-06
