year,en_ADP heures_NOUN,en_ADP soeur_NOUN
1855,1.1038429192922194e-07,5.306937111981824e-10
1856,8.542362195385067e-08,5.177189232874468e-10
1857,1.0983395526409367e-07,4.881509085841174e-10
1858,9.787351729073634e-08,0.0
1859,4.4811123700583266e-08,0.0
1860,7.506581312100025e-08,9.154367819341758e-10
1861,8.913171711810719e-08,0.0
1862,6.912519268098549e-08,4.517986262886353e-10
1863,1.1887197359783386e-07,0.0
1864,9.685350477184329e-08,1.4384183844029508e-09
1865,8.236977322439998e-08,9.41368871743009e-10
1866,5.7900795269461014e-08,1.9462451650298362e-09
1867,1.1112937947643786e-07,1.455843445796745e-09
1868,1.8672723844925798e-07,4.93987406535723e-10
1869,1.1915786757299429e-07,1.4650557433881772e-09
1870,5.447346396181274e-08,5.734048791339319e-10
1871,1.2426777296070668e-07,1.0621177271019633e-09
1872,1.106663096717142e-07,6.047339295989218e-10
1873,1.0954387902328833e-07,1.7958012854535355e-09
1874,9.200898282157866e-08,5.974609140757536e-10
1875,1.4532679415424354e-07,1.716458086775674e-09
1876,8.343500224050615e-08,6.04601479992084e-10
1877,1.700824441286386e-07,0.0
1878,1.1232704988373143e-07,0.0
1879,1.2218650780049245e-07,6.10932526790009e-10
1880,1.1295409496625552e-07,2.5671385017744797e-09
1881,1.2480788313951052e-07,6.972507571312292e-10
1882,1.7104340099827198e-07,6.655385131892899e-10
1883,1.3776158258593796e-07,1.2638677882037541e-09
1884,1.7098395233006158e-07,0.0
1885,1.4824962091264382e-07,2.5782542767416317e-09
1886,1.4068551479340385e-07,1.2906927748801422e-09
1887,1.3645452018318238e-07,1.3057849246322917e-09
1888,1.9085250180239655e-07,1.268122939990235e-09
1889,1.3344741489618173e-07,0.0
1890,1.2125615000968537e-07,3.9326319978272295e-09
1891,2.2182285530636392e-07,6.3742202627281586e-09
1892,2.43218277296009e-07,1.2537024751679837e-09
1893,2.543426096401902e-07,1.847525021858587e-09
1894,1.7140187513753347e-07,2.520615716150587e-09
1895,2.0824406687935948e-07,1.8055843487019274e-09
1896,2.358811637126479e-07,5.89702897624278e-10
1897,2.2957251466504403e-07,5.826713556089658e-10
1898,2.3029503870564128e-07,1.6975064687230201e-09
1899,2.4763550143802604e-07,2.2110313580014918e-09
1900,1.801295408387915e-07,1.038210628578895e-09
1901,1.8275175883708528e-07,4.470991132876634e-09
1902,2.9412601298961505e-07,2.9461704187383475e-09
1903,3.558745240717087e-07,0.0
1904,2.7410589176213307e-07,2.1498500757388683e-09
1905,3.5557629340932095e-07,5.160759042333041e-10
1906,2.1759900792339693e-07,2.0576738091193647e-09
1907,3.4817050575952635e-07,5.142843373384665e-10
1908,2.4998970094003425e-07,1.964555629285769e-09
1909,3.2565822583041637e-07,3.300590023513905e-09
1910,2.859120546983007e-07,3.740905363258662e-09
1911,2.883642767903538e-07,3.1922244847493175e-09
1912,2.495312715344866e-07,1.0418842455450772e-09
1913,2.858311398679092e-07,0.0
1914,2.7925421319796584e-07,6.696743715117748e-10
1915,4.4295665047044963e-07,1.1780761921542648e-09
1916,3.197351345907151e-07,0.0
1917,2.1823184259694983e-07,2.1932848870420685e-09
1918,2.848621258877415e-07,5.743188147278033e-09
1919,3.305617664040028e-07,9.207848372660976e-10
1920,3.346926442659992e-07,3.028892692213958e-09
1921,3.475891103832396e-07,0.0
1922,3.4528737297145895e-07,0.0
1923,2.9087697273055824e-07,1.0615948120573648e-09
1924,4.086645007950196e-07,1.289162443462999e-09
1925,4.597238498771361e-07,2.1996355847875293e-09
1926,3.9680253172136304e-07,1.1146138456652466e-09
1927,3.3559167589292116e-07,0.0
1928,3.8277238179063033e-07,2.2852082448565625e-09
1929,4.1219503943423774e-07,0.0
1930,4.49554222514692e-07,2.100720708497761e-09
1931,3.4900390133429937e-07,5.7026783295555106e-09
1932,3.6604853570487705e-07,1.0959536611565568e-09
1933,5.769743001149408e-07,3.4411986593596566e-09
1934,4.0737372231092195e-07,5.990790086229936e-09
1935,4.727472351362394e-07,2.393656828303392e-09
1936,3.649539133121493e-07,0.0
1937,5.703776484455858e-07,2.5182236296217297e-09
1938,1.1357528015842888e-06,2.5930428915188486e-09
1939,9.772897771043176e-07,1.5294050470515685e-09
1940,5.375859757350554e-07,0.0
1941,6.906515856996975e-07,2.9515025978810172e-09
1942,4.763712411204324e-07,0.0
1943,1.1380681721462338e-06,0.0
1944,5.719471527498854e-07,0.0
1945,3.986662360233595e-07,2.178504043826024e-09
1946,5.053361018525493e-07,1.3921104269343232e-09
1947,5.662413649076825e-07,1.1920870957027319e-09
1948,7.044983243442715e-07,0.0
1949,5.428805867069286e-07,9.817008317369869e-10
1950,5.23259794604769e-07,3.190608444114673e-09
1951,7.825468806288427e-07,0.0
1952,6.85412260281737e-07,1.0544803918932644e-09
1953,6.076438856528199e-07,2.1547654771580937e-09
1954,5.765796364798348e-07,4.886268278880834e-09
1955,5.434266885373518e-07,2.815682353940474e-09
1956,7.491460394248861e-07,4.36057079333807e-09
1957,6.246371455631561e-07,2.6505113659425206e-09
1958,7.213396298055841e-07,8.272243445794913e-10
1959,6.735399598056802e-07,2.325224457422337e-09
1960,7.529866465905144e-07,2.076250060767393e-09
1961,6.468736488685067e-07,2.08444772553662e-09
1962,6.881022462934538e-07,3.805173953708163e-09
1963,7.979109604150381e-07,2.5864212993553792e-09
1964,6.990479715085485e-07,2.433587276140514e-09
1965,7.343482333332929e-07,2.188817405102128e-09
1966,7.045703158681249e-07,1.1078149508847446e-09
1967,7.124334864272441e-07,1.4791006197611978e-09
1968,6.171205306770844e-07,3.1439910674890825e-09
1969,6.290334333414194e-07,4.5417578031781147e-10
1970,5.592049334701699e-07,3.2191074805787423e-09
1971,7.27083262042072e-07,1.541519245584766e-09
1972,7.243767350395558e-07,3.0780880067027283e-09
1973,7.167165150256949e-07,2.756601946707349e-09
1974,7.538265918149989e-07,1.6876715580593782e-09
1975,7.693363541783071e-07,1.1422960355389478e-09
1976,7.073346193209318e-07,3.9994687561772935e-09
1977,6.006071284758718e-07,5.876781838942691e-10
1978,6.2435613878975e-07,6.534650265344055e-09
1979,6.577618201220048e-07,1.7555920051037788e-09
1980,6.276406492311537e-07,9.66475621755336e-09
1981,6.331874908838131e-07,2.5302198114474095e-09
1982,5.661242175047931e-07,6.2075020679230875e-09
1983,6.024811343152692e-07,3.1576580239445207e-09
1984,5.648234111532702e-07,3.479405208395292e-09
1985,5.883215683510912e-07,6.015558051686298e-09
1986,5.748711422448594e-07,2.9972427872948515e-09
1987,4.961983375295631e-07,4.888653482026939e-09
1988,4.947156913015505e-07,3.5979322854373663e-09
1989,4.5880701859957185e-07,2.7440609784434855e-09
1990,6.418510689609747e-07,4.358920835390023e-09
1991,4.6305575285288114e-07,7.033758464558559e-09
1992,4.0553190494563296e-07,3.30596661157756e-09
1993,5.661070279217029e-07,4.985286850001103e-09
1994,4.810732976423537e-07,2.6374633033121597e-09
1995,4.86393832321852e-07,1.626735190995987e-09
1996,4.772254502682927e-07,1.6014276571496566e-09
1997,5.451794908850616e-07,4.79489448146353e-09
1998,4.853955570816026e-07,3.814503379828693e-09
1999,5.662479103385465e-07,2.7421206694189237e-09
2000,5.959924749276979e-07,2.2090156370779823e-09
2001,5.301266372548241e-07,8.762423314712109e-09
2002,5.827024718296769e-07,3.504977141854937e-09
2003,5.196153052833274e-07,6.667076668520622e-09
2004,4.880508651661231e-07,2.642874724623212e-09
2005,4.945117098031915e-07,1.8014998381943315e-09
2006,4.019060617643788e-07,2.0589450144825605e-09
2007,4.401916489094049e-07,7.988958938831558e-10
2008,4.83645155369139e-07,3.8316958494988285e-09
2009,4.47256469415791e-07,0.0
2010,5.79137041878397e-07,9.447586046817946e-10
2011,5.487399934167581e-07,0.0
2012,4.806804834722733e-07,1.0212758139171996e-09
2013,4.897703488326854e-07,2.5102124823206395e-09
2014,3.9627646375439696e-07,3.0316233551319627e-09
2015,4.300156328795879e-07,3.7681781722698204e-09
2016,4.3829555695928946e-07,1.035670049720494e-09
2017,5.066441348677841e-07,7.54683426862357e-10
2018,4.837668885482316e-07,3.0977600484760615e-09
2019,4.7422863724833064e-07,2.806086474294034e-09
