year,en_ADP antre_NOUN,en_ADP centre_NOUN
1848,1.6090443422100975e-09,3.700802103656642e-08
1849,2.513824481908955e-09,2.178647862116634e-08
1850,1.3577992064028876e-08,4.820187005094567e-08
1851,2.579775504329973e-09,3.1602248373729935e-08
1852,3.2552727180501506e-09,2.018269107395554e-08
1853,2.388772735173461e-09,5.613615816635331e-08
1854,4.676098175337984e-09,2.8576153943138394e-08
1855,1.0613874223963649e-09,2.9718847827098216e-08
1856,1.0354378465748937e-09,5.7984518520015627e-08
1857,2.9289055625270066e-09,2.0990489346672803e-08
1858,2.4468380654951716e-09,4.893675864536817e-08
1859,5.601390462572908e-09,3.6154432336843456e-08
1860,2.746310290291376e-09,6.49960114895709e-08
1861,1.8863854922557266e-09,5.989274143303192e-08
1862,2.2589932147099034e-09,1.0075109457829967e-07
1863,1.9978483312144135e-09,6.04349139621263e-08
1864,3.835782358407869e-09,5.465989683095529e-08
1865,0.0,7.20147212973643e-08
1866,2.432806400776144e-09,4.5736760101444673e-08
1867,1.94112459439566e-09,5.580733386523207e-08
1868,1.4819622196071691e-09,2.3711395513714706e-08
1869,2.441759683335931e-09,3.955650651477072e-08
1870,2.2936195165357276e-09,3.4977697183080636e-08
1871,1.0621177271019633e-09,4.991953161948004e-08
1872,6.047339518033823e-09,6.954440201489831e-08
1873,2.3944017879529156e-09,3.890902905423488e-08
1874,5.974609140757536e-10,6.751308595509542e-08
1875,1.1443054281912168e-09,3.947853721708583e-08
1876,6.04601479992084e-10,4.715891388507032e-08
1877,6.184815992682502e-10,5.071549225021954e-08
1878,2.4156354694326865e-09,3.9254076378281155e-08
1879,1.221865053580018e-09,5.1929263444883134e-08
1880,5.776061406947974e-09,3.52981546214437e-08
1881,4.183504653809678e-09,3.2770783919833235e-08
1882,3.3276925659464496e-09,1.5972924316542958e-08
1883,2.5277355764075082e-09,3.791603531144716e-08
1884,1.9805090900604227e-09,4.423137056619453e-08
1885,0.0,3.738468584701948e-08
1886,1.2906927748801422e-09,4.5819592953133537e-08
1887,1.9586774424595887e-09,4.6355363991779086e-08
1888,3.1703073499755874e-09,3.1703073499755874e-08
1889,0.0,5.137412273370501e-08
1890,6.554386478008212e-10,3.539368825800082e-08
1891,1.9122659011827636e-09,5.1631184105893624e-08
1892,4.387958441043338e-09,2.1939793759528925e-08
1893,2.463366621796581e-09,4.0029707659705593e-08
1894,3.780923574225881e-09,4.411077658694751e-08
1895,3.0093072478365457e-09,4.6343330284415174e-08
1896,5.307326134129653e-09,3.302336332167144e-08
1897,0.0,6.001514807341124e-08
1898,3.3950129374460403e-09,6.95977641074208e-08
1899,1.6582735185011188e-09,4.366786932052946e-08
1900,1.038210628578895e-09,7.319385231241426e-08
1901,2.794369402536745e-09,4.023892002935625e-08
1902,4.910283735171106e-09,5.254003809795904e-08
1903,2.1600881083827517e-09,3.0781256210588026e-08
1904,2.6873125946735854e-09,4.3534464921890503e-08
1905,2.0643036169332163e-09,3.973784401534175e-08
1906,1.0288369045596824e-09,4.9898588094787755e-08
1907,1.5428529565042481e-09,5.194271918140814e-08
1908,2.9468334439286537e-09,5.2551861751126694e-08
1909,1.6502950117569526e-09,3.795678676921099e-08
1910,1.6032452032632705e-09,6.466422353135215e-08
1911,1.5961122423746588e-09,4.043484280735754e-08
1912,5.209421227725386e-10,2.969370060945664e-08
1913,0.0,5.249959633690793e-08
1914,2.678697486047099e-09,5.1564926439873204e-08
1915,1.1780761921542648e-09,3.2986132936230206e-08
1916,1.0987462051303964e-09,6.15297877093468e-08
1917,2.1932848870420685e-09,7.566832871397366e-08
1918,1.1486376294556067e-09,6.662098517296045e-08
1919,1.8415696745321952e-09,6.905885996388861e-08
1920,3.028892692213958e-09,5.073395392685143e-08
1921,0.0,6.361108007002514e-08
1922,3.6889677978990676e-09,5.533451535866263e-08
1923,4.246379248229459e-09,4.140219678205881e-08
1924,2.578324886925998e-09,5.672314840055037e-08
1925,5.499089184013428e-09,4.6192346836448905e-08
1926,6.687683296036084e-09,4.2355325913234765e-08
1927,4.4596899506643695e-09,3.1217829543628284e-08
1928,1.1426041224282812e-09,3.7705935262977164e-08
1929,2.2280812750352652e-09,4.901778782873123e-08
1930,0.0,6.51223427405867e-08
1931,0.0,6.386999729102172e-08
1932,0.0,7.452484585002139e-08
1933,1.1470662197865522e-09,6.194157564642921e-08
1934,1.1981580172459871e-09,8.147474339637029e-08
1935,0.0,7.899067622219036e-08
1936,2.424942913137329e-09,7.517323297179246e-08
1937,0.0,6.799203666751907e-08
1938,0.0,6.223302895236316e-08
1939,3.058810094103137e-09,6.576441435868219e-08
1940,0.0,4.057252622757801e-08
1941,0.0,6.198155411141215e-08
1942,0.0,6.371844718522368e-08
1943,1.4516175816936538e-08,6.677440911317944e-08
1944,0.0,8.354284197764628e-08
1945,0.0,9.367567521678666e-08
1946,4.1763312808029696e-09,7.935029255889958e-08
1947,0.0,1.1324827475789334e-07
1948,3.2615663503321457e-09,1.0328293331696159e-07
1949,3.9268033269479474e-09,2.297179929611204e-07
1950,2.1270722960764488e-09,1.5953042220573366e-07
1951,2.1322803522849654e-09,1.2687067751926406e-07
1952,4.2179215675730575e-09,1.0544804140977249e-07
1953,0.0,1.1097042040830729e-07
1954,3.9090144454689835e-09,1.3779276208936153e-07
1955,6.569925492527773e-09,1.576782096002205e-07
1956,2.616342476002842e-09,1.2471232335720117e-07
1957,3.534015080575159e-09,1.4754513061321362e-07
1958,3.3088973783179654e-09,1.9853383559365056e-07
1959,1.5501495642666896e-09,1.596653987911978e-07
1960,3.460416619915918e-09,1.9724375832641527e-07
1961,2.779263708063695e-09,2.0844478498815988e-07
1962,8.244543714397423e-09,1.959664587269927e-07
1963,3.879631726988464e-09,1.8363591891557007e-07
1964,7.300761772910391e-09,1.733930969916031e-07
1965,7.1136563306595235e-09,1.9261592260066962e-07
1966,5.539074976468328e-09,1.9220588920454418e-07
1967,2.465167847631733e-09,1.4988219665390545e-07
1968,3.1439910674890825e-09,2.1109654269046985e-07
1969,3.1792304344691047e-09,2.488883226181571e-07
1970,4.5987250119061684e-10,2.3315535813139832e-07
1971,2.0553589941130213e-09,2.6051675661165064e-07
1972,1.0260293725750103e-09,2.570203520013692e-07
1973,1.6539611902288698e-09,2.778654813462289e-07
1974,3.3753431161187564e-09,4.6917268048396465e-07
1975,2.2845920710778955e-09,4.0494393838130804e-07
1976,5.713526873840635e-10,5.090752529524067e-07
1977,3.526069214387917e-09,4.724932574085017e-07
1978,5.940591352171509e-10,5.590096225915886e-07
1979,5.851973350345929e-10,4.628910916792961e-07
1980,2.2740602734216964e-09,5.128005824417414e-07
1981,1.8976649140967083e-09,5.958667497196757e-07
1982,1.2415004579935385e-09,5.704694596708748e-07
1983,1.2630632095778083e-09,5.65852302791825e-07
1984,1.739702604197646e-09,6.077361098810741e-07
1985,1.8046674155058895e-09,7.37507417802874e-07
1986,5.994485463567401e-10,8.290373476604884e-07
1987,6.110816852533674e-10,7.332980298535574e-07
1988,5.996553809062277e-10,9.264675493447783e-07
1989,3.2928733073589456e-09,7.749228227993399e-07
1990,1.089730194969718e-09,1.0521345270575466e-06
1991,5.861465202094962e-10,1.3158989204953286e-06
1992,1.1019888335184191e-09,1.1108047299757118e-06
1993,3.877445031719162e-09,1.2457677502908382e-06
1994,4.747434001473039e-09,1.1430766431175243e-06
1995,3.795715741716776e-09,1.2054108395886942e-06
1996,3.2028553142993132e-09,1.2672631033439075e-06
1997,2.876936688878118e-09,1.231328957018718e-06
1998,2.3840645013706308e-09,1.2759514165239239e-06
1999,1.8280804647829996e-09,1.1772838215406978e-06
2000,3.092622158362701e-09,1.3660553541683385e-06
2001,8.762423564512289e-10,1.2372542350647109e-06
2002,2.1906108038649563e-09,1.2587249811346624e-06
2003,2.083461403401543e-09,1.3613337230822253e-06
2004,2.2023955992267474e-09,1.3174730568721316e-06
2005,1.3511248786457486e-09,1.516862891293158e-06
2006,7.000412693969338e-09,1.4383789412875103e-06
2007,1.997239706952314e-09,1.4579849612061935e-06
2008,2.554463751636149e-09,1.9094616448001034e-06
2009,4.76819250749827e-09,1.7241784213695155e-06
2010,2.3618964561933353e-09,1.8781800861233933e-06
2011,2.6767803529281764e-09,2.694370742517549e-06
2012,3.063827413996023e-09,2.5113172199553446e-06
2013,4.741512515948898e-09,1.7568698282843798e-06
2014,3.2481677347817595e-09,1.6301471674751156e-06
2015,3.768178213903184e-09,1.762399136850945e-06
2016,4.142679976837371e-09,1.5976245819615542e-06
2017,3.5218559180094644e-09,1.7327531196542623e-06
2018,4.3884935685412074e-09,1.6684019215063017e-06
2019,5.101975730781305e-09,1.7770180846810035e-06
