year,en_ADP onde_NOUN,en_ADP sonde_NOUN
1800,3.144164395507687e-08,0.0
1801,1.1905912700171939e-08,2.3811825844433088e-09
1802,2.4616241489638924e-08,4.0281122437590966e-08
1803,1.3652374342143503e-08,0.0
1804,2.4718509905596875e-08,0.0
1805,2.842877711017877e-09,0.0
1806,5.4751712497136396e-08,0.0
1807,1.1387820464392462e-08,0.0
1808,2.039466551195801e-08,0.0
1809,1.3554183553310395e-08,0.0
1810,3.510190182964834e-08,0.0
1811,2.757784400841956e-08,2.5070767684098882e-09
1812,0.0,2.6672082320544632e-09
1813,2.8757416004054903e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-08,0.0
1817,7.784366928831332e-09,0.0
1818,7.152706427149269e-09,0.0
1819,2.3807414706311647e-08,7.24573512300708e-09
1820,1.779972080839798e-08,0.0
1821,5.9168927535324656e-09,0.0
1822,2.7069162911175226e-08,0.0
1823,2.7671523739059012e-08,0.0
1824,8.421112696055388e-10,0.0
1825,2.641632912414593e-09,0.0
1826,1.145037931138404e-08,0.0
1827,1.1982455028203276e-08,0.0
1828,6.420610709767516e-09,9.172301251858528e-10
1829,4.115124596637543e-08,0.0
1830,8.349468672008697e-09,3.1310507520032616e-09
1831,1.5591206548037917e-08,0.0
1832,1.7588959622116818e-08,0.0
1833,2.3167257001688313e-09,0.0
1834,8.401078055442213e-09,4.667265685043276e-09
1835,1.4369867074037757e-08,7.563087933704082e-10
1836,3.024337402735e-08,0.0
1837,2.0177884252348122e-08,0.0
1838,2.9667161172142187e-08,6.312161904276081e-10
1839,1.1885507689157748e-08,7.690622361167243e-09
1840,1.0191501864653674e-08,0.0
1841,7.0626033910059505e-09,6.420548537278137e-10
1842,7.379091560011375e-09,1.341653010911159e-09
1843,8.269675610961258e-09,1.1813822142769936e-09
1844,6.586273748609983e-09,5.488561272137815e-10
1845,6.138250796539069e-09,5.580227946389016e-10
1846,5.269050973311096e-09,5.854501328173001e-10
1847,1.4561703842730367e-08,5.393223645455691e-10
1848,1.206783295515379e-08,2.413566457803995e-09
1849,1.256912263158938e-08,0.0
1850,1.6972489191857676e-08,8.82569484161877e-09
1851,2.0638204034639784e-08,6.449438760824933e-10
1852,6.510545436100301e-09,8.463708844885787e-09
1853,8.957897534855874e-09,4.180352064508952e-09
1854,8.313063126763609e-09,2.0782657816909023e-09
1855,5.837630823180007e-09,1.0613874223963649e-09
1856,1.9673318973900678e-08,6.73034605824796e-09
1857,1.8061584228235006e-08,0.0
1858,1.1255455234504552e-08,0.0
1859,1.323965115318515e-08,2.5460866748261424e-09
1860,1.6020143434047895e-08,4.577183909670879e-10
1861,7.545541969022906e-09,4.715963730639317e-10
1862,1.671654992208005e-08,2.2589932147099034e-09
1863,6.493007020935693e-09,3.496234635136375e-09
1864,1.2945765348604255e-08,3.835782358407869e-09
1865,4.706844247692743e-09,4.706844247692743e-09
1866,2.6760870852626795e-08,3.8924903300596725e-09
1867,6.308654931785895e-09,3.396968040192405e-09
1868,5.433861360870651e-09,1.975949626142892e-09
1869,1.2208797528501236e-08,1.4650557433881772e-09
1870,1.1468097582678638e-08,1.7202146374017957e-09
1871,1.1683295220166201e-08,0.0
1872,1.0280476914203973e-08,6.047339295989218e-10
1873,9.577607151811662e-09,1.1972008939764578e-09
1874,2.3898436563030145e-09,5.974609140757536e-10
1875,1.2015206607429718e-08,1.716458086775674e-09
1876,1.3301232115736639e-08,4.836811839936672e-09
1877,4.329371083855449e-09,1.2369631985365004e-09
1878,1.2078177569208037e-08,6.039088673581716e-10
1879,1.0996785704264767e-08,4.27652757650776e-09
1880,1.9895322722618403e-08,1.9253538763308597e-09
1881,1.3945015142624584e-09,3.4862537301449947e-09
1882,9.317538740560849e-09,3.3276925659464496e-09
1883,2.7173157945981075e-08,3.791603475633565e-09
1884,7.2618666635548834e-09,1.3203393933736152e-09
1885,4.511945039809007e-09,6.445635691854079e-10
1886,2.3877817056927597e-08,6.453463874400711e-10
1887,5.223139698529167e-09,0.0
1888,1.4583413587843097e-08,6.340614699951175e-10
1889,8.771191772893872e-09,6.265136742733546e-10
1890,9.176140736144589e-09,2.6217545912032847e-09
1891,1.2748440525456317e-08,3.1871101313640793e-09
1892,2.382034658410248e-08,1.2537024751679837e-09
1893,2.278614097406262e-08,3.079208221734575e-09
1894,1.3233232287745977e-08,1.8904617871129403e-09
1895,1.3240951446391591e-08,4.814891596538473e-09
1896,1.2383760683576384e-08,2.358811590497112e-09
1897,1.6897470089816125e-08,1.1653427112179315e-09
1898,2.2633418694795182e-08,5.6583546736987955e-09
1899,1.1607914629507832e-08,1.1055156790007459e-09
1900,2.491705508589348e-08,1.038210628578895e-09
1901,1.5648469187112823e-08,0.0
1902,1.4730851205513318e-08,3.928227076954727e-09
1903,1.296052865029651e-08,5.400220270956879e-09
1904,1.666133897515465e-08,0.0
1905,1.0837593933388234e-08,2.0643036169332163e-09
1906,1.6461390472954918e-08,1.0288369045596824e-09
1907,2.262851062084792e-08,5.142843373384665e-10
1908,1.4734167663732478e-08,2.4556945366072114e-09
1909,3.4106097501762633e-08,5.500983557560346e-10
