year,certain_ADJ avant_NOUN,certain_ADJ savant_NOUN
1956,1.744228317335228e-09,7.849027428008526e-09
1957,6.184526224473075e-09,3.5340151360863103e-09
1958,2.4816730892496253e-09,4.9633461784992505e-09
1959,3.100299128533379e-09,3.100299128533379e-09
1960,4.152500121534786e-09,4.152500121534786e-09
1961,0.0,4.86371165564492e-09
1962,6.341956404476434e-10,4.439369427622353e-09
1963,5.819448034571906e-09,2.5864212993553792e-09
1964,1.2167936658258327e-09,4.258777719368112e-09
1965,2.188817349590977e-09,2.188817349590977e-09
1966,1.6617224263271169e-09,1.1078149508847446e-09
1967,9.860671168482327e-10,9.860671168482327e-10
1968,1.7965663401398047e-09,2.6948494546985557e-09
1969,2.7250546263957176e-09,3.6334061870313406e-09
1970,4.1388523719376735e-09,1.3796175035718505e-09
1971,1.0276794970565106e-09,1.0276794970565106e-09
1972,3.0780880067027283e-09,3.078088173236182e-09
1973,5.513203782392395e-10,2.7566018356850464e-09
1974,3.3753431161187564e-09,1.6876715580593782e-09
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,1.142705374768127e-09,3.9994687561772935e-09
1977,1.1753563677885381e-09,3.526069214387917e-09
1978,2.3762365408686037e-09,5.940591130126904e-09
1979,4.096381456264453e-09,1.1703946700691858e-09
1980,2.8425752862659692e-09,3.97960553399912e-09
1981,6.325549528618524e-10,1.2651099057237047e-09
1982,1.8622506869903077e-09,0.0
1983,2.5261264191556165e-09,2.5261264191556165e-09
1984,5.799008384599347e-09,5.799008495621649e-10
1985,2.4062232206745193e-09,0.0
1986,3.5966913891627428e-09,2.3977941854269602e-09
1987,6.110816741511371e-09,1.2221633705067347e-09
1988,4.797243047249822e-09,0.0
1989,1.6464366536794728e-09,0.0
1990,2.179460389939436e-09,1.089730194969718e-09
1991,3.5168792322792797e-09,1.7584396161396398e-09
1992,1.1019888335184191e-09,1.1019888335184191e-09
1993,1.661762283333701e-09,1.661762283333701e-09
1994,8.439882570598911e-09,3.164955852952289e-09
1995,2.7112254663563817e-09,2.1689803286761844e-09
1996,4.804283193493575e-09,1.067618438099771e-09
1997,2.876936688878118e-09,3.3564262480467733e-09
1998,8.10582001520288e-09,4.768129224785866e-10
1999,3.1991407301035224e-09,9.140402323914998e-10
2000,3.97622823555821e-09,2.2090156370779823e-09
2001,4.381211837767296e-09,3.066848330846028e-09
2002,6.571832411594869e-09,3.066854992184176e-09
2003,1.6667691671301554e-09,1.2500769308587678e-09
2004,2.2023955992267474e-09,4.404791253964646e-10
2005,5.404499514582994e-09,1.8014998381943315e-09
2006,4.529678854225949e-09,3.706100981659688e-09
2007,1.5977917877663117e-09,1.9972397624634652e-09
2008,4.6831836186811415e-09,4.257439678578834e-10
2009,5.245011536203492e-09,1.907277002999308e-09
2010,5.668551850135373e-09,4.723793023408973e-10
2011,4.206369030868018e-09,3.441574775164824e-09
2012,4.425528388196653e-09,2.0425516833455504e-09
2013,8.925200134513034e-09,3.904775003338301e-09
2014,7.795602385840539e-09,1.7323561474213989e-09
2015,5.984753581600444e-09,5.098123367908158e-09
2016,6.628288140575478e-09,3.935546111222266e-09
2017,7.54683426862357e-09,2.0124890642847504e-09
2018,8.518839855753413e-09,3.872199894061623e-09
2019,8.16316081397872e-09,4.846876677788714e-09
