year,un_DET avoir_NOUN,un_DET savoir_NOUN
1800,3.772997558826319e-08,4.747688251427462e-07
1801,2.1430642593855964e-08,2.1430643681874528e-07
1802,8.951360541686881e-09,2.5958945570891956e-07
1803,3.900678446910888e-09,2.4964341349686947e-07
1804,4.943701892301533e-09,5.438072250285586e-07
1805,2.842877711017877e-09,4.77603456783271e-07
1806,2.881669125542885e-09,3.7749865100522584e-07
1807,2.2775641372874134e-08,3.9287979802793416e-07
1808,1.5862518409903714e-08,5.008023435948417e-07
1809,1.129515236897305e-08,2.394572220509872e-07
1810,2.3401267590372754e-09,5.101476259206095e-07
1811,1.2535383397960231e-08,3.5600490155829334e-07
1812,0.0,6.267939127724276e-07
1813,0.0,4.3711272645907684e-07
1814,5.349351184236184e-08,3.335477662957942e-07
1815,2.697223555614414e-09,4.3425299622867897e-07
1816,2.3176038865813098e-08,4.032630815942184e-07
1817,4.670620334934483e-09,3.3005715105449696e-07
1818,1.668964877410417e-08,4.184333282086783e-07
1819,7.24573512300708e-09,4.792536151265736e-07
1820,1.779972080839798e-08,4.722859543448976e-07
1821,4.9307441463142254e-09,5.236450233425671e-07
1822,2.2056354964661296e-08,3.699452122418734e-07
1823,3.360113609574e-08,3.5972979528509086e-07
1824,5.052667617633233e-09,4.025291850950907e-07
1825,3.522177216552791e-09,4.1297527086925356e-07
1826,6.1655889282974385e-09,3.7257772866894356e-07
1827,1.1982455028203276e-08,3.1430901675788547e-07
1828,4.035812395386529e-08,5.145661248207034e-07
1829,1.2002446148073886e-08,4.5352101096796105e-07
1830,0.0,5.166233465470071e-07
1831,7.795603274018958e-09,4.802091586597612e-07
1832,2.4353945637933805e-08,5.953186246188125e-07
1833,4.2859426230279496e-08,5.560141671523411e-07
1834,3.453776287187793e-08,3.8458266793384155e-07
1835,2.7983425354705105e-08,5.49080176881489e-07
1836,2.4194699910218276e-08,5.645429876355301e-07
1837,2.713577429425129e-08,5.294955003343205e-07
1838,2.9035945203759184e-08,5.175972701554343e-07
1839,3.425823014158169e-08,8.0332047946996e-07
1840,4.522479102320176e-08,7.751910984232779e-07
1841,3.531301651094054e-08,7.126808885260516e-07
1842,4.092041727687956e-08,6.319185423819818e-07
1843,2.5990408047960045e-08,6.355836089655398e-07
1844,1.920996434146005e-08,6.525899218789988e-07
1845,3.2923345827384765e-08,7.131531045700967e-07
1846,4.33233096064356e-08,5.995009484394132e-07
1847,2.6426796750911308e-08,6.941079035982511e-07
1848,3.861706332486392e-08,4.6260024166855374e-07
1849,5.698002270015934e-08,7.231434944188209e-07
1850,2.851378333446064e-08,6.564959154076178e-07
1851,6.384944128967618e-08,6.746113117017671e-07
1852,5.338647213193326e-08,7.226705589502558e-07
1853,3.2845626218858115e-08,5.583756281790642e-07
1854,2.7017454606870217e-08,6.406254087210073e-07
1855,4.988520885262915e-08,6.65489899631666e-07
1856,4.918329893355278e-08,6.015893676547535e-07
1857,7.322263684272912e-08,6.326436041703687e-07
1858,3.376636281693379e-08,6.19539409107972e-07
1859,2.4442431856286362e-08,6.171714321823174e-07
1860,3.7532908503390416e-08,6.215815577803596e-07
1861,3.489813149570864e-08,7.389915221978072e-07
1862,5.602302979856866e-08,6.966734824587206e-07
1863,3.9457503930862003e-08,6.832641201715006e-07
1864,6.760566717556316e-08,7.542107338665005e-07
1865,6.354240156269952e-08,6.34482641537204e-07
1866,9.05004030049561e-08,6.378818451224788e-07
1867,9.36592616795906e-08,5.891313250572239e-07
1868,5.977247496957716e-08,6.367497720205506e-07
1869,5.762552746091387e-08,7.16412240642228e-07
1870,3.956493532797367e-08,7.402657176136529e-07
1871,6.585129597169725e-08,4.290955581964795e-07
1872,5.805445724149649e-08,5.14023844377931e-07
1873,6.225444737495422e-08,4.938453894709482e-07
1874,7.587753420024157e-08,5.23973227917196e-07
1875,5.492666116380107e-08,4.6001077680379865e-07
1876,7.497058618355368e-08,5.931140418802272e-07
1877,6.926993867395481e-08,5.615813094550504e-07
1878,4.891661720130003e-08,5.368749629308667e-07
1879,7.147910707772098e-08,5.162379623779856e-07
1880,8.022308151112156e-08,6.084118120419646e-07
1881,8.088108671699956e-08,4.811030481777223e-07
1882,9.650308152586717e-08,5.304342145517893e-07
1883,8.657494687813738e-08,5.611573028474481e-07
1884,8.912291082907586e-08,5.52562063660389e-07
1885,8.121501182678514e-08,4.982476573545114e-07
1886,9.551126722850967e-08,5.162771299360713e-07
1887,9.009915657998135e-08,4.387437293473795e-07
1888,6.784457950992362e-08,4.7047360052232534e-07
1889,9.08444798275454e-08,4.6612616610985924e-07
1890,7.537544483016134e-08,5.590891403173259e-07
1891,7.202868346212199e-08,4.6723033264584046e-07
1892,7.522214962030205e-08,4.619893534396624e-07
1893,8.005941509736658e-08,3.867485540709481e-07
1894,8.255016581415475e-08,5.457132852271229e-07
1895,8.185315891751088e-08,4.489886542557997e-07
1896,1.3209344729148143e-07,5.619868810313733e-07
1897,7.283392022827684e-08,5.156641260661843e-07
1898,7.921696909551912e-08,4.6624845406739723e-07
1899,9.120504529391837e-08,5.124065154404889e-07
1900,1.1212674921878829e-07,5.523280570685074e-07
1901,1.2351112843589362e-07,5.186349989472205e-07
1902,1.0508007619591808e-07,4.0264328760031276e-07
1903,1.1178455894267358e-07,4.6873912218359237e-07
1904,1.4618980070935095e-07,4.756543381390088e-07
1905,1.2540644844794002e-07,4.5259855951940153e-07
1906,1.2654693648528337e-07,4.5268822534971775e-07
1907,1.2445680397377146e-07,4.412559746480582e-07
1908,1.276961207885563e-07,4.5528575709496977e-07
1909,1.0561888730276081e-07,5.539490688377668e-07
1910,1.1329599658438383e-07,5.921318688706378e-07
1911,1.1332396787633314e-07,5.203325832425776e-07
1912,1.161700928231646e-07,5.152117585893734e-07
1913,1.0605979161582013e-07,5.605259856267253e-07
1914,1.292471471514567e-07,5.263640536767866e-07
1915,9.660224953300656e-08,3.51066713366599e-07
1916,6.922100936890274e-08,4.4609097304970646e-07
1917,7.895825648862598e-08,5.000689498046995e-07
1918,1.2175559582772166e-07,5.743187978524134e-07
1919,1.1049418369157848e-07,5.718073579075167e-07
1920,8.708066223661604e-08,6.012352260498233e-07
1921,1.279794317743388e-07,5.07374062763688e-07
1922,2.117467546858265e-07,5.009618018192441e-07
1923,1.4119210334229138e-07,5.976778751914935e-07
1924,2.0626599084305752e-07,6.136412968871241e-07
1925,1.8696902359671697e-07,5.422101816421332e-07
1926,1.3709750101842388e-07,5.896307273545176e-07
1927,1.3490561912021803e-07,5.808746070812276e-07
1928,1.3825509914688894e-07,5.107440328444568e-07
1929,9.914961740520312e-08,6.361172220081812e-07
1930,8.192810696527886e-08,7.342019037182013e-07
1931,1.4028589134795766e-07,7.527535528240037e-07
1932,1.2932252957398305e-07,6.499005316129569e-07
1933,1.4338327503082837e-07,7.260929244523595e-07
1934,8.986185484616271e-08,6.877426983464829e-07
1935,1.136986984562327e-07,8.940308156013543e-07
1936,7.396075574206407e-08,7.577946341541519e-07
1937,8.310137644684801e-08,6.937706102938535e-07
1938,7.649476430060531e-08,8.077328637057235e-07
1939,1.0552894913473665e-07,7.922318410180651e-07
1940,1.141102288215734e-07,1.1994253306113478e-06
1941,1.4167213180371618e-07,6.90651614121407e-07
1942,8.192371825366251e-08,8.677845499960313e-07
1943,7.548411673496958e-08,8.274220144599553e-07
1944,2.3777577951022977e-07,1.044285502516118e-06
1945,2.461709520673594e-07,1.0478604011154857e-06
1946,1.545242582778883e-07,1.291878529485757e-06
1947,2.1815193962382295e-07,1.2504994000295255e-06
1948,1.0219574320124991e-07,1.2687493491370105e-06
1949,1.4038321194398407e-07,1.0582734475406141e-06
1950,2.2227905138727522e-07,9.731355241626716e-07
1951,8.315893518240358e-08,1.0053701799961345e-06
1952,1.3708244983590134e-07,8.699463389660878e-07
1953,1.5298834288302032e-07,1.0784601425228857e-06
1954,1.0163437336174752e-07,1.1111373154903958e-06
1955,1.0136456340958944e-07,1.0127070799725857e-06
1956,1.1773541230830631e-07,1.07357252243645e-06
1957,1.1750599854254418e-07,1.1114477684870394e-06
1958,1.2408365468452587e-07,1.1208889896252572e-06
1959,9.300897396702368e-08,1.2269434233047605e-06
1960,8.028166936790981e-08,1.2983483053119471e-06
1961,1.0491720270344729e-07,1.3006954269201287e-06
1962,1.0337388761660904e-07,1.4713339400174164e-06
1963,1.0281024920288928e-07,1.6210395905602581e-06
1964,8.091678038724126e-08,1.5720974619881645e-06
1965,1.2038495111887926e-07,1.6230080923662626e-06
1966,1.8057383321945508e-07,1.6755700835702214e-06
1967,3.776637088614976e-07,1.600386955402655e-06
1968,3.161956769193175e-07,1.9416390948379103e-06
1969,3.206480920225907e-07,1.8943672106530585e-06
1970,2.947782774820329e-07,2.2814275606464207e-06
1971,3.401619085297014e-07,2.3323185303070204e-06
1972,2.6215051307509896e-07,2.3716668522411055e-06
1973,1.5988290397173088e-07,2.7554991497424908e-06
1974,1.82268528325924e-07,2.6777721018333978e-06
1975,1.7762702730905744e-07,2.9968137376101822e-06
1976,1.8683232705374309e-07,3.207574042818351e-06
1977,1.4691955008139246e-07,4.256553037151889e-06
1978,1.603959727258797e-07,4.000394405068164e-06
1979,1.6327005891714208e-07,3.57262971206751e-06
1980,2.0125433652928848e-07,4.007462933941497e-06
1981,2.8654739442357524e-07,5.007305091453418e-06
1982,2.3029833307042225e-07,5.241614886131174e-06
1983,1.294639808691045e-07,5.351598680647385e-06
1984,1.8556827802163056e-07,5.2660796114878394e-06
1985,3.3386347209063416e-07,5.8988563438333586e-06
1986,2.158014826281196e-07,5.566479380547662e-06
1987,1.9615722185450934e-07,5.700780839390518e-06
1988,1.307248709281339e-07,5.555207252427863e-06
1989,1.2512918790008598e-07,6.175783923367817e-06
1990,1.09517882151966e-07,6.631008218960233e-06
1991,1.3364140427629678e-07,6.377860131578927e-06
1992,1.0358695390344508e-07,6.890736287346044e-06
1993,1.3958803135594167e-07,6.730691126222155e-06
1994,1.1446590475472362e-07,7.031477124996854e-06
1995,1.0248431880910402e-07,7.1175090852193534e-06
1996,1.0943089212567259e-07,7.577955770443623e-06
1997,1.0692614738072592e-07,8.250574836665692e-06
1998,1.3064673565210683e-07,8.451509316387273e-06
1999,1.1425502643991337e-07,8.594263405825586e-06
2000,1.1928684906514775e-07,9.09010006466815e-06
2001,1.362556856232544e-07,8.682247468527748e-06
2002,1.4458031127873028e-07,8.635825452074641e-06
2003,8.333846096553188e-08,9.060140754968415e-06
2004,7.223857412252954e-08,8.359853751471746e-06
2005,7.386149036836542e-08,8.654405505126306e-06
2006,8.15342198201563e-08,8.37867038683271e-06
2007,8.907689094672655e-08,8.40877832786191e-06
2008,7.024775147690399e-08,8.153422399459487e-06
2009,7.867517437532001e-08,8.1865094045952e-06
2010,8.172161858333027e-08,7.93927912923209e-06
2011,7.800902801502474e-08,7.4490974100172025e-06
2012,6.944675723374871e-08,6.428590765494846e-06
2013,6.74968254621433e-08,6.2428985216911315e-06
2014,6.47468121339756e-08,5.358394105314801e-06
2015,6.11774803038756e-08,5.214937047526291e-06
2016,7.415397373922161e-08,4.7069131170474066e-06
2017,6.968243049243483e-08,5.363534910429735e-06
2018,4.801528152853507e-08,4.865032053658069e-06
2019,6.402979191300062e-08,4.384382847888446e-06
