year,en_ADP ailes_NOUN,en_ADP selle_NOUN
1800,1.6664071722516383e-07,1.540640539587912e-07
1801,8.572257570449437e-08,2.690736380372982e-07
1802,7.608656460433849e-08,2.2602185367759375e-07
1803,1.4432509942707838e-07,1.1897068930011301e-07
1804,1.0134588990240445e-07,2.0516363075095967e-07
1805,1.7910129201936797e-07,7.960057502032214e-08
1806,2.420601958874613e-07,1.9595350408962986e-07
1807,1.6512339584551228e-07,2.1921555060089304e-07
1808,2.3567169193938753e-07,1.0197332755979005e-07
1809,9.713831161661801e-08,1.8749953767382976e-07
1810,1.193464669313471e-07,2.0359102848033217e-07
1811,2.0056614147279106e-08,1.1031137603367824e-07
1812,9.335229123053068e-08,2.0804223765935603e-07
1813,2.5881675469463516e-08,1.2365688917270745e-07
1814,1.1642705288750221e-07,1.3845379953636439e-07
1815,6.74305908887618e-08,8.361393355471591e-08
1816,1.5991466284503986e-07,2.109019590079697e-07
1817,1.634717108345285e-07,1.3856173097792635e-07
1818,1.3351719019283337e-07,1.5020683008515334e-07
1819,2.4842520929269085e-08,2.2772310726004719e-07
1820,9.730514705097448e-08,2.895421289395017e-07
1821,1.0847637099686835e-07,2.5935713665603544e-07
1822,1.0727409005539812e-07,1.9249182514613494e-07
1823,8.499110748516614e-08,2.3817275973669894e-07
1824,1.381062446625947e-07,2.1642259184773138e-07
1825,1.2327620879659662e-07,3.663064376269176e-07
1826,6.077509340229881e-08,2.078684343542747e-07
1827,9.309445658800541e-08,2.119972831726713e-07
1828,8.163348041989593e-08,2.9718256655542064e-07
1829,7.715858174606183e-08,3.386404666128051e-07
1830,1.49246758951449e-07,3.6946398918047407e-07
1831,2.1359952029342821e-07,3.289744485712731e-07
1832,2.0565553882079257e-07,5.330807777426116e-07
1833,6.370995464521911e-08,5.58330896183179e-07
1834,1.0081293311259287e-07,4.349891435939668e-07
1835,1.187404805591541e-07,7.676534323763917e-07
1836,7.325617445985699e-08,5.766403361473493e-07
1837,1.0436836106464398e-07,4.3695555129730224e-07
1838,5.302215910774066e-08,4.437449936389726e-07
1839,1.0207553913232914e-07,4.166919245207623e-07
1840,5.7327198987877637e-08,5.051163300962003e-07
1841,2.0802576727874111e-07,4.0706276749347126e-07
1842,3.957876515414682e-08,6.191728814108899e-07
1843,9.923610377882142e-08,5.180360799217354e-07
1844,6.476502534269457e-08,5.208644386911487e-07
1845,9.263178668561522e-08,4.888279478976187e-07
1846,8.137757134818457e-08,5.64373925371342e-07
1847,9.384208965457219e-08,4.670531561501434e-07
1848,5.551202875153649e-08,7.667096164620801e-07
1849,1.0306680309213334e-07,5.974522803153803e-07
1850,8.418355434969271e-08,4.7455081908509555e-07
1851,6.384944128967618e-08,5.733551127207193e-07
1852,1.7513367822630244e-07,4.596444951321388e-07
1853,1.1107793085329831e-07,5.912212335257294e-07
1854,5.975014261139222e-08,4.972250911561282e-07
1855,9.021793090369101e-08,5.779254799165301e-07
1856,7.403380664072756e-08,6.466309274699711e-07
1857,8.64027143165913e-08,5.584446185480374e-07
1858,5.627727261980908e-08,6.12198880034498e-07
1859,6.670747154657874e-08,8.23913635983331e-07
1860,8.467790024724309e-08,8.458635818442417e-07
1861,6.272231445336729e-08,7.437074693861234e-07
1862,6.46072066956549e-08,7.608288687954712e-07
1863,7.841554605647616e-08,6.892576482897539e-07
1864,8.822299690791624e-08,6.362603741649764e-07
1865,7.530950796308389e-08,6.156552490033107e-07
1866,5.93604774223877e-08,6.062553659091918e-07
1867,9.851207494193659e-08,7.512152198074773e-07
1868,7.16281718382561e-08,7.582706924580407e-07
1869,6.788091866383184e-08,6.607401665803536e-07
1870,9.346499751927695e-08,5.33266561575374e-07
1871,9.240424247991541e-08,6.893143824626691e-07
1872,5.624025689598966e-08,5.974771353223218e-07
1873,1.2091729217900138e-07,6.572632720303062e-07
1874,9.081406204813902e-08,7.719195149746838e-07
1875,1.0813685946686746e-07,6.968819785124758e-07
1876,1.0580525611203484e-07,5.538149441264295e-07
1877,6.741449709579683e-08,7.557844927674751e-07
1878,5.072834596830944e-08,5.700899761151845e-07
1879,7.331190232662266e-08,6.695820671254182e-07
1880,1.0396910710142038e-07,6.308742710459114e-07
1881,7.181682804002776e-08,5.36185836175207e-07
1882,8.984770261122321e-08,6.981498898994687e-07
1883,8.467914369703067e-08,6.382532484749959e-07
1884,1.0694748908690599e-07,6.852561353909437e-07
1885,1.0313016929330843e-07,6.168473261070062e-07
1886,1.206797719532915e-07,7.853865273688143e-07
1887,1.0185122079064968e-07,8.1089245540511e-07
1888,1.0525420179874345e-07,7.767252974133498e-07
1889,9.397705014180247e-08,6.916711097204598e-07
1890,8.651790039948537e-08,7.000084671915374e-07
1891,7.01164211136529e-08,7.228365594968977e-07
1892,1.0280360385195308e-07,6.644623056217824e-07
1893,1.1947328459882556e-07,8.78190181907712e-07
1894,1.5690832810832944e-07,8.702425695616967e-07
1895,1.3842813473274873e-07,8.17929704410858e-07
1896,1.0909503345146732e-07,7.860739641429859e-07
1897,1.4974654050092795e-07,6.811428008290932e-07
1898,8.261198303216588e-08,6.801342484763495e-07
1899,5.417026827103655e-08,7.290875956300624e-07
1900,8.66905907059845e-08,5.798406341739337e-07
1901,7.824234415920728e-08,6.745607636915452e-07
1902,1.0508007619591808e-07,5.64682648196424e-07
1903,8.262337303222012e-08,5.783636183309682e-07
1904,7.255744094436523e-08,6.723655943119411e-07
1905,1.0063480004873782e-07,6.456109460373227e-07
1906,8.076369795162464e-08,5.560863582942943e-07
1907,1.1262827115388063e-07,6.217697503529962e-07
1908,8.152905905944863e-08,6.424097040991228e-07
1909,1.0176819387197611e-07,6.496661377752844e-07
1910,1.0902067515417002e-07,6.065610955729994e-07
1911,6.118430206925041e-08,5.506587310577515e-07
1912,8.335074141996301e-08,5.360494235162605e-07
1913,7.901454779357664e-08,5.944651579881111e-07
1914,8.571831955350717e-08,6.12752028672503e-07
1915,1.1309531089409575e-07,7.115580213934436e-07
1916,1.1097336738430386e-07,6.900126452435984e-07
1917,9.211796481167767e-08,5.724473375323669e-07
1918,9.418828739171659e-08,6.708043471803649e-07
1919,7.550436009751138e-08,5.533916969113761e-07
1920,7.799398815677705e-08,5.694318154780831e-07
1921,5.9067428281878165e-08,6.883627250431346e-07
1922,9.22241909506738e-08,7.112329996061817e-07
1923,8.811237250938575e-08,7.017141783194347e-07
1924,7.86389122708897e-08,7.722083257277745e-07
1925,7.808706214973427e-08,7.049832202454809e-07
1926,1.1480522488227507e-07,5.940891831812678e-07
1927,8.473411128306907e-08,6.745281186937291e-07
1928,8.798051709391075e-08,5.393091446759257e-07
1929,8.912324744869693e-08,6.817928799307538e-07
1930,9.033099246380516e-08,6.333672724068151e-07
1931,1.2203732069338002e-07,5.839542387420238e-07
1932,8.87722464426588e-08,6.707236543945783e-07
1933,9.061822936473618e-08,5.242092369073248e-07
1934,9.824896096688462e-08,5.535489862040777e-07
1935,1.0891138657598276e-07,5.948237031816461e-07
1936,7.1535815493462e-08,6.42609879974998e-07
1937,8.310137644684801e-08,6.522199136327345e-07
1938,7.649476430060531e-08,5.549111854463717e-07
1939,1.1470537941704606e-07,5.521152477427904e-07
1940,1.6736167651743017e-07,3.474022696181578e-07
1941,1.0625409174735978e-07,5.519309826951257e-07
1942,1.061974117533282e-07,4.733370495557665e-07
1943,8.709705667797607e-08,8.477447028809593e-07
1944,1.124615138792251e-07,1.0378591195348008e-06
1945,8.496165548876888e-08,7.602979046339442e-07
1946,8.07424029858339e-08,6.765656870300063e-07
1947,9.417487945029279e-08,6.294219918601129e-07
