year,en_ADP ailes_NOUN,en_ADP selle_NOUN
1948,1.2611390332040173e-07,7.371139929546189e-07
1949,7.362756093698408e-08,6.5872128374167e-07
1950,7.232046073113452e-08,6.870443698403506e-07
1951,9.595261474260042e-08,7.985390109155333e-07
1952,1.0439355691005403e-07,6.706495128128154e-07
1953,8.942276963352924e-08,6.335010471758551e-07
1954,8.502106396690579e-08,6.029655015282742e-07
1955,8.91632723210023e-08,6.729480546141531e-07
1956,8.023449993288523e-08,5.319896390076906e-07
1957,1.0513694803648832e-07,5.839959751341439e-07
1958,8.851300492551673e-08,6.427532905917133e-07
1959,7.673240531858028e-08,5.503030688913668e-07
1960,9.412333668024075e-08,6.124937428353405e-07
1961,8.893643865803824e-08,6.767507212401824e-07
1962,8.688480335194981e-08,7.521560263512583e-07
1963,7.241979460559378e-08,5.955235238275236e-07
1964,6.38816644027429e-08,5.846693529321101e-07
1965,1.1710172742596114e-07,6.47889947913427e-07
1966,7.090015685662365e-08,6.020974474552077e-07
1967,1.0255097748768094e-07,7.351130228983038e-07
1968,8.354033553814588e-08,6.979660280848066e-07
1969,7.175977145834622e-08,6.190415664519833e-07
1970,7.265985857429769e-08,5.886367873131348e-07
1971,7.656212375195537e-08,5.719036284546064e-07
1972,7.951727809540898e-08,5.022413631650124e-07
1973,6.340184199871146e-08,5.011502155483072e-07
1974,4.387946006545462e-08,4.944877272095027e-07
1975,8.681449514824635e-08,5.511578304862041e-07
1976,5.656391621755574e-08,4.479405122381763e-07
1977,6.581995393162288e-08,4.883605821959236e-07
1978,5.8811853165252614e-08,5.643561706847322e-07
1979,6.437170441131457e-08,6.045088198902704e-07
1980,7.504399235358505e-08,5.605558328625193e-07
1981,6.958104137311238e-08,6.540618411321475e-07
1982,6.393727147724348e-08,6.083352026564626e-07
1983,8.525676520321213e-08,6.22690151885763e-07
1984,7.364740639559386e-08,5.996174703426504e-07
1985,8.181159216746892e-08,6.562973835499974e-07
1986,6.773768745915731e-08,5.802662119691604e-07
1987,6.171924837872211e-08,6.691344527354204e-07
1988,6.056519197272792e-08,6.236415819316221e-07
1989,7.408964819433095e-08,6.607699347682683e-07
1990,6.865300150593612e-08,7.546381803891222e-07
1991,7.67851915384199e-08,6.658624656097345e-07
1992,6.06093877308922e-08,6.656012541128575e-07
1993,5.760775678709251e-08,5.766314981059395e-07
1994,5.960666982218754e-08,6.493434892007599e-07
1995,5.476675468685244e-08,5.959273279287913e-07
1996,4.750901894112758e-08,6.790053017624587e-07
1997,6.041567246484192e-08,6.827929599495519e-07
1998,7.438281812710557e-08,6.637235703266242e-07
1999,6.078367675854679e-08,5.991533660321124e-07
2000,6.892128823210442e-08,5.867145977944688e-07
2001,6.966126875340706e-08,6.471049580625277e-07
2002,5.301277994362863e-08,6.78213086580115e-07
2003,5.75035379313249e-08,7.346285251230711e-07
2004,8.104815663045883e-08,6.985999201347681e-07
2005,6.845699118684934e-08,7.034857070209455e-07
2006,6.218013481884554e-08,8.169893828124941e-07
2007,5.0330442036283785e-08,1.0845011626514633e-06
2008,5.704969296971285e-08,1.055419261319912e-06
2009,6.103286409597786e-08,1.2015845065604935e-06
2010,7.227403386877995e-08,1.4194997532968046e-06
2011,7.533224533062821e-08,1.6699285190213686e-06
2012,9.123397148869117e-08,1.8396581467072792e-06
2013,7.80955033974351e-08,2.0550272807895453e-06
2014,7.600712592648051e-08,2.050460004454635e-06
2015,7.226035592111657e-08,2.2030543433970706e-06
2016,8.078226443331005e-08,2.2822025229629617e-06
2017,5.509188838459522e-08,1.7898574711239235e-06
2018,5.627597587931632e-08,2.1284193252313344e-06
2019,5.255034807305492e-08,1.926761058257398e-06
