year,ancien_ADJ antre_NOUN,ancien_ADJ centre_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,2.8574191901498125e-08
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,7.4155526164076946e-09
1805,0.0,1.1371510844071508e-08
1806,0.0,2.5935023018064385e-08
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,6.7770917766551975e-09
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.0898113522728181e-08
1818,0.0,3.5763532135746345e-09
1819,0.0,7.24573512300708e-09
1820,0.0,1.898636980968149e-08
1821,0.0,2.9584463767662328e-09
1822,0.0,0.0
1823,0.0,2.2730180404550993e-08
1824,0.0,4.210556348027694e-09
1825,0.0,2.201360693732113e-08
1826,0.0,7.0463874735082754e-09
1827,0.0,1.935627302884768e-08
1828,0.0,1.559291185060374e-08
1829,0.0,5.143905745796928e-09
1830,0.0,1.0436835840010872e-09
1831,0.0,9.354723218280014e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,2.6642345218874652e-08
1834,0.0,1.0267983796552471e-08
1835,0.0,1.739510224751939e-08
1836,0.0,3.6292051308617346e-08
1837,0.0,1.0436836284100082e-08
1838,0.0,1.199310784016916e-08
1839,0.0,2.866504900111977e-08
1840,0.0,3.694419348221345e-08
1841,0.0,7.0626033910059505e-09
1842,0.0,1.2745703159566801e-08
1843,0.0,1.4767278067040479e-08
1844,0.0,8.781698035420504e-09
1845,5.022205318283568e-09,2.5669049108500985e-08
1846,0.0,1.5221703009160592e-08
1847,6.47186837454683e-09,4.314578916364553e-09
1848,0.0,4.585776330889857e-08
1849,0.0,4.022119171054328e-08
1850,0.0,2.647708541303473e-08
1851,0.0,2.579775504329973e-08
1852,0.0,1.2370036550635177e-08
1853,0.0,2.329053394589664e-08
1854,0.0,9.352196350675968e-09
1855,0.0,1.1144567935161831e-08
1856,0.0,1.4496129630003907e-08
1857,0.0,3.3682412636792947e-08
1858,0.0,6.459652013290906e-08
1859,0.0,4.277425702525761e-08
1860,0.0,3.7990627532735743e-08
1861,0.0,1.5091083938045813e-08
1862,0.0,3.298130124562704e-08
1863,0.0,3.146611149418277e-08
1864,0.0,5.130359070903978e-08
1865,0.0,3.2006543193574544e-08
1866,0.0,3.941146431429843e-08
1867,0.0,4.70722731904516e-08
1868,0.0,3.9025004006099095e-08
1869,0.0,4.981189505315342e-08
1870,0.0,2.064257564882155e-08
1871,0.0,3.611200227737754e-08
1872,0.0,2.963196266136947e-08
1873,0.0,2.154961559197588e-08
1874,0.0,5.377148326601855e-08
1875,0.0,3.718992758194872e-08
1876,0.0,5.1995726835230016e-08
1877,0.0,5.6281827198745304e-08
1878,0.0,5.254007007238215e-08
1879,6.10932526790009e-10,2.7491964260661916e-08
1880,0.0,3.016387850607316e-08
1881,0.0,4.183504387356152e-08
1882,0.0,1.8635077481121698e-08
1883,0.0,3.4756364897248204e-08
1884,0.0,4.15906917794473e-08
1885,0.0,4.3185759412978086e-08
1886,0.0,5.033701711010252e-08
1887,0.0,4.1785117588233334e-08
1888,0.0,1.3315290869897467e-08
1889,0.0,4.1976417008982025e-08
1890,0.0,4.1292635366563246e-08
1891,0.0,3.760789879514448e-08
1892,0.0,2.570090096298827e-08
1893,0.0,5.973664235492393e-08
1894,0.0,3.969969686323793e-08
1895,0.0,3.250051938685772e-08
1896,0.0,3.538217402399013e-08
1897,0.0,3.845630947019174e-08
1898,0.0,9.05336783318944e-09
1899,0.0,5.803957137118232e-08
1900,0.0,4.516216134398121e-08
1901,0.0,3.912117207960364e-08
1902,0.0,5.057592467050398e-08
1903,0.0,4.644189521840758e-08
1904,0.0,3.7622375437251776e-08
1905,0.0,3.509316109928662e-08
1906,0.0,6.635998150983369e-08
1907,0.0,4.319988544665421e-08
1908,4.911389073214423e-10,6.384805906201052e-08
1909,1.1001967115120692e-09,5.1709245052489194e-08
1910,0.0,3.634022438525619e-08
1911,1.0640748282497725e-09,2.979409430281521e-08
1912,0.0,3.5424064348532625e-08
1913,1.590896969716482e-09,2.8105844762649212e-08
1914,0.0,2.4108276541756624e-08
1915,0.0,7.539687618685065e-08
1916,0.0,9.88871546869774e-08
1917,0.0,4.1672413075843906e-08
1918,0.0,4.364822903113463e-08
1919,0.0,8.563299047636974e-08
1920,0.0,5.4520068459851245e-08
1921,0.0,5.225195842673003e-08
1922,0.0,5.754789800249682e-08
1923,0.0,9.660512922948783e-08
1924,0.0,3.738571052736006e-08
1925,0.0,3.7393804941388e-08
1926,0.0,5.461607965884241e-08
1927,0.0,4.905658934628576e-08
1928,0.0,4.913197582112616e-08
1929,0.0,6.23862743687198e-08
1930,0.0,5.7769819594710725e-08
1931,0.0,4.676196141417677e-08
1932,0.0,5.80855437082306e-08
1933,0.0,5.161798166675169e-08
1934,0.0,5.032263494797462e-08
1935,0.0,6.702239030431656e-08
1936,0.0,6.668593188763339e-08
1937,0.0,1.0072894485180228e-07
1938,0.0,7.390172562793396e-08
1939,0.0,4.435274547631707e-08
1940,2.5357829169792012e-09,6.339457114812319e-08
1941,0.0,7.378756228249017e-08
1942,6.068423541449874e-09,6.675265740163638e-08
1943,2.9032352077962287e-09,6.096793958576541e-08
1944,0.0,9.31823986860536e-08
1945,0.0,5.66411042512982e-08
1946,0.0,8.074240653854758e-08
1947,0.0,1.1205618433152154e-07
1948,1.0871887834440486e-09,7.175445815299497e-08
1949,0.0,1.0111518733424418e-07
1950,0.0,7.97652142114913e-08
1951,0.0,1.215399790810423e-07
1952,0.0,1.1072044081572585e-07
1953,0.0,1.0558351215550488e-07
1954,0.0,1.1238416397496565e-07
1955,0.0,6.851494083193188e-08
1956,0.0,9.593255922979438e-08
1957,0.0,1.0336994260562449e-07
1958,0.0,1.0340304168465764e-07
1959,0.0,9.688435120835948e-08
1960,0.0,1.1903833563309263e-07
1961,2.08444772553662e-09,7.851419736581988e-08
1962,0.0,8.307962834352978e-08
1963,6.466053248388448e-10,1.1703556390685321e-07
1964,0.0,1.0707784570129775e-07
1965,5.472043373977442e-10,9.138312329071141e-08
1966,0.0,9.859553040669766e-08
1967,0.0,8.578783838864013e-08
1968,4.4914158503495116e-10,1.0464999089521143e-07
