year,ancien_ADJ antre_NOUN,ancien_ADJ centre_NOUN
1969,0.0,7.357647457961747e-08
1970,4.5987250119061684e-10,8.277704993675528e-08
1971,0.0,7.707595961470304e-08
1972,0.0,1.0055087640292726e-07
1973,5.513203782392395e-10,1.1743123817797851e-07
1974,0.0,1.1194887461485337e-07
1975,0.0,9.995090044512267e-08
1976,0.0,9.313048887626962e-08
1977,0.0,9.461618583062048e-08
1978,0.0,9.980193826919503e-08
1979,5.851973350345929e-10,8.251282557214523e-08
1980,0.0,1.0631231672775243e-07
1981,0.0,1.037390103264535e-07
1982,0.0,1.0304453978982053e-07
1983,0.0,1.0736037370229212e-07
1984,0.0,1.1076105954632709e-07
1985,0.0,1.0406915018634777e-07
1986,0.0,1.0430404673300586e-07
1987,0.0,1.0510605275015905e-07
1988,1.1993107618124554e-09,1.0434003783199586e-07
1989,0.0,9.000520106994259e-08
1990,0.0,1.0134490496804816e-07
1991,1.1722930404189924e-09,8.850812527327889e-08
1992,0.0,1.151578350455651e-07
1993,0.0,1.1909296127043945e-07
1994,0.0,1.3820307542822263e-07
1995,0.0,1.355612693210162e-07
1996,0.0,1.1423517154440788e-07
1997,0.0,1.4384684143831095e-07
1998,0.0,1.397061826224899e-07
1999,4.570201161957499e-10,1.265945748230024e-07
2000,0.0,1.3298274481599037e-07
2001,0.0,1.3713192997810708e-07
2002,8.76244299341522e-10,1.1391175513963958e-07
2003,0.0,1.2625776557584345e-07
2004,0.0,1.2950086658580773e-07
2005,1.3511248786457486e-09,1.4592148289693796e-07
2006,0.0,1.30125318076324e-07
2007,7.988958938831558e-10,1.2223107326292393e-07
2008,1.7029758714315335e-09,1.5113910478703474e-07
2009,0.0,1.7689993825342754e-07
2010,2.3618964561933353e-09,1.5635754468945606e-07
2011,4.971163480860241e-09,2.2561435208956482e-07
2012,2.382976926895708e-09,2.0629771668723151e-07
2013,1.1156500168141292e-09,1.4642906798201238e-07
2014,1.2992671383216248e-09,1.3100943530020004e-07
2015,1.329945265027277e-09,1.491755288185459e-07
2016,1.6570720351438695e-09,1.3774411167233325e-07
2017,2.264050280587071e-09,1.2829617634935175e-07
2018,2.581466596041082e-09,1.386247578949451e-07
2019,2.2958890344426663e-09,1.4030432904377221e-07
