year,son_DET ombre_NOUN,son_DET sombre_ADJ
1855,2.0718282094378537e-06,2.653468555990912e-09
1856,1.9890761526752954e-06,5.177189343896771e-09
1857,2.244029779774337e-06,5.857811125054013e-09
1858,2.2344525181239305e-06,1.3702292633865909e-08
1859,2.3485103461950985e-06,1.018434669930457e-08
1860,2.1494456490245284e-06,8.238931037407582e-09
1861,2.087285533747263e-06,6.130753071875716e-09
1862,2.1632118607506357e-06,5.421583626485926e-09
1863,2.1781540455734216e-06,1.6981710260211003e-08
1864,1.924603782121892e-06,1.2945765348604255e-08
1865,1.923216569554853e-06,6.589582213223366e-09
1866,1.9370004942231844e-06,3.8924903300596725e-09
1867,1.8872583691376121e-06,1.261730986357179e-08
1868,1.588169551425267e-06,1.2349684830326169e-08
1869,1.683837444588221e-06,3.906815315701806e-09
1870,1.7718210365558207e-06,2.3509600044491208e-08
1871,1.2554231445527364e-06,8.496942038860311e-09
1872,1.6436668044406133e-06,9.675742762560446e-09
1873,1.5425933965751426e-06,1.2570609442263958e-08
1874,1.4613894276926942e-06,2.9873046258899194e-09
1875,1.6352125014051921e-06,2.860763514966891e-09
1876,1.6167043757064903e-06,4.836811839936672e-09
1877,1.700824380002075e-06,1.5462040536817767e-08
1878,1.4191858266343615e-06,6.6429977074733415e-09
1879,1.4900644407234154e-06,7.331190543524713e-09
1880,1.572372283931145e-06,8.343199908722454e-09
1881,1.568116905659167e-06,1.8128519130300447e-08
1882,1.5507047059770684e-06,1.0648616211028639e-08
1883,1.5223287768151295e-06,6.319338829996468e-09
1884,1.5712038994308841e-06,3.9610181801208455e-09
1885,1.4070823211032035e-06,1.5469526104539e-08
1886,1.5397965320573803e-06,7.744156427236248e-09
1887,1.544743563286488e-06,1.1752064210668323e-08
1888,1.586421848998043e-06,7.60873763994141e-09
1889,1.5243078008708721e-06,1.0650732740202784e-08
1890,1.3469264512622203e-06,1.0487018364813139e-08
1891,1.3475101225957076e-06,1.0836173736095134e-08
1892,1.4430115848895753e-06,8.775916882086676e-09
1893,1.3930338167433831e-06,2.0322774796355247e-08
1894,1.3434882237817192e-06,1.4493540811955086e-08
1895,1.623822182494905e-06,1.023164486468886e-08
1896,1.4111589843324168e-06,2.358811590497112e-09
1897,1.5318429618105256e-06,1.981082675683865e-08
1898,1.4360905122856593e-06,9.05336783318944e-09
1899,1.2492326657564945e-06,1.2713430308508578e-08
1900,1.4867176352240108e-06,8.305685250675765e-09
1901,1.2988228947907743e-06,3.353243460679778e-09
1902,1.2329722967052703e-06,1.3748794547296939e-08
1903,1.3462749368642335e-06,1.1340462791054051e-08
1904,1.3753665655258374e-06,8.599400302955473e-09
1905,1.480105719764424e-06,3.096455536422127e-09
1906,1.49129914284174e-06,5.658602919567102e-09
1907,1.4538818557952027e-06,4.114274698707732e-09
1908,1.666925394161467e-06,6.875944702500192e-09
1909,1.7212577070324642e-06,6.601180213561264e-09
1910,1.7496749391554545e-06,1.0153886620400954e-08
1911,1.5780229123407707e-06,1.0108711201439746e-08
1912,1.7055645011865295e-06,1.7712032729377825e-08
1913,1.613699820879333e-06,1.113627856597077e-08
1914,1.529536277189436e-06,6.696743604095445e-09
1915,1.3948422603604627e-06,4.712304768617059e-09
1916,1.6843778816166832e-06,6.592477230782379e-09
1917,1.6460602658696644e-06,5.483212106582869e-09
1918,1.7332942343628588e-06,9.189101035644853e-09
1919,1.8332825959532784e-06,7.366278698128781e-09
1920,1.8529251519794343e-06,1.590168663412328e-08
1921,1.7599065209594755e-06,1.2873671018098776e-08
1922,2.006798446529956e-06,8.115729421831475e-09
1923,1.992613505308327e-06,2.866306036963806e-08
1924,2.0226958437064013e-06,1.933743654092268e-08
1925,2.064358040954062e-06,9.898360353588487e-09
1926,1.8825827439172826e-06,1.5604593173179637e-08
1927,2.2008569882103757e-06,5.574612327308159e-09
1928,2.0109832838954844e-06,7.998228745975666e-09
1929,1.753499963896843e-06,1.3368487206122381e-08
1930,1.6700730096630423e-06,2.2057568216382606e-08
1931,1.6982576092061663e-06,1.2545892325022123e-08
1932,1.5376229569596944e-06,1.53433514782364e-08
1933,1.504950853714604e-06,1.0323596200123575e-08
1934,1.8247947028982026e-06,1.5576054224197833e-08
1935,1.6408517495847263e-06,7.180970484910176e-09
1936,1.7823330100696921e-06,2.0612015205756506e-08
1937,1.580185297722636e-06,1.7627565185307503e-08
1938,1.7204839064532962e-06,2.5930429359277696e-08
1939,1.6135223299684753e-06,2.5999886688055085e-08
1940,1.252676779195383e-06,5.0715658339584024e-09
1941,1.753192496067868e-06,1.7709015143196893e-08
1942,2.0420245476771015e-06,1.8205270180260413e-08
1943,2.3109752724792543e-06,2.322588166236983e-08
1944,2.1464083843625303e-06,1.6065930807940276e-08
1945,2.0412582912854305e-06,1.9606536838523425e-08
1946,2.116007863151026e-06,1.9489545977080525e-08
1947,2.1409883288470155e-06,1.0728784083369192e-08
1948,2.080879369259492e-06,1.0871888278529696e-08
1949,1.8230183993495075e-06,9.817008428392171e-09
1950,1.913301485245711e-06,9.571825110299415e-09
1951,1.735676173453271e-06,1.4925962688039363e-08
1952,1.906500504134101e-06,1.370824520563474e-08
1953,1.9392889356595333e-06,1.2928593307037772e-08
1954,1.8743724119474336e-06,3.127211556375187e-08
1955,1.7185048086787447e-06,1.6894095011821264e-08
1956,1.949175100435241e-06,1.4825940475304833e-08
1957,1.733434345396745e-06,7.951533653738352e-09
1958,1.7537155798663662e-06,1.0753916868111446e-08
1959,1.705164532239678e-06,1.007597205671118e-08
1960,1.8970003896612297e-06,8.305000243069571e-09
1961,2.0726359686307205e-06,6.948159103625784e-09
1962,1.8956107297185554e-06,1.0781325610054182e-08
1963,2.0044764994509023e-06,1.939815907903153e-08
1964,1.9316599555452285e-06,1.8251904876365188e-08
1965,1.8517395261596903e-06,1.2585699593614663e-08
1966,1.923720661878292e-06,8.308612464702492e-09
1967,1.947482591191374e-06,1.0846738618397467e-08
1968,2.2924187490502845e-06,2.7846778549722728e-08
1969,1.8407744857285024e-06,1.1808570538063279e-08
1970,1.702907846734547e-06,5.978342709767048e-09
1971,1.881167326800437e-06,9.762954888969944e-09
1972,1.7391198028349208e-06,1.5903454553267693e-08
1973,1.674360035508471e-06,1.1577728109557484e-08
1974,1.4182066401247084e-06,1.5751601023517026e-08
1975,1.5021193036091063e-06,6.8537762132336866e-09
1976,1.516370002008216e-06,7.998937456843436e-09
1977,1.5262002577287603e-06,8.815172591880582e-09
1978,1.8487120616583752e-06,1.6633656230169436e-08
1979,1.7117021844370583e-06,9.363157360553487e-09
1980,1.6657491386240508e-06,1.9329512213062117e-08
1981,1.918539144440956e-06,1.5181319312773667e-08
1982,1.7821738884649108e-06,1.8001756529884005e-08
1983,1.9867984359933644e-06,5.052252838311233e-09
1984,1.8568425126375132e-06,9.278413592994639e-09
1985,1.8431669559504371e-06,1.0226449020933615e-08
1986,1.8642850339034567e-06,7.792831269171074e-09
1987,1.8582993899229905e-06,1.8332450224534114e-08
1988,1.7959678899615028e-06,1.3792074093910145e-08
1989,1.8418138063580614e-06,1.0427432250992297e-08
1990,1.8100418639477311e-06,1.3076762783725826e-08
1991,1.8744966236994287e-06,1.0550637696837839e-08
1992,1.893216861503788e-06,1.708082614237938e-08
1993,1.9154579433688923e-06,1.827938511667071e-08
1994,1.8398943728570316e-06,1.5824779708850656e-08
1995,1.946659825335928e-06,1.0844901865425527e-08
1996,1.9649517577491338e-06,1.975094043871195e-08
1997,2.062763551080593e-06,2.0138556933169127e-08
1998,2.0030911258572814e-06,1.2873949017944142e-08
1999,1.912172136186996e-06,1.2796562837147363e-08
2000,2.114028176514182e-06,1.9881142176991773e-08
2001,1.8501857121933085e-06,1.445799924226776e-08
2002,1.922041912294503e-06,1.5334274905409728e-08
2003,1.98387200178729e-06,1.4167538087139775e-08
2004,2.0645257290397012e-06,1.1892936774282603e-08
2005,2.034794118088712e-06,1.6663874058409078e-08
2006,1.988940834252162e-06,1.6883349107654766e-08
2007,2.2237266419367074e-06,2.1170741604237264e-08
2008,2.04314539686834e-06,2.426740586258802e-08
2009,2.1928916824620615e-06,2.5271420067696226e-08
2010,2.4143305097368284e-06,2.3618965894200983e-08
2011,2.547147660791893e-06,3.594533803941147e-08
2012,2.8241680389839985e-06,3.472337864462993e-08
2013,2.95256765170393e-06,4.4626000894609774e-08
2014,3.129501386922584e-06,3.919455904277669e-08
2015,3.098994127981314e-06,5.120289259252786e-08
2016,3.1900707018195362e-06,4.639801853834058e-08
2017,2.9394917948621924e-06,3.6979487916255493e-08
2018,2.998631623896131e-06,6.995774493034901e-08
2019,2.9402685832735642e-06,5.127485525058262e-08
