year,en_ADP oeil_NOUN,en_ADP seuil_NOUN
1800,9.432493897065797e-09,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,2.145373123596528e-08,0.0
1804,1.730295728918918e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,3.6257183921861724e-08
1809,0.0,4.518061036407062e-09
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,2.6672082320544632e-09,1.0668832928217853e-08
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,6.227493631882908e-09,0.0
1818,0.0,1.1921177378582115e-09
1819,1.035105001712111e-09,1.3456364911235141e-08
1820,3.5599443393152796e-09,0.0
1821,0.0,9.86148829262845e-10
1822,1.0025615893027862e-09,2.0051231786055723e-09
1823,0.0,0.0
1824,0.0,1.0105335235266466e-08
1825,1.7610886082763955e-09,0.0
1826,8.807984341885344e-10,9.688783109140786e-09
1827,0.0,0.0
1828,0.0,9.172301251858528e-10
1829,0.0,2.571952872898464e-09
1830,0.0,6.262101504006523e-09
1831,1.5591206103948707e-09,0.0
1832,1.3529969367098715e-09,1.3529969367098715e-09
1833,0.0,9.266902800675325e-09
1834,0.0,9.334530925997342e-10
1835,2.2689263801112247e-09,6.806779140333674e-09
1836,4.032449929525228e-09,6.720750067579218e-10
1837,1.0436836284100082e-08,1.3915781860163179e-09
1838,2.5248647617104325e-09,1.2624323808552163e-09
1839,0.0,2.7965901816529026e-09
1840,0.0,1.9109065441114126e-09
1841,6.420548537278137e-10,6.420548537278137e-10
1842,0.0,0.0
1843,1.7720733769266417e-09,1.1813822142769936e-09
1844,0.0,2.195424508855126e-09
1845,0.0,5.580227946389016e-10
1846,2.3418005312692003e-09,1.7563503984519002e-09
1847,0.0,2.1572894581822766e-09
1848,8.045221711050488e-10,3.218088684420195e-09
1849,1.6758829879393033e-09,8.379414939696517e-10
1850,2.0366988096043315e-09,6.788996032014438e-10
1851,0.0,1.9348316282474798e-09
1852,1.3021090872200602e-09,6.510545436100301e-09
1853,5.971931837933653e-10,1.7915795513800958e-09
1854,1.558699391779328e-09,2.0782657816909023e-09
1855,5.306937111981824e-10,7.429711956774554e-09
1856,2.5885946719483854e-09,1.8637882071015355e-08
1857,9.763018171682347e-10,1.122747050885664e-08
1858,5.3830437884982985e-09,4.404308473482388e-09
1859,0.0,7.129042689513199e-09
1860,9.154367819341758e-10,1.3731551978812817e-08
1861,4.715963730639317e-10,3.301174722469824e-09
1862,4.9697850279528666e-09,5.421583626485926e-09
1863,9.989241656072068e-10,2.4973103585068657e-09
1864,4.794727948009836e-10,4.315255264231155e-09
1865,4.706844358715045e-10,1.4120533631256649e-09
1866,0.0,9.731225825149181e-10
1867,9.7056229719783e-10,1.455843445796745e-09
1868,9.87974813071446e-10,1.975949626142892e-09
1869,4.883519144627257e-10,4.395167341186834e-09
1870,5.734048791339319e-10,4.587239033071455e-09
1871,0.0,2.1242354542039266e-09
1872,1.2094678591978436e-09,1.0885210954825197e-08
1873,5.986004469882289e-10,3.591602570907071e-09
1874,0.0,1.1949218281515073e-09
1875,2.2886108563824337e-09,4.005069165202713e-09
1876,0.0,4.836811839936672e-09
1877,6.184815992682502e-10,9.27722432209066e-09
1878,1.8117265465633636e-09,6.642997596451039e-09
1879,5.498392852132383e-09,6.720257683667796e-09
1880,5.776061406947974e-09,3.8507077526617195e-09
1881,2.091752326904839e-09,1.1156012114099667e-08
1882,1.3310770263785798e-09,6.655385131892899e-10
1883,0.0,3.159669414998234e-09
1884,6.601696966868076e-10,5.941527270181268e-09
1885,0.0,5.156508553483263e-09
1886,2.5813855497602844e-09,5.162771099520569e-09
1887,0.0,5.223139698529167e-09
1888,1.268122939990235e-09,1.9021844099853524e-09
1889,1.2530273485467092e-09,1.8795409673089125e-09
1890,6.554386478008212e-10,1.1797895993481688e-08
1891,1.9122659011827636e-09,1.2748440081367107e-09
1892,6.268512375839919e-10,1.2537024751679837e-09
1893,6.158416554491453e-10,5.542574843531156e-09
1894,1.8904617871129403e-09,9.452309157609307e-09
1895,1.2037228991346183e-09,4.213029924926559e-09
1896,0.0,7.66613794667137e-09
1897,0.0,4.661370844871726e-09
1898,5.6583548957434e-10,9.05336783318944e-09
1899,5.527578395003729e-10,1.1055156790007459e-08
1900,1.038210628578895e-09,7.786579936386318e-09
1901,0.0,8.38310842965484e-09
1902,0.0,1.9641134940684424e-08
1903,5.400220270956879e-10,9.720396931811592e-09
1904,5.374625189347171e-10,1.289910045443321e-08
1905,5.160759042333041e-10,9.805441791854719e-09
1906,5.144184522798412e-10,6.6874399351490865e-09
1907,1.5428529565042481e-09,6.1714118260169926e-09
1908,0.0,1.817213934884876e-08
1909,1.1001967115120692e-09,1.1552065082298668e-08
1910,5.344150677544235e-10,2.137660359835536e-08
1911,0.0,1.0640748726586935e-08
1912,5.209421227725386e-10,1.3544495303108306e-08
1913,5.30298971401777e-10,9.015082902408267e-09
1914,1.3393487430235496e-09,1.1384464315700171e-08
1915,0.0,9.424609537234119e-09
1916,1.0987462051303964e-09,3.186363883855847e-08
1917,0.0,1.2063066989753679e-08
1918,1.1486376294556067e-09,8.040463406189247e-09
1919,0.0,1.0128633542993981e-08
1920,1.514446346106979e-09,2.0445025228355007e-08
1921,0.0,2.9533714140939082e-08
1922,0.0,1.9920426197472807e-08
1923,0.0,2.653987074552333e-08
1924,6.445812328337297e-09,1.0313299547703991e-08
1925,1.0998177923937646e-09,1.6497267552040284e-08
1926,1.1146138456652466e-09,7.802296586589819e-09
1927,1.1149224876660924e-09,2.2298449309232637e-08
1928,0.0,1.5996457491951332e-08
1929,0.0,6.684243825105796e-09
1930,1.0503603542488804e-09,1.05036033204442e-08
1931,0.0,1.0264820993199919e-08
1932,1.0959536611565568e-09,8.767629289252454e-09
1933,0.0,1.7205993074753678e-08
1934,0.0,1.1981580172459871e-08
1935,1.196828414151696e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,1.8187070960351548e-08
1937,0.0,3.777335444432595e-09
1938,1.2965214457594243e-09,3.1116513810047763e-08
1939,3.058810094103137e-09,4.588215141154706e-09
1940,0.0,1.2678914806940611e-08
1941,0.0,1.7709016475464523e-08
1942,3.034211770724937e-09,2.730790527039062e-08
1943,0.0,2.0322646676618206e-08
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,2.178504132643866e-08
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,1.1920870957027319e-09,1.7881307101674793e-08
1948,2.174377566888097e-09,1.6307831529616124e-08
1949,0.0,2.1597418964347526e-08
1950,0.0,8.508289184305795e-09
1951,0.0,1.0661401539380222e-08
1952,0.0,3.1634410646574906e-09
1953,3.232148326759443e-09,1.8315507332999914e-08
1954,0.0,1.2704296947774196e-08
1955,1.8771215692936494e-09,1.0324168631115072e-08
1956,3.488456634670456e-09,3.488456634670456e-09
1957,8.835037701437898e-10,8.835037590415595e-09
1958,4.1361216673863055e-09,1.4062814024384807e-08
1959,0.0,1.5501495198577686e-08
1960,6.920833350854139e-10,8.997083078554624e-09
1961,2.08444772553662e-09,9.03260666262895e-09
1962,1.9025869768540815e-09,1.2683912586908264e-08
1963,7.759263453976928e-09,1.1638896069143811e-08
1964,1.8251904432275978e-09,1.3384730601639916e-08
1965,1.6416130677043839e-09,1.586892572902343e-08
1966,2.769537488234164e-09,2.1602391875319427e-08
1967,2.9582012395223956e-09,2.5637745260098654e-08
1968,1.3474247273492779e-09,1.751652198289655e-08
1969,2.7250546263957176e-09,1.1354394757745467e-08
1970,2.2993624781975086e-09,1.241655755990223e-08
1971,2.0553589941130213e-09,9.762954999992246e-09
1972,1.5390440033513642e-09,6.6691908662264154e-09
1973,1.6539611902288698e-09,1.929621262775072e-08
1974,3.937900228123681e-09,1.2376257352286757e-08
1975,2.2845920710778955e-09,8.567220266542108e-09
1976,3.9994687561772935e-09,6.284879672247001e-09
1977,8.22749424145286e-09,9.990529292736028e-09
1978,1.0099005187669263e-08,7.1287097336281136e-09
1979,5.266775904289034e-09,1.2874341259738742e-08
1980,8.527726080842513e-09,1.989802811408481e-08
1981,2.5302198114474095e-09,1.1385989540091401e-08
1982,2.483000915987077e-09,8.069752976958e-09
1983,5.052252838311233e-09,8.841442245000053e-09
1984,2.8995041922996734e-09,1.6237223121606803e-08
1985,4.812446441349039e-09,2.2257564014083187e-08
1986,1.6185110141009318e-08,2.09806990114636e-08
1987,6.110816741511371e-09,2.13878585952898e-08
1988,1.0793796967334401e-08,1.4391728697660255e-08
1989,7.134558721588746e-09,1.1525056464734007e-08
1990,8.172976073694826e-09,1.961514328741032e-08
1991,9.37834432335194e-09,3.106576385025761e-08
1992,3.856960972825618e-09,5.1793475397410305e-08
1993,9.970573700002205e-09,2.0495068142611927e-08
1994,4.2199412852994556e-09,2.2682184797062632e-08
1995,7.0491861237087505e-09,2.602776427718112e-08
1996,2.6690460952494277e-09,2.028474987980644e-08
1997,2.3974471297094624e-09,1.9659066707866657e-08
1998,3.814503379828693e-09,3.003921378308405e-08
1999,1.3710603763428253e-09,2.742120630561118e-08
2000,3.97622823555821e-09,3.7553267384637934e-08
2001,5.257454027685071e-09,4.425024036081027e-08
2002,8.76244299341522e-10,1.6648641576466616e-08
2003,8.333845835650777e-10,3.291869143939863e-08
2004,1.3214374039449694e-09,3.4797851933277e-08
2005,3.602999676388663e-09,2.3419498673682426e-08
2006,2.4707338397433887e-09,3.047238550379916e-08
2007,2.7961355453243186e-09,3.3154179179817334e-08
2008,8.514879357157668e-10,2.1287198753716652e-08
2009,3.337734755248789e-09,2.4794601038991004e-08
2010,1.4171379625338432e-09,2.598086101812669e-08
2011,0.0,2.256143447065817e-08
2012,6.808505426114664e-10,9.19148204769904e-09
2013,1.1156500168141292e-09,1.6455837192896894e-08
2014,8.661780737106994e-10,2.1654451343167125e-08
2015,1.5516027351836215e-09,1.728928858413248e-08
2016,2.0713400439298368e-10,1.3463710146766061e-08
2017,7.54683426862357e-10,1.031400623241474e-08
2018,2.5814667070633845e-10,1.058401366549333e-08
2019,5.1019755087367e-10,1.0459050236999445e-08
