year,un_DET entier_ADJ,un_DET sentier_NOUN
1884,8.423765507359349e-07,1.0523104805315597e-06
1885,7.122427518879704e-07,1.0789994249194024e-06
1886,6.659974474132468e-07,1.0551413680559563e-06
1887,6.202478175509896e-07,1.4272228767708839e-06
1888,6.416702262868057e-07,9.574328245776087e-07
1889,5.532115778805746e-07,1.2047858461983196e-06
1890,6.200449433890753e-07,1.092616265907509e-06
1891,7.840290550120699e-07,1.049196626468074e-06
1892,5.190328238313668e-07,1.0499758005266813e-06
1893,7.993624535629351e-07,1.1306852982784221e-06
1894,7.227865808090428e-07,1.1267152402183456e-06
1895,7.800124421919463e-07,1.0959897025486498e-06
1896,6.946700068510836e-07,1.148741276324472e-06
1897,6.362770932355488e-07,1.1076582993041484e-06
1898,6.371307677000004e-07,1.054151532287051e-06
1899,5.450192475109361e-07,1.0137578527746882e-06
1900,5.102805289425305e-07,1.076105355934942e-06
1901,7.371546644208138e-07,1.0585071450464056e-06
1902,5.293285880725307e-07,8.538983706785075e-07
1903,6.474863880612247e-07,1.0255018452198783e-06
1904,7.739459988442832e-07,9.276602810359691e-07
1905,5.909068931941874e-07,9.712548774132301e-07
1906,7.988918468981865e-07,9.485876049097897e-07
1907,7.112552111721016e-07,9.236546816282498e-07
1908,6.5370591073588e-07,9.670525358274062e-07
1909,7.096268745954148e-07,9.368175142299151e-07
1910,6.872577955618908e-07,1.0089756230513558e-06
1911,8.06036666745058e-07,8.837141436401907e-07
1912,6.313818516900938e-07,9.304026349354899e-07
1913,6.490859618679679e-07,8.946143594812384e-07
1914,8.042788977036253e-07,8.812914522593474e-07
1915,8.529271440238517e-07,7.610372065869342e-07
1916,1.174559656647034e-06,8.976756404877051e-07
1917,9.946546697392478e-07,1.0111043593497016e-06
1918,8.52289133490558e-07,8.293163560324501e-07
1919,9.548539310344495e-07,9.327550145599162e-07
1920,8.443038268524106e-07,7.670670925108425e-07
1921,5.687133466381056e-07,7.921093896356979e-07
1922,6.07941899488651e-07,9.517536554426442e-07
1923,6.316489020719018e-07,1.010638243315043e-06
1924,1.035197442433855e-06,9.978117176956403e-07
1925,6.136983188298473e-07,9.205474711393435e-07
1926,6.364444971040939e-07,9.30702590551391e-07
1927,6.187819963088259e-07,9.789019337347327e-07
1928,8.603809078522318e-07,9.175110946557652e-07
1929,7.620038218192349e-07,8.076794593137038e-07
1930,5.755974825660815e-07,8.875545205455637e-07
1931,4.197171392661403e-07,1.0276226092287288e-06
1932,5.501687496689556e-07,8.373086011204123e-07
1933,6.01062708938116e-07,7.903285990096265e-07
1934,5.379729373089503e-07,7.308764153890479e-07
1935,4.643694353489991e-07,9.203610673580442e-07
1936,8.984413284451875e-07,8.050810222925975e-07
1937,5.288269449010841e-07,8.360502690152316e-07
1938,5.717659519177687e-07,8.958962993688147e-07
1939,9.558781357554835e-07,7.723495727418594e-07
1940,2.206131057391758e-06,6.111236743322479e-07
1941,6.345730412249395e-07,8.116632130850121e-07
1942,9.679135928308824e-07,9.86118848800288e-07
1943,5.545178964894149e-07,1.094519625155499e-06
1944,6.36210870652576e-07,1.028219578813605e-06
1945,1.1262866337347077e-06,8.648661093957344e-07
1946,9.730852070788387e-07,9.814378358896647e-07
1947,9.274437502426736e-07,7.736645031286571e-07
1948,7.121086582628777e-07,7.632065432972013e-07
1949,7.303854090423556e-07,7.352939128679736e-07
1950,8.625278269391856e-07,8.348758946397083e-07
1951,7.388351264125959e-07,8.848963233276663e-07
1952,1.075570025932393e-06,8.889269764722485e-07
1953,9.233170317202166e-07,8.34971640273352e-07
1954,9.723673883854644e-07,7.749621175889843e-07
1955,8.531517323717708e-07,8.35319092118425e-07
1956,9.33162141336652e-07,8.14554610428786e-07
1957,9.859902547759702e-07,6.900164173373469e-07
1958,7.850359224903514e-07,7.53601351988209e-07
1959,9.936459264281439e-07,7.192693800561756e-07
1960,8.21502908365801e-07,7.848225287432342e-07
1961,1.037360220834671e-06,7.54570109506858e-07
1962,8.066968462117075e-07,7.102991190777175e-07
1963,7.92738148902572e-07,7.869186831044317e-07
1964,9.381479344483523e-07,7.982166536635305e-07
1965,7.294233910215553e-07,6.566452093181852e-07
1966,1.0845508313650498e-06,7.095554614977573e-07
1967,9.998720997828059e-07,7.001076731683042e-07
1968,9.086134014069103e-07,7.657863889676264e-07
1969,9.460481464884651e-07,8.311417012407674e-07
1970,9.523959647594893e-07,6.70954008796798e-07
1971,1.2018712141070864e-06,7.368461716339425e-07
1972,9.665196785135777e-07,6.299820540789369e-07
1973,9.692212188383564e-07,6.792267193134194e-07
1974,7.870174840718391e-07,5.844968988810706e-07
1975,8.652892233840248e-07,5.671499820891768e-07
1976,6.433431281038793e-07,6.010630535513428e-07
1977,9.573277566232719e-07,6.29403309915233e-07
1978,8.584154329582816e-07,6.635640303898072e-07
1979,7.946979962980549e-07,7.156963199861366e-07
1980,6.384424295902136e-07,7.504398595870043e-07
1981,8.602747243457998e-07,7.097266347955156e-07
1982,6.089559860811278e-07,7.715925249840438e-07
1983,5.791144985778374e-07,6.953162952072489e-07
1984,4.818975867237896e-07,6.547080673158234e-07
1985,6.364460318764031e-07,6.863751949026664e-07
1986,6.090397164371097e-07,6.785757591387664e-07
1987,6.037487310095457e-07,6.324695576154227e-07
1988,6.392326099557977e-07,6.740126465842877e-07
1989,4.478307573663187e-07,6.805271759446896e-07
1990,6.805365160289512e-07,6.336781019911086e-07
1991,4.958799308951711e-07,6.805161376632896e-07
1992,4.63386299998092e-07,7.151907297497928e-07
1993,4.647395144274924e-07,8.004154850027589e-07
1994,4.87403212900972e-07,8.102287338829228e-07
1995,4.6470404413412325e-07,7.569741313773193e-07
1996,3.966202370975225e-07,7.686852896426899e-07
1997,6.027182166690181e-07,7.321803927595738e-07
1998,4.763361118875764e-07,8.530183244204181e-07
1999,4.757579290526337e-07,7.545402205266782e-07
2000,4.877506967204681e-07,8.87582501718498e-07
2001,4.4031179413650534e-07,7.588258803536974e-07
2002,5.082217171548109e-07,8.460138687382823e-07
2003,5.575342925112636e-07,8.03799405701966e-07
2004,5.373845510803221e-07,8.866844893873349e-07
2005,8.075223263404041e-07,7.602329112899042e-07
2006,7.667510999453953e-07,9.34349237979859e-07
2007,6.706731028316426e-07,9.93427065054675e-07
2008,5.994475031911861e-07,1.2533902946643138e-06
2009,6.332159614430566e-07,1.31172974704441e-06
2010,4.70017397447009e-07,1.5267298607568591e-06
2011,9.066637289834034e-07,2.452695667898297e-06
2012,6.978718261052563e-07,2.494976854450215e-06
2013,6.805465204706707e-07,2.2695109578307893e-06
2014,6.994387717895734e-07,2.0903042781128534e-06
2015,7.511973763030255e-07,2.2609068253132136e-06
2016,8.444853278888331e-07,2.4963788973764167e-06
2017,7.826066621419159e-07,2.1385211823599093e-06
2018,7.336528256018937e-07,2.366688761412661e-06
2019,7.385109483948327e-07,2.5836403665380203e-06
