year,en_ADP onde_NOUN,en_ADP sondes_NOUN
1851,2.0638204034639784e-08,0.0
1852,6.510545436100301e-09,0.0
1853,8.957897534855874e-09,0.0
1854,8.313063126763609e-09,0.0
1855,5.837630823180007e-09,0.0
1856,1.9673318973900678e-08,0.0
1857,1.8061584228235006e-08,4.881509085841174e-10
1858,1.1255455234504552e-08,4.893676019968041e-10
1859,1.323965115318515e-08,0.0
1860,1.6020143434047895e-08,0.0
1861,7.545541969022906e-09,0.0
1862,1.671654992208005e-08,0.0
1863,6.493007020935693e-09,0.0
1864,1.2945765348604255e-08,0.0
1865,4.706844247692743e-09,0.0
1866,2.6760870852626795e-08,0.0
1867,6.308654931785895e-09,0.0
1868,5.433861360870651e-09,4.93987406535723e-10
1869,1.2208797528501236e-08,0.0
1870,1.1468097582678638e-08,0.0
1871,1.1683295220166201e-08,0.0
1872,1.0280476914203973e-08,0.0
1873,9.577607151811662e-09,0.0
1874,2.3898436563030145e-09,0.0
1875,1.2015206607429718e-08,0.0
1876,1.3301232115736639e-08,0.0
1877,4.329371083855449e-09,6.184815992682502e-10
1878,1.2078177569208037e-08,0.0
1879,1.0996785704264767e-08,6.10932526790009e-10
1880,1.9895322722618403e-08,0.0
1881,1.3945015142624584e-09,3.4862537301449947e-09
1882,9.317538740560849e-09,0.0
1883,2.7173157945981075e-08,0.0
1884,7.2618666635548834e-09,0.0
1885,4.511945039809007e-09,6.445635691854079e-10
1886,2.3877817056927597e-08,0.0
1887,5.223139698529167e-09,0.0
1888,1.4583413587843097e-08,0.0
1889,8.771191772893872e-09,0.0
1890,9.176140736144589e-09,0.0
1891,1.2748440525456317e-08,0.0
1892,2.382034658410248e-08,0.0
1893,2.278614097406262e-08,0.0
1894,1.3233232287745977e-08,6.301539290376468e-10
1895,1.3240951446391591e-08,0.0
1896,1.2383760683576384e-08,0.0
1897,1.6897470089816125e-08,0.0
1898,2.2633418694795182e-08,0.0
1899,1.1607914629507832e-08,0.0
1900,2.491705508589348e-08,0.0
1901,1.5648469187112823e-08,0.0
1902,1.4730851205513318e-08,4.910283846193408e-10
1903,1.296052865029651e-08,5.400220270956879e-10
1904,1.666133897515465e-08,0.0
1905,1.0837593933388234e-08,0.0
1906,1.6461390472954918e-08,0.0
1907,2.262851062084792e-08,0.0
1908,1.4734167663732478e-08,1.4734167219643268e-09
1909,3.4106097501762633e-08,0.0
1910,1.2291546447329438e-08,0.0
1911,1.4365010514438836e-08,0.0
1912,3.1777467768279166e-08,0.0
1913,2.0681659052002033e-08,0.0
1914,1.4732836284281348e-08,2.678697486047099e-09
1915,2.591767689352764e-08,0.0
1916,1.7579939282086343e-08,0.0
1917,3.289927263949721e-08,1.0966424435210342e-09
1918,3.5607765624945387e-08,0.0
1919,1.5653341733923298e-08,0.0
1920,2.8774479687854182e-08,0.0
1921,2.6504615391331754e-08,0.0
1922,2.2133805899215986e-08,0.0
1923,3.1847843473542525e-08,0.0
1924,4.640984840875717e-08,0.0
1925,1.9796720707176974e-08,0.0
1926,3.343841470382358e-08,0.0
1927,2.4528294062520217e-08,0.0
1928,1.0283437212876834e-08,1.1426041224282812e-09
1929,3.119313873867213e-08,0.0
1930,3.466189113510154e-08,0.0
1931,2.2810713318222042e-08,0.0
1932,4.4934100884574946e-08,0.0
1933,3.211785326584504e-08,0.0
1934,2.875579241390369e-08,0.0
1935,3.351119559624749e-08,0.0
1936,4.4861444337129797e-08,0.0
1937,6.799204044227736e-08,0.0
1938,6.482607517455108e-08,0.0
1939,5.352917753498332e-08,0.0
1940,3.803674530900025e-08,0.0
1941,4.132103725851266e-08,0.0
1942,3.3376331032286544e-08,0.0
1943,2.322588166236983e-08,0.0
1944,4.177142187700156e-08,0.0
1945,6.971212940243277e-08,0.0
1946,7.238973864787113e-08,0.0
1947,2.7418003867296648e-08,0.0
1948,8.153915587172378e-08,1.0871887834440486e-09
1949,7.068246077324147e-08,0.0
1950,9.997239658332546e-08,0.0
1951,1.0448173526356186e-07,1.0661401761424827e-09
1952,7.90860283927941e-08,2.1089607837865287e-09
1953,1.023513576114965e-07,3.232148326759443e-09
1954,6.547599440409613e-08,1.9545072227344917e-09
1955,6.288357212724804e-08,0.0
1956,5.05826207586324e-08,0.0
1957,1.6786572132332367e-07,8.835037701437898e-10
1958,1.2904699531191e-07,0.0
1959,9.920957211306813e-08,0.0
1960,8.37420870425376e-08,0.0
1961,8.685199048841241e-08,0.0
1962,7.229830600863352e-08,0.0
1963,5.819448034571906e-08,0.0
1964,7.361601461752798e-08,0.0
1965,6.949495201524769e-08,1.0944086747954884e-09
1966,8.419393537906217e-08,0.0
1967,7.198289608822961e-08,0.0
1968,8.488775904424983e-08,0.0
1969,5.768032451669569e-08,0.0
1970,8.32369195791216e-08,0.0
1971,8.735275969229406e-08,2.0553589941130213e-09
1972,6.05357328709033e-08,0.0
1973,9.70323839055709e-08,5.513203782392395e-10
1974,6.469407765052893e-08,5.625571675160757e-10
1975,5.88282453861666e-08,5.711480177694739e-10
1976,7.770396592832185e-08,0.0
1977,6.464460255983795e-08,0.0
1978,6.118808926203201e-08,5.940591352171509e-10
1979,7.256446821202189e-08,0.0
1980,8.69828085114932e-08,5.685150683554241e-10
1981,1.246133223276047e-07,0.0
1982,1.253915513643733e-07,6.207502289967692e-10
1983,1.0672884087625789e-07,6.315316047889041e-10
1984,1.188796758810895e-07,0.0
1985,9.083492358286094e-08,0.0
1986,8.871838730328818e-08,1.7983456945813714e-09
1987,9.593982497335674e-08,0.0
1988,5.81665702270584e-08,0.0
1989,5.7625282323670035e-08,0.0
1990,6.32043537507343e-08,0.0
1991,5.4511627212150415e-08,1.1722930404189924e-09
1992,5.67524232053529e-08,5.509944167592096e-10
1993,4.819110444032049e-08,0.0
1994,7.068401686183279e-08,0.0
1995,4.771756678678685e-08,5.422450821690461e-10
1996,4.110330920070737e-08,5.338092190498855e-10
1997,3.6920688728514506e-08,4.79489448146353e-10
1998,3.0516027038629545e-08,2.3840645013706308e-09
1999,3.1991408633302854e-08,0.0
2000,3.843687323978884e-08,0.0
2001,3.8992784112679146e-08,0.0
2002,5.082216958385288e-08,4.38122149670761e-10
2003,3.7502307037584615e-08,0.0
2004,3.655976854588516e-08,0.0
2005,2.9724747108161864e-08,0.0
2006,3.500206346984669e-08,4.1178899179428186e-10
2007,3.754810862233171e-08,0.0
2008,2.809910171208685e-08,0.0
2009,2.5271420511785436e-08,0.0
2010,3.7317963830219014e-08,0.0
2011,4.1298896746866376e-08,0.0
2012,4.153188370992211e-08,6.808505426114664e-10
2013,3.68164521091785e-08,2.789125042035323e-10
2014,3.572984397237633e-08,4.330890368553497e-10
2015,3.2805317573547654e-08,2.2165753954528356e-10
2016,3.583418362040902e-08,6.214020409345267e-10
2017,2.7671724467381864e-08,2.515611330355938e-10
2018,2.917057351226049e-08,5.162933414126769e-10
2019,3.392813852087784e-08,5.1019755087367e-10
