year,bien_ADV avant_ADP,bien_ADV savants_ADJ
1937,4.658713748995069e-06,5.0364472592434595e-09
1938,4.648029346299154e-06,2.5930428915188486e-09
1939,4.846684703352366e-06,1.5294050470515685e-09
1940,4.8889896788750775e-06,2.5357829169792012e-09
1941,4.926057897591818e-06,0.0
1942,4.927559928091796e-06,6.068423541449874e-09
1943,5.312920563937951e-06,5.806470415592457e-09
1944,5.735537456530437e-06,0.0
1945,5.526864867988479e-06,1.089252066321933e-08
1946,5.2301588766567875e-06,9.744772988540262e-09
1947,5.028223313274793e-06,2.3841741914054637e-09
1948,4.877128731095581e-06,5.435944139264848e-09
1949,4.926174995034671e-06,2.945102384188658e-09
1950,4.995429321752454e-06,9.571825110299415e-09
1951,4.565212350371439e-06,2.1322803522849654e-09
1952,4.639713836240844e-06,6.326882129314981e-09
1953,4.922561572584527e-06,0.0
1954,5.068037467026443e-06,6.840775057526116e-09
1955,5.0400716418153024e-06,1.1262729415761896e-08
1956,4.9937256108023576e-06,6.104799332717903e-09
1957,4.949388028308022e-06,7.951533653738352e-09
1958,4.465357164917805e-06,8.272243334772611e-09
1959,4.772910358497029e-06,1.007597205671118e-08
1960,4.804442539807496e-06,5.536666680683311e-09
1961,4.8018729330578935e-06,6.25334317660986e-09
1962,4.9029665660782484e-06,4.43936931660005e-09
1963,5.1469785375957144e-06,2.5864212993553792e-09
1964,4.745495289171231e-06,4.867174663303331e-09
1965,4.991598018477816e-06,2.73602163147757e-09
1966,5.077115758922446e-06,6.6468897053084675e-09
1967,4.890892796538537e-06,5.916402479044791e-09
1968,5.189831028928893e-06,2.6948494546985557e-09
1969,4.724790699128789e-06,5.450109252791435e-09
1970,4.86545116018533e-06,2.7592350626548523e-09
1971,4.925668008581852e-06,1.284599360218408e-08
1972,4.928019222916191e-06,2.565073486948677e-09
1973,5.062223806362454e-06,3.859242703185828e-09
1974,4.80030030303169e-06,5.625571564138454e-09
1975,4.901021100067737e-06,1.7134440533084216e-09
1976,5.162171646588831e-06,1.7140580066410394e-09
1977,5.2626582487391715e-06,2.938390863960194e-09
1978,5.336433389402373e-06,8.910887139279566e-09
1979,5.237516347733617e-06,2.3407893401383717e-09
1980,5.4571762575506e-06,1.7055452605774235e-09
1981,5.472232771808194e-06,5.69299452024552e-09
1982,5.760561919032625e-06,4.966001831974154e-09
1983,5.609895083580341e-06,7.57837881337764e-09
1984,5.717242515856924e-06,4.059305780401701e-09
1985,5.666655908953544e-06,7.218669662023558e-09
1986,5.833233956309414e-06,6.593933843390687e-09
1987,5.8737169297273795e-06,1.0388388815840699e-08
1988,5.947981662757229e-06,7.195864348830128e-09
1989,5.9644910948009056e-06,3.2928733073589456e-09
1990,6.036560534994351e-06,4.358920779878872e-09
1991,6.1387123082568e-06,4.68917216167597e-09
1992,6.2934582842899545e-06,4.4079553340736766e-09
1993,6.280353602505784e-06,7.754890063438324e-09
1994,6.123134994595603e-06,8.439882570598911e-09
1995,6.171291488499264e-06,5.4224509327127635e-09
1996,6.306422278612445e-06,8.540947504798169e-09
1997,6.190688225160557e-06,6.7128524960935465e-09
1998,6.5161253814949305e-06,5.2449422582867555e-09
1999,6.4371284906883375e-06,3.656160929565999e-09
2000,6.514387393963261e-06,7.068850393920911e-09
2001,6.663823285180115e-06,5.695575122643959e-09
2002,6.698011418393435e-06,4.81934359086722e-09
2003,6.872506162380887e-06,5.000307723435071e-09
2004,6.770164134195511e-06,4.404791198453495e-09
2005,6.687617712941574e-06,4.954124666056714e-09
2006,7.03788549571982e-06,5.7650457740976435e-09
2007,6.852929061551549e-06,5.991719120856942e-09
2008,6.976666554692201e-06,5.108927503272298e-09
2009,6.887654251386266e-06,5.721831008997924e-09
2010,6.895792864725081e-06,5.668551850135373e-09
2011,6.927889899088768e-06,3.059177577924288e-09
2012,6.833356678725977e-06,4.425528388196653e-09
2013,6.7100771161676676e-06,3.3469500504423877e-09
2014,7.094864599821449e-06,6.063246349441442e-09
2015,6.3478285596829664e-06,7.75801378694041e-09
2016,6.401683720014262e-06,8.285359953674742e-09
2017,6.677438648239331e-06,2.7671724911471074e-09
2018,6.762151997463661e-06,4.3884935685412074e-09
2019,6.5920075371650455e-06,6.377469219387422e-09
