year,bon_ADJ centre_NOUN
1919,2.762354567309444e-09
1920,1.2872794385998532e-08
1921,6.058197943303867e-09
1922,5.90234855435412e-09
1923,6.369568872344189e-09
1924,1.6759111876041288e-08
1925,1.2097995494286806e-08
1926,1.114613823460786e-08
1927,6.689535148041159e-09
1928,1.2568645679778001e-08
1929,1.0026365515614089e-08
1930,1.1553964007759987e-08
1931,2.737285598186645e-08
1932,1.0959536500543265e-08
1933,1.1470662641954732e-08
1934,4.7926320689839486e-09
1935,5.98414207075848e-09
1936,2.424942913137329e-09
1937,7.554670666820584e-09
1938,1.0372171566075394e-08
1939,1.5294050470515685e-09
1940,5.0715658339584024e-09
1941,2.9515025978810172e-09
1942,3.034211770724937e-09
1943,1.1612940831184915e-08
1944,0.0
1945,4.357008087652048e-09
1946,1.1136883415474585e-08
1947,4.7683483828109274e-09
1948,6.523132700664291e-09
1949,6.8719057111366055e-09
1950,5.317680740191122e-09
1951,8.529121409139861e-09
1952,1.0544803918932644e-09
1953,6.464296653518886e-09
1954,3.9090144454689835e-09
1955,2.815682353940474e-09
1956,3.488456634670456e-09
1957,3.534015080575159e-09
1958,2.4816730892496253e-09
1959,7.750747710311146e-09
1960,1.5225833038812198e-08
1961,5.55852741612739e-09
1962,8.8787386332001e-09
1963,6.466053470433053e-09
1964,4.258777774879263e-09
1965,8.20806533852192e-09
1966,6.6468897053084675e-09
1967,3.451234853457663e-09
1968,7.635406973349745e-09
1969,5.904285060864822e-09
1970,7.3579600190498695e-09
1971,6.679916730867319e-09
1972,6.156176013405457e-09
1973,2.7566018356850464e-09
1974,1.1813700240281833e-08
1975,5.140332159925265e-09
1976,2.856763492431469e-09
1977,7.639816779203557e-09
1978,8.31682822610702e-09
1979,9.363157360553487e-09
1980,6.2536656408873625e-09
1981,6.325549417596221e-09
1982,2.483000915987077e-09
1983,5.68378455412244e-09
1984,5.799008495621649e-10
1985,7.820225356169885e-09
1986,5.994485408056249e-09
1987,6.110816741511371e-09
1988,2.398621523624911e-09
1989,1.0976243913773942e-08
1990,4.90378582185258e-09
1991,4.10302547493302e-09
1992,6.060938417817852e-09
1993,4.985286683467649e-09
1994,1.002236071911966e-08
1995,2.7112254663563817e-09
1996,1.6014276571496566e-09
1997,4.794894259418925e-09
1998,5.2449422582867555e-09
1999,5.484241505371301e-09
2000,3.976228457602815e-09
2001,1.3143635513301888e-08
2002,6.133709984368352e-09
2003,3.333538334260311e-09
2004,6.607186797680242e-09
2005,1.0358624180639708e-08
2006,5.765045940631097e-09
2007,5.592271090648637e-09
2008,1.1495087548496485e-08
2009,1.0013204487790972e-08
2010,1.1337103700270745e-08
2011,2.4855816960211996e-08
2012,2.4510620005857575e-08
2013,1.3945624877109708e-08
2014,1.2126492615616158e-08
2015,2.0614151829967398e-08
2016,1.5949318976637983e-08
2017,1.7860839918171223e-08
2018,1.5746946746553192e-08
2019,2.6020075205579474e-08
