year,en_ADP eaux_NOUN,en_ADP sot_NOUN
1800,2.358123420975744e-07,1.5720821977538435e-08
1801,2.524053570596152e-07,1.1905912700171939e-08
1802,2.5735161557349784e-07,1.5664880947952042e-08
1803,1.1331471370112922e-06,1.3652374342143503e-08
1804,4.696516728852629e-07,7.4155526164076946e-09
1805,5.34461003454112e-07,8.528632911009026e-09
1806,2.7087691023552907e-07,4.034336775760039e-08
1807,3.074711401040986e-07,1.4234775136401367e-08
1808,2.5153420679657756e-07,1.3143228727585665e-07
1809,2.710836657371374e-07,1.3554183553310395e-08
1810,3.1825722945910684e-07,1.8721014072298203e-08
1811,3.4096243783920954e-07,1.7549536490690798e-08
1812,2.667208347517658e-07,5.3344164641089264e-09
1813,2.0992914051554123e-07,3.738464116054274e-08
1814,2.580275122454623e-07,3.1466771410748606e-09
1815,2.5623624266835066e-07,2.4275012222574333e-08
1816,2.062667476820934e-07,9.270415546325239e-09
1817,2.2107602470899934e-07,4.670620334934483e-09
1818,1.9908365556098317e-07,1.3113294894395722e-08
1819,3.3226870055358404e-07,2.8982939270782992e-08
1820,2.1003671690777992e-07,8.306536791735653e-09
1821,2.031466594942799e-07,2.465372084259343e-08
1822,1.5439448475262907e-07,1.303330066093622e-08
1823,1.2649839309375466e-07,5.138997138942614e-08
1824,1.9621192581809055e-07,1.7684335773537896e-08
1825,1.787504968486786e-07,1.6730341556581152e-08
1826,2.3164999207736514e-07,2.6423952803611428e-08
1827,2.0185828181196186e-07,1.8434546333878643e-08
1828,1.751909479708047e-07,8.89713192009367e-08
1829,2.1518671777798204e-07,3.429270378774163e-08
1830,1.8890672803806297e-07,3.444155893816969e-08
1831,2.7908258548592357e-07,1.7150327380477393e-08
1832,3.368962495642336e-07,5.411987746839486e-09
1833,2.536814502906992e-07,8.108540172635514e-09
1834,1.7455573142477476e-07,1.7735608537350345e-08
1835,2.2008586597621616e-07,2.2689263801112247e-08
1836,1.854926970912274e-07,2.5538851033957144e-08
1837,1.8507989274496595e-07,1.7394727436226276e-08
1838,2.057764847407384e-07,4.355391625132654e-08
1839,2.551888466095775e-07,3.0762491332048114e-08
1840,1.0828470919932442e-07,4.0766007458614695e-08
1841,1.8491180320268086e-07,2.247191943638427e-08
1842,1.677066228111812e-07,1.2074877542289641e-08
1843,2.0615119794564762e-07,1.358589513111852e-08
1844,1.9374621373913214e-07,7.683985892015244e-09
1845,1.696389348992966e-07,3.2923345827384765e-08
1846,2.1603110056389596e-07,1.5221703009160592e-08
1847,1.526282265018608e-07,1.6718992412734224e-08
1848,3.07327463255902e-07,1.0458788002321029e-08
1849,2.1618890544417013e-07,1.92726548053912e-08
1850,1.5003680609027015e-07,6.788996032014438e-09
1851,2.347595637886002e-07,1.1608989991529484e-08
1852,2.8841716326333255e-07,2.7344290387532055e-08
1853,2.3589130093704114e-07,1.1943863675867306e-08
1854,2.202961661978975e-07,1.610655964157104e-08
1855,1.9529528572093113e-07,1.0083180512765466e-08
1856,1.7602443536102186e-07,1.449613024062657e-08
1857,1.7768692828212806e-07,6.8341128311999455e-09
1858,1.1842696068242731e-07,3.670256987220455e-08
1859,2.1896344959415615e-07,1.1711998260111045e-08
1860,2.2657060874675672e-07,1.0985241161165504e-08
1861,2.0090005414807877e-07,2.122183700992153e-08
1862,2.177669320979625e-07,1.0391368682194368e-08
1863,2.062778469147375e-07,1.2986014041871385e-08
1864,2.1624223289773425e-07,9.589456340108882e-09
1865,1.8968582082834473e-07,4.659775815207823e-08
1866,1.965707678852624e-07,2.7247432143884254e-08
1867,2.406994568104892e-07,1.649955905236311e-08
1868,2.7317504580626206e-07,1.0373735981339394e-08
1869,1.982708842662717e-07,4.932354258357918e-08
1870,2.339491849134845e-07,1.8922360567330543e-08
1871,1.561313054398994e-07,1.6993883633631413e-08
1872,2.2677521704927983e-07,6.652073114565837e-09
1873,3.63949070603109e-07,1.1972009161809183e-08
1874,2.0014940327328645e-07,1.7923827755339516e-08
1875,1.8080025182554138e-07,1.1443054503956773e-08
1876,2.0919211096703805e-07,1.0882827083946722e-08
1877,2.739873469215226e-07,1.7317484335421796e-08
1878,3.7261177632252895e-07,3.5026715750063886e-08
1879,2.736977664508089e-07,1.1607718342077078e-08
1880,2.182067788680797e-07,2.1178893305773272e-08
1881,3.221298540134754e-07,1.045876096839038e-08
1882,2.555667919512672e-07,1.9966155839767907e-08
1883,2.622525638873441e-07,6.319338829996468e-09
1884,3.9082045955041167e-07,2.2445768799173038e-08
1885,3.5322082769795315e-07,1.7403216756584072e-08
1886,3.0331280659323667e-07,2.1296431285122708e-08
1887,3.597437401858805e-07,1.7628095927424425e-08
1888,3.322482216017164e-07,1.5851536971922542e-08
1889,4.0096875753015127e-07,5.6386229019267375e-09
1890,3.742554722241387e-07,5.243509182406569e-09
1891,3.2189812004812524e-07,1.0198752065093686e-08
1892,4.0557275227115497e-07,1.3163875989263829e-08
1893,3.9044360389262067e-07,1.4164357686752282e-08
1894,3.8124313794796194e-07,6.9316934414587195e-09
1895,3.334312401737094e-07,9.027921299420427e-09
1896,3.6915402534809516e-07,3.5382172747233653e-09
1897,4.07287282677693e-07,1.0488084734028291e-08
1898,3.825047872885179e-07,7.355861253444118e-09
1899,4.151211463465643e-07,1.492446166651007e-08
1900,4.324147226952846e-07,5.710158568206225e-09
1901,4.7057182750442905e-07,5.029864968975062e-09
1902,4.4094348128354e-07,5.892340837476695e-09
1903,5.346217943902332e-07,1.6200660368781428e-08
1904,5.213386184976798e-07,1.1824175416563776e-08
1905,4.391805981107666e-07,6.708986699521802e-09
1906,5.267645146744826e-07,8.230695125455156e-09
1907,4.386845383619331e-07,1.6971383132169393e-08
1908,3.934022714258134e-07,1.7681000885616527e-08
1909,3.850688519158041e-07,2.0353638774395222e-08
1910,3.7141846476185236e-07,9.085056262847502e-09
1911,3.963678709695273e-07,2.128149745317387e-08
1912,3.1725375282398716e-07,1.1981668712746085e-08
1913,3.855273434938411e-07,1.0605979705591295e-08
1914,6.375300076744139e-07,8.705766774141921e-09
1915,3.4399825743491874e-07,7.068456930880984e-09
1916,3.8016619030578624e-07,4.394984820521586e-09
1917,5.658675235054034e-07,7.676496771580332e-09
1918,5.099950879383641e-07,9.189101035644853e-09
1919,5.672034761872169e-07,1.1970203106503874e-08
1920,5.550446107172036e-07,1.817335615328375e-08
1921,5.141895541571628e-07,9.087296748422347e-09
1922,3.5782986773646996e-07,1.6969252392140532e-08
1923,3.184784369558713e-07,1.8047111804975202e-08
1924,3.5709799539596077e-07,3.867487219366694e-09
1925,4.685223924383308e-07,1.7597084678300234e-08
1926,5.04920076971338e-07,1.7833821530643945e-08
1927,4.4819885358649003e-07,1.3379070296082318e-08
1928,4.490434277748534e-07,1.7139061725401916e-08
1929,5.926696364788597e-07,1.4482527843640014e-08
1930,4.516549390043423e-07,2.10072066408884e-08
1931,4.7218176835173153e-07,2.623232031595535e-08
1932,4.679722247491469e-07,1.5343351589258702e-08
1933,4.347380988534155e-07,6.882397318719313e-09
1934,3.9898663040105475e-07,1.4377896206951846e-08
1935,3.8896924436926383e-07,1.0771455727365264e-08
1936,3.297922255285357e-07,1.576212849130343e-08
1937,5.099403077579723e-07,1.1332006444320086e-08
1938,5.108294457434326e-07,1.4261735903353667e-08
1939,4.7411555925691573e-07,1.070583532936098e-08
1940,5.629437884735466e-07,2.5357829613881222e-08
1941,3.423743151209635e-07,2.3612021227137348e-08
1942,3.1859223770247524e-07,2.1239483061208375e-08
1943,3.367752867688978e-07,1.4516176038981143e-08
1944,3.630900380358071e-07,2.2492303131116387e-08
1945,4.095587566865788e-07,1.742803190651898e-08
1946,3.3828283996228947e-07,1.1136883415474585e-08
1947,3.564340396167154e-07,1.4305045148432782e-08
1948,5.196762407067013e-07,2.283096489641423e-08
1949,5.438622689979411e-07,1.865231580300275e-08
1950,4.7008297099360163e-07,3.190608399705752e-08
1951,5.458637639677022e-07,3.3050346015528476e-08
1952,6.516689001756504e-07,2.2144087452602434e-08
1953,7.175369067802251e-07,1.508335811806205e-08
1954,7.163268911369869e-07,1.4658804392553293e-08
1955,4.814816754183937e-07,1.595553333899602e-08
1956,8.729862583933823e-07,2.7035539362785244e-08
1957,6.458412817877957e-07,1.943708272111877e-08
1958,6.047010234766503e-07,8.272243612328367e-09
1959,5.844063851734305e-07,1.162612162097787e-08
1960,6.637078948656949e-07,1.3841666979264033e-08
1961,7.205240937224744e-07,1.1117054998788234e-08
1962,6.836629276030237e-07,1.52206956482992e-08
1963,5.72892338901454e-07,1.3578712043660346e-08
1964,5.883197442546617e-07,1.5209921211400967e-08
1965,5.198441286324851e-07,1.696333440381892e-08
1966,5.971122352121938e-07,1.0524241700338166e-08
1967,7.913188326824638e-07,3.007504761898261e-08
1968,6.777546541769652e-07,1.6618238701804344e-08
1969,5.250271744028367e-07,1.680450351093654e-08
1970,5.509272362758111e-07,1.6555409848573177e-08
1971,6.433273935790851e-07,1.6956711812454728e-08
1972,7.284808272167709e-07,2.257264553051641e-08
1973,6.505580549820422e-07,9.372446541089374e-09
1974,5.63682276411015e-07,1.1251143128276908e-08
1975,5.87711319610662e-07,1.4278700000147637e-08
1976,5.667818649968126e-07,1.7140580454988452e-08
1977,5.782753529359752e-07,1.4104275969373248e-08
1978,5.500987743101149e-07,1.485147826940647e-08
1979,6.636137994675551e-07,1.0533551808578068e-08
1980,6.861976715732965e-07,5.68515062804309e-09
1981,6.490014068383232e-07,1.5181318924195608e-08
1982,6.275784931730755e-07,8.690503427999374e-09
1983,6.384784345669914e-07,8.841442245000053e-09
1984,7.463324180889686e-07,8.11861194938146e-09
1985,6.719378427000322e-07,1.0226449020933615e-08
1986,5.940534943960074e-07,8.991728250862252e-09
1987,6.99077462140707e-07,1.1610551631235921e-08
1988,6.02053999987362e-07,7.795519785247507e-09
1989,7.617513873015014e-07,1.0427432473036902e-08
1990,6.631008142576889e-07,8.717841171179685e-09
1991,7.725411350634204e-07,9.37834432335194e-09
1992,6.650502832883376e-07,1.1570882918476855e-08
1993,6.586117771156808e-07,1.1632335983335906e-08
1994,4.821282986178232e-07,4.747434001473039e-09
1995,5.341113797907582e-07,8.133675954979935e-09
1996,7.377243234074626e-07,9.60856638698715e-09
1997,7.37934247041494e-07,6.7128524960935465e-09
1998,5.55010232661246e-07,9.059445638115449e-09
1999,5.242020931217617e-07,1.325358303660984e-08
2000,6.794932208009641e-07,9.71966962470816e-09
2001,7.084419569869382e-07,1.2267393323384113e-08
2002,5.450239475290886e-07,1.3581786972860499e-08
2003,6.746248262246013e-07,1.1250691767106247e-08
2004,5.347416616174883e-07,1.3214373956182968e-08
2005,6.38631713734128e-07,1.170974872621855e-08
2006,5.793871101777981e-07,9.47114714433539e-09
2007,7.118162305141951e-07,9.18730247434496e-09
2008,7.625074589512337e-07,7.2376473703172906e-09
2009,5.407130330148391e-07,8.105927262747059e-09
2010,5.777198657241911e-07,3.7790344187271785e-09
2011,6.412800903077276e-07,1.911985902935953e-09
2012,6.423824953083468e-07,6.468080293586809e-09
2013,5.645189153913321e-07,3.90477494782715e-09
2014,4.993516751206073e-07,2.5985342766432495e-09
2015,5.153537759872151e-07,6.871383906315032e-09
2016,5.056141048065399e-07,8.492493819289848e-09
2017,6.065138782318513e-07,3.5218559180094644e-09
2018,6.172287043693103e-07,6.453666934191915e-09
2019,6.140227624129579e-07,3.826481798085979e-09
