year,en_ADP âge_NOUN,en_ADP age_NOUN,en_ADP sage_NOUN
1800,4.2100364225916564e-06,1.19478254401173e-07,2.389564959237589e-07
1801,5.441002031147946e-06,4.0480102825313224e-08,2.9764782039087834e-07
1802,4.701701982412487e-06,2.9091921760482364e-08,2.864435373339802e-07
1803,5.601374141406268e-06,6.4361191931539e-08,2.0283527923936617e-07
1804,5.465262347570388e-06,6.673997310358004e-08,3.015658236460439e-07
1805,6.021215085638687e-06,3.4114532976303735e-08,2.5017324656317896e-07
1806,4.4752323447028175e-06,9.509507847837995e-08,2.651135684317296e-07
1807,4.714557690022048e-06,5.124519120158766e-08,1.6797035051752118e-07
1808,4.844865998165915e-06,6.571614541428517e-08,2.6966281252427393e-07
1809,5.209324172028573e-06,3.614448895739031e-08,1.3780086760561971e-07
1810,5.553120900003705e-06,5.148278958699848e-08,1.5444836609646018e-07
1811,6.355439381877659e-06,4.011322829455821e-08,2.582289031494156e-07
1812,5.7131601352011785e-06,4.800974817698034e-08,4.2141889045055336e-07
1813,5.426524694485124e-06,7.764502640839055e-08,2.0992914540052254e-07
1814,4.679108769778395e-06,1.1957373402537996e-07,1.416004700161011e-07
1815,5.9824419622600544e-06,9.979726955933188e-08,8.631115377966125e-08
1816,4.704736056737602e-06,2.7811246638975717e-08,1.4137383885781674e-07
1817,5.699713710782817e-06,6.227493631882908e-08,2.6155473809019725e-07
1818,5.396716915129218e-06,3.337929710411913e-08,2.4557625777354986e-07
1819,5.5398818403773475e-06,3.726378050572521e-08,2.9396983336482663e-07
1820,5.395689186116215e-06,1.0917162995838225e-07,2.3258303016859827e-07
1821,5.794610387965804e-06,1.6271455649530253e-07,3.5402744102963624e-07
1822,5.358691851142794e-06,3.709477880420309e-08,3.478888714880668e-07
1823,4.653757059713826e-06,4.743689674402418e-08,2.3125486858788236e-07
1824,5.1132997214153875e-06,4.968456579490521e-08,3.031600588343508e-07
1825,5.177600542083383e-06,8.012952967817455e-08,3.310846516946242e-07
1826,5.237227469478967e-06,3.5231937256519075e-08,1.7087488979328214e-07
1827,4.344100943853846e-06,5.622536392024813e-08,2.092320948721138e-07
1828,4.391697984829079e-06,6.51233387216621e-08,2.0637678233015322e-07
1829,4.560072284220951e-06,4.9724419248775575e-08,2.0061232097745574e-07
1830,4.086021363036707e-06,3.6528926106171866e-08,3.4754662436853323e-07
1831,3.872855813824572e-06,7.639691101957169e-08,1.5435293732046773e-07
1832,4.5108918129699305e-06,4.7354892895867806e-08,3.0307130982620833e-07
1833,4.610284122463781e-06,1.0888610679771205e-07,1.9808004481092212e-07
1834,3.896233010891592e-06,4.480574977705487e-08,1.6335428432157073e-07
1835,4.853990049014101e-06,5.142899794918776e-08,1.2705987728622858e-07
1836,4.899426585325273e-06,7.728862810862935e-08,1.5323310575965365e-07
1837,4.727886789623881e-06,6.192522983283766e-08,2.1430303731584388e-07
1838,4.5106708057574e-06,7.258986212121954e-08,1.2371837110336514e-07
1839,4.505306606006343e-06,8.11011120482874e-08,1.6290136750640727e-07
1840,4.551779511530185e-06,7.516232763959962e-08,1.0892167939813291e-07
1841,4.6041755012993235e-06,9.117178922934954e-08,1.2134836513411074e-07
1842,4.3154268496437e-06,6.976595834373711e-08,1.0800306871061593e-07
1843,4.632199761545053e-06,6.084118464588784e-08,1.2168237117915481e-07
1844,4.046716185257537e-06,5.817875081692847e-08,1.3501861273468307e-07
1845,4.081378847331507e-06,6.696273535666819e-08,1.177428100573863e-07
1846,4.122154223296093e-06,9.015932223022105e-08,1.1474822358970016e-07
1847,4.080513008375419e-06,5.716817241818717e-08,1.4399907222184538e-07
1848,3.5801235753751826e-06,6.677534170052013e-08,8.608387247477367e-08
1849,3.713756768775056e-06,7.457679385147742e-08,7.625267528510449e-08
1850,3.661305527202785e-06,7.535785506718184e-08,1.0998173394227706e-07
1851,3.5117193419864634e-06,6.320449852381671e-08,1.322134897119298e-07
1852,4.030027412227355e-06,1.0547083917344935e-07,1.3802356613190625e-07
1853,3.882950295519549e-06,8.480143276479168e-08,1.4392355929260248e-07
1854,4.1134076127491426e-06,9.144369528257812e-08,1.2781334018940882e-07
1855,3.97330359191983e-06,6.63367138997728e-08,1.639843532075247e-07
1856,4.294478458177764e-06,8.024643349813232e-08,1.0820325702098899e-07
1857,4.201514911983395e-06,8.396195760873582e-08,1.147154666814032e-07
1858,3.6208309666108107e-06,9.542668594209047e-08,1.7715107469840063e-07
1859,3.590491360228043e-06,4.735721281790006e-08,1.3799789799762152e-07
1860,3.6782250845135422e-06,5.81302364022207e-08,1.2221080836205545e-07
1861,3.5539503642212367e-06,4.998921571131021e-08,1.452516878441834e-07
1862,3.514541504046065e-06,6.460720497480921e-08,1.1204605998571537e-07
1863,3.601621074267314e-06,7.042415417490844e-08,9.289994817862635e-08
1864,3.806055019595078e-06,9.253824750921069e-08,1.3952658972637977e-07
1865,3.691578058351297e-06,4.895118116410302e-08,1.5108969741994827e-07
1866,3.5786583794106264e-06,6.909170474633797e-08,9.293320479830669e-08
1867,3.2596335586276837e-06,9.60856638698715e-08,8.97770089380856e-08
1868,3.302799768789555e-06,8.644779669886304e-08,8.941172247034501e-08
1869,3.4326255899941316e-06,8.741499435416245e-08,1.2111127190017612e-07
1870,3.4083186619682238e-06,4.931282004960735e-08,1.2500225965439427e-07
1871,2.677598786249291e-06,6.691341591924527e-08,5.735435792963983e-08
1872,3.549788061718573e-06,7.256807244004904e-08,8.829115660802245e-08
1873,3.194730652467115e-06,5.926144391876775e-08,7.542365398904849e-08
1874,2.8421216029528296e-06,9.141151885438958e-08,1.15309956250087e-07
1875,3.0209662327251863e-06,5.2065896039010795e-08,1.0470394817829742e-07
1876,3.0725848318979843e-06,7.255217782109469e-08,9.673623369010897e-08
1877,2.8845981887570815e-06,7.916564426224681e-08,1.5462040503511076e-07
1878,2.6759200864034938e-06,9.722932670097606e-08,1.5762021682297345e-07
1879,3.0558844628103543e-06,8.247589144971812e-08,1.3196142045757142e-07
1880,2.8514491532405373e-06,6.289489329347475e-08,1.2386443337675246e-07
1881,2.632121550050215e-06,5.647731349256446e-08,1.3247764202306556e-07
1882,3.2192097023653332e-06,6.921600625986457e-08,1.0582062581754315e-07
1883,2.5176245799229946e-06,6.256145756999842e-08,7.330432866270442e-08
1884,2.7707321805792162e-06,5.149323545339257e-08,8.38415532555814e-08
1885,2.5892118173942436e-06,6.05889756699618e-08,9.7329096893084e-08
1886,2.774344011413632e-06,6.38892928561674e-08,8.002295109887925e-08
1887,2.4790326733636903e-06,8.030577025586183e-08,6.7900813083277e-08
1888,2.69032284450077e-06,9.891358998537214e-08,9.574328441175339e-08
1889,2.4991629743453814e-06,6.891650272677907e-08,6.828999232766364e-08
1890,2.4906669295887696e-06,7.209824937071119e-08,8.389614541970403e-08
1891,2.421566250632168e-06,5.6730556918793695e-08,7.776548593962929e-08
