year,en_ADP ondes_NOUN,en_ADP sondes_NOUN
1800,2.7354229814591235e-07,0.0
1801,2.500241578218265e-07,0.0
1802,1.7007585029205075e-07,0.0
1803,2.86699872731333e-07,0.0
1804,1.7302956223375077e-07,0.0
1805,8.24434565060983e-08,0.0
1806,6.916006078938608e-08,0.0
1807,3.9857372513552036e-08,0.0
1808,7.704651494577774e-08,0.0
1809,7.228897658251299e-08,0.0
1810,1.0296557917399696e-07,0.0
1811,5.264861258069686e-08,0.0
1812,2.6672082320544632e-09,0.0
1813,5.463909147351842e-08,0.0
1814,9.440030979135372e-09,0.0
1815,8.90083740046066e-08,0.0
1816,1.5064425440414198e-07,0.0
1817,4.981994905506326e-08,0.0
1818,1.3351719019283337e-07,0.0
1819,6.83169290027763e-08,0.0
1820,6.882559233645225e-08,0.0
1821,1.1439326641493608e-07,9.86148829262845e-10
1822,6.917674966189225e-08,0.0
1823,7.41201550136239e-08,0.0
1824,3.9579230559638745e-08,0.0
1825,1.1182912373897125e-07,0.0
1826,3.963592831723872e-08,0.0
1827,4.147772969531616e-08,0.0
1828,6.695779575238703e-08,0.0
1829,5.3153691226270894e-08,0.0
1830,4.905312778191728e-08,2.0873671680021744e-09
1831,5.456922025359745e-08,0.0
1832,2.2189149717632972e-07,0.0
1833,4.40177885252524e-08,0.0
1834,9.427876079826092e-08,9.334530925997342e-10
1835,8.24376584773745e-08,1.5126175867408165e-09
1836,7.05678786516728e-08,0.0
1837,6.262101948095733e-08,1.3915781860163179e-09
1838,9.341999884782126e-08,0.0
1839,3.915226187700682e-08,0.0
1840,5.923810419972142e-08,0.0
1841,7.31942506604355e-08,0.0
1842,2.817471411731276e-08,0.0
1843,5.0208743829216473e-08,0.0
1844,5.1043620885593555e-08,0.0
1845,4.8547981634783355e-08,0.0
1846,3.39561074813588e-08,0.0
1847,5.3392915866368185e-08,0.0
1848,4.505324113779352e-08,0.0
1849,6.452149392544015e-08,0.0
1850,7.060555873295016e-08,6.788996032014438e-10
1851,6.191461210391935e-08,0.0
1852,4.492276417522589e-08,0.0
1853,6.569124955113637e-08,0.0
1854,4.7800114089113777e-08,0.0
1855,5.7845614520601885e-08,0.0
1856,4.866558001026533e-08,0.0
1857,6.199516822125162e-08,4.881509085841174e-10
1858,1.0815023898658183e-07,4.893676019968041e-10
1859,6.568903643255908e-08,0.0
1860,8.650877703075821e-08,0.0
1861,9.47908702642053e-08,0.0
1862,6.144461650592348e-08,0.0
1863,4.7948361725502764e-08,0.0
1864,7.431828663584383e-08,0.0
1865,4.518570723144322e-08,0.0
1866,6.957826315101556e-08,0.0
1867,9.074757656435395e-08,0.0
1868,8.941172069398817e-08,4.93987406535723e-10
1869,7.715960081977613e-08,0.0
1870,9.747883211730368e-08,0.0
1871,2.442870794538976e-08,0.0
1872,5.140238434897526e-08,0.0
1873,5.8662845248136364e-08,0.0
1874,1.236744051058558e-07,0.0
1875,5.492666116380107e-08,0.0
1876,6.166935406781704e-08,0.0
1877,9.09167962026558e-08,6.184815992682502e-10
1878,9.481369456221245e-08,0.0
