year,en_ADP hommes_NOUN,en_ADP somme_NOUN
1800,2.0688603399321437e-06,9.621143419735745e-07
1801,1.9573321878851857e-06,1.0072402147898174e-06
1802,1.403125793331128e-06,1.0629740927470266e-06
1803,1.410095251230814e-06,7.645329844763182e-07
1804,1.5968157640600111e-06,1.0925581364062964e-06
1805,2.1833300252183108e-06,1.0973507755807077e-06
1806,1.829859911595122e-06,7.261806302949481e-07
1807,1.7110199905800982e-06,9.964343092860872e-07
1808,1.7108858401115867e-06,1.0537243824160214e-06
1809,1.8817723912434303e-06,8.132509705660596e-07
1810,1.247287514161144e-06,7.582010468354383e-07
1811,1.2359888614810188e-06,9.877882263253923e-07
1812,1.2082452940376243e-06,1.1175602310231625e-06
1813,1.3659772548635374e-06,7.419413634579541e-07
1814,2.6180352961091558e-06,9.943499605924444e-07
1815,1.9959454675699817e-06,6.068753179988562e-07
1816,1.6988036577458843e-06,5.654953554312669e-07
1817,2.6638103918230627e-06,9.185553153656656e-07
1818,2.2697922759107314e-06,9.203148749747925e-07
1819,2.1468076738528907e-06,1.0144029261027754e-06
1820,2.417202267679386e-06,9.884778648938664e-07
1821,1.8312783822693746e-06,1.7809847463468031e-06
1822,1.8798029941535788e-06,1.7133777419076068e-06
1823,1.8984641201313934e-06,1.7946960042536375e-06
1824,2.365490445299656e-06,3.5713939610104717e-06
1825,2.4267801563837565e-06,1.691525596925203e-06
1826,2.0381676222314127e-06,1.3238400242698845e-06
1827,1.910740593302762e-06,1.3024006761952478e-06
1828,1.8069433735945495e-06,1.5088435816323909e-06
1829,2.3842003429308534e-06,1.778076693881303e-06
1830,2.355593778702314e-06,2.154162928036385e-06
1831,1.8600309203975485e-06,1.9878788179994444e-06
1832,2.15126510738628e-06,2.186442998208804e-06
1833,1.98890893443604e-06,3.0696614885528106e-06
1834,1.8585051293484867e-06,2.2850931600260083e-06
1835,1.9701844848896144e-06,2.7491824994285707e-06
1836,1.940952643053606e-06,4.400075113153434e-06
1837,2.2251335849432508e-06,2.874304755096091e-06
1838,1.8816554074874148e-06,3.0336250347318128e-06
1839,1.8800076304614777e-06,3.9438909880118445e-06
1840,2.287355300722993e-06,3.4345360973020433e-06
1841,1.822793706196535e-06,3.915892534678278e-06
1842,1.8172689806306153e-06,3.7224162952043116e-06
1843,1.678744069977256e-06,3.941090881198761e-06
1844,1.8726971120486269e-06,3.961094762416906e-06
1845,2.19526168621087e-06,4.184612862445647e-06
1846,1.9114947917842073e-06,3.7111683468538104e-06
1847,2.2123003873275593e-06,3.9408284919772996e-06
1848,1.8447693719281233e-06,5.696016842193785e-06
1849,1.700183247521636e-06,5.055301244283328e-06
1850,1.524129629615345e-06,4.87449915453908e-06
1851,1.7619867094254005e-06,5.823843139296514e-06
1852,1.4329710893434822e-06,4.826918484468479e-06
1853,1.5837563296372537e-06,5.549119123315904e-06
1854,1.8990153876075055e-06,5.953192157903686e-06
1855,1.607471290299145e-06,6.267492608458269e-06
1856,1.6561828033445636e-06,5.401879207056481e-06
1857,1.7876086531032342e-06,6.039891331965919e-06
1858,1.8121281755156815e-06,6.358842483678018e-06
1859,1.746615453157574e-06,7.654555020053522e-06
1860,1.7979178892346681e-06,7.58393593969231e-06
1861,1.7406622419002815e-06,8.301039542857325e-06
1862,1.7041844557752484e-06,7.98282962932717e-06
1863,1.8589978481031721e-06,8.283078841486713e-06
1864,1.7452809970563976e-06,9.23416655496112e-06
1865,1.747180590427888e-06,9.39344954531407e-06
1866,1.7462684809288476e-06,1.014626241158112e-05
1867,1.688778411335079e-06,1.0454411494720262e-05
1868,1.939888534252532e-06,1.149558102042647e-05
1869,1.625723484721675e-06,1.1422062925703358e-05
1870,2.0137979390710825e-06,1.1353416539350292e-05
1871,1.948985982380691e-06,1.4317346995085245e-05
1872,1.7754988448359654e-06,1.280161268368829e-05
1873,1.7862237200461095e-06,1.369537994833081e-05
1874,1.6943992022788734e-06,1.4714267308590934e-05
1875,1.623197249500663e-06,1.5757085748191457e-05
1876,1.5665224282201962e-06,1.585627887834562e-05
1877,1.5585736719003762e-06,1.5877659279794898e-05
1878,1.4360953173309099e-06,1.6048878478613915e-05
1879,1.5792605836395524e-06,1.654038715059869e-05
1880,1.5049849935167003e-06,1.64328953360382e-05
1881,1.4711990843352396e-06,1.862217322923243e-05
1882,1.591302634551539e-06,1.9613419681263622e-05
1883,1.4957875009713462e-06,1.9686004634422716e-05
1884,1.6590064433330554e-06,2.1640362319885753e-05
1885,1.6790880863482016e-06,2.2827863176644314e-05
1886,1.5481859918509144e-06,2.266714636789402e-05
1887,1.4977352975620306e-06,2.4307839339599013e-05
1888,1.4158592875901377e-06,2.278436477354262e-05
1889,1.4760662452317774e-06,2.4739772015891504e-05
1890,1.3836310017723008e-06,2.526715979911387e-05
1891,1.4775441741221584e-06,2.605334884719923e-05
1892,1.4097884104558034e-06,2.6816068384505343e-05
1893,1.2969625231562532e-06,2.7660527848638594e-05
1894,1.6371399169656797e-06,2.866759223252302e-05
1895,1.688221345830243e-06,3.093748455285095e-05
1896,1.647629915169091e-06,3.116933658020571e-05
1897,1.6676053746778052e-06,3.104414736299077e-05
1898,1.5724568811492645e-06,3.32994195559877e-05
1899,1.705810745988856e-06,3.161222139169695e-05
1900,1.5417427903230418e-06,3.124806426058058e-05
1901,1.474868213335867e-06,3.2938350159383845e-05
1902,1.4077784271648852e-06,2.961244808830088e-05
1903,1.4359185342982528e-06,3.381725946383085e-05
1904,1.6892446410565753e-06,3.3169499147334136e-05
1905,1.5523563661190565e-06,3.3250771593884565e-05
1906,1.4995298442954663e-06,3.4404306461510714e-05
1907,1.354110622742155e-06,3.367122462805128e-05
1908,1.491097691541654e-06,3.3898898436746094e-05
1909,1.4946172086638398e-06,3.5093524274998344e-05
1910,1.4071148370931041e-06,3.2469990401295945e-05
1911,1.5046017551867408e-06,3.2940032724582125e-05
1912,1.6128368542922544e-06,3.2464070500282105e-05
1913,1.8141528244086658e-06,3.536510757840006e-05
1914,1.963485146916355e-06,3.1572467378282454e-05
1915,3.597844624891877e-06,2.919508369814139e-05
1916,3.661022446976858e-06,3.140326589345932e-05
1917,2.776698693196522e-06,3.3178916964970995e-05
1918,2.980714725708822e-06,3.199415368726477e-05
1919,2.6831669401872205e-06,3.089969777647639e-05
1920,2.2209355847735424e-06,3.30633929479518e-05
1921,1.639499828343105e-06,3.3637386877671815e-05
1922,1.597323034729925e-06,3.364190979482373e-05
1923,1.5605443195454427e-06,3.279160318925278e-05
1924,1.4992958767834352e-06,3.252170154155465e-05
1925,1.675022531344439e-06,3.1618662433174904e-05
1926,1.782267531780235e-06,3.181330885126954e-05
1927,1.5107199260455673e-06,3.4073145798174664e-05
1928,1.2008769090243732e-06,3.318236576888012e-05
1929,1.4794459275435656e-06,3.195514091203222e-05
1930,1.3906770846006111e-06,3.1841674172028434e-05
1931,1.5191934608083102e-06,2.9970995456096716e-05
1932,1.6088599750219146e-06,3.0750268706469797e-05
1933,1.644892904550943e-06,3.0053135560592636e-05
1934,1.5456238315891824e-06,2.9601692403957713e-05
1935,1.187253815260192e-06,2.8581459446286317e-05
1936,1.115473764912167e-06,2.8958668735867832e-05
1937,1.2578526593642891e-06,2.896460773627041e-05
1938,1.2342884474492166e-06,2.8920208023919258e-05
1939,1.5263461818904034e-06,2.8475991712184623e-05
1940,1.574721181896166e-06,2.6899585463979747e-05
1941,1.5406843658638536e-06,2.6129653633688577e-05
1942,1.9085191524936818e-06,2.914056949521182e-05
1943,1.7738767610353534e-06,2.915719051088672e-05
1944,1.7286942011196516e-06,2.6611607609083876e-05
1945,2.254751734653837e-06,2.7403401873016264e-05
1946,1.6788851553428685e-06,2.7853345272887964e-05
1947,1.6844190895426436e-06,2.850399505405221e-05
1948,1.5459823998753564e-06,2.693945134524256e-05
1949,1.6119527117552934e-06,2.383569608355174e-05
1950,1.476188117521815e-06,2.431030952720903e-05
1951,1.3177492519389489e-06,2.4597986339358613e-05
1952,1.2959563946424169e-06,2.268398202431854e-05
1953,1.400597511747037e-06,2.3733664420433342e-05
1954,1.3056107945885742e-06,2.4845696316333488e-05
1955,1.3468347788148094e-06,2.3503439479100052e-05
1956,1.3761961099589826e-06,2.1354587261157576e-05
1957,1.1618074040598003e-06,2.1719172764278483e-05
1958,1.3864280390407657e-06,2.1360587197705172e-05
1959,1.4439642654906493e-06,2.0308509192545898e-05
1960,1.3371050044952426e-06,2.0387391487020068e-05
1961,1.4076970273890765e-06,2.2976172658673022e-05
1962,1.6368589967896696e-06,2.0186446818115655e-05
1963,1.5111166931092157e-06,2.036871410382446e-05
1964,1.5276845033440623e-06,2.021215959757683e-05
1965,1.4468082554230932e-06,2.0205520286253886e-05
1966,1.7004960000122082e-06,1.9668700588226784e-05
1967,1.6294759461743524e-06,1.9798748780885944e-05
1968,1.7157208276330493e-06,2.085858432110399e-05
1969,1.749485136315343e-06,1.826059178711148e-05
1970,1.6316275832650717e-06,1.9046999113925267e-05
1971,1.585709469509311e-06,1.832403904700186e-05
1972,1.4261808019000455e-06,1.681508274486987e-05
1973,1.403110331921198e-06,1.7285547983192373e-05
1974,1.441271479052375e-06,1.6248338852165034e-05
1975,1.4067376241655438e-06,1.571742268424714e-05
1976,1.4318097782961559e-06,1.6196705928450683e-05
1977,1.425707296220935e-06,1.6419140592915937e-05
1978,1.3794052620141883e-06,1.6071675418061204e-05
1979,1.354731807623466e-06,1.644053418203839e-05
1980,1.3041735655860975e-06,1.6803031485324027e-05
1981,1.2973702041563229e-06,1.6543209767405642e-05
1982,1.3911012501921505e-06,1.6150680039572762e-05
1983,1.4045263014850207e-06,1.687894518909161e-05
1984,1.2833205573770101e-06,1.5794179944350617e-05
1985,1.2169473393441876e-06,1.5565858120680787e-05
1986,1.203093233925756e-06,1.6076011434051907e-05
1987,1.1903871381946374e-06,1.6323824638675433e-05
1988,1.2131027915529558e-06,1.6855113244673703e-05
1989,1.2644633216041257e-06,1.565322236274369e-05
1990,1.2531896800282993e-06,1.5858298411330907e-05
1991,1.1722930821633781e-06,1.6888639038370457e-05
1992,1.2325745046837255e-06,1.600859150130418e-05
1993,1.1759736935346154e-06,1.679598472037469e-05
1994,1.231167857440596e-06,1.5599540802213596e-05
1995,1.1945659252887708e-06,1.6576432244619355e-05
1996,1.1124584489152767e-06,1.5988653558451915e-05
1997,1.2639342230613693e-06,1.6013988897611853e-05
1998,1.1867873581650201e-06,1.6551130556763383e-05
1999,1.1210703405595268e-06,1.6201820017158752e-05
2000,1.1447119732110878e-06,1.65627579917782e-05
2001,1.0839117976502166e-06,1.632833800613298e-05
2002,1.1518230849105748e-06,1.6996072190522682e-05
2003,1.12381906092196e-06,1.694645925454097e-05
2004,1.1364361398591427e-06,1.651928869250696e-05
