year,en_PRON aurons_VERB,en_PRON saurons_VERB
1857,3.290136991740411e-07,3.758761835115365e-08
1858,2.990036127581419e-07,6.753273140702731e-08
1859,3.2793596460578556e-07,4.582955881460293e-08
1860,3.2589550191808314e-07,4.0736938489160934e-08
1861,3.4143575994294295e-07,3.8670901147952463e-08
1862,3.682158729034768e-07,4.789065499721801e-08
1863,3.7409710729185974e-07,3.7459656709870615e-08
1864,3.677556235093249e-07,4.698833322436258e-08
1865,3.4924785907719524e-07,3.012380389577629e-08
1866,3.615150507840781e-07,3.405929049904444e-08
1867,4.027833497843858e-07,2.6690463172940326e-08
1868,3.6950259341139713e-07,2.0253484223076157e-08
1869,3.838445953308067e-07,2.7347706321734222e-08
1870,4.6101751793869994e-07,3.4404294524392753e-08
1871,3.6643061207541905e-07,4.142259202311038e-08
1872,4.239184754339931e-07,2.53988243770209e-08
1873,3.447938548006846e-07,2.3944018323618366e-08
1874,3.548917799633955e-07,3.4652732239237594e-08
1875,4.4112974251220294e-07,3.2612703648737806e-08
1876,3.8392194379177624e-07,4.5949711591219966e-08
1877,4.3108166059013797e-07,4.329371350308975e-08
1878,3.2550687478760665e-07,1.5701630218245555e-08
1879,3.3967848700466874e-07,1.3440515367335593e-08
1880,3.420712100243861e-07,1.8611753915820373e-08
1881,4.25322970731834e-07,3.555978722591391e-08
1882,3.720360295389469e-07,2.7952617998039386e-08
1883,3.361888323283324e-07,2.274962085380139e-08
1884,3.9082046399130377e-07,3.234831424947515e-08
1885,3.422632479654908e-07,1.8047780159236027e-08
1886,2.949233055549172e-07,1.4197620634703867e-08
1887,4.250329967980804e-07,2.0239665943222462e-08
1888,3.5317222568664874e-07,4.1848057463766963e-08
1889,4.404391216183967e-07,2.8819629349641218e-08
1890,4.148926673330777e-07,1.3108773011527575e-08
1891,3.059625726109516e-07,3.1233678754460925e-08
1892,3.748570529538142e-07,2.193979398157353e-08
1893,3.350178592320674e-07,2.894455697344256e-08
1894,3.0940558204406443e-07,2.0164925729204697e-08
1895,3.6653362567307113e-07,3.972285500530859e-08
1896,3.892039232011868e-07,2.1819007822720948e-08
1897,3.437760917046617e-07,2.56375398688391e-08
1898,3.723197501415143e-07,1.923840664552756e-08
1899,3.377350328293005e-07,2.1004797901014172e-08
1900,3.540298378901241e-07,2.6993477009185085e-08
1901,3.632680292131596e-07,2.5708198236884527e-08
1902,3.0934788242120703e-07,1.276673788908056e-08
1903,4.02856424441822e-07,2.052083658554693e-08
1904,3.3913884323055754e-07,2.4723275870996986e-08
1905,3.416422571511646e-07,1.4450125540577119e-08
1906,3.1636735986495523e-07,3.395161840558103e-08
1907,3.0497059899659007e-07,1.131425531042396e-08
1908,2.6030362665352413e-07,1.620758460774141e-08
1909,3.60864534698635e-07,1.6502950117569526e-08
1910,3.628678202360902e-07,2.0307773240801907e-08
1911,3.314592973424624e-07,2.606983251496331e-08
1912,3.5892913174961905e-07,2.813087485176169e-08
1913,3.2719445730577945e-07,1.7499866444836698e-08
1914,3.4220358990921795e-07,1.808120764223986e-08
1915,4.1350475665780095e-07,9.424609537234119e-09
1916,3.6807999048704687e-07,1.7579939282086343e-08
1917,4.287871915309438e-07,2.4126133979507358e-08
1918,4.4796866838225924e-07,1.2635013924011673e-08
1919,2.559781783206816e-07,1.1049418269237776e-08
1920,2.7638645727634525e-07,1.817335615328375e-08
1921,2.786770965101937e-07,1.3630945261411398e-08
1922,2.6044113621281895e-07,1.1066902949607993e-08
1923,2.6858348523006725e-07,1.0615948120573648e-08
1924,3.442063731817768e-07,1.804827398643738e-08
1925,3.6184006191319895e-07,1.2097996160420621e-08
1926,2.920288282304284e-07,1.7833821530643945e-08
1927,3.177529165343529e-07,2.5643217327342427e-08
1928,2.616563338220246e-07,1.4853853258500749e-08
1929,3.0524712602009174e-07,1.4482528065684619e-08
1930,2.8884908509496654e-07,7.352522590764465e-09
1931,2.6118267104635606e-07,1.9389105432310316e-08
1932,2.4987742586191075e-07,1.0959536389520963e-08
1933,2.2138378774627654e-07,1.1470662641954732e-08
1934,2.264518581540642e-07,5.990790086229936e-09
1935,2.848451554626763e-07,1.3165112555668657e-08
1936,2.437067561089634e-07,1.2124714565686645e-08
1937,2.3545391392154613e-07,1.7627565185307503e-08
1938,2.5411821624743425e-07,1.815129979654273e-08
1939,2.6305767164558347e-07,7.647025235257843e-09
1940,1.8764794162962062e-07,1.0143131667916805e-08
1941,2.4792621822200545e-07,8.854508237732261e-09
1942,3.39831728979334e-07,9.102635090130207e-09
1943,2.758073522901583e-07,1.1612940831184915e-08
1944,3.69516401477199e-07,1.6065930807940276e-08
1945,3.1152607071760485e-07,2.6142048525912287e-08
1946,2.965195182724756e-07,1.8097434661967782e-08
1947,3.0159803099394367e-07,2.3841742802233057e-08
1948,2.4461747227810804e-07,1.9569398546082084e-08
1949,1.855414568652236e-07,1.8652315247891238e-08
1950,2.127072264990204e-07,1.914365022059883e-08
1951,2.0683119972275676e-07,1.5992101864981123e-08
1952,1.9929679773156295e-07,1.0544804140977249e-08
1953,2.1655393256381217e-07,2.0470272588113403e-08
1954,2.4333613790616937e-07,1.3681550115052232e-08
1955,2.3839443974438268e-07,1.595553378308523e-08
1956,2.1890064694218836e-07,2.0058625427310517e-08
1957,1.996718481667159e-07,1.501956425897788e-08
1958,2.2335056759636984e-07,3.14345241503311e-08
1959,2.5887496346577166e-07,2.2477168570844697e-08
1960,1.9447542043415922e-07,2.2838749558218296e-08
1961,2.2373072239290082e-07,2.570818935510033e-08
1962,2.47336297221068e-07,2.2831043722248978e-08
1963,2.1790599191717774e-07,2.0044765847160306e-08
1964,2.7195339269425745e-07,2.981144564540017e-08
1965,2.4569474499358535e-07,2.6813013365156735e-08
1966,2.5368962952576624e-07,1.7171132404847356e-08
1967,2.3172577257035698e-07,1.627010703941778e-08
1968,2.4163817258227027e-07,2.200793802753509e-08
1969,2.4707162538106786e-07,2.2254612791483552e-08
1970,2.1246109160877324e-07,1.4715920038099739e-08
1971,2.2711717351242555e-07,3.134422499329048e-08
1972,1.8622433228809854e-07,3.129389580802666e-08
1973,2.128096731057738e-07,1.874489363729026e-08
1974,2.0364569275344024e-07,2.475251581479654e-08
1975,1.8962114589626822e-07,1.599214449754527e-08
1976,1.9197450162877772e-07,1.8854638739185248e-08
1977,1.745404176745069e-07,2.174409208244299e-08
1978,1.8653456868023e-07,1.603959731699689e-08
1979,1.9662630279526638e-07,2.1067103617156135e-08
1980,1.9556918795515799e-07,2.501466256354945e-08
1981,1.7648283112681185e-07,3.226030209635411e-08
1982,1.657403067012453e-07,1.8622506203769262e-08
1983,1.6672433877928938e-07,1.9577479193344516e-08
1984,1.7860945655812088e-07,3.421414929150046e-08
1985,1.3775628426859754e-07,2.7671566371623157e-08
1986,1.9242298610055997e-07,2.3378493807513223e-08
1987,1.4849284613038805e-07,2.0776776965547583e-08
1988,1.475152227037313e-07,2.15875938236465e-08
1989,1.7671753527181977e-07,3.567279449612215e-08
1990,1.5746601667032678e-07,1.961514328741032e-08
1991,1.6998249319222225e-07,3.985796226402272e-08
1992,1.2121877435156136e-07,1.928480486412809e-08
1993,1.4955859528598126e-07,2.6588196533339215e-08
1994,1.6985263950886065e-07,2.2682184908084935e-08
1995,1.4369494216737166e-07,2.2232049090575856e-08
1996,1.4946658488668163e-07,2.402141396906643e-08
1997,1.443263304423681e-07,2.2056515058821446e-08
1998,1.3398442755274687e-07,2.002614185592222e-08
1999,1.3984814861700556e-07,2.74212073048119e-08
2000,1.2944832972205944e-07,2.7833598648108193e-08
2001,1.1303526503692041e-07,2.847787639037591e-08
2002,1.288079052308433e-07,2.1906106872915387e-08
2003,1.3042469060309259e-07,1.8751152852658493e-08
2004,1.3170325607880784e-07,2.158347706116004e-08
2005,1.2115086067687741e-07,3.017512206771045e-08
2006,1.342432169870733e-07,3.87081655617294e-08
2007,1.6057808105429672e-07,3.515141955290346e-08
2008,1.754065119818904e-07,4.470311507076552e-08
2009,1.687940125449927e-07,5.626467003416735e-08
2010,1.92258378550747e-07,6.377120309597473e-08
2011,2.527645350802743e-07,8.183299715636139e-08
2012,2.85276370970422e-07,8.204249013488152e-08
2013,2.764022934975685e-07,9.957176655417399e-08
2014,2.9883143870534923e-07,1.1455204995680646e-07
2015,3.0766067515841655e-07,1.1725683926600006e-07
2016,3.264431813754243e-07,1.1640930752676582e-07
2017,2.729438304260867e-07,1.1949153133627988e-07
2018,3.1442263637160295e-07,1.3475256577244465e-07
2019,2.9234321052840073e-07,1.29845275587126e-07
