year,en_ADP air_NOUN,en_ADP serre_NOUN
1800,9.023752340908686e-07,1.1947824418712116e-07
1801,4.4528114284680953e-07,1.7144515140898875e-07
1802,2.506380951672327e-07,6.69114172069385e-07
1803,4.5442902552039754e-07,2.340407121437238e-07
1804,3.8808059343864443e-07,3.460591280202152e-07
1805,2.7575912708854844e-07,4.491746796730922e-07
1806,3.7749865100522584e-07,7.780506905419315e-08
1807,2.0498076924724273e-07,2.2775641372874134e-08
1808,2.062127402169267e-07,9.064295625194063e-08
1809,2.4397530085096264e-07,2.371982077420398e-07
1810,1.7550951270095538e-07,2.2933241616840405e-07
1811,2.0808736911348547e-07,1.7850386484496994e-06
1812,1.3869483117545656e-07,4.000812481308458e-08
1813,2.0992913585260453e-07,1.322841143291953e-07
1814,1.3530711839848664e-07,1.6992056828257773e-07
1815,2.8320846801044297e-07,2.0498898534171417e-07
1816,1.7150268938337376e-07,1.6918508549679245e-07
1817,1.3077736582545185e-07,2.2574663738339495e-07
1818,2.2888661255215936e-07,7.391130196765516e-08
1819,1.3870406800897683e-07,5.589566853814176e-08
1820,1.8511710120350244e-07,9.01852530432734e-08
1821,8.776724769177235e-08,1.0157332830385002e-07
1822,1.0426640528748976e-07,5.6143449000956025e-08
1823,9.586206450862278e-08,1.1167436042569534e-07
1824,1.4905369027928828e-07,1.1873768812620256e-07
1825,1.1270966804310945e-07,1.1623184947850973e-07
1826,9.776862741617265e-08,1.321197662385032e-07
1827,1.6222400611720644e-07,1.410242755905955e-07
1828,1.4033620721054518e-07,1.6693587667759857e-07
1829,1.3717081515096652e-07,1.4145740578896948e-07
1830,1.8786305133744463e-07,1.7325147894098336e-07
1831,1.7306238930814288e-07,2.603731468209247e-07
1832,1.1094574858816486e-07,3.964281098944866e-07
1833,1.4247862734073635e-07,2.8959070930145714e-07
1834,1.474855890748472e-07,3.005719100279691e-07
1835,1.1722786297241328e-07,2.8512840799521655e-07
1836,1.9624590608113834e-07,1.8952515601355913e-07
1837,9.253994626146067e-08,1.3289571554331303e-07
1838,1.7484688585867048e-07,2.4743675752780803e-07
1839,1.3143973565110656e-07,1.7268943963699712e-07
1840,1.1720227499623093e-07,1.598791925516707e-07
1841,1.4703056194775854e-07,1.8298563864149742e-07
1842,1.1739464067517247e-07,1.7173158539662836e-07
1843,1.9729083622355148e-07,1.565331473329934e-07
1844,1.5203314940315238e-07,2.1624931667574288e-07
1845,1.9419193170167048e-07,3.063545093162645e-07
1846,1.0362467706137579e-07,3.7234627470184023e-07
1847,9.977463566457345e-08,2.755937398291053e-07
1848,7.562508130831702e-08,3.853661334485281e-07
1849,4.776266493422554e-08,2.983071851758723e-07
1850,1.0726613819400654e-07,2.559451459660522e-07
1851,9.28719168236114e-08,3.2505170644014925e-07
1852,1.295598495154593e-07,4.0430487846521146e-07
1853,1.8632426690423642e-07,4.084801314974129e-07
1854,1.5327209934579145e-07,3.0706376374922684e-07
1855,1.645150575768639e-07,3.8846779304435586e-07
1856,1.0457922500206607e-07,2.650720842822807e-07
1857,1.649950125415245e-07,3.7831695598455894e-07
1858,1.1793758891709416e-07,2.7991826434536904e-07
1859,9.522363986214089e-08,3.5288762223473213e-07
1860,2.2016254042078742e-07,3.002632702475694e-07
1861,1.787350306092783e-07,3.305890654559107e-07
1862,2.466820419877447e-07,3.5059574132745297e-07
1863,1.4883970733681195e-07,4.075610678389019e-07
1864,9.829192038068868e-08,2.5651794288705787e-07
1865,8.425251213362017e-08,3.2853774944996417e-07
1866,1.7954111974916032e-07,3.4205258647723724e-07
1867,1.465549051005155e-07,3.8143098812781773e-07
1868,1.1262912769094413e-07,3.3541744492993075e-07
1869,1.3771524309813543e-07,3.745659120646394e-07
1870,1.2614906896857292e-07,5.562027292072003e-07
1871,1.115223595693493e-07,5.172513464213324e-07
1872,1.5420715726577328e-07,3.640498187351682e-07
1873,7.302925214558442e-08,3.136666464342852e-07
1874,1.69081439682639e-07,2.9156093112048254e-07
1875,1.0241533254795598e-07,3.7476001563119254e-07
1876,1.6566080840441089e-07,4.008507814567963e-07
1877,1.0699732011509866e-07,4.279892551473097e-07
1878,1.6547102504871347e-07,4.1246975213127257e-07
1879,6.659164597522249e-08,3.427331496386188e-07
1880,1.1167052460514526e-07,4.441149616951634e-07
1881,1.1713813058422673e-07,4.28111973427292e-07
1882,1.0715170062347568e-07,5.044781987706415e-07
1883,1.131161653233903e-07,4.391940526815574e-07
1884,1.7296446674919252e-07,4.357120042541851e-07
1885,1.4180398011376383e-07,4.1058698752038936e-07
1886,1.0906354014350583e-07,3.8527178558567243e-07
1887,8.161155939934162e-08,5.451652120846973e-07
1888,1.0715638998348709e-07,4.856910749140297e-07
1889,8.645888804892365e-08,4.4294517298482106e-07
1890,1.7238036653655087e-07,4.6470598746850555e-07
1891,2.42220368873447e-07,5.48820342949341e-07
1892,1.1847488301519604e-07,5.748225682111752e-07
1893,1.422594238520425e-07,7.587169088552059e-07
1894,1.9282710761459043e-07,1.1991828934299065e-06
1895,1.0352017021375559e-07,6.638531764302513e-07
1896,7.194375445385148e-08,6.846450606445842e-07
1897,1.1070755412401212e-07,6.69489414129032e-07
1898,1.9181822974445595e-07,5.522554129555601e-07
1899,1.0060192678906787e-07,7.688861725085872e-07
1900,1.3496738171525635e-07,1.008102500144048e-06
1901,1.279821263411307e-07,5.21429339261914e-07
1902,2.533706344731712e-07,5.887430614137656e-07
1903,1.3608554705335507e-07,7.490105264906788e-07
1904,1.4135264425618743e-07,8.28229731020258e-07
1905,1.475977098319703e-07,5.914230114534291e-07
1906,2.052529679552606e-07,4.532026558479174e-07
1907,2.2062798410438234e-07,7.359409028850905e-07
1908,2.3329098763902323e-07,4.1894150015764353e-07
1909,3.15206349466024e-07,9.51670138249483e-07
1910,3.6340225884057276e-07,6.803103627106566e-07
1911,3.9902805815117404e-07,5.660877899771322e-07
1912,4.625965921434272e-07,6.720153216122071e-07
1913,5.09087001221431e-07,6.204497893236294e-07
1914,3.0202313938687553e-07,5.899831494460273e-07
1915,1.8377989163820274e-07,2.7095751331529527e-07
1916,1.50528225217883e-07,3.5599375625139373e-07
1917,1.381769423325352e-07,3.1254309984518613e-07
1918,2.6303800471083605e-07,2.5499756706182097e-07
1919,2.642652502382603e-07,2.62423665464695e-07
1920,2.854731246948461e-07,3.430220871791789e-07
1921,2.6504616346123555e-07,2.514152122046198e-07
1922,2.751969887526684e-07,2.943796353349626e-07
1923,2.558443532585386e-07,2.6115231399614913e-07
1924,2.2947091282699006e-07,4.2284528545266653e-07
1925,3.277457034656095e-07,3.5634097894643446e-07
1926,2.920288224572687e-07,3.399572090501124e-07
1927,2.129501930347999e-07,3.222125868340697e-07
1928,2.31948637186008e-07,4.89034565731572e-07
1929,2.551153110985638e-07,3.854580707951527e-07
1930,2.468346705919444e-07,4.243455884456182e-07
1931,4.573547949249246e-07,3.0794462535510547e-07
1932,3.9563927378694075e-07,1.1080091475434983e-06
1933,3.8082598163846626e-07,4.955326193822884e-07
1934,3.774197683270586e-07,4.984337333979738e-07
1935,5.732808050495919e-07,4.332518876992708e-07
1936,4.692264652383926e-07,6.098731635262311e-07
1937,4.293571240765459e-07,3.8276998015618346e-07
1938,4.2914859399445504e-07,5.613937830162286e-07
1939,4.909389987872714e-07,7.264674017903872e-07
1940,6.187310546135194e-07,5.908374225427337e-07
1941,4.574829119974311e-07,4.633859038705168e-07
1942,4.247896423503761e-07,5.067133734826257e-07
1943,9.929064368474627e-07,4.3838852592514854e-07
1944,4.6269882147953467e-07,5.976526047390962e-07
1945,9.389352637612092e-07,4.073802521986636e-07
1946,4.134568101221703e-07,7.32250084567454e-07
1947,5.161737379744125e-07,5.066370238893114e-07
1948,4.435730192042797e-07,8.403969022907631e-07
1949,4.7317980900185574e-07,6.36142144294638e-07
1950,5.221962715573625e-07,7.476659398264474e-07
1951,4.659032604159563e-07,7.75083933035603e-07
1952,5.388395063476992e-07,9.5535924771184e-07
1953,5.289949411846351e-07,6.108760288725534e-07
1954,6.74304979852991e-07,9.068913335852358e-07
1955,5.406109884198429e-07,5.762763475303245e-07
1956,5.843164938568179e-07,8.69497799982355e-07
1957,5.009466179650701e-07,7.615802584126641e-07
1958,6.444077458311881e-07,7.436746614075673e-07
1959,4.7512084933032384e-07,6.859411616488842e-07
1960,5.294437523950535e-07,9.903712765435557e-07
1961,4.3703921681625957e-07,6.621596044809053e-07
1962,4.7564672556177356e-07,5.060881349550073e-07
1963,4.4615768057809646e-07,6.013429487694566e-07
1964,4.7637472228023725e-07,6.150891707079609e-07
1965,4.5801002546141945e-07,6.588340406565862e-07
1966,5.383980679063427e-07,5.48922317378242e-07
1967,5.166991521310393e-07,5.842447521331451e-07
1968,4.051256959902716e-07,5.389698962687817e-07
1969,4.514507359054676e-07,5.127644389091301e-07
1970,3.7893495408169997e-07,4.998814082668446e-07
1971,4.3933299265219716e-07,5.184643248057341e-07
1972,3.729616903092037e-07,5.222489329881341e-07
1973,4.1018235097389777e-07,5.248569943105963e-07
1974,4.0672883683257055e-07,3.594740158874288e-07
1975,4.1065541767082436e-07,5.111774594723784e-07
1976,4.079458255645818e-07,4.005182470123714e-07
1977,4.01384201875743e-07,4.707302228013077e-07
1978,3.386137139571588e-07,5.09702714701632e-07
1979,3.440960313350061e-07,4.862989841925014e-07
1980,3.2234804003827833e-07,5.093895212304744e-07
1981,2.859148393596911e-07,5.319787028668088e-07
1982,3.0478835211233957e-07,5.388111743442892e-07
1983,2.7345319608684804e-07,6.403730399284768e-07
1984,2.52836773739773e-07,6.112154835591355e-07
1985,3.0739501566401373e-07,4.7101819511397025e-07
1986,2.673540528963514e-07,6.054430299329283e-07
1987,3.611492629396196e-07,5.444737629645147e-07
1988,2.5065594289053195e-07,5.37291227509229e-07
1989,1.909866496063728e-07,5.466169641366037e-07
1990,2.2557414969259781e-07,5.230705131253899e-07
1991,2.3035557727979494e-07,5.374963603088645e-07
1992,1.630943504693505e-07,4.843240866136966e-07
1993,2.2046045700108152e-07,3.317985273199042e-07
1994,1.524453796530878e-07,3.803222039522325e-07
1995,2.125600774283143e-07,2.8413642638724923e-07
1996,2.0605035411236372e-07,3.234883978464609e-07
1997,1.0980308384755944e-07,3.303682385435991e-07
1998,1.316003657159115e-07,3.9956923991724125e-07
1999,1.6955446535682483e-07,3.1625792518141793e-07
2000,1.9483518709506598e-07,3.3002695354333866e-07
2001,1.296838689768265e-07,2.860931376247322e-07
2002,1.305603966050839e-07,2.0942239054022593e-07
2003,1.5042591949843143e-07,2.1209637379726587e-07
2004,1.700249482594618e-07,2.0306087411547935e-07
2005,1.5763123639711552e-07,2.0582135507041244e-07
2006,2.2442499875152677e-07,2.0630628050355426e-07
2007,1.6417310089167358e-07,1.4539905279775667e-07
2008,1.4092124867026712e-07,1.6433716654162822e-07
2009,2.5891284249901503e-07,1.4829079297840053e-07
2010,2.116259318896141e-07,1.639156215205162e-07
2011,2.2255517517777434e-07,1.433989476051778e-07
2012,2.291062098924712e-07,1.4910627177400215e-07
2013,1.5284404897286663e-07,1.785040035784391e-07
2014,1.4768336260850834e-07,1.266785363274181e-07
2015,2.0569820136095984e-07,1.3210789040485338e-07
2016,1.6715714334925025e-07,1.4872221187900436e-07
2017,1.4439609019589739e-07,8.72917121919059e-08
2018,1.3449441449431276e-07,1.2210337252405168e-07
2019,1.9004859225235649e-07,1.1020266899031128e-07
