year,en_ADP errant_VERB,en_ADP serrant_VERB
2003,5.3753306694659386e-08,4.841964535984289e-07
2004,3.9643122118349083e-08,5.30777341190003e-07
2005,3.828187011833961e-08,5.16129713190594e-07
2006,4.776752193791367e-08,6.423908303077042e-07
2007,4.593651503626006e-08,1.0924900806230653e-06
2008,4.6831836186811415e-08,1.2108158102819289e-06
2009,4.3867371068984085e-08,1.3908817706465015e-06
2010,5.5268377874284624e-08,2.025090061863466e-06
2011,6.577231870252831e-08,2.3513604716640657e-06
2012,7.319143158213137e-08,2.8970191436883397e-06
2013,8.506831150612015e-08,3.348344620235366e-06
2014,8.25034600637764e-08,3.3655348090633197e-06
2015,1.0462236232910982e-07,3.5349944624840646e-06
2016,9.735298434065953e-08,3.655293831172912e-06
2017,7.6977708651782e-08,3.804107443272642e-06
2018,9.499797215539729e-08,4.417405840229094e-06
2019,9.004986623040168e-08,4.145354878914986e-06
