year,en_ADP errant_VERB,en_ADP serrant_VERB
1800,1.4148739957420275e-07,6.131120819929947e-07
1801,2.8574191901498125e-08,5.619590695005172e-07
1802,1.767893706983159e-07,5.16941042860708e-07
1803,4.290746247193056e-08,5.24641251331559e-07
1804,1.087614407424553e-07,6.352657138108952e-07
1805,1.9900143755080535e-08,6.87976411839486e-07
1806,8.645007376628655e-09,4.091970069453055e-07
1807,1.4234775580490577e-08,4.384310976490724e-07
1808,2.945896238060186e-08,3.104521324459597e-07
1809,1.1521056020313836e-07,5.873479427265238e-07
1810,5.148278958699848e-08,5.38229130597756e-07
1811,4.011322829455821e-08,2.7076429631733845e-07
1812,3.7340916136940905e-08,4.2141889977642677e-07
1813,8.627224934443234e-09,4.026038169513413e-07
1814,5.034683336901935e-08,5.097616835314511e-07
1815,8.091670622434322e-08,4.3425298201782425e-07
1816,9.502175757347686e-08,5.770833393370367e-07
1817,3.113746860350375e-08,5.417919464179022e-07
1818,4.7684711068640695e-08,4.911525159911889e-07
1819,6.728182633253255e-08,3.043208725017621e-07
1820,7.001224133773576e-08,5.470447668187717e-07
1821,2.3667572346397492e-08,4.1023792540784143e-07
1822,6.917674966189225e-08,4.2408355227507855e-07
1823,2.8659791428964354e-08,4.931460946266952e-07
1824,8.589535305247864e-08,4.016870782663773e-07
1825,6.95629989166946e-08,3.883200392351682e-07
1826,9.864942729365112e-08,5.002935150599797e-07
1827,6.820781983662982e-08,3.0601345635261623e-07
1828,7.337840646215454e-08,4.329326088736707e-07
1829,5.82975960838894e-08,5.16962511909469e-07
1830,9.601888706356476e-08,5.573270129843877e-07
1831,9.198811845578803e-08,6.189708976478414e-07
1832,4.600189562609103e-08,6.37261532432376e-07
1833,6.71850450828515e-08,7.598860420898745e-07
1834,1.0174638731541563e-07,6.45016083211658e-07
1835,5.899208588289184e-08,7.177370235922353e-07
1836,1.1559690271667478e-07,5.242185228127028e-07
1837,8.76694290496971e-08,7.618890656146959e-07
1838,4.102905215574992e-08,6.217479509018631e-07
1839,7.131304791130333e-08,8.026213791367809e-07
1840,4.649872664685972e-08,7.885674708774104e-07
1841,6.80578167155943e-08,5.707867885007545e-07
1842,6.842430444464753e-08,7.104052883732948e-07
1843,1.163661469405497e-07,7.041038223576379e-07
1844,8.562155429103768e-08,7.146106941746666e-07
1845,7.70071491018598e-08,8.961846180710609e-07
1846,5.0348711866377016e-08,6.779512471410953e-07
1847,5.177494610819622e-08,5.387830341874178e-07
1848,7.723413197879836e-08,5.824740583193488e-07
1849,1.374224058992013e-07,5.723140681368477e-07
1850,6.381656358911414e-08,5.42440783846132e-07
1851,4.6435958189761095e-08,7.429753310361775e-07
1852,8.984553012680863e-08,5.533963758352911e-07
1853,9.555091295965212e-08,7.536577903977104e-07
1854,5.091751198449401e-08,6.3179282250303e-07
1855,7.323573214534917e-08,9.011179464835095e-07
1856,6.1090831948718e-08,6.46630923029079e-07
1857,5.613735520881846e-08,6.809705332955218e-07
1858,4.404308295846704e-08,7.634134426837136e-07
1859,1.048987678942126e-07,7.882684087689995e-07
1860,8.193159217739776e-08,7.941413926459973e-07
1861,9.620566387980034e-08,7.239004560233298e-07
1862,7.364317688995925e-08,6.754389563212726e-07
1863,6.842630728698396e-08,7.696710433435783e-07
1864,5.8495679411407764e-08,7.091402487446885e-07
1865,9.696099567690908e-08,6.999077371006024e-07
1866,7.34707565896997e-08,6.150134463922541e-07
1867,7.618914033002966e-08,8.172134471351455e-07
1868,9.039969661728264e-08,7.034380722359401e-07
1869,7.276443447779002e-08,8.233613204566836e-07
1870,8.42905176767772e-08,7.6033488305427e-07
1871,5.523012180930209e-08,7.041840355270779e-07
1872,7.135860080609291e-08,7.420085559317613e-07
1873,5.566984029314881e-08,7.027569104423037e-07
1874,5.257656177093395e-08,9.96564850197501e-07
1875,6.522541085018929e-08,7.323554598315241e-07
1876,4.897272010140341e-08,6.668754117811204e-07
1877,8.040261079145239e-08,7.990782506794858e-07
1878,7.186515382784364e-08,6.347082432967e-07
1879,5.9260454321474754e-08,8.03987184383459e-07
1880,4.7492061838738664e-08,6.366503413346436e-07
1881,3.5559788891248445e-08,6.784250139446613e-07
1882,6.189508283682699e-08,8.212745488123119e-07
1883,6.572112543068442e-08,7.039743827874645e-07
1884,6.469663205166398e-08,7.182646086789646e-07
1885,4.7697702676430254e-08,6.851710807609379e-07
1886,5.2918403881108134e-08,6.963287688677156e-07
1887,5.7454535351553204e-08,7.442974023774696e-07
1888,6.65764527951751e-08,7.450222021532227e-07
1889,5.012109305368995e-08,6.428030125960049e-07
1890,6.882105729744126e-08,7.275368787418302e-07
1891,4.84440718651058e-08,8.088885294910142e-07
1892,4.1999032918127455e-08,6.450299459004327e-07
1893,7.636436372138178e-08,5.942872043362968e-07
1894,8.822155095344897e-08,7.196357643124429e-07
1895,5.838056083007359e-08,6.277414712485552e-07
1896,6.545702024851607e-08,6.634157614371361e-07
1897,5.826713422862895e-08,6.683240520999334e-07
1898,5.54518768680623e-08,7.531270185268113e-07
1899,6.301439192668568e-08,6.306967037517097e-07
1900,5.710158568206225e-08,6.442096847081302e-07
1901,2.6825946353170593e-08,6.823850249304542e-07
1902,3.830021411133089e-08,1.3522921591402337e-06
1903,7.128290491209555e-08,5.232813649058699e-07
1904,5.159640181773284e-08,5.826093456562376e-07
1905,4.954328858275403e-08,5.181401832032861e-07
1906,6.018695763998494e-08,5.68432398040386e-07
1907,4.6285590471484284e-08,6.783410206878671e-07
1908,5.6480976340367306e-08,5.638274771513352e-07
1909,5.776032541149334e-08,5.566995575634337e-07
1910,6.092331616969204e-08,6.57864937636532e-07
1911,3.9902806392433376e-08,6.118430242452177e-07
1912,6.928530105199115e-08,6.152326363917382e-07
1913,5.8332888741574607e-08,5.732531676017061e-07
1914,5.35739506091204e-08,6.181094462931469e-07
1915,3.062998121805549e-08,5.902161603899003e-07
1916,2.6369908923129515e-08,6.021129408395609e-07
1917,3.1802630973132295e-08,6.579854598953716e-07
1918,6.547234399079116e-08,6.409397741435896e-07
1919,5.524709134618888e-08,6.242921415378078e-07
1920,5.1491177543994127e-08,5.989635383230052e-07
1921,7.724202166770056e-08,5.997616234765246e-07
1922,5.5334515636218384e-08,7.370557426611413e-07
1923,5.73261198510977e-08,5.318590048375427e-07
1924,7.734974794004756e-08,5.556290183506007e-07
1925,6.378943240292756e-08,6.609905192078713e-07
1926,6.130376206670007e-08,5.51733865705728e-07
1927,4.9056588569129644e-08,6.421953351321008e-07
1928,8.5695309515188e-08,6.467139215260431e-07
1929,5.124587065807873e-08,6.650822506060194e-07
1930,4.096405525899627e-08,5.503888225177889e-07
1931,5.1324104965999595e-08,5.440355224095583e-07
1932,3.507051760109903e-08,5.107144183114087e-07
1933,6.65298438562445e-08,4.5423822570000993e-07
1934,4.912448048344231e-08,5.727195500071502e-07
1935,6.58255636665217e-08,6.546651398764425e-07
1936,6.062357105207639e-08,6.001733687810429e-07
1937,4.40689147396256e-08,5.577865351824585e-07
1938,5.8343463393839556e-08,6.262198617434933e-07
1939,5.964679772318959e-08,5.612916282871083e-07
1940,4.057252667166722e-08,3.854390033808386e-07
1941,4.427254030048289e-08,5.430764637992525e-07
1942,5.461581054078124e-08,5.127817814809532e-07
1943,5.8064703711835364e-08,5.400017393242251e-07
1944,4.819779242382083e-08,5.783735232967047e-07
1945,5.664110513947662e-08,7.27620367513282e-07
1946,5.846863970759841e-08,6.278417856719898e-07
1947,5.364391952866754e-08,7.188285202630595e-07
1948,5.218506338167117e-08,6.675339250250545e-07
1949,3.7304631383960896e-08,6.165081352094148e-07
1950,8.614642865722999e-08,7.58301272441031e-07
1951,7.99605128776193e-08,7.132477968241346e-07
1952,5.272402070488624e-08,6.189800032530002e-07
1953,4.8482224013213226e-08,6.679773179030235e-07
1954,4.397641362174909e-08,6.469419098209528e-07
1955,4.974372025401408e-08,6.044331293253435e-07
1956,4.8838392885386384e-08,7.404249124931539e-07
1957,5.301022776293962e-08,6.255206734806507e-07
1958,5.211513443015292e-08,5.798842686033367e-07
1959,3.8753740660979474e-08,4.634947199377848e-07
1960,3.598833475670915e-08,6.021125216193468e-07
1961,4.377340268035823e-08,6.385358339855429e-07
1962,4.8198868007887086e-08,5.352610923381462e-07
1963,3.427008277157029e-08,6.188012697805334e-07
1964,5.293052396382336e-08,5.402563623135848e-07
1965,5.307882133820385e-08,5.198441428433398e-07
1966,2.880318827891415e-08,5.500301121230677e-07
1967,4.683818932704753e-08,5.650164549564352e-07
1968,5.3896988205792695e-08,4.846237793287855e-07
1969,3.633406286951413e-08,4.5008821025760426e-07
1970,3.08114573854823e-08,3.7755531323568903e-07
1971,4.367637806979019e-08,3.946289401923764e-07
1972,4.258022046066401e-08,4.098987229639306e-07
1973,2.9219979769123938e-08,4.008099079300109e-07
1974,2.8127858486826085e-08,3.662247110014505e-07
1975,2.4559365652265797e-08,3.68390470129043e-07
1976,3.7709276590192076e-08,4.142306941901097e-07
1977,4.113747431588877e-08,3.83166165462967e-07
1978,4.217819959961844e-08,4.348512927521142e-07
1979,3.979341833826311e-08,4.5469831810862615e-07
1980,4.6618234605944053e-08,4.093308607622248e-07
1981,3.415796667738391e-08,4.933928394734721e-07
1982,4.531476660574185e-08,4.2148939272124153e-07
1983,2.5261263303377746e-08,4.6607032899714795e-07
1984,3.7113654371978555e-08,4.5000305348708025e-07
1985,3.128090275694717e-08,4.457528461898619e-07
1986,4.0762501152258324e-08,3.9803383700132144e-07
1987,4.3386798154188e-08,4.528115429280888e-07
1988,3.537966714040053e-08,4.275542817566702e-07
1989,2.8538235774533405e-08,4.346592668014182e-07
1990,4.685839760654176e-08,4.1464234712407233e-07
1991,3.692723060666481e-08,4.355068501382675e-07
1992,4.793651586787462e-08,4.0663387856909594e-07
1993,3.434308659677754e-08,4.6695519273498576e-07
1994,5.644171530150288e-08,4.963705855232092e-07
1995,4.446409551661645e-08,4.798868964428493e-07
1996,3.042712526379887e-08,4.2384451148791413e-07
1997,4.075660342550691e-08,4.1284042495703943e-07
1998,4.863491920303886e-08,4.858723574585611e-07
1999,4.1588831045658026e-08,4.2365765828833446e-07
2000,4.68311323054138e-08,4.1617856183506774e-07
2001,4.205963177739136e-08,4.131482853608759e-07
2002,3.680226079438853e-08,4.5389455216593433e-07
