year,en_PRON avait_VERB,en_PRON savait_VERB
1900,2.5364523025928065e-05,3.950391374019091e-07
1901,2.4921862859628163e-05,4.0071259377327806e-07
1902,2.139607022400014e-05,3.4912119417640497e-07
1903,2.422214856778737e-05,3.407538997635129e-07
1904,2.4429284167126752e-05,3.778361588047119e-07
1905,2.4728293283260427e-05,3.400940329356672e-07
1906,2.413857146166265e-05,3.2048268394646584e-07
1907,2.4703647795831785e-05,3.198848617103067e-07
1908,2.4289274733746424e-05,4.6609082460236095e-07
1909,2.4629553081467748e-05,4.444794683422515e-07
1910,2.4557975848438218e-05,4.622690426003828e-07
1911,2.443009361741133e-05,4.0381638655162533e-07
1912,2.3889364456408657e-05,3.5319877156325674e-07
1913,2.2890355467097834e-05,3.494670295367541e-07
1914,2.2660440663457848e-05,3.4019458894363197e-07
1915,2.2656760847894475e-05,3.1101211561690434e-07
1916,2.2519901904161088e-05,4.087335980784701e-07
1917,2.304265035490971e-05,3.235095107356756e-07
1918,2.3154238078859635e-05,3.5148312349519983e-07
1919,2.2375992557499558e-05,3.333241238578921e-07
1920,2.3106664229999296e-05,4.369177588614548e-07
1921,2.1724697944591753e-05,4.581512200729776e-07
1922,2.2509342670673504e-05,4.1242660131501907e-07
1923,2.2990958314039744e-05,4.766560834923439e-07
1924,2.2604173864237964e-05,4.550743426534609e-07
1925,2.2922402422409505e-05,4.795205654772872e-07
1926,2.3596374376211315e-05,4.4584552938431443e-07
1927,2.5069031835300848e-05,5.128643465468485e-07
1928,2.260527980979532e-05,4.273339300198131e-07
1929,2.3553047867608257e-05,5.002042371415882e-07
1930,2.245775431219954e-05,4.2434558622517216e-07
1931,2.122764999512583e-05,3.9576588051204453e-07
1932,2.1538777218665928e-05,3.507051644646708e-07
1933,2.1085370462969877e-05,4.0950263269223797e-07
1934,2.062030034721829e-05,4.2055347648783936e-07
1935,2.0168952687527053e-05,3.614421757447417e-07
1936,1.9920906197512522e-05,3.564666144484363e-07
1937,2.0215040422044694e-05,3.2862817533896305e-07
1938,1.9249453544034623e-05,3.928460046154214e-07
1939,1.9403561964281835e-05,3.9917472349770833e-07
1940,1.7359969206154346e-05,3.093655038810539e-07
1941,2.0675275663961656e-05,3.8959834114393743e-07
1942,2.1330508388928138e-05,3.489343498586095e-07
1943,2.2871687178849243e-05,3.9483998648393026e-07
1944,2.2383055693353526e-05,2.956131197606737e-07
1945,2.470423532940913e-05,4.09558765568363e-07
1946,2.1874231606489047e-05,4.1624102209425473e-07
1947,2.2028578314348124e-05,4.315355397466192e-07
1948,2.0864239559159614e-05,3.816032574377459e-07
1949,1.8473645468475297e-05,3.288697882908309e-07
1950,1.8493830793886445e-05,3.477763073078677e-07
1951,2.1338795704650693e-05,4.1046396859201195e-07
1952,1.8557801013230346e-05,3.6063229913452233e-07
1953,1.913108462758828e-05,3.1567313385494344e-07
1954,1.985095332202036e-05,4.710362304649607e-07
1955,1.86548350029625e-05,4.176595496119262e-07
1956,1.8855107555282302e-05,4.4041763658242417e-07
1957,1.9181750758434646e-05,3.7637261129930266e-07
1958,1.8877259208238684e-05,4.615911848304677e-07
1959,1.8352220649830997e-05,4.317166428791097e-07
1960,1.837204399635084e-05,4.3670459604072676e-07
1961,1.9133145542582497e-05,3.925709961549728e-07
1962,1.916856308525894e-05,4.166665235061373e-07
1963,1.8894454115070403e-05,3.9442923593924206e-07
1964,1.9376830096007325e-05,4.4899687168253877e-07
1965,1.8372933482169174e-05,3.5568282896747405e-07
1966,1.911756226036232e-05,3.79980519937817e-07
1967,1.930275720951613e-05,4.2400887423355016e-07
1968,2.0298954041209072e-05,3.7638065464307147e-07
1969,1.8369139070273377e-05,3.442652314333827e-07
1970,1.750826595525723e-05,3.34787188194241e-07
1971,1.710469769022893e-05,3.458141577539209e-07
1972,1.6153806427610107e-05,2.996005719069217e-07
1973,1.6354368199245073e-05,3.032262156921206e-07
1974,1.6212898117373697e-05,2.9477996577043086e-07
1975,1.547696956549771e-05,3.0841994203001377e-07
1976,1.5236833860399202e-05,2.805341807743389e-07
1977,1.4927026313671377e-05,2.597537616111367e-07
1978,1.6005735233193263e-05,2.9702957249355677e-07
1979,1.6137400962179527e-05,3.435108339999715e-07
1980,1.534081093268469e-05,3.274646758200106e-07
1981,1.5496963897021487e-05,3.33989021328307e-07
1982,1.6087984477053396e-05,3.4513712421357923e-07
1983,1.5275485566235147e-05,3.5428922728897305e-07
1984,1.5345336578320712e-05,3.9259288087123423e-07
1985,1.5342680853791535e-05,3.80784825892988e-07
1986,1.6149742805282585e-05,3.464812721176713e-07
1987,1.573351983097382e-05,3.434278994518536e-07
1988,1.6466536180814728e-05,4.6053531832512817e-07
1989,1.6802434402052313e-05,4.1984134213635116e-07
1990,1.559621887281537e-05,3.2855365361683653e-07
1991,1.5130785868677776e-05,3.1300223213293066e-07
1992,1.6017407688195817e-05,3.834921074030717e-07
1993,1.541783058200963e-05,4.0436214021610795e-07
1994,1.546977728139609e-05,3.808497126556176e-07
1995,1.5385119695565663e-05,3.44867885360145e-07
1996,1.452868582418887e-05,3.234883934055688e-07
1997,1.4521338016493246e-05,3.4667087334128155e-07
1998,1.4985276720835827e-05,3.566560735634994e-07
1999,1.4717876183567569e-05,3.4139401350330445e-07
2000,1.4288797501649242e-05,3.485826880478271e-07
2001,1.4697650840389542e-05,3.3253397191401746e-07
2002,1.5258479834301397e-05,3.6232702882443846e-07
2003,1.6375590348616242e-05,3.850236680591479e-07
2004,1.5966927094268613e-05,3.8057396523072384e-07
2005,1.5660438293707557e-05,4.0713896964916785e-07
2006,1.7030357412295416e-05,4.550268499770027e-07
2007,1.9654835341498256e-05,5.999708037052187e-07
2008,2.019346175075043e-05,5.977445312055352e-07
2009,2.2915455701877363e-05,7.185666390796541e-07
2010,2.72430588665884e-05,9.38617688461818e-07
2011,2.8752827347489074e-05,1.1647819064819487e-06
2012,3.577835377654992e-05,1.333445766249497e-06
2013,3.856272087432444e-05,1.4450456546910573e-06
2014,4.197953603579663e-05,1.5710304523963714e-06
2015,3.977822052547708e-05,1.5396332173622795e-06
2016,4.051292489748448e-05,1.5050356978463242e-06
2017,3.7729139876319095e-05,1.3861018715033424e-06
2018,4.098465797142126e-05,1.5194513025562628e-06
2019,3.922704854630865e-05,1.4635016896136221e-06
