year,en_ADP eau_NOUN,en_ADP sot_NOUN
1877,2.013776033038539e-06,1.7317484335421796e-08
1878,2.335919546680998e-06,3.5026715750063886e-08
1879,2.146816937553808e-06,1.1607718342077078e-08
1880,2.432363761073475e-06,2.1178893305773272e-08
1881,2.5191669088542312e-06,1.045876096839038e-08
1882,2.059841768264903e-06,1.9966155839767907e-08
1883,2.4588548654946862e-06,6.319338829996468e-09
1884,2.280226148343445e-06,2.2445768799173038e-08
1885,2.480925262560163e-06,1.7403216756584072e-08
1886,2.509752055068759e-06,2.1296431285122708e-08
1887,2.944544934990745e-06,1.7628095927424425e-08
1888,2.8526426163466567e-06,1.5851536971922542e-08
1889,2.7836001859071757e-06,5.6386229019267375e-09
1890,2.89048454860108e-06,5.243509182406569e-09
1891,2.7166926770405553e-06,1.0198752065093686e-08
1892,3.2270301826287096e-06,1.3163875989263829e-08
1893,3.2183885432246484e-06,1.4164357686752282e-08
1894,3.520670052381547e-06,6.9316934414587195e-09
1895,3.2428293863517865e-06,9.027921299420427e-09
1896,3.2221366303986088e-06,3.5382172747233653e-09
1897,3.4051314283800593e-06,1.0488084734028291e-08
1898,3.4408455000800586e-06,7.355861253444118e-09
1899,3.4834797926208694e-06,1.492446166651007e-08
1900,3.6404855165983463e-06,5.710158568206225e-09
1901,4.084809301474479e-06,5.029864968975062e-09
1902,4.2861866802468285e-06,5.892340837476695e-09
1903,4.779194757276173e-06,1.6200660368781428e-08
1904,4.806527314826781e-06,1.1824175416563776e-08
1905,4.8232454261665225e-06,6.708986699521802e-09
1906,5.007863460804174e-06,8.230695125455156e-09
1907,4.5509021333600685e-06,1.6971383132169393e-08
1908,4.656979236017378e-06,1.7681000885616527e-08
1909,4.872221001761545e-06,2.0353638774395222e-08
1910,5.38262861482508e-06,9.085056262847502e-09
1911,4.311099131015794e-06,2.128149745317387e-08
1912,4.8046492082676195e-06,1.1981668712746085e-08
1913,5.361322720887074e-06,1.0605979705591295e-08
1914,5.214084865201585e-06,8.705766774141921e-09
1915,4.38362137167303e-06,7.068456930880984e-09
1916,4.108212152686974e-06,4.394984820521586e-09
1917,4.176014220647062e-06,7.676496771580332e-09
1918,4.414214593850829e-06,9.189101035644853e-09
1919,5.395798947205321e-06,1.1970203106503874e-08
1920,4.749303581519371e-06,1.817335615328375e-08
1921,5.319854864183071e-06,9.087296748422347e-09
1922,5.671419106789699e-06,1.6969252392140532e-08
1923,5.074423363282676e-06,1.8047111804975202e-08
1924,5.249469680279617e-06,3.867487219366694e-09
1925,5.724551691344004e-06,1.7597084678300234e-08
1926,6.046779901680566e-06,1.7833821530643945e-08
1927,5.221181787362639e-06,1.3379070296082318e-08
1928,5.745013311297953e-06,1.7139061725401916e-08
1929,6.141706258233626e-06,1.4482527843640014e-08
1930,6.183471313647715e-06,2.10072066408884e-08
1931,7.438573604190424e-06,2.623232031595535e-08
1932,7.076572863695674e-06,1.5343351589258702e-08
1933,7.257488171319437e-06,6.882397318719313e-09
1934,6.84747317336587e-06,1.4377896206951846e-08
1935,8.338303565835758e-06,1.0771455727365264e-08
1936,8.8195175464989e-06,1.576212849130343e-08
1937,8.696685426912154e-06,1.1332006444320086e-08
1938,7.62354610372995e-06,1.4261735903353667e-08
1939,8.986784109765722e-06,1.070583532936098e-08
1940,8.90566941080806e-06,2.5357829613881222e-08
1941,8.515085184512827e-06,2.3612021227137348e-08
1942,9.093532824522299e-06,2.1239483061208375e-08
1943,9.513901794377944e-06,1.4516176038981143e-08
1944,8.685242278261285e-06,2.2492303131116387e-08
1945,7.61169307139653e-06,1.742803190651898e-08
1946,6.964728676450704e-06,1.1136883415474585e-08
1947,7.451736657060337e-06,1.4305045148432782e-08
1948,8.904076075566536e-06,2.283096489641423e-08
1949,1.0255828883032336e-05,1.865231580300275e-08
1950,1.000255775096548e-05,3.190608399705752e-08
1951,9.75518294410449e-06,3.3050346015528476e-08
1952,1.1146911987225394e-05,2.2144087452602434e-08
1953,1.0788910842052246e-05,1.508335811806205e-08
1954,1.1238416121273076e-05,1.4658804392553293e-08
1955,1.0398314707060763e-05,1.595553333899602e-08
1956,1.0689503376681841e-05,2.7035539362785244e-08
1957,1.202006853873172e-05,1.943708272111877e-08
1958,1.2178396730178065e-05,8.272243612328367e-09
1959,1.144552912535346e-05,1.162612162097787e-08
1960,1.12657321125198e-05,1.3841666979264033e-08
1961,1.199738642299053e-05,1.1117054998788234e-08
1962,1.1731351079902197e-05,1.52206956482992e-08
1963,1.2621735876905404e-05,1.3578712043660346e-08
1964,1.2107096566182918e-05,1.5209921211400967e-08
1965,1.113451425283074e-05,1.696333440381892e-08
1966,1.1951107566687824e-05,1.0524241700338166e-08
1967,1.2112848139622656e-05,3.007504761898261e-08
1968,1.1193955401722633e-05,1.6618238701804344e-08
1969,1.2181448965975505e-05,1.680450351093654e-08
1970,1.1858732534619776e-05,1.6555409848573177e-08
1971,1.1779776514231344e-05,1.6956711812454728e-08
1972,1.1121132260427657e-05,2.257264553051641e-08
1973,1.302163599348205e-05,9.372446541089374e-09
1974,1.202128431998517e-05,1.1251143128276908e-08
1975,1.197583124223911e-05,1.4278700000147637e-08
1976,1.2197808473501937e-05,1.7140580454988452e-08
1977,1.330797223886293e-05,1.4104275969373248e-08
1978,1.1307915684710679e-05,1.485147826940647e-08
1979,1.2330693010653704e-05,1.0533551808578068e-08
1980,1.1343581405753866e-05,5.68515062804309e-09
1981,1.1329692057415741e-05,1.5181318924195608e-08
1982,1.2385828924266207e-05,8.690503427999374e-09
1983,1.1197686518471528e-05,8.841442245000053e-09
1984,1.1788224739461839e-05,8.11861194938146e-09
1985,1.2007053783236188e-05,1.0226449020933615e-08
1986,1.1037047073614303e-05,8.991728250862252e-09
1987,1.193320315451274e-05,1.1610551631235921e-08
1988,1.1320294731831382e-05,7.795519785247507e-09
1989,1.021778618337521e-05,1.0427432473036902e-08
1990,1.128688012386192e-05,8.717841171179685e-09
1991,1.1207707771632158e-05,9.37834432335194e-09
1992,1.0600581731523562e-05,1.1570882918476855e-08
1993,1.0196573356324734e-05,1.1632335983335906e-08
1994,1.0445936752034868e-05,4.747434001473039e-09
1995,1.04306267019183e-05,8.133675954979935e-09
1996,9.974224809639054e-06,9.60856638698715e-09
1997,1.0570824201749929e-05,6.7128524960935465e-09
1998,1.0249570138398667e-05,9.059445638115449e-09
1999,9.188846185281818e-06,1.325358303660984e-08
2000,9.242522168051437e-06,9.71966962470816e-09
2001,9.386308008174638e-06,1.2267393323384113e-08
2002,8.724764299472554e-06,1.3581786972860499e-08
2003,1.0066451999080073e-05,1.1250691767106247e-08
2004,8.588902609574234e-06,1.3214373956182968e-08
2005,9.093971073070861e-06,1.170974872621855e-08
2006,9.61403758381607e-06,9.47114714433539e-09
2007,8.219840257339683e-06,9.18730247434496e-09
2008,9.740596006224678e-06,7.2376473703172906e-09
2009,9.427669930062166e-06,8.105927262747059e-09
2010,8.433387488793187e-06,3.7790344187271785e-09
2011,8.046019292606843e-06,1.911985902935953e-09
2012,7.813440756621048e-06,6.468080293586809e-09
2013,6.205802995040699e-06,3.90477494782715e-09
2014,4.880263917428351e-06,2.5985342766432495e-09
2015,4.7656369064341675e-06,6.871383906315032e-09
2016,4.501021731329047e-06,8.492493819289848e-09
2017,4.617656377270407e-06,3.5218559180094644e-09
2018,5.414368375866729e-06,6.453666934191915e-09
2019,4.471881438483649e-06,3.826481798085979e-09
