year,aucun_DET entier_ADJ,aucun_DET sentier_NOUN
1923,5.307974060286824e-09,8.492758496458919e-09
1924,3.867487219366694e-09,2.9650736532715882e-08
1925,5.499089184013428e-09,3.4094352896474334e-08
1926,3.343841648018042e-09,6.687682962969177e-09
1927,3.3447675740205796e-09,2.1183527376678057e-08
1928,0.0,7.998228745975666e-09
1929,0.0,1.6710609340719884e-08
1930,0.0,2.7309369432515496e-08
1931,0.0,3.307553519960038e-08
1932,7.6716757391182e-09,1.2055489939655217e-08
1933,0.0,9.176529758292418e-09
1934,8.38710612072191e-09,1.1981580172459871e-08
1935,1.196828414151696e-09,1.795242532409702e-08
1936,3.6374143697059935e-09,1.9399543749187842e-08
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,1.0372171566075394e-08,2.5930428915188486e-09
1939,2.5999884911698246e-08,1.2235240376412548e-08
1940,3.296517903095264e-08,5.0715658339584024e-09
1941,0.0,2.6563524713196784e-08
1942,0.0,1.517105907566929e-08
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,9.639558484764166e-09,1.6065930807940276e-08
1945,1.5249527862692958e-08,1.9606536394434215e-08
1946,2.0881657292193267e-08,2.645009811175214e-08
1947,3.5762612871081956e-09,1.6689219339838246e-08
1948,1.0871887834440486e-09,1.848220954059343e-08
1949,0.0,4.908504269707237e-09
1950,1.0635361480382244e-09,1.4889506516624351e-08
1951,0.0,1.3859821956785368e-08
1952,3.1634410646574906e-09,2.2144088784870064e-08
1953,8.619061908632375e-09,1.2928593307037772e-08
1954,3.9090144454689835e-09,9.772536113672459e-09
1955,5.631364707880948e-09,1.407841221379158e-08
1956,0.0,8.72114114258693e-09
1957,5.301022731885041e-09,1.1485548956358116e-08
1958,5.790570245522986e-09,1.2408365557270429e-08
1959,3.8753737996444215e-09,2.1702094787912074e-08
1960,2.076250060767393e-09,1.3841667145797487e-08
1961,1.3896318540318475e-09,1.5285950616394928e-08
1962,3.805173953708163e-09,1.8391673961559718e-08
1963,3.879631726988464e-09,1.5518527685109973e-08
1964,4.867174663303331e-09,1.0951142881410192e-08
1965,7.1136563306595235e-09,6.5664522708175355e-09
1966,3.3234448526542337e-09,1.3293779743683842e-08
1967,2.465167847631733e-09,1.5284039811547245e-08
1968,2.6948494546985557e-09,1.4372530943163042e-08
1969,5.450109252791435e-09,1.3171097323905201e-08
1970,8.277704743875347e-09,1.1036940472664014e-08
1971,3.083038491169532e-09,7.193756590417877e-09
1972,1.5390440033513642e-09,1.6929484925043425e-08
1973,5.513203671370093e-09,9.923766475239404e-09
1974,3.937900228123681e-09,1.0126029126311664e-08
1975,6.8537762132336866e-09,5.711480177694739e-09
1976,5.713526984862938e-09,8.570290033205197e-09
1977,2.3507127355770763e-09,1.1165885327457659e-08
1978,1.7821774056514528e-09,5.940591130126904e-09
1979,6.437170796402825e-09,1.287434159280565e-08
1980,5.6851505725319385e-09,7.390695833109362e-09
1981,1.8976649140967083e-09,7.590659434342228e-09
1982,1.2415004579935385e-09,7.449002636938928e-09
1983,0.0,8.209910973278056e-09
1984,2.8995041922996734e-09,8.69851302098823e-09
1985,3.0077789148208467e-09,1.2031116214394899e-08
1986,5.994485352545098e-09,8.991728361884554e-09
1987,4.277571630240118e-09,9.77730663098697e-09
1988,2.398621523624911e-09,1.019414141989472e-08
1989,2.1952488715726304e-09,1.7013178421620978e-08
1990,5.44865097484859e-10,1.3621627492632626e-08
1991,5.2753188484189195e-09,1.4067516262983304e-08
1992,2.7549720282848966e-09,7.162927251336271e-09
1993,0.0,7.20096987594232e-09
1994,3.6924485691258724e-09,1.2132331361769388e-08
1995,2.1689803286761844e-09,1.0844901310314015e-08
1996,1.6014276571496566e-09,1.067618482508692e-08
1997,1.438468344439059e-09,8.630810177656656e-09
1998,3.337690568372409e-09,1.2873948573854932e-08
1999,4.570201161957499e-10,1.27965633645033e-08
2000,1.7672125984802278e-09,4.859834423776022e-09
2001,2.6287270138425356e-09,1.2705513752209185e-08
2002,2.1906108038649563e-09,1.3581786806327045e-08
2003,2.5001538617175356e-09,6.667076779542924e-09
2004,1.3214374039449694e-09,1.409533167961996e-08
2005,4.5037495954858286e-10,5.854874252086972e-09
2006,2.8825228870488218e-09,1.317724773741702e-08
2007,7.988958938831558e-10,1.1983438685803094e-08
2008,3.405951742863067e-09,1.149508688236267e-08
2009,1.907277002999308e-09,1.525821580194986e-08
2010,9.447586046817946e-10,1.79504135999764e-08
2011,3.059177577924288e-09,1.9502256254355643e-08
2012,3.063827413996023e-09,3.336167742062912e-08
2013,2.7891249310130206e-09,3.2911675162949905e-08
2014,2.165445156521173e-09,3.0965865427390327e-08
2015,1.5516027351836215e-09,3.6351837096049167e-08
2016,2.0713399884186856e-09,3.686985294848455e-08
2017,1.0062445321423752e-09,2.5156114080715497e-08
2018,1.8070267504555204e-09,3.278462745726074e-08
2019,7.65296326310505e-10,3.775461809851777e-08
