year,aucun_DET âge_NOUN,aucun_DET age_NOUN,aucun_DET sage_NOUN
1800,1.760732057931591e-07,4.0874140072588716e-08,1.8864987794131594e-08
1801,7.381665767525192e-08,0.0,1.904946111963568e-08
1802,9.622712582313397e-08,0.0,0.0
1803,6.046051614916337e-08,9.751696339321825e-09,1.950339223455444e-09
1804,8.157108188910911e-08,0.0,1.2359254952798437e-08
1805,7.391482248486625e-08,0.0,0.0
1806,1.296751053203593e-07,0.0,0.0
1807,1.3095993800504857e-07,8.540865792383556e-09,1.1387820464392462e-08
1808,9.064295714011905e-08,0.0,0.0
1809,6.777091243748146e-08,0.0,0.0
1810,7.722418304823009e-08,0.0,2.3401267590372754e-09
1811,1.9304490450622325e-07,2.5070767684098882e-09,2.5070767684098882e-09
1812,1.7603573709834563e-07,0.0,1.3336040716183106e-08
1813,1.8404746526812232e-07,0.0,6.039057476314724e-08
1814,5.349351184236184e-08,9.440031423224582e-09,3.1466771410748606e-09
1815,7.821948599939788e-08,0.0,0.0
1816,1.0197457278593447e-07,0.0,4.6352077731626196e-09
1817,1.2922049208441422e-07,0.0,6.227493631882908e-09
1818,7.748765362691756e-08,0.0,0.0
1819,1.159317584153996e-07,0.0,1.2421260464634543e-08
1820,1.293446416639199e-07,7.119888678630559e-09,1.1866481131050932e-08
1821,1.2622704836928733e-07,9.86148829262845e-10,1.6764530097468366e-08
1822,1.012587205195814e-07,0.0,1.0025615893027862e-09
1823,9.981514015322546e-08,0.0,3.9530747564242574e-09
1824,1.0694813035172501e-07,8.421112696055388e-10,5.894778887238772e-09
1825,1.3032055790063168e-07,8.805443041381977e-10,8.805442819337372e-09
1826,1.1274220312884609e-07,1.7615968683770689e-09,7.0463874735082754e-09
1827,1.723630104200069e-07,9.217273055917019e-10,2.7651818612639545e-09
1828,1.1373653308055509e-07,1.8344602503717056e-09,1.8344602503717056e-09
1829,1.0459274868424018e-07,1.714635211591542e-09,2.571952872898464e-09
1830,1.2315466069168224e-07,1.0436835840010872e-09,7.30578508800761e-09
1831,1.1693404822210596e-07,0.0,1.5591206103948707e-09
1832,1.6235963506971984e-07,6.764984572527055e-09,2.705993873419743e-09
1833,9.961920177659067e-08,2.3167257001688313e-09,0.0
1834,1.0454674370663497e-07,9.334530925997342e-10,1.4935249481595747e-08
1835,1.3613558280667348e-07,1.5126175867408165e-09,3.025235173481633e-09
1836,1.760836516595532e-07,6.720750067579218e-10,1.3441500135158435e-09
1837,1.1689256851354912e-07,6.957890930081589e-10,3.4789453540184923e-09
1838,1.1235648011975741e-07,1.2624323808552163e-09,8.2058102535143e-09
1839,8.3897702118918e-08,1.3982950353153e-09,7.690622472189546e-09
1840,7.134051571711097e-08,6.369688665408546e-10,8.280594876453051e-09
1841,1.2263247839428004e-07,6.420548537278137e-10,7.0626033910059505e-09
1842,1.1068637739697351e-07,0.0,1.475818356411196e-08
1843,1.0927785254466471e-07,1.7720733214154905e-09,1.4176587015413133e-08
1844,9.220782892782609e-08,5.488561272137815e-10,6.037417232818143e-09
1845,7.92392356174787e-08,1.1160455892778032e-09,7.812319069433471e-09
1846,1.1591912318920095e-07,1.7563503984519002e-09,5.854501328173001e-10
1847,6.903326266183285e-08,0.0,3.775256551818984e-09
1848,8.688839781001434e-08,2.4135665133151463e-09,1.6090443422100975e-09
1849,1.2485328149125507e-07,8.379414939696517e-10,8.379414939696517e-10
1850,8.011015051323511e-08,2.0366988096043315e-09,6.1100964288129944e-09
1851,7.029888315912558e-08,6.449438760824933e-10,1.2898877521649865e-09
1852,4.817803578305302e-08,0.0,3.906327261660181e-09
1853,9.49537124483868e-08,1.1943863675867306e-09,4.180352064508952e-09
1854,9.040456294684418e-08,5.195664454227256e-10,2.0782657816909023e-09
1855,8.597238121410555e-08,2.1227748447927297e-09,1.6982198758341838e-08
1856,8.335274870319154e-08,2.0708756931497874e-09,9.318940286107136e-09
1857,1.4156376426655015e-07,1.464452725752352e-09,9.763018171682347e-10
1858,9.34692154785921e-08,1.468102750479261e-09,1.0766087132907387e-08
1859,7.587338313186365e-08,1.5276520048956854e-09,7.129042689513199e-09
1860,1.2083765721371265e-07,9.154367819341758e-10,3.204028681258464e-09
1861,1.1978547931335015e-07,4.715963730639317e-10,4.715963730639317e-10
1862,9.035972858839614e-08,3.614389038064658e-09,1.8071945051545413e-09
1863,9.190102590039828e-08,1.9978483867255648e-09,5.494082966350788e-09
1864,8.486668523488561e-08,4.794727948009836e-10,3.835782358407869e-09
1865,9.413688850656854e-08,1.4120533631256649e-09,4.706844247692743e-09
1866,8.855415600805827e-08,4.865612912574591e-10,1.0217787060895489e-08
1867,1.0239432590708475e-07,9.7056229719783e-10,3.396968040192405e-09
1868,6.718228462432307e-08,1.975949626142892e-09,4.445886658821507e-09
1869,1.1476270067589667e-07,9.767038289254515e-10,9.767038733343725e-09
1870,9.231818687283067e-08,5.734048791339319e-10,3.4404292748035914e-09
1871,9.346635820861593e-08,1.0621177271019633e-09,3.18635318130589e-09
1872,9.131482592295015e-08,6.047339295989218e-10,3.628403577593531e-09
1873,1.1313548320401878e-07,1.1972008939764578e-09,4.190203295451056e-09
1874,7.348769237580655e-08,5.974609140757536e-10,5.377148060148329e-09
1875,9.211658635877029e-08,2.860763514966891e-09,3.432916173551348e-09
1876,7.738899210352201e-08,6.04601479992084e-10,4.836811839936672e-09
1877,1.0328642652268627e-07,1.8554447978047506e-09,4.9478527941460015e-09
1878,7.850814975896014e-08,1.2078177347163432e-09,1.2078177347163432e-09
1879,8.614148949703804e-08,2.443730107160036e-09,6.10932526790009e-10
1880,5.840240246968165e-08,6.417846254436199e-10,6.417846254436199e-10
1881,8.367009174392592e-08,6.972507571312292e-10,2.091752326904839e-09
1882,6.921600537168615e-08,6.655385131892899e-10,0.0
1883,7.140853242049161e-08,2.5277355764075082e-09,0.0
1884,5.743476183539542e-08,0.0,3.300848483434038e-09
1885,8.057044853515549e-08,3.86738152613475e-09,6.445635691854079e-10
1886,8.71217644693445e-08,3.2267319372003556e-09,6.453463874400711e-10
1887,7.704131199659514e-08,0.0,1.3057849246322917e-09
1888,6.404021091199752e-08,0.0,5.07249175996094e-09
1889,5.137412006916975e-08,1.8795410228200637e-09,5.6386229019267375e-09
1890,3.998175790442815e-08,6.554386478008212e-10,4.588070645628051e-09
1891,7.521579981073501e-08,0.0,6.374220040683554e-10
1892,5.57897612551983e-08,6.268512375839919e-10,1.2537024751679837e-09
1893,7.328515794213786e-08,3.0792083327568776e-09,6.158416554491453e-10
1894,7.372800814309244e-08,1.8904617871129403e-09,5.671385139294216e-09
1895,6.078800485198599e-08,1.2037228991346183e-09,0.0
1896,5.838058658724776e-08,2.358811590497112e-09,5.89702897624278e-10
1897,6.642453698191275e-08,0.0,6.409385022720926e-09
1898,5.03593602374508e-08,1.6975064687230201e-09,0.0
1899,5.5828543565894506e-08,0.0,5.527578395003729e-10
1900,6.125442553184257e-08,1.5573159428683425e-09,5.191053142894475e-10
1901,4.079779380994353e-08,5.588738916095792e-10,6.147612641171918e-09
1902,3.7809184783021976e-08,1.4730852093691738e-09,1.9641135939885146e-09
1903,3.942160820002982e-08,5.400220270956879e-10,0.0
1904,4.729670344261194e-08,1.0749250378694342e-09,0.0
1905,4.386645069409667e-08,1.0321518084666081e-09,0.0
1906,5.041300887853595e-08,0.0,4.629765903985117e-09
1907,4.2685599055403145e-08,2.571421631181181e-09,1.028568674676933e-09
1908,4.6167056400037154e-08,1.964555629285769e-09,1.4734167219643268e-09
1909,4.620826032919467e-08,1.1001967115120692e-09,4.400786846048277e-09
1910,6.466422464157517e-08,1.068830135508847e-09,3.7409054742809644e-09
1911,5.213966769446188e-08,5.320374141248863e-10,5.320374141248863e-10
1912,4.323819613460955e-08,0.0,0.0
1913,5.090870036639217e-08,2.121195885607108e-09,0.0
1914,7.165515647500342e-08,0.0,1.3393487430235496e-09
1915,5.1835352010698443e-08,0.0,0.0
1916,4.724608526629481e-08,1.0987462051303964e-09,0.0
1917,3.83824856342585e-08,0.0,0.0
1918,6.432370724951397e-08,0.0,0.0
1919,3.867296261006459e-08,0.0,0.0
1920,5.3762846619065385e-08,7.572231730534895e-10,7.572231730534895e-10
1921,6.512563133220794e-08,2.27182422873895e-09,5.300923311413186e-09
1922,5.754789622613998e-08,7.377935484775833e-10,7.377935484775833e-10
1923,4.564857825073432e-08,0.0,1.0615948120573648e-09
1924,4.1253197746726755e-08,0.0,0.0
1925,3.1894716423508385e-08,2.1996355847875293e-09,2.1996355847875293e-09
1926,4.45845556029667e-08,1.1146138456652466e-09,1.1146138456652466e-09
1927,5.2401356143150224e-08,1.1149224876660924e-09,2.2298449753321847e-09
1928,3.1992914539813455e-08,2.2852082448565625e-09,2.2852082448565625e-09
1929,4.567566680435675e-08,1.1140406375176326e-09,5.570203187588163e-09
1930,5.041729611576784e-08,1.0503603542488804e-09,2.100720708497761e-09
1931,1.9389107208667156e-08,0.0,6.843213995466613e-09
1932,2.7398840973802407e-08,2.1919073223131136e-09,1.0959536611565568e-09
1933,2.523545683530415e-08,0.0,0.0
1934,3.714290031098244e-08,1.1981580172459871e-09,1.1981580172459871e-09
1935,4.906996586839796e-08,0.0,1.196828414151696e-09
1936,3.152425698260686e-08,1.2124714565686645e-09,0.0
1937,1.888667666705146e-08,1.2591118148108649e-09,7.554670999887492e-09
1938,3.111651514231539e-08,0.0,2.5930428915188486e-09
1939,3.364691014695609e-08,0.0,1.5294050470515685e-09
1940,3.296517858686343e-08,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.6563524713196784e-08,0.0,0.0
1942,5.158160121254696e-08,0.0,0.0
1943,7.258088197126256e-08,0.0,0.0
1944,6.747690939334916e-08,0.0,9.639558484764166e-09
1945,3.7034568745042407e-08,2.178504043826024e-09,8.714016175304096e-09
1946,5.568441618919451e-08,0.0,0.0
1947,6.31806162942894e-08,0.0,2.3841741914054637e-09
1948,3.8051608086675515e-08,2.174377566888097e-09,2.174377566888097e-09
1949,3.8286331438541765e-08,0.0,3.9268033269479474e-09
1950,4.4668517773516214e-08,0.0,1.0635361702426849e-08
1951,4.904244754744269e-08,1.0661401761424827e-09,1.0661401761424827e-09
1952,3.47978517112324e-08,0.0,2.1089607837865287e-09
1953,3.23214819353268e-08,1.0773827385790469e-09,0.0
1954,3.713563812013376e-08,0.0,9.772536113672459e-10
1955,6.757637383003612e-08,0.0,2.815682353940474e-09
1956,2.180285396669035e-08,0.0,1.744228317335228e-09
1957,3.5340151804952313e-08,8.835037701437898e-10,0.0
1958,3.722509589465517e-08,0.0,4.963346067476948e-09
1959,3.797866376942238e-08,1.5501495642666896e-09,3.100299128533379e-09
1960,4.221708316265449e-08,0.0,1.3841666701708277e-09
1961,3.68252436322436e-08,0.0,2.08444772553662e-09
1962,3.170978235544908e-08,0.0,0.0
1963,3.5563294309426396e-08,0.0,6.466053248388448e-10
1964,3.102823864509219e-08,0.0,2.4335873316516654e-09
1965,4.4870754223325093e-08,0.0,5.472043373977442e-10
1966,3.988133656651627e-08,1.6617224263271169e-09,2.215629901769489e-09
1967,3.3526281306706096e-08,0.0,4.437302081328198e-09
1968,3.278733573530701e-08,1.7965663401398047e-09,6.287982023955863e-09
1969,4.587175372883223e-08,1.3625273131978588e-09,5.90428494984252e-09
1970,2.5292986927105687e-08,1.3796175035718505e-09,5.058597540852361e-09
1971,2.6719667367558486e-08,2.5691987426412766e-09,0.0
1972,3.5398014741616635e-08,0.0,5.130146862875051e-10
1973,2.7566019800140396e-08,1.6539611347177186e-09,5.513203782392395e-10
1974,3.3753430717098354e-08,5.625571675160757e-10,1.1251143350321513e-09
1975,4.512069295969923e-08,5.711480177694739e-10,0.0
1976,3.485251509616205e-08,1.7140580621521906e-09,1.142705374768127e-09
1977,3.937443748824876e-08,1.1753563677885381e-09,1.1753563677885381e-09
1978,4.39603775603814e-08,5.940591352171509e-10,2.970295565063452e-09
1979,2.5163485517509798e-08,0.0,5.851973350345929e-10
1980,3.752199440043569e-08,5.685150683554241e-10,5.116635615198817e-09
1981,3.6055631813525224e-08,0.0,3.162774819820413e-09
1982,3.476201193564066e-08,0.0,1.8622506869903077e-09
1983,2.5892796351456582e-08,6.315316047889041e-10,4.4207211225000265e-09
1984,3.3054348591576854e-08,0.0,5.799008495621649e-10
1985,3.9702684251352593e-08,6.015558051686298e-10,6.617113634810323e-09
1986,3.1770773567529886e-08,0.0,1.7983456390702202e-09
1987,2.3221103706561053e-08,0.0,1.2221633705067347e-09
1988,2.8783458949632745e-08,0.0,5.996553809062277e-10
1989,2.9635858989074393e-08,0.0,0.0
1990,4.304434364499343e-08,5.44865097484859e-10,6.538381225329459e-09
1991,2.5204299980430278e-08,0.0,3.516879065745826e-09
1992,3.250867131043833e-08,1.1019888335184191e-09,0.0
1993,2.7696037907531945e-08,5.539207426075166e-10,2.2156829704300662e-09
1994,3.6396993641218955e-08,0.0,1.5824779264761446e-09
1995,4.012613680215438e-08,0.0,3.795715575183323e-09
1996,3.3096171137003694e-08,0.0,3.2028553142993132e-09
1997,3.6441199391390455e-08,0.0,2.876936688878118e-09
1998,3.337690479554567e-08,0.0,3.337690346327804e-09
1999,3.7475647918228105e-08,9.140402323914998e-10,3.199140841125825e-09
2000,2.6066385938605663e-08,0.0,8.394259953803385e-09
2001,2.2782301822843465e-08,0.0,3.06684819206815e-09
2002,2.0153619662011124e-08,0.0,8.76244299341522e-10
2003,3.7502304817138565e-08,0.0,1.2500768753476166e-09
2004,2.0262039379659313e-08,0.0,4.404791198453495e-09
2005,3.017512173464354e-08,0.0,2.251874686720612e-09
2006,3.417848759568187e-08,4.1178899179428186e-10,4.117889806920516e-09
2007,3.1156940138998834e-08,3.994479469415779e-10,3.1955836310437746e-09
2008,2.980207702840687e-08,0.0,1.2772318758180745e-09
2009,2.002640919762655e-08,0.0,4.76819250749827e-10
