year,en_ADP honneur_NOUN,en_ADP sonneur_NOUN
1800,1.8424804011374363e-06,0.0
1801,2.295460035384167e-06,0.0
1802,2.4414835024799686e-06,0.0
1803,2.1434227619465673e-06,0.0
1804,2.2691592675982974e-06,0.0
1805,2.436346221657004e-06,0.0
1806,2.1468435988936108e-06,5.76333825108577e-09
1807,1.6853974784680759e-06,0.0
1808,2.3000650344329188e-06,0.0
1809,2.396831405349076e-06,6.7770917766551975e-09
1810,2.443092398607405e-06,0.0
1811,1.8627580402608146e-06,0.0
1812,2.8832521365984576e-06,0.0
1813,2.2143210571812233e-06,0.0
1814,2.577128498160164e-06,0.0
1815,2.548876182117965e-06,0.0
1816,2.7509959181770682e-06,0.0
1817,2.31818444262899e-06,0.0
1818,2.785979177133413e-06,0.0
1819,2.8796621336368844e-06,0.0
1820,2.7091175525129074e-06,0.0
1821,3.3578367037989665e-06,0.0
1822,3.137015255560982e-06,0.0
1823,2.4943901735241525e-06,0.0
1824,2.8715994631056674e-06,0.0
1825,2.7085543479188345e-06,3.522177216552791e-09
1826,2.2759832063456997e-06,8.807984341885344e-10
1827,2.7412170311436057e-06,0.0
1828,2.5416447897441685e-06,0.0
1829,2.818860366460285e-06,0.0
1830,2.359768586757127e-06,0.0
1831,2.401045776423416e-06,0.0
1832,2.5571641799615463e-06,0.0
1833,2.8542060590552865e-06,4.6334514003376626e-09
1834,2.7499527277541347e-06,0.0
1835,3.590197820813046e-06,0.0
1836,2.8771530651283683e-06,0.0
1837,3.207587724318728e-06,6.957890930081589e-10
1838,2.7287476314086234e-06,6.312161904276081e-09
1839,2.735064981607138e-06,0.0
1840,2.7797320854006102e-06,0.0
1841,3.331622565383441e-06,6.420548537278137e-10
1842,2.881199861803907e-06,0.0
1843,2.8583542643900728e-06,0.0
1844,2.854051899703336e-06,0.0
1845,2.8068545816495316e-06,1.1160455892778032e-09
1846,2.869876652766834e-06,0.0
1847,2.6545446871750755e-06,0.0
1848,2.619524138935958e-06,0.0
1849,2.9135226213838905e-06,0.0
1850,3.0788096410105936e-06,0.0
1851,2.7448811579233734e-06,0.0
1852,2.7780497475760058e-06,0.0
1853,3.342490344948601e-06,0.0
1854,3.098694378422806e-06,0.0
1855,3.201675099262502e-06,0.0
1856,3.162227130815154e-06,0.0
1857,3.176397967763478e-06,0.0
1858,3.2175919386645546e-06,4.893676019968041e-10
1859,3.2584816835878883e-06,5.092173349652285e-10
1860,3.044284994757618e-06,9.154367819341758e-10
1861,3.014444018845097e-06,1.4147891747029462e-09
1862,3.038345766981365e-06,0.0
1863,3.287459321654751e-06,0.0
1864,3.297334387752926e-06,0.0
1865,3.4402326036797604e-06,0.0
1866,3.1680006031820085e-06,2.432806400776144e-09
1867,3.085417574766325e-06,1.1161466417775046e-08
1868,3.247967242714367e-06,4.93987406535723e-10
1869,3.1923564165481366e-06,4.883519144627257e-10
1870,3.281022827650304e-06,0.0
1871,2.7636303912004223e-06,0.0
1872,3.207508825653349e-06,0.0
1873,3.0708201848028693e-06,0.0
1874,2.956236585305305e-06,0.0
1875,3.56679993274156e-06,0.0
1876,3.2388502404501196e-06,0.0
1877,3.3682508728816174e-06,0.0
1878,3.4579820749058854e-06,2.4156354694326865e-09
1879,3.4603217500261962e-06,0.0
1880,3.402100219318527e-06,0.0
1881,3.482070269456017e-06,6.972507571312292e-10
1882,3.613874014263274e-06,0.0
1883,3.4876431982411304e-06,0.0
1884,3.6731842101289658e-06,6.601696966868076e-10
1885,3.6276037462812383e-06,0.0
1886,3.7604334011120955e-06,0.0
1887,3.696024123200914e-06,1.3057849246322917e-09
1888,3.5139687497576233e-06,0.0
1889,4.025350335723488e-06,0.0
1890,3.6186768284096615e-06,0.0
1891,3.6836618164670654e-06,0.0
1892,3.776151743295486e-06,6.268512375839919e-10
1893,3.66425774700474e-06,0.0
1894,3.6838798678218154e-06,0.0
1895,4.093259576620767e-06,0.0
1896,3.5677026062330697e-06,3.5382172747233653e-09
1897,3.7419154068629723e-06,0.0
1898,3.890118932758924e-06,0.0
1899,3.6664428080257494e-06,0.0
1900,4.05940363634727e-06,0.0
1901,3.935590029868763e-06,5.588738916095792e-10
1902,3.3723829346854473e-06,0.0
1903,3.7353322568378644e-06,0.0
1904,3.905202447640477e-06,0.0
1905,3.873149580613244e-06,0.0
1906,3.925527380488347e-06,0.0
1907,3.7609613627864746e-06,5.142843373384665e-10
1908,3.6093797461944632e-06,9.822778146428846e-10
1909,3.91670027966029e-06,0.0
1910,3.8173266148078255e-06,0.0
1911,3.791830749833025e-06,5.320374141248863e-10
1912,3.863306574203307e-06,5.209421227725386e-10
1913,3.8192133615666535e-06,0.0
1914,3.583427542253048e-06,0.0
1915,3.019409177795751e-06,0.0
1916,3.330299705339712e-06,0.0
1917,3.3995916055573616e-06,0.0
1918,3.0255114324972965e-06,0.0
1919,3.374676452949643e-06,0.0
1920,3.68616247214959e-06,0.0
1921,3.6258313684811583e-06,0.0
1922,3.5023060718231136e-06,0.0
1923,3.6306541915109847e-06,3.1847844361720945e-09
1924,3.6019198432768462e-06,1.289162443462999e-09
1925,3.495220880722627e-06,0.0
1926,3.494314341878635e-06,0.0
1927,3.4428805975039722e-06,0.0
1928,3.34782998834271e-06,0.0
1929,3.3265253023273544e-06,0.0
1930,3.689915956783807e-06,0.0
1931,3.38625045515073e-06,0.0
1932,3.1245638183463598e-06,0.0
1933,3.1177260098047554e-06,0.0
1934,3.2110635856952285e-06,0.0
1935,3.4073705137416255e-06,0.0
1936,3.227599108868162e-06,0.0
1937,3.0495687042275677e-06,0.0
1938,3.2426000871055294e-06,0.0
1939,3.1597508041159017e-06,0.0
1940,3.1291560844692867e-06,0.0
1941,3.417839934627409e-06,0.0
1942,3.091861799475737e-06,0.0
1943,3.3532367069710745e-06,0.0
1944,3.2356783776776865e-06,0.0
1945,2.9213738343969453e-06,0.0
1946,2.962410917461966e-06,0.0
1947,2.8145175292593194e-06,0.0
1948,2.940845661214553e-06,0.0
1949,2.6015072762675118e-06,0.0
1950,2.79497294286557e-06,0.0
1951,2.7836920253321296e-06,0.0
1952,2.4200323878176278e-06,0.0
1953,2.552319756432553e-06,2.1547654771580937e-09
1954,2.365931095482665e-06,0.0
1955,2.5707179247547174e-06,0.0
1956,2.4052908429439412e-06,0.0
1957,2.4234509510279167e-06,8.835037701437898e-10
1958,2.1375476535467897e-06,0.0
1959,2.2849203560326714e-06,0.0
1960,2.3129425699153217e-06,0.0
1961,2.405452733000857e-06,1.3896318540318475e-09
1962,2.340181936233421e-06,1.2683912808952869e-09
1963,2.1603084405796835e-06,0.0
1964,2.0356958430056693e-06,0.0
1965,2.367753268117667e-06,2.188817349590977e-09
1966,2.1995665520080365e-06,0.0
1967,2.1708267468056874e-06,6.409436092980059e-09
1968,2.322062073289999e-06,4.4914158503495116e-10
1969,1.9525016341503942e-06,4.5417578031781147e-10
1970,1.9195078948541777e-06,0.0
1971,1.8729458588495618e-06,3.083038491169532e-09
1972,1.7878561493489542e-06,0.0
1973,1.5900079688435653e-06,0.0
1974,1.5790980114616104e-06,1.1251143350321513e-09
1975,1.4969789390306687e-06,0.0
1976,1.403242208652955e-06,0.0
1977,1.6296315834551933e-06,0.0
1978,1.4726725794389495e-06,0.0
1979,1.3869176882508327e-06,0.0
1980,1.2928032901982078e-06,5.685150683554241e-10
1981,1.373276859339967e-06,0.0
1982,1.2744002333420212e-06,0.0
1983,1.1917001074834843e-06,0.0
1984,1.1650207625280018e-06,0.0
1985,1.2446189430193044e-06,0.0
1986,1.1377533155609854e-06,5.994485463567401e-10
1987,1.0736705462477403e-06,6.110816852533674e-10
1988,1.0793796718644444e-06,0.0
1989,1.0235347644993453e-06,1.6464366536794728e-09
1990,1.0913647656707326e-06,1.6345953479657283e-09
1991,9.806230991671328e-07,0.0
1992,1.018788680084981e-06,0.0
1993,1.0142289283976424e-06,0.0
1994,9.684765700512799e-07,5.274926606624319e-10
1995,9.353727818961488e-07,5.422450821690461e-10
1996,7.948419238346105e-07,1.067618438099771e-09
1997,7.523189538005681e-07,4.79489448146353e-10
1998,8.210718647205795e-07,0.0
1999,7.85617601195554e-07,4.570201161957499e-10
2000,8.142432079694117e-07,8.836062992401139e-10
2001,7.491872224818508e-07,0.0
2002,7.246540576488769e-07,1.3143663935011318e-09
2003,6.975428732403088e-07,4.1669229178253886e-10
2004,6.611591629734903e-07,8.809582507929292e-10
2005,6.498910920527123e-07,9.007499190971657e-10
2006,6.839815114290104e-07,0.0
2007,6.227393214430776e-07,3.994479469415779e-10
2008,5.905068860556639e-07,4.257439678578834e-10
2009,6.117591055954108e-07,9.53638501499654e-10
2010,4.3789560777440784e-07,9.447586046817946e-10
2011,4.561998423469049e-07,0.0
2012,4.364252106370259e-07,6.808505426114664e-10
2013,4.688519084083964e-07,0.0
2014,5.859694738319376e-07,4.330890368553497e-10
2015,8.123748784782947e-07,6.649726325136385e-10
2016,9.113896339840721e-07,6.214020409345267e-10
2017,4.0928995304057025e-07,1.0062445321423752e-09
2018,4.450448614079505e-07,0.0
2019,6.624915158681688e-07,2.55098775436835e-10
