year,en_PRON ai_VERB,en_PRON sais_VERB
1943,1.344197873009989e-06,2.032264636575576e-07
1944,1.4138018649134665e-06,2.5062851705115463e-07
1945,1.2199622716480008e-06,1.8081584007845208e-07
1946,1.3447786813003404e-06,2.2969822133234175e-07
1947,1.6689219037857583e-06,3.099426355568369e-07
1948,1.4155197760601368e-06,2.630996820407461e-07
1949,1.191784846810151e-06,2.0517546928111585e-07
1950,1.31772125655516e-06,2.201519848643585e-07
1951,1.9595656439719278e-06,2.526752211906569e-07
1952,1.0565893333591703e-06,2.045691965824048e-07
1953,1.3251807189362808e-06,2.4133374010304465e-07
1954,1.3749958753805913e-06,2.990396072988233e-07
1955,1.4050254719677469e-06,2.3651731506646456e-07
1956,1.3212529452744093e-06,2.2587756332015374e-07
1957,1.1927300960223874e-06,2.252934635516013e-07
1958,1.4583965111114594e-06,2.82083500557917e-07
1959,1.4625660753608827e-06,2.456987022725343e-07
1960,1.477597933785546e-06,2.5330250408295285e-07
1961,1.470925315771865e-06,2.737574869016157e-07
1962,1.4548448490359078e-06,2.3084721068045155e-07
1963,1.2485948985840878e-06,2.217856325259504e-07
1964,1.6925600405670593e-06,2.384915587239078e-07
1965,1.509189594628424e-06,2.0246560450409845e-07
1966,1.2856192057597582e-06,1.7060350021580462e-07
1967,1.4968499257861367e-06,2.3961430528629535e-07
1968,1.3034088546248768e-06,2.0705427145051303e-07
1969,1.2212787048326845e-06,1.6032405247834447e-07
1970,1.2379767433401412e-06,2.0556300128760085e-07
1971,1.1443211036521461e-06,2.276310133719761e-07
1972,1.2897189236582562e-06,1.8417226782529994e-07
1973,1.0756260415689667e-06,1.345221660731255e-07
1974,9.44533475433218e-07,1.6314157980090727e-07
1975,1.107455968707427e-06,2.101824754241477e-07
1976,9.37589778260417e-07,1.5540792985824226e-07
1977,7.663323486895024e-07,1.6043615014282864e-07
1978,1.0378212600414827e-06,1.3960389233513837e-07
1979,1.1171416609556672e-06,1.5507729933528225e-07
1980,1.091548945453269e-06,1.9500067172106839e-07
1981,9.285906870104554e-07,1.8660371658985042e-07
1982,8.609805632886491e-07,1.6946481884438924e-07
1983,9.030902212714409e-07,1.7114506700721677e-07
1984,8.344773299029384e-07,1.7744965785659872e-07
1985,9.648955305863183e-07,1.7084184888993548e-07
1986,1.0945930988270902e-06,1.5945331832689646e-07
1987,9.33121746982124e-07,1.8515774957705844e-07
1988,1.0859759065340313e-06,2.440597479669293e-07
1989,1.0630492290886195e-06,1.9702359110862488e-07
1990,8.717841843974838e-07,1.6291465798623506e-07
1991,9.90587643912022e-07,1.9108377058429937e-07
1992,9.879329745388077e-07,1.790731869455442e-07
1993,1.0651896076296907e-06,1.7448502731554072e-07
1994,1.0233357201627769e-06,1.8567742143815735e-07
1995,1.0150827556287823e-06,2.098488471879989e-07
1996,1.013703723629078e-06,1.9430655084917703e-07
1997,1.0817282483088775e-06,1.8700087978107405e-07
1998,1.0613855145891193e-06,1.91201975585642e-07
1999,1.0534313847898602e-06,1.7732380475088405e-07
2000,1.0090784172689382e-06,2.0278764534253924e-07
2001,1.0698919297169596e-06,2.0022137237063475e-07
2002,1.1487562616707692e-06,1.9890745384110176e-07
2003,1.1304861295968749e-06,2.3709791285853044e-07
2004,1.1994246271740394e-06,2.387396837999489e-07
2005,1.2551949737371615e-06,2.57164088024453e-07
2006,1.2810755123382478e-06,2.5901527989091733e-07
2007,1.2922141223725703e-06,3.0597713163160734e-07
2008,1.3355587746843867e-06,3.2824860918267973e-07
2009,1.2335314174549694e-06,3.542766968678279e-07
2010,1.4166655759595415e-06,4.860783251459111e-07
2011,1.3555980444834859e-06,5.001755463140967e-07
2012,1.7508071223915067e-06,6.308080129358018e-07
2013,1.8957682854647828e-06,6.537709271725589e-07
2014,2.0084504228634614e-06,7.074509449367383e-07
2015,2.013315409499228e-06,6.853650953431156e-07
2016,1.8795339258304011e-06,7.148194582917711e-07
2017,1.871866381009113e-06,7.398412678050192e-07
2018,2.048135606003143e-06,8.44914078257375e-07
2019,1.984413330546886e-06,7.908062151784634e-07
