year,en_PRON ai_VERB,en_PRON sais_VERB
1800,2.3298259961279655e-06,1.8550569791386806e-07
1801,3.433665174412681e-06,2.0478169915350009e-07
1802,2.486240305188403e-06,1.4769744893783354e-07
1803,2.9157570722304627e-06,1.4432510297979206e-07
1804,3.4877816688094754e-06,2.941502579290045e-07
1805,2.817291814061207e-06,2.558589926593413e-07
1806,3.0545693334715907e-06,5.878604758535744e-07
1807,2.989302767986146e-06,1.3950080779423502e-07
1808,2.8801801086331125e-06,1.087715486569607e-07
1809,2.715354680660198e-06,1.9653565885846547e-07
1810,3.037484610501906e-06,1.918903902442537e-07
1811,2.065831179010047e-06,1.7800245011301286e-07
1812,2.571188829847415e-06,2.2937990706850542e-07
1813,2.0273978051932318e-06,1.8692321157587344e-07
1814,2.507901594839268e-06,2.0138733525243424e-07
1815,1.8287176031250851e-06,9.44028248905937e-08
1816,2.071937963421533e-06,2.549364204185167e-07
1817,2.5859667971417366e-06,2.1329165011962914e-07
1818,2.799092548855242e-06,3.230639062934415e-07
1819,2.46769036493788e-06,1.749327509514842e-07
1820,2.239204896170577e-06,1.7918386419069066e-07
1821,3.096507352751132e-06,2.780939656332748e-07
1822,3.1620792526609875e-06,2.7369932809051534e-07
1823,2.304642684691771e-06,1.976537351566776e-07
1824,3.317076224362836e-06,2.618965915246463e-07
1825,3.351351523406265e-06,2.888185335336857e-07
1826,2.694362414956686e-06,2.536699357236216e-07
1827,2.019504606209921e-06,2.1384073978225615e-07
1828,2.4361632604552597e-06,2.843413398068151e-07
1829,2.085853825661843e-06,2.4090624872741273e-07
1830,2.601903084098467e-06,2.5778984991120524e-07
1831,2.6863649047470517e-06,2.4322281522159983e-07
1832,2.8778244214322513e-06,1.799485913611676e-07
1833,2.6155833339203127e-06,1.9112986449076885e-07
1834,2.147875477476191e-06,2.1656111814927215e-07
1835,2.7522076564423514e-06,3.56221455888317e-07
1836,2.6869557743225414e-06,2.567326427005412e-07
1837,2.6627849472049547e-06,1.6768516974963177e-07
1838,2.0344098246027897e-06,1.98201886014715e-07
1839,2.4533086708800056e-06,2.50294823533892e-07
1840,2.1656942159609116e-06,1.758034087195881e-07
1841,2.0346718905273065e-06,1.9133234419044243e-07
1842,1.6589538951450322e-06,2.012479534130307e-07
1843,1.7466735791060728e-06,1.6716558637330792e-07
1844,1.5845476148967919e-06,1.3117661179506968e-07
1845,1.5289824446540479e-06,1.9642402371289336e-07
1846,2.0069230650676673e-06,1.6334059216305263e-07
1847,1.4362154168168217e-06,1.4885296995004182e-07
1848,1.6508794544733973e-06,1.424004269501289e-07
1849,1.2828883964033366e-06,1.106082763158156e-07
1850,1.6558361508600683e-06,2.009542887648763e-07
1851,1.5917215137051244e-06,1.9283821828253167e-07
1852,1.6946949585872062e-06,2.363327937793258e-07
1853,1.7563450995794483e-06,1.6542251546347586e-07
1854,1.8777131742808706e-06,2.021113408301467e-07
1855,1.8043585683358287e-06,2.2925967968490113e-07
1856,1.951800285837635e-06,2.1226475482860607e-07
1857,2.2040014542312747e-06,2.0160633007471063e-07
1858,1.973130203225537e-06,3.0536539386005757e-07
1859,1.8168874333923668e-06,2.077606764405715e-07
1860,2.1329675909953494e-06,2.8882029923238406e-07
1861,2.0924730605997865e-06,2.3721297104373207e-07
1862,2.7378996101390385e-06,2.9773529067189664e-07
1863,2.079260710274866e-06,2.532272644906186e-07
1864,2.1643401666437967e-06,2.7329949814358656e-07
1865,2.2253960736406952e-06,2.69231498206679e-07
1866,2.0965926204041807e-06,2.189525862839048e-07
1867,2.020710702765882e-06,2.7321328133211864e-07
1868,2.0762291015330447e-06,2.7564497262488885e-07
1869,2.3304153593528554e-06,3.2377732761545985e-07
1870,1.9925820211597056e-06,2.2936194632450224e-07
1871,2.150788287025307e-06,2.241068335351315e-07
1872,2.410469498670409e-06,2.908770246889958e-07
1873,2.299822977391841e-06,2.8732822787702617e-07
1874,2.5093358750893913e-06,3.082898363260256e-07
1875,2.7566318401284207e-06,3.369979566514303e-07
1876,2.656619006558003e-06,3.3615841488199294e-07
1877,2.7355441289955706e-06,3.9520974937090614e-07
1878,2.614321541472009e-06,3.24299048504173e-07
1879,2.788906954265258e-06,4.081029283398152e-07
1880,2.4792139114993006e-06,3.086984103894963e-07
1881,2.779938768071588e-06,3.9046042754620203e-07
1882,2.8871061097390793e-06,3.2677941863568094e-07
1883,2.642747620740238e-06,4.151805788055185e-07
1884,2.278245560205505e-06,2.924551631977579e-07
1885,2.0033035248445685e-06,2.829634100365297e-07
1886,1.9747599786512637e-06,2.452316161249968e-07
1887,2.3726112559074863e-06,3.0620656193969253e-07
1888,2.221117249234794e-06,3.163966808550356e-07
1889,2.131399597260497e-06,2.7065389901492765e-07
1890,2.153115936209815e-06,2.956028311018599e-07
1891,2.120065651922687e-06,2.466823136870744e-07
1892,1.968312982825182e-06,2.595164072527467e-07
1893,2.1037151363145767e-06,2.6481191661709147e-07
1894,2.0889603611351504e-06,2.205538760513548e-07
1895,2.1065150050958437e-06,2.3051294184561755e-07
1896,1.9654798713020227e-06,2.2172828983979542e-07
1897,2.064987263850071e-06,2.6045408407782134e-07
1898,2.196573259283241e-06,3.17999531151969e-07
1899,2.147464194024451e-06,2.852230345240514e-07
1900,2.04216021160164e-06,2.1387138726680632e-07
1901,2.1801670264665063e-06,2.347270395830492e-07
1902,1.6164654645933751e-06,1.640034832384174e-07
1903,1.792873117523186e-06,2.095285465131269e-07
1904,1.9961358823650244e-06,2.477702185643693e-07
1905,1.9198024041600092e-06,2.0539820644316364e-07
1906,1.995429091294909e-06,2.191422638908591e-07
1907,2.010851829936655e-06,2.535421774751967e-07
1908,1.97683411329308e-06,2.2346820749419294e-07
1909,1.835128088600868e-06,1.6227901333820682e-07
1910,1.7651729962153695e-06,2.3888354228063235e-07
1911,1.6179258288673282e-06,1.9898199399293048e-07
1912,1.962388967768902e-06,2.3390301140402414e-07
1913,1.6285481478917063e-06,1.871955368493161e-07
1914,1.6145848995563483e-06,1.4665869230157114e-07
1915,1.6363478323455638e-06,1.9791679317648914e-07
1916,1.6349343425758889e-06,1.5052823698624707e-07
1917,1.616450955310711e-06,1.7326950829676946e-07
1918,1.4185674643840684e-06,2.0560613300801833e-07
1919,1.372890228168444e-06,2.0073109840978987e-07
1920,1.6537754490286716e-06,1.9536358086824634e-07
1921,1.8628958216027058e-06,2.7640529398631486e-07
1922,1.8695688979164515e-06,2.582277375817732e-07
1923,2.2824289160894295e-06,3.344023791207462e-07
1924,2.0072259090397893e-06,3.0939897732729094e-07
1925,2.031363486310056e-06,2.7935370772169676e-07
1926,2.3863882745445153e-06,3.644787227585766e-07
1927,2.021354561065891e-06,3.1440814574068554e-07
1928,1.788175431727268e-06,2.765101903001721e-07
1929,2.160124893180182e-06,2.740539872814196e-07
1930,1.85388602602643e-06,2.8884909397675074e-07
1931,1.529458344862178e-06,2.1099910529898125e-07
1932,1.6340668835823635e-06,2.213826406638475e-07
1933,1.3718912263982475e-06,2.0647191845135637e-07
1934,1.5911537971646794e-06,2.2884817596491303e-07
1935,1.3883209568632537e-06,2.2380691167001032e-07
1936,1.1773098123057935e-06,1.6732106322692175e-07
1937,1.3434722525573761e-06,1.7879388281016872e-07
1938,1.2342883906057978e-06,1.8410605073793107e-07
1939,1.3015236461910717e-06,1.7588157597003828e-07
1940,8.089147378598227e-07,8.621662117569429e-08
1941,1.6321809468422543e-06,1.800416602470989e-07
1942,1.6111664109530466e-06,1.9115534644065235e-07
