year,mon_DET âge_NOUN,mon_DET age_NOUN,mon_DET sage_ADJ
1858,1.989768698251737e-06,4.4043083291533947e-08,1.0766087521485446e-08
1859,1.7746224472148242e-06,2.0877910733574367e-08,2.49516496353408e-08
1860,2.0052643350254584e-06,4.897586663998865e-08,1.830873536112776e-09
1861,1.8213052399573826e-06,2.5937801240161207e-08,3.301174722469824e-09
1862,1.764273605431299e-06,2.801151532949575e-08,4.292087130153277e-08
1863,1.8939602526302224e-06,2.697095285997264e-08,8.990317823531768e-09
1864,2.055979429371746e-06,4.938569864165743e-08,1.1986819536957682e-08
1865,2.2357510616188847e-06,2.54169597035947e-08,1.2708480046086379e-08
1866,1.7423759963719476e-06,2.724743153326159e-08,2.140869637123899e-08
1867,1.6111334062429705e-06,3.494024269912188e-08,9.220341823379385e-09
1868,1.5777957749207872e-06,3.309715701504956e-08,1.4819622196071691e-08
1869,2.077449124726627e-06,3.7603096636473765e-08,7.325278716940886e-09
1870,1.6898241668172886e-06,3.956493710433051e-08,1.0321287824410774e-08
1871,1.4954617668649917e-06,3.611200205533294e-08,9.55905954391767e-09
1872,1.6593898664041262e-06,1.0885210732780592e-08,3.08414298544335e-08
1873,1.4994940933377165e-06,2.0951014922943045e-08,1.3169209889252187e-08
1874,1.6967889884256238e-06,2.5093358058114745e-08,4.779687201583727e-09
1875,1.7610860680861151e-06,2.345826100036419e-08,1.2015207051518928e-08
1876,1.7702731582858178e-06,3.0230073777559596e-08,1.0278224715776219e-08
1877,1.9142005953654007e-06,3.092407996341251e-08,1.1751150719163661e-08
1878,1.4699141601681731e-06,4.408534870492531e-08,9.058632954861423e-09
1879,1.6409648040394131e-06,4.7652735979397676e-08,9.774920650684749e-09
1880,1.9471745744681357e-06,4.5566707518318594e-08,2.5671385017744797e-09
1881,2.157991147555549e-06,4.741304993061135e-08,2.7890030285249168e-09
1882,2.636863698057823e-06,6.455723533527191e-08,1.5972924316542958e-08
1883,1.6455558302652662e-06,5.56101836801659e-08,1.1374809982811485e-08
1884,1.6200564303403553e-06,1.9805090900604227e-08,1.3203393933736152e-08
1885,1.2491641747658377e-06,3.867381315192375e-08,4.511945039809007e-09
1886,1.348128549238936e-06,2.839524071429622e-08,1.806969884832199e-08
1887,1.4402807693159048e-06,3.460330083582264e-08,5.876032327378766e-09
1888,1.4202976785782084e-06,1.7119659689868172e-08,4.438430289965822e-09
1889,1.3175582367352945e-06,2.694008727210928e-08,5.012109283164534e-09
1890,1.3705222237092585e-06,1.5075089176974643e-08,1.3108772733971819e-08
1891,1.399778739141766e-06,1.402328420052612e-08,7.011642266796514e-09
1892,1.3903560294181716e-06,1.1283322276511853e-08,1.5044429702015805e-08
1893,1.3326813395053705e-06,8.621783287310336e-09,2.4633666773077323e-09
1894,1.4373810905965456e-06,2.8356926806694105e-08,2.520615716150587e-09
1895,1.405346509386618e-06,1.3842813118003505e-08,1.0833506092211564e-08
1896,1.527330539374816e-06,3.833068745739965e-08,8.845543353341867e-09
1897,1.238759249844179e-06,2.2141510958029187e-08,7.574727733938857e-09
1898,1.1746744252860708e-06,1.5843393486036916e-08,6.7900258748920805e-09
1899,1.4139545889690908e-06,2.2110313580014918e-08,1.2713430308508578e-08
1900,1.2105535702744419e-06,1.5054053559282465e-08,7.78657960331941e-09
1901,1.1820182557187309e-06,1.7325090917452712e-08,3.912117296778206e-09
1902,1.0606212939023862e-06,1.9150107499754654e-08,4.419255628107521e-09
1903,1.012541346767648e-06,1.5660638119641135e-08,5.400220270956879e-09
1904,1.112009964998606e-06,2.579820090886642e-08,1.0749250378694342e-08
1905,1.1704601305950746e-06,2.2707339675243077e-08,5.160759153355343e-09
1906,1.1476675716437512e-06,2.417766703510793e-08,7.201858387428928e-09
1907,1.286225106866823e-06,1.7485667747063616e-08,1.028568674676933e-09
1908,1.3658573081443137e-06,2.7012640346768535e-08,2.9468334439286537e-09
1909,1.4715131193554498e-06,3.2455801324271505e-08,2.750491778780173e-09
1910,1.4477304297599858e-06,2.1911017777931363e-08,5.878565634276356e-09
1911,1.4615068124612662e-06,2.553779676617296e-08,4.25629931299909e-09
1912,1.6149206132354266e-06,2.656804792833256e-08,6.251305251225858e-09
1913,1.521427694939348e-06,3.6060329222653564e-08,7.424185488602575e-09
1914,1.3406880832178558e-06,1.3393487319213193e-08,7.366417920096069e-09
1915,1.2770345554358187e-06,7.068456930880984e-09,1.1780761921542648e-09
1916,1.0635862714991617e-06,1.7579938837997133e-08,1.0987462051303964e-09
1917,1.189857038674802e-06,2.3029490314740997e-08,2.1932848870420685e-09
1918,1.1865426490231812e-06,3.331049214239101e-08,0.0
1919,1.3756525607533376e-06,1.0128633265438225e-08,9.207848372660976e-10
1920,1.4069206599742756e-06,1.590168663412328e-08,6.057785384427916e-09
1921,1.5296950088838912e-06,1.2116396219674641e-08,1.2873670351964961e-08
1922,1.8407948623178072e-06,2.729836129367058e-08,3.6889677423879164e-09
1923,1.667765459956172e-06,2.0170301429089932e-08,3.1847844361720945e-09
1924,1.8473697416254709e-06,2.3204923871311678e-08,3.867487330388997e-09
1925,1.8135995212276157e-06,1.9796720263087764e-08,7.698724546756353e-09
1926,1.8145913287526128e-06,3.0094574166028565e-08,3.3438415369957397e-09
1927,2.261062800101854e-06,2.7873062080630007e-08,6.689534814974252e-09
1928,1.9504252364299646e-06,2.170947810409274e-08,9.140832757381645e-09
1929,1.8871848297408178e-06,2.0052731253272782e-08,4.4561625500705304e-09
1930,1.670072979464976e-06,1.7856125911208665e-08,3.1510810627466412e-09
1931,1.4747126400038724e-06,1.8248570654577634e-08,5.7026783295555106e-09
1932,1.6154357460607116e-06,1.753525857850491e-08,7.671675517073595e-09
1933,1.3351850434162316e-06,1.835305929454023e-08,3.4411986593596566e-09
1934,1.3958540598935087e-06,2.156684431042777e-08,2.3963160344919743e-09
1935,1.567845210104224e-06,1.795242621227544e-08,4.787313656606784e-09
1936,1.3955546620536552e-06,1.6974600391961303e-08,1.2124714565686645e-09
1937,1.3170309252075185e-06,1.510934177773038e-08,3.777335444432595e-09
1938,1.4948891866595204e-06,1.6854778905894818e-08,7.779128674556546e-09
1939,1.2617592197727845e-06,3.976453122334078e-08,1.5294050470515685e-09
1940,1.4175027018836772e-06,2.7893612752905028e-08,2.5357829169792012e-09
1941,1.4049151886297295e-06,1.7709016475464523e-08,2.9515025978810172e-09
1942,1.7355690857812078e-06,2.7307905492435225e-08,0.0
1943,2.020651596268408e-06,2.6129117314255268e-08,0.0
1944,1.8604348248629776e-06,1.6065930807940276e-08,9.639558484764166e-09
1945,1.7929087938739485e-06,1.742803235060819e-08,6.535512131478072e-09
1946,2.1187920538068283e-06,4.315542412314244e-08,6.960552134671616e-09
1947,2.2363554919024864e-06,1.5497132688224724e-08,7.152522574216391e-09
1948,2.0058633296571315e-06,4.2400362998407104e-08,0.0
1949,1.7287751568062504e-06,3.82863331038763e-08,1.9634016634739737e-09
1950,1.982431438563026e-06,1.3825969702452312e-08,1.808011429460521e-08
1951,1.9083909137407318e-06,2.3455083653090014e-08,2.1322803522849654e-09
1952,1.8991191303996402e-06,4.007025411478793e-08,3.163441175679793e-09
1953,1.8250864108892983e-06,1.6160741522774913e-08,1.0773827385790469e-09
1954,1.9857794271160856e-06,1.9545072227344917e-08,5.863521668203475e-09
1955,1.7203818778455116e-06,1.5016972110259985e-08,1.8771215692936494e-09
1956,2.0346423568184946e-06,4.622204974324973e-08,1.4825940475304833e-08
1957,1.696327231570649e-06,1.2369053170591116e-08,6.184526335495377e-09
1958,1.9994011530855005e-06,1.8198935525237658e-08,3.3088973783179654e-09
1959,2.081075763271656e-06,5.115493617591227e-08,5.425523363911111e-09
1960,2.1240038527992056e-06,1.73020835436688e-08,7.612916519406099e-09
1961,2.1872804794043077e-06,3.682524274406518e-08,2.779263708063695e-09
1962,2.1029927594895526e-06,2.1562652163797935e-08,8.244543270308213e-09
1963,1.9404625462016156e-06,1.1638895736076904e-08,7.759263898066138e-09
1964,2.3490200788955917e-06,2.1293888763374014e-08,9.734349326606662e-09
1965,1.8615892081186303e-06,1.461035579741754e-07,5.472043373977442e-09
1966,1.905995656414916e-06,1.8278946800620588e-08,2.215629901769489e-09
1967,2.0322843425901738e-06,3.5991449931493946e-08,1.627010703941778e-08
1968,2.018891386512678e-06,3.458390174237991e-08,7.186265138514614e-09
1969,1.6527457162851533e-06,4.042164389317371e-08,6.8126364549669916e-09
1970,1.6357665337807248e-06,3.2191074472720516e-08,4.5987250119061684e-09
1971,1.7100586724438926e-06,3.185806429772953e-08,7.707595894856922e-09
1972,1.5713639562875414e-06,2.308566127151579e-08,5.130146751852749e-09
1973,1.5117205336423467e-06,2.4258096475993085e-08,3.3079223804577396e-09
1974,1.3703892243199789e-06,2.812785870887069e-08,1.687671502548227e-09
1975,1.4490025677105223e-06,2.056132863970106e-08,0.0
1976,1.3821021340731932e-06,1.599787480266457e-08,2.285410694025103e-09
1977,1.5085699072159287e-06,2.7033196348114075e-08,5.876781838942691e-10
1978,1.5623754912041932e-06,2.4950483568098036e-08,1.7821774056514528e-09
1979,1.7099466056436086e-06,5.442335304639556e-08,6.43717057435822e-09
1980,1.6242475631145226e-06,2.7857238071860024e-08,2.2740602734216964e-09
1981,1.6965123741385923e-06,2.846497348940602e-08,6.325549528618524e-10
1982,1.5469095302478308e-06,2.8554509756695268e-08,3.7245013739806154e-09
1983,1.5491470435335941e-06,2.336666971025636e-08,7.57837881337764e-09
1984,1.544275924914018e-06,2.203623239438457e-08,2.319603453759811e-09
1985,1.6019431008373886e-06,2.707001112156604e-08,2.4062232206745193e-09
1986,1.8037407194526622e-06,2.817408201183369e-08,1.7983456945813714e-09
1987,1.446430299978374e-06,2.3832186113459386e-08,4.277571907795874e-09
1988,1.6352602436597863e-06,2.15875938236465e-08,1.798966087207532e-09
1989,1.739734713623875e-06,3.0184671873101365e-08,4.390497743145261e-09
1990,1.524532518004662e-06,2.506379520594848e-08,1.6345953479657283e-09
1991,1.8035728501786252e-06,2.520430048003064e-08,3.5168791212569772e-09
1992,1.6254335726273439e-06,1.8733809670212764e-08,5.509944278614398e-09
1993,1.817967913098073e-06,2.6588195312093887e-08,4.985286850001103e-09
1994,1.617292479494381e-06,1.635227198093503e-08,7.912389854425328e-09
1995,1.7178324469568906e-06,2.8738988522292175e-08,1.0844901643380922e-09
1996,1.6227800578860752e-06,2.8825698050738424e-08,1.6014276571496566e-09
1997,1.6417718633476852e-06,1.0548767415130555e-08,9.58978896292706e-10
1998,1.7856644021208012e-06,1.5734826330771057e-08,1.9072516899143466e-09
1999,1.7275359986967942e-06,1.1882523187622951e-08,1.8280804647829996e-09
2000,1.7601437711789458e-06,1.5904913053255143e-08,2.6508188977203417e-09
2001,1.7091107729072519e-06,9.200544853760206e-09,1.7524846851468823e-09
2002,1.8664003782475902e-06,2.0591740812481163e-08,5.695587890208742e-09
2003,1.9788717580127013e-06,1.2917461544859066e-08,0.0
2004,2.050430417455118e-06,1.189293660774915e-08,1.7619165015858584e-09
2005,2.0392977049255023e-06,1.9366122372410643e-08,4.503749706508131e-09
2006,2.1429498815450643e-06,2.4295550238306873e-08,2.0589450144825605e-09
2007,2.335572204970049e-06,1.757570908256234e-08,2.3966876816494675e-09
2008,2.473998133467603e-06,2.7247613304526297e-08,4.257439734089985e-09
2009,2.529526017980288e-06,2.479460170512482e-08,2.860915504498962e-09
2010,3.335470282195274e-06,1.5588516644182704e-08,1.8895172093635892e-09
2011,3.4083061777323564e-06,1.6060681617968697e-08,5.7359577088078595e-09
2012,3.961869445845423e-06,1.157445883581687e-08,1.0212757972638542e-08
2013,4.390640725659978e-06,6.4149877077035455e-09,1.7571487376244477e-08
2014,5.015387415596706e-06,6.279790853991329e-09,6.279791242569388e-09
2015,4.406995373074096e-06,1.0861219104651987e-08,9.53127421432498e-09
2016,4.382955616222262e-06,8.906762438698479e-09,9.32103016992869e-09
2017,4.242075192451011e-06,1.2074934802042137e-08,6.289028520178874e-09
2018,4.833538454818154e-06,8.776987026060112e-09,1.7037680599685245e-08
2019,4.503003438571795e-06,6.122370832528645e-09,6.12237061048404e-09
