year,en_ADP élection_NOUN,en_ADP election_NOUN,en_ADP sélection_NOUN
1800,9.432493897065797e-09,0.0,0.0
1801,7.143547975374531e-09,0.0,0.0
1802,0.0,1.7902721083373763e-08,0.0
1803,3.900678446910888e-09,0.0,0.0
1804,2.2246657849223084e-08,0.0,0.0
1805,5.685755422035754e-09,0.0,0.0
1806,3.1698359492793315e-08,0.0,0.0
1807,5.693910232196231e-09,0.0,0.0
1808,2.2660739951163578e-09,2.2660739951163578e-09,0.0
1809,4.0662548883574345e-08,0.0,4.518061036407062e-09
1810,2.106114038724627e-08,0.0,0.0
1811,2.5070768572277302e-08,0.0,0.0
1812,1.8670457180292033e-08,2.6672082320544632e-09,0.0
1813,2.8757416004054903e-08,0.0,0.0
1814,2.2026739543434815e-08,0.0,0.0
1815,3.776112933451259e-08,0.0,0.0
1816,9.270415546325239e-09,0.0,0.0
1817,7.784366928831332e-09,0.0,0.0
1818,5.960588467246453e-09,0.0,0.0
1819,1.2421260464634543e-08,5.175524897538253e-09,0.0
1820,3.5599443393152796e-09,3.797273873118456e-08,0.0
1821,8.875339574387908e-09,9.86148829262845e-10,0.0
1822,1.0025615893027862e-08,0.0,0.0
1823,3.9530747564242574e-09,0.0,0.0
1824,2.5263338088166165e-09,8.421112696055388e-09,0.0
1825,0.0,1.4088708866211164e-08,0.0
1826,4.403992281964975e-09,0.0,0.0
1827,8.295545750325317e-09,0.0,0.0
1828,4.677873732816806e-08,7.337841001486822e-09,0.0
1829,1.714635211591542e-09,0.0,0.0
1830,2.1917355486067436e-08,0.0,0.0
1831,8.263339168479433e-08,0.0,0.0
1832,1.3529969367098715e-09,0.0,0.0
1833,4.6334514003376626e-09,0.0,0.0
1834,3.267085801894609e-08,0.0,9.334530925997342e-10
1835,9.832014313815307e-09,0.0,0.0
1836,4.637317374545091e-08,5.376600054063374e-09,0.0
1837,1.1132625488130543e-08,1.3915782304252389e-08,0.0
1838,2.5248647617104325e-08,0.0,0.0
1839,5.3135210009713774e-08,0.0,0.0
1840,9.554533164646273e-09,0.0,0.0
1841,2.5682194149112547e-09,6.420548537278137e-10,0.0
1842,2.0124795163667386e-09,0.0,0.0
1843,1.4767278067040479e-08,0.0,0.0
1844,1.920996517412732e-08,0.0,5.488561272137815e-10
1845,1.8414752389617206e-08,0.0,0.0
1846,2.5759806732139623e-08,0.0,0.0
1847,1.6179670936367074e-08,0.0,0.0
1848,9.65426583121598e-09,8.84974404868899e-09,0.0
1849,2.76520690789539e-08,0.0,0.0
1850,1.9009188889640427e-08,3.394498016007219e-09,0.0
1851,1.096404567135778e-08,1.2898877521649865e-09,0.0
1852,1.5625309046640723e-08,0.0,0.0
1853,8.360704129017904e-09,1.7915795513800958e-09,0.0
1854,9.352196350675968e-09,2.5978321716024766e-09,5.195664454227256e-10
1855,5.837630823180007e-09,0.0,0.0
1856,8.801221973442352e-09,0.0,0.0
1857,1.0251168802710708e-08,2.9289055625270066e-09,0.0
1858,1.663849857891364e-08,0.0,0.0
1859,7.638259802433822e-09,0.0,0.0
1860,1.2816115280145368e-08,0.0,2.288591982591015e-09
1861,1.3676294763342867e-08,1.8863854922557266e-09,0.0
1862,1.7620147119146168e-08,0.0,0.0
1863,1.9978482868054925e-08,0.0,0.0
1864,1.1986819536957682e-08,1.4384183844029508e-09,0.0
1865,1.1767110619231858e-08,9.41368871743009e-10,4.706844358715045e-10
1866,3.2599607735495084e-08,3.8924903300596725e-09,3.4059290943133647e-09
1867,1.3102591012170706e-08,9.7056229719783e-10,9.220341823379385e-09
1868,1.679557115608077e-08,0.0,1.0867722721741302e-08
1869,5.860222973552709e-09,0.0,6.8369265804335555e-09
1870,1.204150201772336e-08,5.734048791339319e-10,1.7202146374017957e-09
1871,1.911811864374613e-08,0.0,7.434824311758348e-09
1872,1.3304146229131675e-08,0.0,0.0
1873,1.3169209889252187e-08,0.0,2.3944017879529156e-09
1874,6.5720701658555924e-09,0.0,8.364452408482492e-09
1875,2.1169650921137873e-08,0.0,6.293679799540541e-09
1876,1.269663085778916e-08,1.209202959984168e-09,1.209202959984168e-09
1877,2.288381928394756e-08,0.0,0.0
1878,4.9520527178881224e-08,0.0,1.2078177347163432e-09
1879,3.176849006081284e-08,3.054662633950045e-09,6.10932526790009e-10
1880,1.6686399817444908e-08,0.0,2.5671385017744797e-09
1881,2.022027167924989e-08,0.0,0.0
1882,1.7969540522244642e-08,0.0,1.3310770263785798e-09
1883,2.274962085380139e-08,6.3193389410187706e-09,1.2638677882037541e-09
1884,1.5844072720483382e-08,3.9610181801208455e-09,8.582206056928499e-09
1885,1.2891271605752763e-08,7.090199150017185e-09,5.80107206715752e-09
1886,1.5488312854472497e-08,6.453463874400711e-10,3.872078213618124e-09
1887,1.566941953967671e-08,0.0,1.9586774424595887e-09
1888,3.0434950337721034e-08,0.0,1.9021844099853524e-09
1889,1.0650732740202784e-08,5.638623234993645e-09,4.385595886446936e-09
1890,2.0974036285537068e-08,1.3108772956016423e-09,1.3108772956016423e-09
1891,3.059625575119185e-08,2.5496880162734215e-09,1.7210394887001712e-08
1892,1.6924983636812385e-08,3.1342561879199593e-09,8.149066310636499e-09
1893,1.847524977449666e-08,2.463366621796581e-09,7.390100087434348e-09
1894,1.7644309346920295e-08,0.0,1.8904617871129403e-09
1895,1.9861428057765806e-08,0.0,9.027921521465032e-09
1896,2.94851449922362e-08,0.0,6.48673198488936e-09
1897,3.379493840327541e-08,1.165342689013471e-08,7.574727622916555e-09
1898,1.4711722506888236e-08,2.26334195829736e-09,1.584339415217073e-08
1899,7.738609753005221e-09,3.8693048765026106e-09,1.1607914629507832e-08
1900,1.8168686111152965e-08,1.038210628578895e-09,6.748368974740515e-09
1901,1.5648469298135126e-08,1.1177477832191585e-09,6.147612641171918e-09
1902,1.4239823542538943e-08,1.9641135384773634e-09,0.0
1903,1.296052865029651e-08,3.2401321625741275e-09,2.7001101354784396e-09
1904,4.245953810766423e-08,1.2361637935498493e-08,9.674325340824907e-09
1905,3.096455492013206e-08,2.0643036169332163e-09,1.5482277682110634e-09
1906,1.4403716441790948e-08,0.0,7.201858220895474e-09
1907,1.645709940545359e-08,1.5428529565042481e-09,1.2342824262656649e-08
1908,2.0136695644268343e-08,0.0,1.964555629285769e-09
1909,1.8703343540593664e-08,0.0,8.251475058784763e-09
1910,9.619471330601925e-09,0.0,6.412980702030779e-09
1911,1.649316061502759e-08,5.320374141248863e-10,6.916486383623521e-09
1912,1.7712032729377825e-08,1.5628263128064646e-09,1.1981668712746085e-08
1913,1.2727175757731857e-08,0.0,6.363587878865928e-09
1914,2.075990607197653e-08,6.696743715117748e-10,2.0090231700464756e-08
1915,5.890381071793627e-09,5.890381071793627e-09,8.246533234057551e-09
1916,5.493730803607377e-09,0.0,8.789969641043172e-09
1917,1.2063066989753679e-08,0.0,1.0966424213165737e-08
1918,1.1486376294556067e-08,0.0,2.2972752589112133e-09
1919,1.4732557396257562e-08,0.0,1.6574126959767455e-08
1920,9.086677632552664e-09,0.0,1.590168663412328e-08
1921,6.81547268621685e-09,1.5145494858259667e-09,7.572747373618682e-09
1922,1.0329110011753073e-08,1.4755870969551665e-09,2.139601357198373e-08
1923,4.246379248229459e-09,0.0,3.715581886609698e-08
1924,1.0313299547703991e-08,0.0,4.125319785774906e-08
1925,1.9796719818998554e-08,1.0998177923937646e-09,1.6497267552040284e-08
1926,1.4489980437737415e-08,0.0,1.6719207018844884e-08
1927,1.1149224654616319e-08,2.2298449753321847e-09,2.1183526488499638e-08
1928,3.4278122562625413e-09,3.4278122562625413e-09,1.1426041224282812e-09
1929,5.570202965543558e-09,1.1140406375176326e-09,1.4482528065684619e-08
1930,1.1553964007759987e-08,2.100720708497761e-09,1.470504518152893e-08
1931,2.5091784650044247e-08,2.2810713318222042e-09,2.167017765231094e-08
1932,1.753525868952721e-08,0.0,3.068670206829438e-08
1933,8.02946331646126e-09,0.0,2.8676655050574595e-08
