year,en_PRON eus_VERB,en_PRON sus_VERB
1901,1.676621730339889e-09,2.7943695135590474e-09
1902,3.928227076954727e-09,9.329539141234022e-09
1903,3.2401321625741275e-09,9.720396931811592e-09
1904,3.7622376325430196e-09,5.374625189347171e-09
1905,7.2250627702885595e-09,4.64468330463319e-09
1906,6.6874399351490865e-09,5.658602808544799e-09
1907,1.0285686968813934e-08,7.1999805006939255e-09
1908,5.40252820258047e-09,4.4202499438483756e-09
1909,5.5009836685826485e-09,2.750491778780173e-09
1910,2.67207544979442e-09,3.7409054742809644e-09
1911,6.384448969498635e-09,4.788336727123976e-09
1912,7.814131564032323e-09,3.646594803896619e-09
1913,5.302989602995467e-09,3.181793939432964e-09
1914,4.018046340092951e-09,8.705766996186526e-09
1915,7.068456930880984e-09,5.890380960771324e-09
1916,4.394984820521586e-09,6.592477008737774e-09
1917,3.289927441585405e-09,8.773139215101367e-09
1918,4.594550517822427e-09,3.44591288836682e-09
1919,6.4454939163738345e-09,3.6831394045755417e-09
1920,6.057785384427916e-09,9.086677632552664e-09
1921,5.300923255902035e-09,8.330022005509363e-09
1922,1.1066902949607993e-08,8.853522970309058e-09
1923,6.369568872344189e-09,0.0
1924,6.445812328337297e-09,0.0
1925,1.0998178368026856e-08,5.499088961968823e-09
1926,2.3406890647947876e-08,1.1146138456652466e-09
1927,1.0034302277972529e-08,7.804457524684949e-09
1928,9.14083297942625e-09,4.570416489713125e-09
1929,1.1140405931087116e-08,1.1140406375176326e-09
1930,5.2518016602221e-09,2.100720708497761e-09
1931,7.983749661377715e-09,7.983749661377715e-09
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,9.176529758292418e-09,3.4411986593596566e-09
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,5.98414207075848e-09,3.590485242455088e-09
1936,4.849885826274658e-09,3.6374143697059935e-09
1937,5.0364472592434595e-09,3.777335444432595e-09
1938,3.8895642262559704e-09,3.889564337278273e-09
1939,7.647025235257843e-09,6.117620188206274e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,8.854508237732261e-09,1.4757513433494296e-08
1942,3.034211770724937e-09,1.5171058853624686e-08
1943,8.709705845433291e-09,0.0
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,9.744772988540262e-09,6.960552134671616e-09
1947,7.152522574216391e-09,7.152522574216391e-09
1948,0.0,7.610321262063735e-09
1949,4.908504269707237e-09,1.9634016634739737e-09
1950,1.0635361480382244e-09,5.317680740191122e-09
1951,2.1322803522849654e-09,0.0
1952,6.326882129314981e-09,6.326882129314981e-09
1953,5.386913581872932e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,3.9090144454689835e-09
1955,9.385607846468247e-10,3.754243138587299e-09
1956,8.72114158667614e-10,2.616342476002842e-09
1957,8.835037590415595e-09,6.184526335495377e-09
1958,5.790570245522986e-09,3.3088973783179654e-09
1959,3.100299128533379e-09,2.325224457422337e-09
1960,4.844583401109048e-09,1.3841666701708277e-09
1961,5.55852741612739e-09,4.16889545107324e-09
1962,3.170978146727066e-09,1.2683912808952869e-09
1963,5.1728425987107585e-09,1.2932106496776896e-09
1964,3.6503808864551957e-09,6.083968329129164e-10
1965,2.73602163147757e-09,6.5664522708175355e-09
1966,1.273987226824147e-08,7.754704434148607e-09
1967,4.930335695263466e-09,4.437301970305896e-09
1968,2.245707841908029e-09,8.982831700699023e-10
1969,2.7250546263957176e-09,7.266812374062681e-09
1970,1.3796175313274261e-09,5.518470125309705e-09
1971,2.0553589941130213e-09,6.166076871316761e-09
1972,4.6171320100540925e-09,5.130146696341598e-09
1973,1.6539611902288698e-09,5.513203726881244e-09
1974,3.3753431161187564e-09,1.1251143350321513e-09
1975,1.1422960355389478e-09,2.8557400888473694e-09
1976,1.142705374768127e-09,3.999468700666142e-09
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,5.940591352171509e-10,6.53465048738866e-09
1979,0.0,3.511183899185255e-09
1980,3.97960553399912e-09,6.2536656408873625e-09
1981,2.5302198114474095e-09,3.795329717171114e-09
1982,6.207502289967692e-10,8.690503427999374e-09
1983,1.89459470334441e-09,6.315316269933646e-09
1984,4.639206796497319e-09,7.538711210841598e-09
1985,1.8046674155058895e-09,4.812446552371341e-09
1986,1.1988970927134801e-09,9.591176519663236e-09
1987,1.2221633705067347e-09,1.8332451112712533e-09
1988,2.398621523624911e-09,7.195864737408186e-09
1989,3.2928733073589456e-09,3.2928733073589456e-09
1990,3.814055737905164e-09,5.4486510858708925e-09
1991,4.68917216167597e-09,4.103025696977625e-09
1992,1.1019888335184191e-09,5.509944278614398e-09
1993,3.323524566667402e-09,2.2156830259412175e-09
1994,1.0549853213248639e-09,1.0022360608097358e-08
1995,3.253470381991974e-09,4.880205739521415e-09
1996,1.067618438099771e-09,1.0676184380997711e-08
1997,1.917957792585412e-09,4.794894592485832e-09
1998,3.814503379828693e-09,9.059445305048541e-09
1999,1.3710603763428253e-09,3.1991407301035224e-09
2000,2.2090156370779823e-09,7.95245647111642e-09
2001,4.381211837767296e-09,6.571817534606339e-09
2002,2.1906108038649563e-09,1.1391175558372879e-08
2003,3.333538334260311e-09,1.12506919336397e-08
2004,2.2023955992267474e-09,9.690541175055856e-09
2005,5.404499514582994e-09,6.755624060161836e-09
2006,5.353256948836815e-09,7.412201963319376e-09
2007,1.5977917877663117e-09,9.986199089873082e-09
2008,6.3861596011349775e-09,5.534671720930362e-09
2009,2.860915504498962e-09,7.15228898329201e-09
2010,2.8342759250676863e-09,5.196172381261022e-09
2011,1.1471915639660324e-09,3.823971916894209e-09
2012,3.404252713057332e-10,4.0851031724020714e-09
2013,1.3945624655065103e-09,2.789124986524172e-09
2014,8.661780737106994e-10,3.0316233551319627e-09
2015,8.866301581811342e-10,4.2114931125825095e-09
2016,8.285360175719347e-10,5.799752345048148e-09
2017,5.031222660711876e-10,5.7859059765519305e-09
2018,1.5488800242380307e-09,4.388493513030056e-09
2019,1.02039510174734e-09,5.61217305961037e-09
