year,en_ADP hommes_NOUN,en_ADP sommes_NOUN
1843,1.678744069977256e-06,2.0089405552425887e-06
1844,1.8726971120486269e-06,2.0439401851035655e-06
1845,2.19526168621087e-06,2.0791928818653105e-06
1846,1.9114947917842073e-06,2.0672243863373296e-06
1847,2.2123003873275593e-06,2.0154477624600986e-06
1848,1.8447693719281233e-06,2.1456605736602796e-06
1849,1.700183247521636e-06,2.388133225394995e-06
1850,1.524129629615345e-06,2.110698915203102e-06
1851,1.7619867094254005e-06,2.60621823144902e-06
1852,1.4329710893434822e-06,1.981810100915027e-06
1853,1.5837563296372537e-06,1.8799640884026303e-06
1854,1.8990153876075055e-06,2.113596337949275e-06
1855,1.607471290299145e-06,1.9587905626394786e-06
1856,1.6561828033445636e-06,2.0957261313014897e-06
1857,1.7876086531032342e-06,2.0824518287554383e-06
1858,1.8121281755156815e-06,2.117004214596818e-06
1859,1.746615453157574e-06,2.341381332371384e-06
1860,1.7979178892346681e-06,2.2309193354885792e-06
1861,1.7406622419002815e-06,2.382504817433073e-06
1862,1.7041844557752484e-06,2.515163032512646e-06
1863,1.8589978481031721e-06,2.303519067936577e-06
1864,1.7452809970563976e-06,2.424694002911565e-06
1865,1.747180590427888e-06,2.200449671363458e-06
1866,1.7462684809288476e-06,2.2600772808800684e-06
1867,1.688778411335079e-06,2.3705983949184883e-06
1868,1.939888534252532e-06,2.2456667920778273e-06
1869,1.625723484721675e-06,2.414900109215523e-06
1870,2.0137979390710825e-06,2.3658685677219182e-06
1871,1.948985982380691e-06,2.955873696919298e-06
1872,1.7754988448359654e-06,2.544720473451889e-06
1873,1.7862237200461095e-06,2.2848578282719245e-06
1874,1.6943992022788734e-06,2.0887232494715136e-06
1875,1.623197249500663e-06,2.3315224098041654e-06
1876,1.5665224282201962e-06,2.2829751742392546e-06
1877,1.5585736719003762e-06,2.228389121228247e-06
1878,1.4360953173309099e-06,2.0551019588310737e-06
1879,1.5792605836395524e-06,2.1718651623814367e-06
1880,1.5049849935167003e-06,2.0171291907900013e-06
1881,1.4711990843352396e-06,2.3469460757041816e-06
1882,1.591302634551539e-06,2.2761416857974837e-06
1883,1.4957875009713462e-06,2.303399014635943e-06
1884,1.6590064433330554e-06,2.3191762466012733e-06
1885,1.6790880863482016e-06,2.1128794287506025e-06
1886,1.5481859918509144e-06,2.1025384739914443e-06
1887,1.4977352975620306e-06,2.1290823042363627e-06
1888,1.4158592875901377e-06,2.1057180674688425e-06
1889,1.4760662452317774e-06,2.1263874714350095e-06
1890,1.3836310017723008e-06,2.219315319962334e-06
1891,1.4775441741221584e-06,2.154486310246284e-06
1892,1.4097884104558034e-06,2.20839683606755e-06
1893,1.2969625231562532e-06,2.034124918282032e-06
1894,1.6371399169656797e-06,2.0259449229342863e-06
1895,1.688221345830243e-06,2.253369302707142e-06
1896,1.647629915169091e-06,1.9613519270933466e-06
1897,1.6676053746778052e-06,2.004389443754917e-06
1898,1.5724568811492645e-06,2.445540985718253e-06
1899,1.705810745988856e-06,2.231483449577354e-06
1900,1.5417427903230418e-06,1.94456856661418e-06
1901,1.474868213335867e-06,2.0801285245397594e-06
1902,1.4077784271648852e-06,1.859033432083379e-06
1903,1.4359185342982528e-06,1.9694602997333277e-06
1904,1.6892446410565753e-06,2.0638560727093136e-06
1905,1.5523563661190565e-06,2.1551329609792447e-06
1906,1.4995298442954663e-06,2.0587026483553927e-06
1907,1.354110622742155e-06,2.1162800294405315e-06
1908,1.491097691541654e-06,2.0451025193324313e-06
1909,1.4946172086638398e-06,1.9787037217611214e-06
1910,1.4071148370931041e-06,2.112542688337271e-06
1911,1.5046017551867408e-06,1.8951172933157068e-06
1912,1.6128368542922544e-06,1.9894780507456744e-06
1913,1.8141528244086658e-06,1.9642272945930017e-06
1914,1.963485146916355e-06,2.1242071852611843e-06
1915,3.597844624891877e-06,2.1770847524749115e-06
1916,3.661022446976858e-06,2.3721929665043717e-06
1917,2.776698693196522e-06,2.168062110285973e-06
1918,2.980714725708822e-06,1.966467607417144e-06
1919,2.6831669401872205e-06,2.2015965441823937e-06
1920,2.2209355847735424e-06,2.148242174371262e-06
1921,1.639499828343105e-06,2.2157857983984286e-06
1922,1.597323034729925e-06,2.21338063965959e-06
1923,1.5605443195454427e-06,2.183700416935608e-06
1924,1.4992958767834352e-06,1.958237817234476e-06
1925,1.675022531344439e-06,2.032463271461893e-06
1926,1.782267531780235e-06,2.0586917344189715e-06
1927,1.5107199260455673e-06,2.07487073566881e-06
1928,1.2008769090243732e-06,1.883011577774596e-06
1929,1.4794459275435656e-06,1.9573694771679584e-06
1930,1.3906770846006111e-06,1.8244759303343017e-06
1931,1.5191934608083102e-06,1.7484411500845454e-06
1932,1.6088599750219146e-06,1.919014948725817e-06
1933,1.644892904550943e-06,1.8467766267349361e-06
1934,1.5456238315891824e-06,1.8978822708959342e-06
1935,1.187253815260192e-06,1.8275569573233952e-06
1936,1.115473764912167e-06,1.8029450075118802e-06
1937,1.2578526593642891e-06,1.6884689557628008e-06
1938,1.2342884474492166e-06,1.886438667497714e-06
1939,1.5263461818904034e-06,1.7006983625833527e-06
1940,1.574721181896166e-06,1.6939029592322186e-06
1941,1.5406843658638536e-06,1.9037191805182374e-06
1942,1.9085191524936818e-06,1.7264665075344965e-06
1943,1.7738767610353534e-06,2.0642003164539346e-06
1944,1.7286942011196516e-06,1.9953886294388212e-06
1945,2.254751734653837e-06,2.1240414298517862e-06
1946,1.6788851553428685e-06,2.1925739019934554e-06
1947,1.6844190895426436e-06,2.260197106807027e-06
1948,1.5459823998753564e-06,2.1515465959964786e-06
1949,1.6119527117552934e-06,1.9742003587452928e-06
1950,1.476188117521815e-06,2.0313541426730808e-06
1951,1.3177492519389489e-06,2.109891511281603e-06
1952,1.2959563946424169e-06,2.022493390541058e-06
1953,1.400597511747037e-06,1.944675886988989e-06
1954,1.3056107945885742e-06,1.8968493122883956e-06
1955,1.3468347788148094e-06,1.8987084331456572e-06
1956,1.3761961099589826e-06,1.8044041780740372e-06
1957,1.1618074040598003e-06,1.8023476968664909e-06
1958,1.3864280390407657e-06,1.7231083120350377e-06
1959,1.4439642654906493e-06,1.8601795090944506e-06
1960,1.3371050044952426e-06,1.8603200260258745e-06
1961,1.4076970273890765e-06,2.2525932763528544e-06
1962,1.6368589967896696e-06,1.8436066966387443e-06
1963,1.5111166931092157e-06,1.8130813259631395e-06
1964,1.5276845033440623e-06,2.012576715060277e-06
1965,1.4468082554230932e-06,1.7975662558455952e-06
1966,1.7004960000122082e-06,1.7691804714559112e-06
1967,1.6294759461743524e-06,1.8306335505258176e-06
1968,1.7157208276330493e-06,1.964994453373947e-06
1969,1.749485136315343e-06,1.925705419125734e-06
1970,1.6316275832650717e-06,1.880878585325263e-06
1971,1.585709469509311e-06,1.896582489280263e-06
1972,1.4261808019000455e-06,1.7873431943371543e-06
1973,1.403110331921198e-06,1.7217735148733482e-06
1974,1.441271479052375e-06,1.7416770106137847e-06
1975,1.4067376241655438e-06,1.5757973415020388e-06
1976,1.4318097782961559e-06,1.5957880350470077e-06
1977,1.425707296220935e-06,1.6560770745854825e-06
1978,1.3794052620141883e-06,1.5766329397592926e-06
1979,1.354731807623466e-06,1.608122261131939e-06
1980,1.3041735655860975e-06,1.6521047427886515e-06
1981,1.2973702041563229e-06,1.669945049798116e-06
1982,1.3911012501921505e-06,1.5177342902461533e-06
1983,1.4045263014850207e-06,1.6299831031574286e-06
1984,1.2833205573770101e-06,1.608065076652565e-06
1985,1.2169473393441876e-06,1.499678660366044e-06
1986,1.203093233925756e-06,1.5501739198953146e-06
1987,1.1903871381946374e-06,1.4684293319078279e-06
1988,1.2131027915529558e-06,1.4313774272523005e-06
1989,1.2644633216041257e-06,1.5553338243989856e-06
1990,1.2531896800282993e-06,1.4667768937215442e-06
1991,1.1722930821633781e-06,1.7332353081656038e-06
1992,1.2325745046837255e-06,1.3383654504650622e-06
1993,1.1759736935346154e-06,1.353782295154815e-06
1994,1.231167857440596e-06,1.6009402088457136e-06
1995,1.1945659252887708e-06,1.4244778867578134e-06
1996,1.1124584489152767e-06,1.306764943365124e-06
1997,1.2639342230613693e-06,1.3866834933651262e-06
1998,1.1867873581650201e-06,1.3775124898529612e-06
1999,1.1210703405595268e-06,1.3011363080295268e-06
2000,1.1447119732110878e-06,1.3417561604001094e-06
2001,1.0839117976502166e-06,1.3572994248534087e-06
2002,1.1518230849105748e-06,1.363874275739363e-06
2003,1.12381906092196e-06,1.2309089925111039e-06
2004,1.1364361398591427e-06,1.398080712533556e-06
2005,1.0813503195095109e-06,1.2403326081766863e-06
2006,1.1110066679975716e-06,1.393082129652612e-06
2007,1.009005472951685e-06,1.3713048474528478e-06
2008,1.0337063258702983e-06,1.3457766954161343e-06
2009,9.951218089554459e-07,1.4080472965360968e-06
2010,9.301148224949429e-07,1.460124394725426e-06
2011,8.133588380587753e-07,1.4921138244972099e-06
2012,8.497014505337575e-07,1.6319987707902328e-06
2013,9.499759698883281e-07,1.7295363932134933e-06
2014,1.0807736998685868e-06,1.8248206288262736e-06
2015,9.504675517746364e-07,1.8603717535370379e-06
2016,9.90721900961944e-07,1.8567492361398763e-06
2017,7.358162861237361e-07,1.8074667877954198e-06
2018,7.279735996235104e-07,1.8836961999113555e-06
2019,8.27540418413264e-07,1.8323745507586864e-06
