year,en_ADP airs_NOUN,en_ADP serre_NOUN
1869,1.5627261262807224e-08,3.745659120646394e-07
1870,8.027668307875047e-09,5.562027292072003e-07
1871,6.37270636261178e-09,5.172513464213324e-07
1872,1.269941263259966e-08,3.640498187351682e-07
1873,1.496501056408306e-08,3.136666464342852e-07
1874,3.5847653734322193e-09,2.9156093112048254e-07
1875,6.293679799540541e-09,3.7476001563119254e-07
1876,2.0556450763820067e-08,4.008507814567963e-07
1877,7.421779191219002e-09,4.279892551473097e-07
1878,2.8383716710322915e-08,4.1246975213127257e-07
1879,5.498392852132383e-09,3.427331496386188e-07
1880,1.2193908105473383e-08,4.441149616951634e-07
1881,2.022027217885025e-08,4.28111973427292e-07
1882,9.983077475794744e-09,5.044781987706415e-07
1883,7.583206784733676e-09,4.391940526815574e-07
1884,1.9805090900604227e-08,4.357120042541851e-07
1885,1.6114089618213256e-08,4.1058698752038936e-07
1886,1.5488312854472497e-08,3.8527178558567243e-07
1887,1.8933882017790893e-08,5.451652120846973e-07
1888,6.974675947901687e-09,4.856910749140297e-07
1889,8.771191772893872e-09,4.4294517298482106e-07
1890,1.1797895993481688e-08,4.6470598746850555e-07
1891,1.1473596073230397e-08,5.48820342949341e-07
1892,1.0656471260972467e-08,5.748225682111752e-07
1893,2.3401982574000613e-08,7.587169088552059e-07
1894,9.452309157609307e-09,1.1991828934299065e-06
1895,9.027921299420427e-09,6.638531764302513e-07
1896,1.4152869098893461e-08,6.846450606445842e-07
1897,1.6897470089816125e-08,6.69489414129032e-07
1898,5.6583546736987955e-09,5.522554129555601e-07
1899,1.1055156790007459e-08,7.688861725085872e-07
1900,6.748368974740515e-09,1.008102500144048e-06
1901,2.235495566438317e-09,5.21429339261914e-07
1902,8.838511256215043e-09,5.887430614137656e-07
1903,1.1880484596105134e-08,7.490105264906788e-07
1904,1.2361637935498493e-08,8.28229731020258e-07
1905,4.644683138099737e-09,5.914230114534291e-07
1906,2.0576738091193647e-09,4.532026558479174e-07
1907,8.742833790265081e-09,7.359409028850905e-07
1908,2.1118972570732808e-08,4.1894150015764353e-07
1909,9.351672325408344e-09,9.51670138249483e-07
1910,1.2825961404061559e-08,6.803103627106566e-07
1911,1.702519769608557e-08,5.660877899771322e-07
1912,6.772247651554153e-09,6.720153216122071e-07
1913,5.833288518886093e-09,6.204497893236294e-07
1914,7.36641797560722e-09,5.899831494460273e-07
1915,2.3561523843085297e-09,2.7095751331529527e-07
1916,1.0987462051303964e-09,3.5599375625139373e-07
1917,2.1932848870420685e-09,3.1254309984518613e-07
1918,1.4932289182922887e-08,2.5499756706182097e-07
1919,1.289098744416961e-08,2.62423665464695e-07
1920,1.2872794385998532e-08,3.430220871791789e-07
1921,2.2718242898012164e-08,2.514152122046198e-07
1922,2.1396012073182646e-08,2.943796353349626e-07
1923,1.9108707505210987e-08,2.6115231399614913e-07
1924,2.9650736976805092e-08,4.2284528545266653e-07
1925,2.3096173862313663e-08,3.5634097894643446e-07
1926,1.8948435376309192e-08,3.399572090501124e-07
1927,2.0068604777989663e-08,3.222125868340697e-07
1928,6.8556245125250825e-09,4.89034565731572e-07
1929,1.2254447234738564e-08,3.854580707951527e-07
1930,1.68057662230936e-08,4.243455884456182e-07
1931,7.983749661377715e-09,3.0794462535510547e-07
1932,5.4797681947604815e-09,1.1080091475434983e-06
1933,1.605892663292252e-08,4.955326193822884e-07
1934,2.3963160344919743e-09,4.984337333979738e-07
1935,4.787313656606784e-09,4.332518876992708e-07
1936,1.2124714565686645e-08,6.098731635262311e-07
1937,3.777335333410292e-09,3.8276998015618346e-07
1938,1.0372171566075394e-08,5.613937830162286e-07
1939,0.0,7.264674017903872e-07
1940,2.5357829169792012e-09,5.908374225427337e-07
1941,0.0,4.633859038705168e-07
1942,6.068423541449874e-09,5.067133734826257e-07
1943,2.0322646676618206e-08,4.3838852592514854e-07
1944,6.4263723231761105e-09,5.976526047390962e-07
1945,1.5249527862692958e-08,4.073802521986636e-07
1946,1.3921104269343232e-08,7.32250084567454e-07
1947,7.152522574216391e-09,5.066370238893114e-07
1948,1.6307831529616124e-08,8.403969022907631e-07
1949,8.835307596655184e-09,6.36142144294638e-07
1950,7.444753036267571e-09,7.476659398264474e-07
1951,1.3859821956785368e-08,7.75083933035603e-07
1952,1.0544803696888039e-08,9.5535924771184e-07
1953,5.386913581872932e-09,6.108760288725534e-07
1954,7.818028890937967e-09,9.068913335852358e-07
1955,1.2201290200408721e-08,5.762763475303245e-07
1956,1.744228317335228e-09,8.69497799982355e-07
1957,8.835037590415595e-09,7.615802584126641e-07
1958,1.1581141212690937e-08,7.436746614075673e-07
1959,5.425523585955716e-09,6.859411616488842e-07
1960,2.2838749558218296e-08,9.903712765435557e-07
1961,4.863711378089164e-09,6.621596044809053e-07
1962,8.244543714397423e-09,5.060881349550073e-07
1963,1.6165133231993423e-08,6.013429487694566e-07
1964,6.083968384640315e-09,6.150891707079609e-07
1965,1.2038495811328431e-08,6.588340406565862e-07
1966,6.092982229866095e-09,5.48922317378242e-07
1967,1.5284040255636455e-08,5.842447521331451e-07
1968,1.5719955531734442e-08,5.389698962687817e-07
1969,8.629339798282842e-09,5.127644389091301e-07
1970,1.6095537708205043e-08,4.998814082668446e-07
1971,9.762954888969944e-09,5.184643248057341e-07
1972,2.3598676068825597e-08,5.222489329881341e-07
1973,9.372446541089374e-09,5.248569943105963e-07
1974,9.563471792262135e-09,3.594740158874288e-07
1975,3.4268881066168433e-09,5.111774594723784e-07
1976,6.8562320265641574e-09,4.005182470123714e-07
1977,7.639816335114347e-09,4.707302228013077e-07
1978,1.1287123569125868e-08,5.09702714701632e-07
1979,1.1118749476679568e-08,4.862989841925014e-07
1980,6.253665585376211e-09,5.093895212304744e-07
1981,1.2018544381930951e-08,5.319787028668088e-07
1982,7.449002747961231e-09,5.388111743442892e-07
1983,1.2630632317822688e-08,6.403730399284768e-07
1984,1.0438215292118969e-08,6.112154835591355e-07
1985,7.82022557821449e-09,4.7101819511397025e-07
1986,8.392279760016663e-09,6.054430299329283e-07
1987,1.2221634038134255e-08,5.444737629645147e-07
1988,1.4991384134077634e-08,5.37291227509229e-07
1989,4.939309850016116e-09,5.466169641366037e-07
1990,8.717841171179685e-09,5.230705131253899e-07
1991,1.1722930182145319e-08,5.374963603088645e-07
1992,7.713921945651236e-09,4.843240866136966e-07
1993,8.862731548653358e-09,3.317985273199042e-07
1994,7.912389743403025e-09,3.803222039522325e-07
1995,1.3556126887692699e-08,2.8413642638724923e-07
1996,4.270473752399084e-09,3.234883978464609e-07
1997,1.054876808126437e-08,3.303682385435991e-07
1998,7.629006981701991e-09,3.9956923991724125e-07
1999,1.2339543165040823e-08,3.1625792518141793e-07
2000,1.192868470667463e-08,3.3002695354333866e-07
2001,7.0099388516098315e-09,2.860931376247322e-07
2002,1.0076809608960957e-08,2.0942239054022593e-07
2003,1.2500768864498468e-08,2.1209637379726587e-07
2004,1.4535811221350059e-08,2.0306087411547935e-07
2005,1.1259373877692269e-08,2.0582135507041244e-07
2006,1.070651389767363e-08,2.0630628050355426e-07
2007,1.358123019601365e-08,1.4539905279775667e-07
2008,1.021785517307805e-08,1.6433716654162822e-07
2009,3.337734755248789e-09,1.4829079297840053e-07
2010,8.9752067999882e-09,1.639156215205162e-07
2011,2.2943831279320648e-09,1.433989476051778e-07
2012,4.425528637996834e-09,1.4910627177400215e-07
2013,6.693900156395927e-09,1.785040035784391e-07
2014,4.547434789836657e-09,1.266785363274181e-07
2015,6.871383573248124e-09,1.3210789040485338e-07
2016,4.349813981230355e-09,1.4872221187900436e-07
2017,4.024978267347379e-09,8.72917121919059e-08
2018,1.8070267504555204e-09,1.2210337252405168e-07
2019,7.652963041060445e-09,1.1020266899031128e-07
