year,en_ADP heures_NOUN,en_ADP soeurs_NOUN
1800,1.9808235851570544e-07,1.8864987794131594e-08
1801,1.476333271188679e-07,0.0
1802,2.103569727296417e-07,8.951360541686881e-09
1803,2.0868629979631237e-07,0.0
1804,2.175228814849106e-07,0.0
1805,1.9331568523739406e-07,0.0
1806,1.8442682403474464e-07,0.0
1807,1.1387820553210304e-07,5.693910232196231e-09
1808,1.155697759713803e-07,0.0
1809,5.873479480555943e-08,0.0
1810,2.0827128199840672e-07,0.0
1811,2.2312983105621242e-07,0.0
1812,1.5469807124190993e-07,0.0
1813,1.4378707646756084e-07,0.0
1814,4.1536137018738373e-07,6.293354282149721e-09
1815,8.361393355471591e-08,0.0
1816,1.9236112791531923e-07,0.0
1817,5.231094523105995e-07,0.0
1818,1.0371424252753059e-07,0.0
1819,4.326738860527257e-07,0.0
1820,7.238553223487543e-08,0.0
1821,1.3214393845828454e-07,0.0
1822,1.0927921323400369e-07,0.0
1823,7.3131884548161e-08,0.0
1824,8.168479315173727e-08,3.3684450784221553e-09
1825,9.68598712347557e-08,8.805443041381977e-10
1826,1.5502052974625258e-07,0.0
1827,1.7051955286673248e-07,9.217273055917019e-10
1828,1.1832268853595451e-07,0.0
1829,8.315980437600956e-08,1.714635211591542e-09
1830,7.305784777145163e-08,0.0
1831,1.3096612860863388e-07,0.0
1832,1.2582871633526338e-07,0.0
1833,5.79181431703546e-08,0.0
1834,2.202949307417157e-07,9.334530925997342e-10
1835,1.0815215745196838e-07,7.563087933704082e-10
1836,1.1492482449027008e-07,3.36037508930076e-09
1837,9.253994626146067e-08,4.174734336004349e-09
1838,8.710783561127755e-08,6.312161904276081e-10
1839,9.997809213846409e-08,0.0
1840,9.363442643461894e-08,0.0
1841,7.126809142832258e-08,0.0
1842,1.0934472127743788e-07,6.708265054555795e-10
1843,1.1991029680302745e-07,0.0
1844,1.1745520822614708e-07,2.195424508855126e-09
1845,9.542189938205325e-08,5.580227946389016e-10
1846,8.898842196458645e-08,0.0
1847,8.521293093366467e-08,1.0786447290911383e-09
1848,9.654265958891628e-08,0.0
1849,8.044238342108656e-08,1.6758829879393033e-09
1850,1.289909228319175e-07,6.788996032014438e-10
1851,1.096404611544699e-07,0.0
1852,1.2239824798143673e-07,1.3021090872200602e-09
1853,1.1824425172335395e-07,0.0
1854,1.4703729789289355e-07,1.0391328908454511e-09
1855,1.1038429192922194e-07,5.306937111981824e-10
1856,8.542362195385067e-08,1.0354378465748937e-09
1857,1.0983395526409367e-07,0.0
1858,9.787351729073634e-08,9.787352039936081e-10
1859,4.4811123700583266e-08,0.0
1860,7.506581312100025e-08,4.577183909670879e-10
1861,8.913171711810719e-08,0.0
1862,6.912519268098549e-08,0.0
1863,1.1887197359783386e-07,0.0
1864,9.685350477184329e-08,4.794727948009836e-10
1865,8.236977322439998e-08,4.706844358715045e-10
1866,5.7900795269461014e-08,9.731225825149181e-10
1867,1.1112937947643786e-07,1.455843445796745e-09
1868,1.8672723844925798e-07,3.951899252285784e-09
1869,1.1915786757299429e-07,4.883519144627257e-10
1870,5.447346396181274e-08,5.734048791339319e-10
1871,1.2426777296070668e-07,0.0
1872,1.106663096717142e-07,1.2094678591978436e-09
1873,1.0954387902328833e-07,0.0
1874,9.200898282157866e-08,0.0
1875,1.4532679415424354e-07,5.721527140956084e-10
1876,8.343500224050615e-08,0.0
1877,1.700824441286386e-07,0.0
1878,1.1232704988373143e-07,3.0195443923020093e-09
1879,1.2218650780049245e-07,2.443730107160036e-09
1880,1.1295409496625552e-07,0.0
1881,1.2480788313951052e-07,0.0
1882,1.7104340099827198e-07,1.3310770263785798e-09
1883,1.3776158258593796e-07,1.2638677882037541e-09
1884,1.7098395233006158e-07,6.601696966868076e-10
1885,1.4824962091264382e-07,1.933690763067375e-09
1886,1.4068551479340385e-07,0.0
1887,1.3645452018318238e-07,6.528924623161458e-10
1888,1.9085250180239655e-07,1.268122939990235e-09
1889,1.3344741489618173e-07,0.0
1890,1.2125615000968537e-07,1.3108772956016423e-09
1891,2.2182285530636392e-07,0.0
1892,2.43218277296009e-07,6.268512375839919e-10
1893,2.543426096401902e-07,0.0
1894,1.7140187513753347e-07,6.301539290376468e-10
1895,2.0824406687935948e-07,1.2037228991346183e-09
1896,2.358811637126479e-07,0.0
1897,2.2957251466504403e-07,5.826713556089658e-10
1898,2.3029503870564128e-07,1.13167097914868e-09
1899,2.4763550143802604e-07,0.0
1900,1.801295408387915e-07,5.191053142894475e-10
1901,1.8275175883708528e-07,1.1177477832191585e-09
1902,2.9412601298961505e-07,0.0
1903,3.558745240717087e-07,1.6200660812870638e-09
1904,2.7410589176213307e-07,1.0749250378694342e-09
1905,3.5557629340932095e-07,1.0321518084666081e-09
1906,2.1759900792339693e-07,0.0
1907,3.4817050575952635e-07,1.028568674676933e-09
1908,2.4998970094003425e-07,1.4734167219643268e-09
1909,3.2565822583041637e-07,1.1001967115120692e-09
1910,2.859120546983007e-07,1.068830135508847e-09
1911,2.883642767903538e-07,1.0640748282497725e-09
1912,2.495312715344866e-07,1.5628263128064646e-09
1913,2.858311398679092e-07,0.0
1914,2.7925421319796584e-07,1.3393487430235496e-09
1915,4.4295665047044963e-07,0.0
1916,3.197351345907151e-07,2.197492410260793e-09
1917,2.1823184259694983e-07,2.1932848870420685e-09
1918,2.848621258877415e-07,0.0
1919,3.305617664040028e-07,4.603924352863942e-09
1920,3.346926442659992e-07,7.572231730534895e-10
1921,3.475891103832396e-07,0.0
1922,3.4528737297145895e-07,2.2133805899215986e-09
1923,2.9087697273055824e-07,1.0615948120573648e-09
1924,4.086645007950196e-07,0.0
1925,4.597238498771361e-07,1.0998177923937646e-09
1926,3.9680253172136304e-07,1.1146138456652466e-09
1927,3.3559167589292116e-07,1.1149224876660924e-09
1928,3.8277238179063033e-07,1.1426041224282812e-09
1929,4.1219503943423774e-07,1.1140406375176326e-09
1930,4.49554222514692e-07,1.0503603542488804e-09
1931,3.4900390133429937e-07,1.1405356659111021e-09
1932,3.6604853570487705e-07,1.0959536611565568e-09
1933,5.769743001149408e-07,0.0
1934,4.0737372231092195e-07,3.5944740517379614e-09
1935,4.727472351362394e-07,1.196828414151696e-09
1936,3.649539133121493e-07,0.0
1937,5.703776484455858e-07,1.2591118148108649e-09
1938,1.1357528015842888e-06,0.0
1939,9.772897771043176e-07,4.588215141154706e-09
1940,5.375859757350554e-07,0.0
1941,6.906515856996975e-07,5.9030051957620344e-09
1942,4.763712411204324e-07,0.0
1943,1.1380681721462338e-06,0.0
1944,5.719471527498854e-07,3.2131861615880553e-09
1945,3.986662360233595e-07,0.0
1946,5.053361018525493e-07,2.7842208538686464e-09
1947,5.662413649076825e-07,3.5762612871081956e-09
1948,7.044983243442715e-07,2.174377566888097e-09
1949,5.428805867069286e-07,9.817008317369869e-10
1950,5.23259794604769e-07,0.0
1951,7.825468806288427e-07,3.1984206394497505e-09
1952,6.85412260281737e-07,0.0
1953,6.076438856528199e-07,2.1547654771580937e-09
