year,en_ADP heures_NOUN,en_ADP soeurs_NOUN
1954,5.765796364798348e-07,9.772536113672459e-10
1955,5.434266885373518e-07,0.0
1956,7.491460394248861e-07,0.0
1957,6.246371455631561e-07,0.0
1958,7.213396298055841e-07,8.272243445794913e-10
1959,6.735399598056802e-07,0.0
1960,7.529866465905144e-07,6.920833350854139e-10
1961,6.468736488685067e-07,0.0
1962,6.881022462934538e-07,0.0
1963,7.979109604150381e-07,6.466053248388448e-10
1964,6.990479715085485e-07,0.0
1965,7.343482333332929e-07,0.0
1966,7.045703158681249e-07,5.539074754423723e-10
1967,7.124334864272441e-07,4.930335584241163e-10
1968,6.171205306770844e-07,0.0
1969,6.290334333414194e-07,9.083515606356229e-10
1970,5.592049334701699e-07,0.0
1971,7.27083262042072e-07,1.0276794970565106e-09
1972,7.243767350395558e-07,1.0260293725750103e-09
1973,7.167165150256949e-07,1.6539611902288698e-09
1974,7.538265918149989e-07,5.625571675160757e-10
1975,7.693363541783071e-07,1.7134440533084216e-09
1976,7.073346193209318e-07,3.4281160132820787e-09
1977,6.006071284758718e-07,1.7630346071939584e-09
1978,6.2435613878975e-07,5.940591352171509e-10
1979,6.577618201220048e-07,1.1703946700691858e-09
1980,6.276406492311537e-07,0.0
1981,6.331874908838131e-07,1.8976649140967083e-09
1982,5.661242175047931e-07,4.345251713999687e-09
1983,6.024811343152692e-07,4.4207211225000265e-09
1984,5.648234111532702e-07,2.3196033982486597e-09
1985,5.883215683510912e-07,1.2031116103372597e-09
1986,5.748711422448594e-07,1.1988970927134801e-09
1987,4.961983375295631e-07,1.8332451112712533e-09
1988,4.947156913015505e-07,1.798966087207532e-09
1989,4.5880701859957185e-07,0.0
1990,6.418510689609747e-07,4.358920779878872e-09
1991,4.6305575285288114e-07,1.7584396161396398e-09
1992,4.0553190494563296e-07,2.2039776670368383e-09
1993,5.661070279217029e-07,1.1078414852150331e-09
1994,4.810732976423537e-07,1.5824779264761446e-09
1995,4.86393832321852e-07,2.1689803286761844e-09
1996,4.772254502682927e-07,2.6690460952494277e-09
1997,5.451794908850616e-07,9.58978896292706e-10
1998,4.853955570816026e-07,0.0
1999,5.662479103385465e-07,2.285100553223174e-09
2000,5.959924749276979e-07,0.0
2001,5.301266372548241e-07,8.762423564512289e-10
2002,5.827024718296769e-07,0.0
2003,5.196153052833274e-07,0.0
2004,4.880508651661231e-07,8.809582507929292e-10
2005,4.945117098031915e-07,4.5037495954858286e-10
2006,4.019060617643788e-07,0.0
2007,4.401916489094049e-07,0.0
2008,4.83645155369139e-07,1.7029758714315335e-09
2009,4.47256469415791e-07,0.0
2010,5.79137041878397e-07,0.0
2011,5.487399934167581e-07,0.0
2012,4.806804834722733e-07,6.808505426114664e-10
2013,4.897703488326854e-07,0.0
2014,3.9627646375439696e-07,1.8839372728507442e-08
2015,4.300156328795879e-07,2.2165753954528356e-10
2016,4.3829555695928946e-07,4.1426800878596737e-10
2017,5.066441348677841e-07,2.515611330355938e-10
2018,4.837668885482316e-07,1.0325866828253538e-09
2019,4.7422863724833064e-07,1.989770481714004e-08
