year,son_DET alu_NOUN,son_DET salut_NOUN
1852,0.0,4.169353360339301e-06
1853,5.971931837933653e-10,4.871305009146454e-06
1854,0.0,6.50860874884529e-06
1855,5.306937111981824e-10,4.915284989692736e-06
1856,0.0,4.8696642807044555e-06
1857,0.0,4.217135483486345e-06
1858,0.0,4.824675215786556e-06
1859,0.0,4.440884367795661e-06
1860,0.0,4.392265509522986e-06
1861,0.0,4.316992999520153e-06
1862,4.517986262886353e-10,4.413620899867965e-06
1863,0.0,4.774857643496944e-06
1864,9.589455896019672e-10,4.177166829322232e-06
1865,0.0,4.573169917421183e-06
1866,0.0,4.4097050704294816e-06
1867,0.0,3.808001110883197e-06
1868,0.0,3.712809302669484e-06
1869,9.767038289254515e-10,3.960045887652086e-06
1870,1.7202146374017957e-09,3.988031039625639e-06
1871,0.0,3.075892891502008e-06
1872,0.0,3.429446223890409e-06
1873,0.0,3.0947642244427698e-06
1874,0.0,3.084690661125933e-06
1875,1.1443054281912168e-09,3.2355235362047097e-06
1876,6.04601479992084e-10,2.5175604605465196e-06
1877,6.184815992682502e-10,2.8982046842429554e-06
1878,0.0,2.677732027223101e-06
1879,0.0,3.1041481634019874e-06
1880,0.0,2.800106358336052e-06
1881,0.0,2.3943591713759815e-06
1882,6.655385131892899e-10,2.7959272301814053e-06
1883,0.0,2.241469474029145e-06
1884,0.0,2.459792312947684e-06
1885,0.0,2.2585506940231426e-06
1886,6.453463874400711e-10,2.6962572974298382e-06
1887,6.528924623161458e-10,2.4268013021355728e-06
1888,0.0,2.2864255697641056e-06
1889,0.0,2.5204644771292806e-06
1890,0.0,2.2927245026949095e-06
1891,0.0,1.8453366692483542e-06
1892,0.0,2.1858302261534845e-06
1893,6.158416554491453e-10,1.9608398815762484e-06
1894,0.0,1.95788834389532e-06
1895,0.0,2.2864717266202206e-06
1896,0.0,2.121161287504947e-06
1897,0.0,1.894847287076118e-06
1898,1.13167097914868e-09,2.1422531517600873e-06
1899,5.527578395003729e-10,2.1507808014575858e-06
1900,5.191053142894475e-10,1.988173380595981e-06
1901,5.588738916095792e-10,1.862167778199364e-06
1902,0.0,1.6370886442018673e-06
1903,0.0,1.8355348174736719e-06
1904,5.374625189347171e-10,1.765564320521662e-06
1905,5.160759042333041e-10,1.8496160691938712e-06
1906,0.0,1.7778302208171226e-06
1907,0.0,1.8195379425378633e-06
1908,0.0,1.824089849833399e-06
1909,1.1001967115120692e-09,1.9137921754008858e-06
1910,0.0,1.9009144125448074e-06
1911,0.0,2.10952839552192e-06
1912,0.0,1.892582758955541e-06
1913,5.30298971401777e-10,1.9080157471762504e-06
1914,6.696743715117748e-10,1.8898210782936076e-06
1915,0.0,2.277221256008488e-06
1916,0.0,2.183208607675624e-06
1917,0.0,1.905964609250077e-06
1918,0.0,2.1778168957098387e-06
1919,0.0,2.003627741942182e-06
1920,0.0,1.8976012370330864e-06
1921,0.0,1.8575949525256874e-06
1922,0.0,1.8090697722072946e-06
1923,0.0,2.1242512957542203e-06
1924,0.0,1.9389003682590555e-06
1925,0.0,2.0038680759171257e-06
1926,0.0,1.8948435354104731e-06
1927,0.0,2.1239272882667137e-06
1928,0.0,1.7401861214239034e-06
1929,0.0,1.8849567595680128e-06
1930,0.0,1.9400156361371046e-06
1931,0.0,1.835121906879067e-06
1932,1.0959536611565568e-09,1.9233987131883623e-06
1933,0.0,1.8353059658693383e-06
1934,0.0,1.7840573036664864e-06
1935,0.0,1.8502967122913105e-06
1936,0.0,1.7774831349015585e-06
1937,0.0,1.7778659184841672e-06
1938,0.0,1.780123966454994e-06
1939,0.0,1.755757011778769e-06
1940,0.0,1.6279726651191595e-06
1941,0.0,1.959797828021692e-06
1942,0.0,2.1391192603914533e-06
1943,0.0,2.514201696612872e-06
1944,0.0,2.098210643453058e-06
1945,0.0,2.5161721168842632e-06
1946,0.0,2.401390474915388e-06
1947,0.0,2.5105355234700255e-06
1948,0.0,2.258091171825072e-06
1949,0.0,1.8986094119100017e-06
1950,0.0,2.108992248395225e-06
1951,0.0,2.136544935638085e-06
1952,0.0,1.937080469360808e-06
1953,0.0,1.8843423958969652e-06
1954,0.0,2.163639464924927e-06
1955,0.0,1.77294134573458e-06
1956,8.72114158667614e-10,1.943942379512009e-06
1957,0.0,1.8244352304463973e-06
1958,0.0,1.780186835276254e-06
1959,0.0,1.83382690011058e-06
1960,0.0,1.9246838292019675e-06
1961,0.0,2.212294020864647e-06
1962,0.0,2.1727541934524197e-06
1963,0.0,1.9527481072145747e-06
1964,0.0,2.3192087610368617e-06
1965,0.0,2.169665094697848e-06
1966,0.0,2.0500115169852506e-06
1967,0.0,2.183645619879826e-06
1968,0.0,2.0732375105581013e-06
1969,4.5417578031781147e-10,2.1046505480626365e-06
1970,0.0,1.8877766478908597e-06
1971,0.0,1.953104856511345e-06
1972,0.0,1.869425545919512e-06
1973,0.0,1.64955054060556e-06
1974,0.0,1.559408474349766e-06
1975,0.0,1.5055461517476942e-06
1976,0.0,1.4592347952202545e-06
1977,0.0,1.5220864497678122e-06
1978,0.0,1.709702246444067e-06
1979,0.0,1.6204114672291325e-06
1980,5.685150683554241e-10,1.5173667406997993e-06
1981,0.0,1.6262987401205464e-06
1982,0.0,1.6822331190269324e-06
1983,0.0,1.5213596498142579e-06
1984,0.0,1.6474982658110093e-06
1985,1.8046674155058895e-09,1.644653593757539e-06
1986,0.0,1.6592736074017012e-06
1987,0.0,1.466596017962729e-06
1988,0.0,1.5237243360388675e-06
1989,0.0,1.6738772501412313e-06
1990,0.0,1.5964546946634073e-06
1991,0.0,1.5779064597154502e-06
1992,0.0,1.797343770704174e-06
1993,0.0,1.7442964690417284e-06
1994,0.0,1.7581330666871509e-06
1995,5.422450821690461e-10,1.6934313862293493e-06
1996,0.0,1.5992924318197765e-06
1997,0.0,1.6302641370202764e-06
1998,0.0,1.758009261720872e-06
1999,9.140402323914998e-10,1.6585260027568438e-06
2000,0.0,1.8476207515050191e-06
2001,0.0,1.8655199482964235e-06
2002,0.0,1.8274074591317913e-06
2003,0.0,1.7526077726870426e-06
2004,0.0,1.8094882534569479e-06
2005,0.0,1.8195148641098058e-06
2006,0.0,1.7941646319741267e-06
2007,3.994479469415779e-10,1.8881904679801664e-06
2008,4.257439678578834e-10,1.7591740970601677e-06
2009,0.0,1.8367077245784458e-06
2010,4.723793023408973e-10,1.7794528730519232e-06
2011,0.0,1.7100802551794914e-06
2012,3.404252713057332e-10,1.7702113837003708e-06
2013,0.0,2.0168163246125914e-06
2014,4.330890368553497e-10,2.1210535123827867e-06
2015,0.0,2.043239192062174e-06
2016,0.0,2.372927156102378e-06
2017,2.515611330355938e-10,2.0313561890361598e-06
2018,2.5814667070633845e-10,1.9944411633332493e-06
2019,2.55098775436835e-10,1.8538028143666452e-06
