year,en_ADP eaux_NOUN,en_ADP seaux_NOUN
1879,2.736977664508089e-07,3.665595160740054e-09
1880,2.182067788680797e-07,1.9253538763308597e-09
1881,3.221298540134754e-07,6.2752567586699115e-09
1882,2.555667919512672e-07,4.6587693702804245e-09
1883,2.622525638873441e-07,1.8958017378167824e-09
1884,3.9082045955041167e-07,3.9610181801208455e-09
1885,3.5322082769795315e-07,4.511945039809007e-09
1886,3.0331280659323667e-07,1.936039106809062e-09
1887,3.597437401858805e-07,1.3057849246322917e-09
1888,3.322482216017164e-07,1.268122939990235e-08
1889,4.0096875753015127e-07,1.8795409673089125e-09
1890,3.742554722241387e-07,3.2771931834929546e-09
1891,3.2189812004812524e-07,5.099376032546843e-09
1892,4.0557275227115497e-07,5.641661360300532e-09
1893,3.9044360389262067e-07,3.079208221734575e-09
1894,3.8124313794796194e-07,5.041231432301174e-09
1895,3.334312401737094e-07,2.4074457982692365e-09
1896,3.6915402534809516e-07,2.948514543632541e-09
1897,4.07287282677693e-07,4.661370844871726e-09
1898,3.825047872885179e-07,1.1316709347397591e-08
1899,4.151211463465643e-07,1.0502398950507086e-08
1900,4.324147226952846e-07,5.710158235139318e-09
1901,4.7057182750442905e-07,1.620734302321125e-08
1902,4.4094348128354e-07,4.910283735171106e-09
1903,5.346217943902332e-07,4.3201759947208984e-09
1904,5.213386184976798e-07,1.666133897515465e-08
1905,4.391805981107666e-07,2.5803796099843623e-08
1906,5.267645146744826e-07,1.6975809202790515e-08
1907,4.386845383619331e-07,9.257118183114699e-09
1908,3.934022714258134e-07,9.331639461152008e-09
1909,3.850688519158041e-07,2.3104130164597336e-08
1910,3.7141846476185236e-07,5.34415089958884e-09
1911,3.963678709695273e-07,1.5429085564733214e-08
1912,3.1725375282398716e-07,1.5628263461131553e-08
1913,3.855273434938411e-07,9.015082902408267e-09
1914,6.375300076744139e-07,2.47779509132684e-08
1915,3.4399825743491874e-07,7.068457286152352e-08
1916,3.8016619030578624e-07,7.69122365795738e-09
1917,5.658675235054034e-07,8.773139548168274e-09
1918,5.099950879383641e-07,1.4932290071101306e-08
1919,5.672034761872169e-07,2.2098835761319435e-08
1920,5.550446107172036e-07,3.63467123065675e-08
1921,5.141895541571628e-07,1.817459427400081e-08
1922,3.5782986773646996e-07,2.1396012073182646e-08
1923,3.184784369558713e-07,1.4862327368803108e-08
1924,3.5709799539596077e-07,1.804827398643738e-08
1925,4.685223924383308e-07,2.859526304632709e-08
1926,5.04920076971338e-07,2.1177662290483568e-08
1927,4.4819885358649003e-07,4.1252132376712325e-08
1928,4.490434277748534e-07,1.1426041335305115e-08
1929,5.926696364788597e-07,8.912325100141061e-09
1930,4.516549390043423e-07,3.046045193855207e-08
1931,4.7218176835173153e-07,2.167017854048936e-08
1932,4.679722247491469e-07,3.8358378695591e-08
1933,4.347380988534155e-07,6.53827758601011e-08
1934,3.9898663040105475e-07,9.10600128634087e-08
1935,3.8896924436926383e-07,3.351119559624749e-08
1936,3.297922255285357e-07,2.3036957230715416e-08
1937,5.099403077579723e-07,7.554670666820584e-09
1938,5.108294457434326e-07,9.075650453382877e-09
1939,4.7411555925691573e-07,1.070583532936098e-08
1940,5.629437884735466e-07,1.0143131667916805e-08
1941,3.423743151209635e-07,2.3612020783048138e-08
1942,3.1859223770247524e-07,1.517105907566929e-08
1943,3.367752867688978e-07,1.1612940831184915e-08
1944,3.630900380358071e-07,6.4263723231761105e-09
1945,4.095587566865788e-07,1.742803235060819e-08
1946,3.3828283996228947e-07,2.645009899993056e-08
1947,3.564340396167154e-07,1.6689218895749036e-08
1948,5.196762407067013e-07,3.2615663503321457e-09
1949,5.438622689979411e-07,7.853606653895895e-09
1950,4.7008297099360163e-07,9.571825110299415e-09
1951,5.458637639677022e-07,7.462981455041984e-09
1952,6.516689001756504e-07,1.0544803918932644e-09
1953,7.175369067802251e-07,9.69644453618912e-09
1954,7.163268911369869e-07,2.9317608341017376e-09
1955,4.814816754183937e-07,5.631364707880948e-09
1956,8.729862583933823e-07,1.2209598665435806e-08
1957,6.458412817877957e-07,7.068030161150318e-09
1958,6.047010234766503e-07,8.272243445794913e-10
1959,5.844063851734305e-07,3.8753737996444215e-09
1960,6.637078948656949e-07,7.612916519406099e-09
1961,7.205240937224744e-07,5.55852741612739e-09
1962,6.836629276030237e-07,8.244543714397423e-09
1963,5.72892338901454e-07,7.1126584622049904e-09
1964,5.883197442546617e-07,4.867174663303331e-09
1965,5.198441286324851e-07,7.1136563306595235e-09
1966,5.971122352121938e-07,4.985167390003653e-09
1967,7.913188326824638e-07,8.874604162656397e-09
1968,6.777546541769652e-07,7.635406973349745e-09
1969,5.250271744028367e-07,9.537691053607134e-09
1970,5.509272362758111e-07,2.7592350626548523e-09
1971,6.433273935790851e-07,4.624557625731995e-09
1972,7.284808272167709e-07,7.69522046084603e-09
1973,6.505580549820422e-07,4.410563025913916e-09
1974,5.63682276411015e-07,6.750686232237513e-09
1975,5.87711319610662e-07,1.7134439644905797e-08
1976,5.667818649968126e-07,9.712995741040231e-09
1977,5.782753529359752e-07,4.7014254711541525e-09
1978,5.500987743101149e-07,3.5643548113029055e-09
1979,6.636137994675551e-07,9.363157360553487e-09
1980,6.861976715732965e-07,1.1370301367108482e-09
1981,6.490014068383232e-07,6.325549417596221e-09
1982,6.275784931730755e-07,3.724501262958313e-09
1983,6.384784345669914e-07,3.157658134966823e-09
1984,7.463324180889686e-07,9.858314165001048e-09
1985,6.719378427000322e-07,2.1054452847835137e-08
1986,5.940534943960074e-07,5.395036861699509e-09
1987,6.99077462140707e-07,9.166225112267057e-09
1988,6.02053999987362e-07,7.195864348830128e-09
1989,7.617513873015014e-07,1.2073869015694072e-08
1990,6.631008142576889e-07,8.717841559757744e-09
1991,7.725411350634204e-07,5.2753188484189195e-09
1992,6.650502832883376e-07,6.61193322315512e-09
1993,6.586117771156808e-07,5.539207315052863e-09
1994,4.821282986178232e-07,1.1077346095955676e-08
1995,5.341113797907582e-07,8.675921314704738e-09
1996,7.377243234074626e-07,1.0142375606037035e-08
1997,7.37934247041494e-07,5.753873377756236e-09
1998,5.55010232661246e-07,1.144351013948608e-08
1999,5.242020931217617e-07,2.7421207526856506e-09
2000,6.794932208009641e-07,3.5344251969604557e-09
2001,7.084419569869382e-07,3.5049694258049158e-09
2002,5.450239475290886e-07,4.819343757400674e-09
2003,6.746248262246013e-07,3.75023062604285e-09
2004,5.347416616174883e-07,1.1011977996133737e-08
2005,6.38631713734128e-07,1.170974872621855e-08
2006,5.793871101777981e-07,4.529678854225949e-09
2007,7.118162305141951e-07,4.7933754743212376e-09
2008,7.625074589512337e-07,1.2772318758180745e-09
2009,5.407130330148391e-07,1.430457752249481e-09
2010,5.777198657241911e-07,8.9752067999882e-09
2011,6.412800903077276e-07,4.206369003112442e-09
2012,6.423824953083468e-07,3.744677901096338e-09
2013,5.645189153913321e-07,5.020424964641279e-09
2014,4.993516751206073e-07,4.547434831470021e-09
2015,5.153537759872151e-07,4.433150652127793e-09
2016,5.056141048065399e-07,4.349814286541687e-09
2017,6.065138782318513e-07,4.024978128569501e-09
2018,6.172287043693103e-07,3.3559066636712487e-09
2019,6.140227624129579e-07,3.5713827450933877e-09
