year,en_ADP eau_NOUN,en_ADP sauts_NOUN
1874,2.2464530360366552e-06,2.3898436007918633e-09
1875,1.9190002786828586e-06,4.577221712764867e-09
1876,2.4728200003210077e-06,1.209202959984168e-09
1877,2.013776033038539e-06,3.0924081073635534e-09
1878,2.335919546680998e-06,4.22736201599605e-09
1879,2.146816937553808e-06,1.221865053580018e-09
1880,2.432363761073475e-06,1.0910338410496934e-08
1881,2.5191669088542312e-06,5.5780060570498335e-09
1882,2.059841768264903e-06,3.9932310791357395e-09
1883,2.4588548654946862e-06,6.319338829996468e-09
1884,2.280226148343445e-06,2.6406787867472303e-09
1885,2.480925262560163e-06,9.66845359329227e-09
1886,2.509752055068759e-06,1.936039106809062e-09
1887,2.944544934990745e-06,3.9173548849191775e-09
1888,2.8526426163466567e-06,1.268122939990235e-08
1889,2.7836001859071757e-06,1.2530273707511697e-08
1890,2.89048454860108e-06,1.0487018642368895e-08
1891,2.7166926770405553e-06,6.374220040683554e-10
1892,3.2270301826287096e-06,1.0656471260972467e-08
1893,3.2183885432246484e-06,1.2932674486876294e-08
1894,3.520670052381547e-06,3.150769645188234e-09
1895,3.2428293863517865e-06,1.0833506536300774e-08
1896,3.2221366303986088e-06,5.307326134129653e-09
1897,3.4051314283800593e-06,6.409385022720926e-09
1898,3.4408455000800586e-06,1.4145887128336199e-08
1899,3.4834797926208694e-06,1.1607914629507832e-08
1900,3.6404855165983463e-06,4.15284251431558e-09
1901,4.084809301474479e-06,9.500856101851696e-09
1902,4.2861866802468285e-06,1.4239823542538943e-08
1903,4.779194757276173e-06,1.3500550899436803e-08
1904,4.806527314826781e-06,9.13686282189019e-09
1905,4.8232454261665225e-06,1.186974607492175e-08
1906,5.007863460804174e-06,1.2860461140462576e-08
1907,4.5509021333600685e-06,5.65712765521198e-09
1908,4.656979236017378e-06,5.893666887857307e-09
1909,4.872221001761545e-06,2.1453835152840384e-08
1910,5.38262861482508e-06,1.175713115753041e-08
1911,4.311099131015794e-06,5.3203743632934675e-09
1912,4.8046492082676195e-06,8.856016364688912e-09
1913,5.361322720887074e-06,6.893886850267705e-09
1914,5.214084865201585e-06,6.696743604095445e-09
1915,4.38362137167303e-06,1.0602685840410686e-08
1916,4.108212152686974e-06,5.493730803607377e-09
1917,4.176014220647062e-06,1.0966424435210342e-09
1918,4.414214593850829e-06,1.1486376294556067e-09
1919,5.395798947205321e-06,1.4732557396257562e-08
1920,4.749303581519371e-06,1.1358347595802343e-08
1921,5.319854864183071e-06,9.844571380313027e-09
1922,5.671419106789699e-06,2.2871599725249325e-08
1923,5.074423363282676e-06,1.1677542488541803e-08
1924,5.249469680279617e-06,3.867487219366694e-09
1925,5.724551691344004e-06,1.0998178368026856e-08
1926,6.046779901680566e-06,5.57306911730393e-09
1927,5.221181787362639e-06,1.56089151603922e-08
1928,5.745013311297953e-06,1.2568645679778001e-08
1929,6.141706258233626e-06,1.2254447234738564e-08
1930,6.183471313647715e-06,1.3654685049324655e-08
1931,7.438573604190424e-06,1.7108034988666532e-08
1932,7.076572863695674e-06,1.3151444377967891e-08
1933,7.257488171319437e-06,9.176529536247813e-09
1934,6.84747317336587e-06,4.7926320689839486e-09
1935,8.338303565835758e-06,5.98414207075848e-09
1936,8.8195175464989e-06,2.66743711563322e-08
1937,8.696685426912154e-06,1.0072894518486919e-08
1938,7.62354610372995e-06,2.852347158466273e-08
1939,8.986784109765722e-06,1.070583532936098e-08
1940,8.90566941080806e-06,5.0715658339584024e-09
1941,8.515085184512827e-06,1.4757512545315876e-08
1942,9.093532824522299e-06,2.1239483061208375e-08
1943,9.513901794377944e-06,3.4838823381733164e-08
1944,8.685242278261285e-06,1.927911696952833e-08
1945,7.61169307139653e-06,1.3071024262956144e-08
1946,6.964728676450704e-06,1.3921104269343232e-08
1947,7.451736657060337e-06,1.1920871401116528e-08
1948,8.904076075566536e-06,1.1959076839929139e-08
1949,1.0255828883032336e-05,1.47255123650325e-08
1950,1.000255775096548e-05,2.0207187034770868e-08
1951,9.75518294410449e-06,1.2793682557799002e-08
1952,1.1146911987225394e-05,7.381362632230548e-09
1953,1.0788910842052246e-05,1.508335856215126e-08
1954,1.1238416121273076e-05,9.772536557761669e-09
1955,1.0398314707060763e-05,1.1262729415761896e-08
1956,1.0689503376681841e-05,1.4825940475304833e-08
1957,1.202006853873172e-05,1.4136060322300636e-08
1958,1.2178396730178065e-05,1.3235589513271862e-08
1959,1.144552912535346e-05,4.650448914844674e-09
1960,1.12657321125198e-05,1.591791637389761e-08
1961,1.199738642299053e-05,2.0149662549595604e-08
1962,1.1731351079902197e-05,1.3952304200870458e-08
1963,1.2621735876905404e-05,1.3578711488548834e-08
1964,1.2107096566182918e-05,1.0951143103454797e-08
1965,1.113451425283074e-05,1.4774516721161035e-08
1966,1.1951107566687824e-05,9.970334780007306e-09
1967,1.2112848139622656e-05,8.381570104631919e-09
1968,1.1193955401722633e-05,1.9762229602759973e-08
1969,1.2181448965975505e-05,1.0446043141598693e-08
1970,1.1858732534619776e-05,1.3336302728816918e-08
1971,1.1779776514231344e-05,1.3359833239690033e-08
1972,1.1121132260427657e-05,8.721249500354133e-09
1973,1.302163599348205e-05,1.268036875501366e-08
1974,1.202128431998517e-05,2.1377172032543967e-08
1975,1.197583124223911e-05,1.1994108373158952e-08
1976,1.2197808473501937e-05,7.427584769459372e-09
1977,1.330797223886293e-05,1.2928919990162768e-08
1978,1.1307915684710679e-05,1.7227714366185864e-08
1979,1.2330693010653704e-05,7.607565355449708e-09
1980,1.1343581405753866e-05,1.8760998088396263e-08
1981,1.1329692057415741e-05,1.3283654176632353e-08
1982,1.2385828924266207e-05,1.365650492690662e-08
1983,1.1197686518471528e-05,1.136756910824488e-08
1984,1.1788224739461839e-05,1.565732282715615e-08
1985,1.2007053783236188e-05,1.503889535126035e-08
1986,1.1037047073614303e-05,2.6975183919919488e-08
1987,1.193320315451274e-05,1.4054879038383206e-08
1988,1.1320294731831382e-05,1.3792074149421296e-08
1989,1.021778618337521e-05,1.4817929994137558e-08
1990,1.128688012386192e-05,2.451892872068484e-08
1991,1.1207707771632158e-05,8.20605094986604e-09
1992,1.0600581731523562e-05,2.259077191979486e-08
1993,1.0196573356324734e-05,6.09312805766038e-09
1994,1.0445936752034868e-05,1.476979427650349e-08
1995,1.04306267019183e-05,1.7894087989134277e-08
1996,9.974224809639054e-06,1.92171327739743e-08
1997,1.0570824201749929e-05,1.5343662340683295e-08
1998,1.0249570138398667e-05,1.8118890277030175e-08
1999,9.188846185281818e-06,1.0511462811280126e-08
2000,9.242522168051437e-06,1.2812291005914744e-08
2001,9.386308008174638e-06,9.20054432640427e-09
2002,8.724764299472554e-06,1.927737436346888e-08
2003,1.0066451999080073e-05,2.0417921575699438e-08
2004,8.588902609574234e-06,2.378587282692024e-08
2005,9.093971073070861e-06,1.3961623857028371e-08
2006,9.61403758381607e-06,1.8942293067425453e-08
2007,8.219840257339683e-06,1.5179022483380322e-08
2008,9.740596006224678e-06,1.958422224390688e-08
2009,9.427669930062166e-06,1.7642312499788204e-08
2010,8.433387488793187e-06,1.936755095188758e-08
2011,8.046019292606843e-06,2.600300952337875e-08
2012,7.813440756621048e-06,1.8723390449171262e-08
2013,6.205802995040699e-06,1.9523874683624598e-08
2014,4.880263917428351e-06,2.3819896499688298e-08
2015,4.7656369064341675e-06,1.6845973685453153e-08
2016,4.501021731329047e-06,1.6984987638579696e-08
2017,4.617656377270407e-06,1.6603034197482103e-08
2018,5.414368375866729e-06,1.6779532985289336e-08
2019,4.471881438483649e-06,1.5050827306684056e-08
