year,mon_DET homme_NOUN,mon_DET somme_NOUN
1800,7.105811619112501e-07,1.2576657937302116e-08
1801,6.095827700391965e-07,1.1905912700171939e-08
1802,6.109303569701297e-07,1.1189200677108602e-08
1803,5.655983699170974e-07,4.095712213825209e-08
1804,1.2285099302289382e-06,2.4718509461507665e-09
1805,8.727634508431947e-07,1.421438877713399e-08
1806,3.9767032689042026e-07,5.76333825108577e-09
1807,6.007075441516463e-07,5.693910232196231e-09
1808,4.668112438821481e-07,2.945896149242344e-08
1809,9.081302891900123e-07,6.7770917766551975e-09
1810,1.0858188232987231e-06,0.0
1811,6.744036511463491e-07,1.0028307073639553e-08
1812,8.748443036665776e-07,0.0
1813,6.988052376755149e-07,1.4378708002027452e-08
1814,7.363224767686916e-07,2.8320094713762956e-08
1815,6.716086886626726e-07,0.0
1816,5.376840945814365e-07,2.5493642752394408e-08
1817,9.092140800248671e-07,6.227493631882908e-09
1818,1.009723703759846e-06,1.4305412854298538e-08
1819,7.369947638835583e-07,5.175524897538253e-09
1820,8.211605191377203e-07,3.20394981656591e-08
1821,1.322425589478371e-06,9.861488514673056e-09
1822,1.1018152150654714e-06,1.2030739071633434e-08
1823,1.1315676573531164e-06,9.882686891060644e-10
1824,1.013059844012787e-06,1.8526447931321854e-08
1825,8.787832044276911e-07,2.905796137042671e-08
1826,8.191425422410248e-07,1.4973572604048968e-08
1827,6.599567328180456e-07,2.2121454890111636e-08
1828,8.777892475109184e-07,8.255071293206129e-09
1829,1.1333739280416921e-06,1.4574399298528107e-08
1830,1.0885620014278174e-06,3.1310507520032616e-09
1831,8.855804836116477e-07,9.354723218280014e-09
1832,8.266811093449178e-07,8.117981842303834e-09
1833,9.44065703833985e-07,1.9692167896323554e-08
1834,7.822336840490607e-07,1.4001796166951408e-08
1835,9.378229108847336e-07,5.294161553592858e-09
1836,9.341842357457608e-07,9.409050427677812e-09
1837,8.391216468339735e-07,1.2524203896191466e-08
1838,7.21480091669946e-07,3.1560809077291196e-08
1839,7.012449430021661e-07,1.957613005032499e-08
1840,5.535259610667254e-07,7.64362617644565e-09
1841,6.98555695066716e-07,5.778493683550323e-09
1842,6.151478935123578e-07,2.817471322913434e-08
1843,1.0667881156223302e-06,7.088293507706567e-09
1844,9.171386068373977e-07,1.2074834465636286e-08
1845,7.711875014138059e-07,1.897277535078956e-08
1846,6.925875126739811e-07,5.269050973311096e-09
1847,4.3415450790007526e-07,1.1325769655456952e-08
1848,5.720152458366101e-07,6.43617736884039e-09
1849,6.049937475438583e-07,1.5920887719289567e-08
1850,4.874499239804209e-07,1.3577992064028876e-08
1851,5.656157568978415e-07,1.870337307252612e-08
1852,4.928482866262129e-07,1.6276363368206148e-08
1853,6.491490083249118e-07,1.0749477752369785e-08
1854,6.920625281736648e-07,9.871762074453727e-09
1855,8.300049643139573e-07,1.8043586180738203e-08
1856,5.456757463662143e-07,3.6240326295455816e-08
1857,7.737192078138833e-07,2.4407545373694717e-08
1858,8.436697243041635e-07,2.0553439838977283e-08
1859,7.551692959850698e-07,2.34239969643113e-08
1860,6.321090886274305e-07,8.238931314963338e-09
1861,8.771692492359762e-07,1.3676294763342867e-08
1862,6.605296221096069e-07,1.1294965851504912e-08
1863,6.662824389991329e-07,1.9479021062807078e-08
1864,6.458498376105126e-07,1.726102105692462e-08
1865,7.413279945467366e-07,9.88437331983505e-09
1866,6.403146386446679e-07,1.4110277390955162e-08
1867,7.308333920263976e-07,1.7955402498159856e-08
1868,7.953197425081271e-07,2.9145256874585357e-08
1869,7.794096390512095e-07,2.4417595057002472e-08
1870,7.580412457741659e-07,1.490852685748223e-08
1871,8.698744125013036e-07,3.186353225714811e-08
1872,7.498700753671983e-07,2.963196266136947e-08
1873,7.38672973454868e-07,1.3169209722718733e-08
1874,7.826738155358726e-07,1.1351757034372412e-08
1875,8.565126350390528e-07,1.3159512590732447e-08
1876,7.509150350415439e-07,1.9951848839738773e-08
1877,9.190636447442557e-07,1.1132668453761596e-08
1878,6.727544530349405e-07,1.2078177569208037e-08
1879,8.87684990402704e-07,2.504823326532346e-08
1880,7.52171558815462e-07,1.4119262203848848e-08
1881,8.178751471632495e-07,9.064259565150223e-09
1882,9.011391597368856e-07,1.3310770263785798e-08
1883,6.559473888501088e-07,1.390254544819669e-08
1884,8.166299139134026e-07,1.5844072720483382e-08
1885,6.02022396378743e-07,2.9005360113742995e-08
1886,6.692242067174448e-07,1.8069698626277386e-08
1887,6.82272627727798e-07,1.1752064210668323e-08
1888,7.83065893017465e-07,1.1413106904001324e-08
1889,7.273823570130844e-07,7.51816386923565e-09
1890,6.252884929836e-07,5.243509182406569e-09
1891,7.725554453941186e-07,5.099376032546843e-09
1892,8.926361374506087e-07,3.13425623232888e-08
1893,6.4663374388374e-07,1.1085149742573464e-08
1894,8.09117622679878e-07,1.5753848003896564e-08
1895,6.319545065025522e-07,1.1435367319734269e-08
1896,6.191880288497487e-07,1.3563166589847242e-08
1897,5.547031349806275e-07,1.2236098356765979e-08
1898,5.465970716045376e-07,1.4145887128336199e-08
1899,7.390372260829281e-07,4.9748205555033564e-09
1900,6.177353455427692e-07,1.2458527209879833e-08
1901,4.722484376884495e-07,8.941982265753268e-09
1902,4.17865138047091e-07,1.4730851205513318e-08
1903,4.79539558284614e-07,1.4580594509538969e-08
1904,4.976903049680459e-07,5.912087708281888e-09
1905,5.047222302323462e-07,4.128607289377584e-09
1906,4.274817229088512e-07,4.629765903985117e-09
1907,4.7519872481416314e-07,2.3142795013697537e-08
1908,5.986983282468827e-07,1.3751889405000384e-08
1909,5.946563419456652e-07,1.870334465081669e-08
1910,6.338162776842182e-07,9.085056262847502e-09
1911,5.320374185657784e-07,7.980561100850991e-09
1912,5.167745769085741e-07,1.0418842677495377e-08
1913,5.71662297943476e-07,1.4848371032716301e-08
1914,5.538206977462323e-07,1.5402511266415786e-08
1915,5.077508404838227e-07,1.8849219074468238e-08
1916,4.856458133417618e-07,2.6369908923129515e-08
1917,4.035644138866701e-07,1.4256351654751143e-08
1918,4.4107684971095296e-07,2.2972752589112133e-08
1919,5.994309191237335e-07,1.3811772670013767e-08
1920,5.088539580810902e-07,6.815008557481406e-09
1921,4.7784035928089e-07,9.844571879913389e-09
1922,6.713921578693771e-07,8.115729421831475e-09
1923,4.787792562410687e-07,2.229349149729387e-08
1924,5.736772976661086e-07,1.804827398643738e-08
1925,6.422936138505975e-07,1.3197813508725176e-08
1926,6.542783239638084e-07,1.671920735191179e-08
1927,7.62607008653049e-07,1.7838760246746688e-08
1928,7.255536189632039e-07,1.0283437212876834e-08
1929,6.572839978957745e-07,1.0026365515614089e-08
1930,5.692952882441205e-07,1.470504518152893e-08
1931,4.938519566621835e-07,1.2545892325022123e-08
1932,5.381132410775535e-07,9.863582839386709e-09
1933,4.530911610345356e-07,8.02946376055047e-09
1934,5.27189531140948e-07,2.6359476379411717e-08
1935,4.88305992973892e-07,7.180970484910176e-09
1936,4.183026547366353e-07,2.182448710641438e-08
1937,3.714379737118634e-07,1.510934133364117e-08
1938,5.367598703287513e-07,1.0372171566075394e-08
1939,3.7929245877421636e-07,1.070583532936098e-08
1940,4.1333260014653206e-07,7.607348528892999e-09
1941,4.929009449483601e-07,1.1806010835613279e-08
1942,4.642344109129226e-07,6.068423541449874e-09
1943,6.300020274352391e-07,5.806470415592457e-09
1944,6.105053671490168e-07,1.927911696952833e-08
1945,4.945204139517045e-07,6.535512131478072e-09
1946,6.556839906579626e-07,2.0881656404014848e-08
1947,6.222694608482016e-07,1.0728784083369192e-08
1948,5.838203946950671e-07,7.610321262063735e-09
1949,5.811668870592257e-07,6.8719057111366055e-09
1950,5.743095456978153e-07,1.3825969702452312e-08
1951,6.695360426078878e-07,1.7058242818279723e-08
1952,4.523720775750917e-07,2.003512733494972e-08
1953,4.912865172457259e-07,1.723812381726475e-08
1954,4.30968832176859e-07,1.4658803948464083e-08
1955,4.664647121899179e-07,1.5016972554349195e-08
1956,4.831512399050553e-07,1.3081712602058815e-08
1957,4.064117469226858e-07,6.184526224473075e-09
1958,4.872351340168279e-07,1.8198935691771112e-08
1959,4.503184598547705e-07,8.525822381422188e-09
1960,4.477779071976329e-07,1.868625076895114e-08
1961,4.731696350290804e-07,5.55852741612739e-09
1962,5.657025354821599e-07,1.1415521861124489e-08
1963,5.095249946407421e-07,9.052474325699222e-09
1964,5.213960747596502e-07,1.520992043424485e-08
1965,5.619788367994261e-07,1.641613023295463e-08
1966,5.018401836309749e-07,1.8832853498906843e-08
1967,5.467742241194173e-07,6.902469706915326e-09
1968,5.012420061234479e-07,8.533690143419648e-09
1969,4.360087402233148e-07,8.629339909305145e-09
1970,4.584928703366131e-07,1.1956685419534097e-08
1971,4.83523216132653e-07,8.73527572498034e-09
1972,3.739877030284333e-07,9.747279428040656e-09
1973,3.941940747154149e-07,4.9618833486420044e-09
1974,2.790283453180109e-07,6.750686232237513e-09
1975,3.089910691755904e-07,7.996072248772634e-09
1976,3.1938613886950407e-07,3.9994687561772935e-09
1977,3.455547670228043e-07,6.464460078348111e-09
1978,4.52673070583387e-07,5.940591130126904e-09
1979,4.260236572406484e-07,1.287434159280565e-08
1980,3.621441067025444e-07,1.0233271119375331e-08
1981,4.25709480111891e-07,4.427884614521815e-09
1982,3.265146197861668e-07,8.690503094932467e-09
1983,4.3323066734046733e-07,8.209910973278056e-09
1984,4.11149713386294e-07,3.479405208395292e-09
1985,3.278479212553975e-07,4.210890747202711e-09
1986,3.266994532680201e-07,1.0790073723399018e-08
1987,3.5564955069844473e-07,7.332980445085013e-09
1988,2.7764043508682335e-07,9.594486038988492e-09
1989,4.4289147638210125e-07,4.390497743145261e-09
1990,3.705082569638307e-07,6.538381391862913e-09
1991,3.9740734081306073e-07,1.1722930182145319e-08
1992,3.5043244750454505e-07,6.61193322315512e-09
1993,3.7943572550602767e-07,1.2740177190995183e-08
1994,4.272690645734656e-07,6.329911705904578e-09
1995,3.6601542063863235e-07,7.591431483433553e-09
1996,3.9341739466181025e-07,3.736664311304594e-09
1997,3.744812460126923e-07,4.794894259418925e-09
1998,3.3662991327787495e-07,5.72175506974304e-09
1999,3.564757022900267e-07,9.597422412355172e-09
2000,3.485826880478271e-07,3.0926220473403987e-09
2001,3.3910578878249e-07,6.571817479095188e-09
2002,5.445858377584045e-07,1.0514931758631718e-08
2003,3.6835597683193555e-07,8.333845447072719e-09
2004,3.717643899392442e-07,1.3214373595360485e-08
2005,3.5984960788937315e-07,4.503749373441224e-09
2006,3.8955239034521583e-07,4.941467679486777e-09
2007,4.797369896891723e-07,9.586750948642475e-09
2008,4.4490246153827684e-07,8.51487946817997e-09
2009,5.764744841485481e-07,9.536384792951935e-09
2010,7.392736023348334e-07,1.0392344318432833e-08
2011,6.313377483024851e-07,1.2236710256186001e-08
2012,9.586375853132267e-07,1.7702114246676004e-08
2013,1.2551062980037386e-06,1.6734750474256543e-08
2014,1.2561747553263558e-06,1.4725027641659949e-08
2015,1.5094878165200498e-06,2.2609068756063166e-08
2016,1.727704699305832e-06,2.5684617238619367e-08
