year,en_ADP avant_NOUN,en_ADP savants_NOUN
1800,1.041032841442302e-05,6.288328968651058e-09
1801,1.1229656720956882e-05,2.3811825844433088e-09
1802,9.947199345106128e-06,0.0
1803,1.2339796398919134e-05,0.0
1804,9.205173199688943e-06,2.4718509905596875e-08
1805,2.066203546746692e-05,0.0
1806,1.3160582838622759e-05,0.0
1807,9.383564076870243e-06,0.0
1808,1.0514583635767849e-05,2.2660739951163578e-09
1809,1.2700269564902555e-05,6.7770917766551975e-09
1810,8.92992341050558e-06,2.3401267590372754e-09
1811,1.0331663816032233e-05,4.011322829455821e-08
1812,8.977822830047444e-06,2.6672082320544632e-09
1813,9.01545013221039e-06,0.0
1814,1.64382418859077e-05,0.0
1815,1.224000055799479e-05,0.0
1816,1.3052745202912774e-05,0.0
1817,1.8469188660219515e-05,1.556873407970727e-09
1818,1.8365765470207407e-05,0.0
1819,1.1753617457088694e-05,1.035105001712111e-09
1820,1.809401021546364e-05,3.5599443393152796e-09
1821,1.3352454715231943e-05,4.043210211079895e-08
1822,1.3516535148028197e-05,6.015369535816717e-09
1823,1.6216501450116994e-05,1.581229902569703e-08
1824,1.6078429950994177e-05,7.57900142644985e-09
1825,1.6686314154412685e-05,8.805443485471187e-09
1826,1.3742217134904422e-05,1.7615968683770689e-09
1827,1.2845191349697416e-05,2.7651818612639545e-09
1828,1.6876117058473028e-05,4.586150570418113e-09
1829,1.6374766858007206e-05,1.628903412154159e-08
1830,1.4603220563458308e-05,1.2524203008013046e-08
1831,1.8343054534852854e-05,0.0
1832,1.6231903373409295e-05,1.3529969367098715e-09
1833,1.5401592406760756e-05,6.950177322551099e-09
1834,1.568014533859241e-05,2.8003592777992026e-09
1835,1.6600221727003373e-05,9.075705520444899e-09
1836,1.522989214208792e-05,1.9490174807401672e-08
1837,1.8617924183672585e-05,2.1569462660409044e-08
1838,1.7508043754332903e-05,1.8936486156917454e-08
1839,1.433252418792108e-05,2.3771015378315496e-08
1840,1.6555457534650486e-05,2.293087852933695e-08
1841,1.518267112032845e-05,1.0914932957462042e-08
1842,1.494534370749534e-05,2.1466448174578545e-08
1843,1.3697536473955552e-05,3.839492279666956e-08
1844,1.5673135521865333e-05,3.0735943568060975e-08
1845,1.6433214000244334e-05,4.073566373108406e-08
1846,1.3776227433481836e-05,3.454155717008689e-08
1847,1.3590383900918823e-05,5.3392913201832926e-08
1848,1.4300381167231535e-05,3.942158599556933e-08
1849,1.4485494830296375e-05,4.1897074254393374e-08
1850,1.5471443077785807e-05,4.5486274302675156e-08
1851,1.6362225892407878e-05,5.0305622778523684e-08
1852,1.3578393748048256e-05,1.7578472011337e-08
1853,1.6232308553298935e-05,4.299791100947914e-08
1854,1.5177575221514417e-05,2.7537021551893304e-08
1855,1.5770625054756238e-05,3.02495415382964e-08
1856,1.4646786155481095e-05,3.468716869292621e-08
1857,1.734009657639035e-05,1.8061584228235006e-08
1858,1.6379622422846296e-05,3.8170671956549995e-08
1859,1.845098063313344e-05,4.124660435422811e-08
1860,1.7937069173967757e-05,3.0667132028261435e-08
1861,1.4772285169328825e-05,2.782418562219391e-08
1862,1.5566721515369863e-05,2.981871105589562e-08
1863,1.4433954731885024e-05,4.145535115185339e-08
1864,1.4101295107593614e-05,2.828889478223573e-08
1865,1.4014158068675897e-05,2.4004906507002488e-08
1866,1.6229738434958563e-05,3.259960479340407e-08
1867,1.7130910009655054e-05,3.154327288257264e-08
1868,2.0349811734377e-05,3.507310708528166e-08
1869,1.8499746886391222e-05,2.539429999615095e-08
1870,1.947282908076886e-05,4.4152177025580386e-08
1871,3.052738861697435e-05,1.3807530230280918e-08
1872,2.1671244553544966e-05,4.172663992108028e-08
1873,2.154363068029852e-05,2.21482157058972e-08
1874,2.6054075647152786e-05,1.9716210886144836e-08
1875,1.9570483800634975e-05,2.345826111138649e-08
1876,1.9711216737050563e-05,2.2370254981751714e-08
1877,2.1308546877207846e-05,3.154256233983688e-08
1878,1.7734991331508354e-05,2.4156355138416075e-08
1879,1.6830580705118336e-05,3.726688291294522e-08
1880,1.64104322948333e-05,1.9253539207397807e-08
1881,1.651229160870571e-05,4.8110301298365243e-08
1882,1.6583889134835772e-05,4.2594464844114555e-08
1883,1.7343424985938327e-05,2.274962085380139e-08
1884,1.6974283425952308e-05,2.3766109080725073e-08
1885,1.845514356091371e-05,1.6758653131887513e-08
1886,1.8483365579413658e-05,3.3558012257906e-08
1887,2.1175913616389153e-05,2.546280519766242e-08
1888,2.0149839087935106e-05,1.775372027168487e-08
1889,1.7802385457343917e-05,2.944614330147033e-08
1890,1.8049469986181066e-05,4.4569829604768074e-08
1891,2.0224763431997417e-05,3.059625575119185e-08
1892,1.7641474073570862e-05,3.2596265242545996e-08
1893,1.80946589694031e-05,1.9706933196417253e-08
1894,1.8995990501480264e-05,2.142523314319078e-08
1895,2.0268286164082383e-05,3.009307292245467e-08
1896,1.812923682109613e-05,3.479247046023204e-08
1897,1.9263115063949954e-05,3.088158351260972e-08
1898,1.81808607635503e-05,3.168678830434146e-08
1899,1.827804413778722e-05,3.4823742112166656e-08
1900,1.7001218509449245e-05,1.86877908703309e-08
1901,1.8545113164236682e-05,1.9001712259214543e-08
1902,2.7744576868826698e-05,3.780918689244572e-08
1903,1.8465512766852044e-05,4.5901870970865843e-08
1904,1.8892882053478388e-05,2.0961039126632386e-08
1905,1.6138725300152146e-05,2.4255568220610257e-08
1906,1.6413035325513192e-05,2.9321851613417493e-08
1907,1.498470277283559e-05,2.7257069490360664e-08
1908,1.4746445401669916e-05,2.89771957540097e-08
1909,1.5638195861811255e-05,3.135560788791736e-08
1910,1.4863152102861932e-05,3.153049021875631e-08
1911,1.6446340055153996e-05,3.777465806820146e-08
1912,1.5175565351910336e-05,4.48010215592376e-08
1913,1.6188967208563554e-05,3.234823570119616e-08
1914,1.6780029966412258e-05,2.276892807628883e-08
1915,1.9870611197347898e-05,2.709575319670421e-08
1916,1.9151146489093662e-05,2.4172416956957932e-08
1917,1.892037278139469e-05,2.1932848426331475e-08
1918,1.6987202286600223e-05,2.756730221875614e-08
1919,1.4361481419200572e-05,1.749491218561161e-08
1920,1.4565945036792982e-05,2.2716694303426266e-08
1921,1.4608587264319794e-05,3.4077363153528495e-08
1922,1.348539018408701e-05,3.2462917132214386e-08
1923,1.2125536159146577e-05,4.140219900250486e-08
1924,1.247780306812274e-05,2.4494086758863887e-08
1925,1.2805178528196848e-05,2.5295809891190402e-08
1926,1.1732425548416359e-05,2.6750733184144337e-08
1927,1.2294250240074689e-05,4.9056588125040435e-08
1928,1.1042126260463192e-05,3.313552099371009e-08
1929,1.1657320783342584e-05,2.1166771446701205e-08
1930,1.0706323109843652e-05,1.6805765667982087e-08
1931,1.3403575508164067e-05,2.167017854048936e-08
1932,1.3307068911672104e-05,2.1919072779041926e-08
1933,1.2355050500900688e-05,2.408838994938378e-08
1934,1.3077894948310131e-05,2.2765002327673756e-08
1935,1.2687578475834016e-05,2.393656828303392e-08
1936,1.2847347306887968e-05,3.394919900756577e-08
1937,1.1583829035544113e-05,1.888667711114067e-08
1938,1.0679447342454296e-05,2.463390735840676e-08
1939,1.1143244762479299e-05,9.176430282309411e-09
1940,1.104587022382475e-05,2.7893612752905028e-08
1941,1.176468953190124e-05,1.7709016475464523e-08
1942,1.1742399408376514e-05,1.517105907566929e-08
1943,1.1836490216410311e-05,5.806470415592457e-09
1944,1.1769901277602912e-05,3.213186161588055e-08
1945,1.0770524283998384e-05,4.357008087652048e-09
1946,9.856141986119837e-06,2.227376771912759e-08
1947,1.0040949689482659e-05,3.218635202806297e-08
1948,1.3445263391531626e-05,3.152847383169899e-08
1949,1.0905714333375727e-05,2.552422073698324e-08
1950,1.0844877721183366e-05,2.1270722516675278e-08
1951,1.3480276322752616e-05,2.1322803078760444e-08
1952,1.2632674668111576e-05,1.7926167217297007e-08
1953,9.414169909405246e-06,1.8315507332999914e-08
1954,1.0479090377657485e-05,1.7590565004610426e-08
1955,9.224175613553598e-06,3.003394466460918e-08
1956,8.830155962868957e-06,3.924513669595342e-08
1957,9.040010610306126e-06,3.534015036166238e-08
1958,9.817498636266464e-06,3.308897317255699e-08
1959,9.280745473461138e-06,3.8753739772801055e-08
1960,8.589446366613629e-06,1.314958364417862e-08
1961,8.746343013399382e-06,1.528595028332802e-08
1962,8.731605504408435e-06,2.6002021868976044e-08
1963,8.722059590127174e-06,2.4571003010009917e-08
1964,8.577786900332285e-06,1.886030154274465e-08
1965,8.474553254700368e-06,2.2435377999840966e-08
1966,8.67585322339437e-06,2.769537443825243e-08
1967,8.963843242781877e-06,2.7116845657815247e-08
1968,8.006847366459624e-06,2.7397636159776084e-08
1969,8.553946543088387e-06,1.862120768691966e-08
1970,7.818292345973532e-06,2.5292987260172595e-08
1971,7.362296059909568e-06,1.2332153964678128e-08
1972,7.760885978314036e-06,2.000757282072385e-08
1973,7.465980360166213e-06,1.598829157956061e-08
1974,6.917203023704133e-06,1.0688586016271984e-08
1975,6.397429160642787e-06,1.0851811893530794e-08
1976,7.153906807388921e-06,1.71405803994773e-08
1977,7.029218863863207e-06,2.11564152863275e-08
1978,6.634452205389607e-06,1.1881182260253809e-08
1979,6.842712366506021e-06,1.8141117053005473e-08
