year,en_ADP avant_NOUN,en_ADP savants_NOUN
1980,6.966583526946124e-06,1.2507331170752423e-08
1981,7.299684199324474e-06,2.0874313833019187e-08
1982,6.903984271389163e-06,1.738100685599875e-08
1983,7.026420718148074e-06,1.136756910824488e-08
1984,6.48097176281226e-06,1.0438215625185876e-08
1985,6.596059478169991e-06,1.3835783185811579e-08
1986,6.7857575913876644e-06,1.3787316177626963e-08
1987,6.443856563009831e-06,9.777306964053878e-09
1988,6.142270166265007e-06,2.1587593712624198e-08
1989,6.218042628347575e-06,1.2073869015694072e-08
1990,6.05726523872363e-06,8.717841559757744e-09
1991,6.7623726351939695e-06,1.1136783939491579e-08
1992,6.253235625308662e-06,1.1019888113139586e-08
1993,6.385044429180198e-06,2.2156829260211452e-08
1994,6.184323893876353e-06,1.635227242502424e-08
1995,6.370295110968982e-06,9.21816667442954e-09
1996,6.445212676453593e-06,1.1209993822092201e-08
1997,6.620310728067125e-06,8.151320507465698e-09
1998,6.778849495958639e-06,1.144351013948608e-08
1999,6.8127988726018884e-06,1.279656292041409e-08
2000,6.884176755761473e-06,1.8997536099796264e-08
2001,7.237761693090761e-06,1.5334240544007116e-08
2002,8.346226678668245e-06,1.62105191492401e-08
2003,7.833814805735528e-06,2.083461403401543e-08
2004,7.947124771590097e-06,1.805964444656638e-08
2005,8.083780102197125e-06,1.170974872621855e-08
2006,8.141892294588615e-06,1.5647982465338828e-08
2007,8.417966355978024e-06,1.1184542181297275e-08
2008,8.419512980140098e-06,1.1920831433087642e-08
2009,8.859778162673138e-06,1.0490023072406984e-08
2010,8.865614958608603e-06,7.558068670920903e-09
2011,9.892232711194993e-06,9.177532511728259e-09
2012,1.067131123022591e-05,1.1574459612972987e-08
2013,1.0445273133541377e-05,1.059867482666732e-08
2014,9.719167891830693e-06,8.878325144512367e-09
2015,1.0491716125216044e-05,9.752931795503628e-09
2016,1.1363371669403932e-05,1.3256576281150956e-08
2017,1.0002322071045455e-05,8.553078245654433e-09
2018,1.056052218473269e-05,9.29327992338358e-09
2019,9.90038320480835e-06,1.1734544003161318e-08
