year,en_ADP écus_NOUN,en_ADP ecus_NOUN,en_ADP sécu_NOUN
1800,1.7921738049153646e-07,3.144164484325529e-09,0.0
1801,3.0717254162482277e-07,7.143547975374531e-09,2.3811825844433088e-09
1802,3.088219386881974e-07,2.2378401354217203e-09,0.0
1803,3.296073316505499e-07,0.0,1.3652374342143503e-08
1804,1.7302956223375077e-07,0.0,0.0
1805,3.439882050315646e-07,0.0,0.0
1806,2.7664023605211696e-07,5.76333825108577e-09,0.0
1807,1.395007984683616e-07,0.0,0.0
1808,1.6995555540688656e-07,0.0,9.064295980465431e-09
1809,1.965356517530381e-07,4.518061036407062e-09,0.0
1810,1.287069739674962e-07,2.3401267590372754e-09,0.0
1811,5.289932119012519e-07,2.5070767684098882e-09,0.0
1812,2.1337666566978442e-07,0.0,0.0
1813,1.8692320225000003e-07,0.0,0.0
1814,4.185080513252615e-07,0.0,0.0
1815,2.1577788800186681e-07,0.0,0.0
1816,2.2248997311180574e-07,6.952811659743929e-09,0.0
1817,2.0239353659690096e-07,0.0,0.0
1818,1.6689648418832803e-07,2.384235475716423e-09,0.0
1819,4.523408847489918e-07,1.035105001712111e-09,0.0
1820,1.9342364510066545e-07,0.0,1.1866481131050932e-09
1821,1.2524090209353744e-07,0.0,3.94459531705138e-09
1822,1.965020715033461e-07,0.0,0.0
1823,2.1643084835432091e-07,9.882686891060644e-10,0.0
1824,1.7768547877494711e-07,0.0,1.51580028528997e-08
1825,6.163809862513858e-08,0.0,1.7610886082763955e-09
1826,3.144450317904557e-07,3.5231937367541377e-09,0.0
1827,2.7190955620426394e-07,0.0,0.0
1828,3.0176872201082006e-07,6.420610709767516e-09,9.172301251858528e-10
1829,3.052050772112125e-07,5.143905745796928e-09,8.57317605795771e-10
1830,3.256292870901234e-07,1.0436835840010872e-09,0.0
1831,2.354272083948672e-07,6.236482441579483e-09,0.0
1832,3.260722678533057e-07,0.0,0.0
1833,1.1004446776041732e-07,0.0,0.0
1834,2.6510068096285977e-07,1.8669061851994684e-09,3.733812370398937e-09
1835,1.520180603620247e-07,5.294161553592858e-09,1.5126175867408165e-09
1836,1.7070705382593587e-07,6.720750067579218e-10,6.720750067579218e-10
1837,3.2423770335299196e-07,1.3915781860163179e-09,1.3915781860163179e-09
1838,2.758414723302849e-07,0.0,6.312161904276081e-10
1839,2.810573107581149e-07,6.9914751765765e-10,6.9914751765765e-10
1840,3.305868290226499e-07,2.5478754661634184e-09,8.917564464638872e-09
1841,3.8715907635378244e-07,6.420548537278137e-10,1.2841097074556274e-09
1842,3.092510212354682e-07,6.708265054555795e-10,3.3541325272778977e-09
1843,3.047966004032787e-07,0.0,5.906910960362666e-09
1844,2.233844469401447e-07,5.488561272137815e-10,0.0
1845,3.03564405612633e-07,0.0,0.0
1846,2.453035961025307e-07,4.0981511517657054e-09,5.854501328173001e-10
1847,4.2768263597281475e-07,2.6966118227278457e-09,0.0
1848,3.169817262005381e-07,0.0,0.0
1849,2.3965125706126855e-07,4.1897072478036534e-09,1.256912263158938e-08
1850,3.2044061981650884e-07,1.3577992064028876e-09,1.3577992064028876e-09
1851,4.3211238676121866e-07,6.449438760824933e-10,1.2898877521649865e-09
1852,3.743563752323098e-07,1.3021090872200602e-09,6.510545436100301e-10
