year,en_ADP antenne_NOUN,en_ADP centaines_NOUN
1800,0.0,3.458580977167003e-08
1801,0.0,1.6668277424969347e-08
1802,0.0,2.9091921760482364e-08
1803,0.0,2.145373123596528e-08
1804,0.0,1.9774807569206132e-08
1805,0.0,1.7057265822018053e-08
1806,0.0,2.881669125542885e-09
1807,0.0,1.7081731584767113e-08
1808,0.0,2.2660739951163578e-09
1809,0.0,4.518061036407062e-09
1810,0.0,1.8721014072298203e-08
1811,0.0,5.0141535368197765e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,1.1502966579257645e-08
1814,0.0,2.2026739543434815e-08
1815,0.0,2.697223555614414e-09
1816,0.0,1.3905623319487859e-08
1817,0.0,9.341240669868967e-09
1818,0.0,3.2187177367859476e-08
1819,0.0,6.210630232317271e-09
1820,0.0,1.1866481131050932e-09
1821,0.0,1.0847637454958203e-08
1822,0.0,1.4035862250239006e-08
1823,0.0,8.894418535021487e-09
1824,0.0,9.263223965660927e-09
1825,0.0,8.805443485471187e-09
1826,0.0,4.1397527184017235e-08
1827,0.0,1.1982455028203276e-08
1828,0.0,1.1923991571904935e-08
1829,0.0,1.8860987438529264e-08
1830,1.0436835840010872e-09,2.400472176589119e-08
1831,1.091384405071949e-08,1.5591206103948707e-09
1832,0.0,3.111892965534935e-08
1833,0.0,4.40177885252524e-08
1834,0.0,2.7070139907436896e-08
1835,0.0,2.7227116561334697e-08
1836,6.720750067579218e-10,1.4785650037651976e-08
1837,2.0873671680021744e-09,1.6003149028165353e-08
1838,6.312161904276081e-10,1.7042836475411605e-08
1839,0.0,3.076248944466897e-08
1840,0.0,2.8663599493938818e-08
1841,6.420548537278137e-10,1.0914932957462042e-08
1842,6.708265054555795e-10,8.720745015011744e-09
1843,0.0,3.2488010504039266e-08
1844,0.0,1.866110821424627e-08
1845,5.580227946389016e-10,1.9530798311961917e-08
1846,1.7563503984519002e-09,1.8734404250153602e-08
1847,0.0,1.294373674909366e-08
1848,1.6090443422100975e-09,1.448139919091318e-08
1849,0.0,9.217356655710773e-09
1850,6.788996032014438e-10,8.82569484161877e-09
1851,1.2898877521649865e-09,1.805842941848823e-08
1852,1.3021090872200602e-09,1.5625309046640723e-08
1853,0.0,8.957897534855874e-09
1854,1.0391328908454511e-09,1.1430461910322265e-08
1855,5.306937111981824e-10,1.4859423913549108e-08
1856,3.624032518523279e-09,2.3815070804289462e-08
1857,1.4644527812635033e-09,1.3180074809326925e-08
1858,0.0,1.6149130033227266e-08
1859,3.5645213447565993e-09,1.2730433596175317e-08
1860,4.577183909670879e-10,2.3801355553132453e-08
1861,0.0,5.423358118150645e-08
1862,1.3553959066214816e-09,1.581295272501393e-08
1863,4.994620828036034e-10,3.9457503930862003e-08
1864,2.3973640850272204e-09,1.2466292886870178e-08
1865,9.41368871743009e-10,2.4946274379544775e-08
1866,0.0,1.3623716377253459e-08
1867,0.0,1.2132028714972876e-08
1868,9.87974813071446e-10,1.9265508299781686e-08
1869,4.883519144627257e-10,1.0743741896135361e-08
1870,5.734048791339319e-10,1.3188312664169644e-08
1871,1.0621177271019633e-09,2.549082545044712e-08
1872,1.2094678591978436e-09,2.4794090336399677e-08
1873,1.1972008939764578e-09,4.7888036813770185e-08
1874,5.974609140757536e-10,2.3300975371398636e-08
1875,5.721527140956084e-10,9.154443425529735e-09
1876,6.04601479992084e-10,2.2370254981751714e-08
1877,6.184815992682502e-10,2.288381928394756e-08
1878,6.039088673581716e-10,2.717589886458427e-08
1879,1.832797580370027e-09,2.1993571408529533e-08
1880,1.9253538763308597e-09,3.3372799634889816e-08
1881,6.972507571312292e-10,2.5798277292210514e-08
1882,0.0,2.2628309892525067e-08
1883,1.2638677882037541e-09,2.5277355875097385e-08
1884,0.0,2.9047466654219534e-08
1885,6.445635691854079e-10,4.1252068871955316e-08
1886,6.453463874400711e-10,2.452316216761119e-08
1887,1.9586773869484375e-09,3.656197833379338e-08
1888,2.53624587998047e-09,4.057993407968752e-08
1889,6.265136742733546e-10,1.3156786771162388e-08
1890,1.9663159989136147e-09,2.2940351840361473e-08
1891,6.374220040683554e-10,4.398211927991724e-08
1892,1.8805537127519756e-09,3.3223116258085383e-08
1893,3.6950499326948716e-09,4.926733199184241e-08
1894,1.2603078580752936e-09,3.654892921645114e-08
1895,1.8055843487019274e-09,2.467631876612586e-08
1896,0.0,2.7716036576919123e-08
1897,4.078699378240458e-09,2.330685333618021e-08
1898,3.960848538042683e-09,1.0750873968845553e-08
1899,2.7637891975018647e-09,1.492446166651007e-08
1900,6.2292638824956725e-09,2.2321527737290126e-08
1901,6.147612863216523e-09,4.079779403198813e-08
1902,1.4730851538580225e-09,2.995273007400101e-08
