year,en_PRON aurai_VERB,en_PRON saurai_VERB
1800,1.0375742931501009e-07,1.8864987794131594e-08
1801,1.142967676059925e-07,2.1430643926123594e-08
1802,6.489736392722989e-08,8.951360541686881e-09
1803,1.014176405078615e-07,3.1205427575287104e-08
1804,6.426812215742927e-08,7.4155526164076946e-09
1805,9.381496446358994e-08,5.685755422035754e-09
1806,1.7578181132904547e-07,9.509508203109363e-08
1807,6.263301566278301e-08,1.7081731584767113e-08
1808,7.47804418388398e-08,2.2660739951163578e-09
1809,5.873479480555943e-08,3.162642769893864e-08
1810,7.488405628919281e-08,1.4040760554223652e-08
1811,6.769107407933461e-08,3.259199843341776e-08
1812,5.3344166417446104e-08,3.200649700829672e-08
1813,4.313612333994854e-08,3.163315653864629e-08
1814,5.034683248084093e-08,9.440030979135372e-09
1815,8.631115644419651e-08,1.0788894222457657e-08
1816,7.879853392012137e-08,2.3176038865813098e-09
1817,1.1520863552050287e-07,2.80237220096069e-08
1818,8.702459464160484e-08,3.9339884239097955e-08
1819,6.831692955788782e-08,7.24573512300708e-09
1820,1.091716228529549e-07,1.0679833017945839e-08
1821,1.617284124399987e-07,1.676452932031225e-08
1822,1.8346877084240987e-07,2.2056354964661296e-08
1823,1.0277994211271846e-07,2.4706716672540097e-08
1824,1.2968513285471772e-07,6.989523626543814e-08
1825,8.805443307835503e-08,1.7610886970942374e-08
1826,9.60070312139294e-08,4.7563116112314674e-08
1827,7.281645864054553e-08,1.013900075008678e-08
1828,1.0639869651996037e-07,3.944089499441361e-08
1829,6.601345337031717e-08,2.743416338546467e-08
1830,9.81062571181468e-08,1.3567886369969528e-08
1831,7.951515357262906e-08,4.053713453799901e-08
1832,1.542416525612822e-07,1.352996914505411e-08
1833,7.761031040054434e-08,1.3900354645102198e-08
1834,1.1574818348236704e-07,1.8669062740173104e-08
1835,1.0361430469174593e-07,6.201732105637348e-08
1836,1.0484369905583435e-07,3.024337402735e-08
1837,5.3575758718338307e-08,3.270208637218275e-08
1838,9.846972837124213e-08,3.219202682203104e-08
1839,1.0906701142232578e-07,1.957613093850341e-08
1840,9.17235185582399e-08,2.229391071750797e-08
1841,6.805781715968351e-08,5.264849889385914e-08
1842,7.110761224282669e-08,1.2745703159566801e-08
1843,8.210606283753918e-08,3.898561473647533e-08
1844,4.445734624880515e-08,2.6893950177964143e-08
1845,4.2967754909639666e-08,4.0177642546268544e-08
1846,7.493761788879283e-08,2.2247105491146613e-08
1847,3.667392256545554e-08,1.4022381478184798e-08
1848,6.59708183636809e-08,4.827133182061516e-08
1849,3.267971848686102e-08,6.703531951757213e-09
1850,6.517436457187387e-08,2.851378333446064e-08
1851,4.6435957301582675e-08,9.674158363282004e-09
1852,8.203287116259617e-08,5.208436348880241e-08
1853,5.852493112357138e-08,1.970737528722566e-08
1854,5.663274260658824e-08,2.8576154775805662e-08
1855,5.5722839675809155e-08,1.9104973603134567e-08
1856,7.196293072553317e-08,3.1063134287023786e-08
1857,7.224633424840476e-08,2.6848299583548396e-08
1858,9.73841545182097e-08,4.8447393652395476e-08
1859,7.740103491471473e-08,1.476730293603623e-08
1860,8.238931359372259e-08,2.1512764902809067e-08
1861,7.356903375388413e-08,1.744906619194353e-08
1862,9.352231744585993e-08,1.8071945717679228e-08
1863,5.893652677002592e-08,9.989241434027463e-09
1864,7.911301302954143e-08,4.746780746245349e-08
1865,7.483882447090195e-08,2.2592853810010638e-08
1866,6.37395296543275e-08,3.113992264047738e-08
1867,7.66744179259149e-08,2.620518202434141e-08
1868,4.791677943316586e-08,1.3831646938911035e-08
1869,9.181016125126007e-08,3.7603097524652185e-08
1870,6.995539436616127e-08,9.747882501187632e-09
1871,4.354682836549273e-08,1.0621176826930423e-08
1872,7.075387076227457e-08,1.3908880269752899e-08
1873,5.926144569512459e-08,1.616221290134945e-08
1874,4.779687445832792e-08,3.823749850084823e-08
1875,1.2358499201781115e-07,4.577221801582709e-08
1876,9.069022066654497e-08,1.6324239737741664e-08
1877,1.1565606250485416e-07,3.154256233983688e-08
1878,6.522215789672714e-08,1.2078177569208037e-08
1879,8.369775383876288e-08,2.3215436684154156e-08
1880,1.2835692730917003e-07,2.2462462112571302e-08
1881,1.2062438004001308e-07,3.067903264764027e-08
1882,1.078172404689326e-07,2.728707926280549e-08
1883,1.0490102742011231e-07,1.3270612164717477e-08
1884,6.99779878488016e-08,2.3105940272216685e-08
1885,7.863675621777588e-08,3.3517306263775026e-08
1886,3.807543791367607e-08,7.098810428374236e-09
1887,8.030577136608485e-08,2.0892558794116667e-08
1888,5.516334877775364e-08,1.5851536971922542e-08
1889,7.518164224507018e-08,1.1277245803853475e-08
1890,7.34091254450675e-08,2.1629475099871343e-08
1891,7.20286883471033e-08,1.4023283867459213e-08
1892,4.889439497723913e-08,4.387958441043338e-09
1893,7.88277320085129e-08,1.2932674486876294e-08
1894,4.4110776364902904e-08,1.2603078580752936e-08
1895,7.101965371347774e-08,1.5648398132839247e-08
1896,6.309821154459883e-08,2.7126333179694484e-08
1897,6.525919182820417e-08,1.6897470089816125e-08
1898,8.091447245561767e-08,1.584339415217073e-08
1899,6.080336234504102e-08,9.39688327150634e-09
1900,5.087232146649967e-08,1.764958135197503e-08
1901,5.532851377054726e-08,6.706486921359556e-09
1902,3.3389928710825245e-08,9.329538919189417e-09
1903,5.994244545171057e-08,1.5120615870500842e-08
1904,7.094505516391791e-08,1.0211787859759625e-08
1905,4.2318223258952514e-08,7.741138396966107e-09
1906,5.349951837096967e-08,1.6975809202790515e-08
1907,6.377125738588063e-08,1.2857108266928208e-08
1908,6.28657796930554e-08,2.3083527977973972e-08
1909,7.646366984026542e-08,6.60118004702781e-09
1910,7.054279116402995e-08,1.4963621453034648e-08
1911,8.299783793574989e-08,1.276889793899727e-08
1912,6.876436131619812e-08,2.2921453179947093e-08
1913,7.371155863467038e-08,2.3863453435524207e-08
1914,9.308473747360324e-08,2.0759905794420774e-08
1915,4.947920029252373e-08,4.712304768617059e-09
1916,3.2962385709822684e-08,1.3184954461564757e-08
1917,7.237840193852207e-08,4.386569774084137e-09
1918,7.581008532042688e-08,1.8378202071289707e-08
1919,2.3940405657896235e-08,1.8415696745321952e-09
1920,5.4520070236208085e-08,1.4387239843927091e-08
1921,5.982470474563684e-08,1.2116395886607734e-08
1922,5.016995974216343e-08,1.549366501762961e-08
1923,9.448194049355152e-08,1.1677542488541803e-08
1924,4.8988172629549354e-08,9.02413699321869e-09
1925,7.918688105235105e-08,2.0896537833436923e-08
1926,5.795991864232519e-08,2.452150482668003e-08
1927,4.9056587680951225e-08,2.5643217327342427e-08
1928,6.627104021106334e-08,1.4853853258500749e-08
1929,8.800921058593758e-08,1.6710609784809094e-08
1930,6.302162169902203e-08,1.2604324695075775e-08
1931,3.763767875142321e-08,4.5621426636444085e-09
1932,3.616646915283184e-08,7.6716757391182e-09
1933,3.785318680726846e-08,1.261772819560747e-08
1934,5.152079296522061e-08,1.677421224144382e-08
1935,5.146362269670135e-08,1.9149254626427137e-08
1936,2.5461901476120374e-08,0.0
1937,3.90324657040253e-08,1.0072894518486919e-08
1938,3.111651514231539e-08,1.5558256905023882e-08
1939,2.5999886688055085e-08,1.6823456405745674e-08
1940,2.2822045586678996e-08,5.0715658339584024e-09
1941,4.132103548215582e-08,2.066051862925633e-08
1942,4.24789639019707e-08,1.8205270180260413e-08
1943,2.322588166236983e-08,1.7419411690866582e-08
1944,4.498460803858961e-08,1.2852744646352221e-08
1945,5.2284097940002994e-08,1.3071024262956144e-08
1946,4.1763311031672856e-08,5.568441707737293e-09
1947,6.437270161363529e-08,2.0265479960812627e-08
1948,5.544662862178029e-08,1.3046265401328583e-08
1949,5.3993546522690394e-08,1.570721330779179e-08
1950,5.211327103182839e-08,8.508289184305795e-09
1951,5.863771068703727e-08,1.5992101864981123e-08
1952,4.5342657628566485e-08,2.003512733494972e-08
1953,4.417269350298625e-08,8.619061908632375e-09
1954,6.547599262773929e-08,1.07497895029951e-08
1955,4.5050917663047585e-08,1.1262729415761896e-08
1956,5.145473647161225e-08,1.4825940475304833e-08
1957,4.240818185508033e-08,2.1204090927540165e-08
1958,5.211513531833134e-08,2.2335056470978998e-08
1959,4.495433891804623e-08,9.300897829689347e-09
1960,6.090333393160563e-08,9.689166802218097e-09
1961,5.211119535886155e-08,1.528595028332802e-08
1962,5.01014563170088e-08,2.72704117065814e-08
1963,4.4615767968991804e-08,1.0992290633282664e-08
1964,6.023128751309059e-08,1.6426714211092985e-08
1965,4.9248390698863886e-08,1.8057743744748223e-08
1966,3.323444808245313e-08,1.273987226824147e-08
1967,5.2261555971711005e-08,1.3311906243984595e-08
1968,5.7490122218339934e-08,9.431973424511852e-09
1969,3.406318338505798e-08,9.083515273289322e-09
1970,4.368788797393108e-08,1.1496812390987543e-08
1971,4.470405978729275e-08,1.5929032315398217e-08
1972,4.771036676842755e-08,1.2312352026810913e-08
1973,3.859242525550144e-08,1.8193572870472963e-08
1974,2.2502286700643026e-08,6.750686232237513e-09
1975,4.0551508817543436e-08,7.996072248772634e-09
1976,2.9710338966815186e-08,6.8562320265641574e-09
1977,1.2928920156696222e-08,7.639816779203557e-09
1978,3.267325299205481e-08,6.534650598410963e-09
1979,3.452664443237552e-08,9.948355028654987e-09
1980,3.240535972892644e-08,6.253665585376211e-09
1981,2.4037087986705785e-08,6.958104314946922e-09
1982,2.4209259485985513e-08,6.828252629986764e-09
1983,2.9050453598244985e-08,6.315316269933646e-09
1984,2.7835241223073126e-08,5.219107812592938e-09
1985,3.00777907025207e-08,5.414002135495366e-09
1986,3.2969670549221064e-08,7.1933827783254856e-09
1987,2.6276512521405948e-08,1.2221633483022742e-08
1988,2.3986215458293714e-08,3.597932174415064e-09
1989,4.225854066675083e-08,8.232182935330457e-09
1990,3.7595692337077935e-08,9.262707045820662e-09
1991,2.8135032081877398e-08,7.033758464558559e-09
1992,2.2039776004234568e-08,8.264915862810085e-09
1993,3.822053251667512e-08,1.1632335983335906e-08
1994,4.5364369150036055e-08,8.439882570598911e-09
1995,2.0063067651676647e-08,4.880205572987961e-09
1996,3.149474347985404e-08,4.270473752399084e-09
1997,3.5002729603661464e-08,2.3974471297094624e-09
1998,3.0516026594540335e-08,6.198567881199324e-09
1999,3.0620347146737004e-08,7.312321859131998e-09
2000,2.2090157925092058e-08,5.3016377954406835e-09
2001,2.8477877389576634e-08,1.270551397425379e-08
2002,2.9354183972429837e-08,1.0076809608960957e-08
2003,2.7501691590714472e-08,7.91715315529018e-09
2004,2.7750184816710544e-08,6.166707589017051e-09
2005,3.377812163307681e-08,8.557123898356167e-09
2006,4.28260547025161e-08,7.412201963319376e-09
2007,3.355362787615945e-08,1.078509459517818e-08
2008,3.320802877126994e-08,5.5346713878634546e-09
2009,3.33773479965771e-08,1.2397300963584712e-08
2010,3.542844684290003e-08,1.322662068758973e-08
2011,2.562061185429343e-08,1.0707121411712706e-08
2012,5.31063433228951e-08,1.0212757750593937e-08
2013,4.54627375745531e-08,2.2870825233667347e-08
2014,4.980523904407619e-08,1.797319448826329e-08
2015,5.6301013628967667e-08,2.2830725754374726e-08
2016,4.99192953640204e-08,2.050626690675017e-08
2017,3.471543585931158e-08,1.6099912514278003e-08
2018,4.904786798931582e-08,1.4198066722315161e-08
2019,5.637683031523011e-08,1.0714148679369373e-08
