year,un_DET avant_NOUN,un_DET savant_NOUN
1871,9.559059535035885e-07,3.80981623493426e-06
1872,8.913777858055028e-07,4.443584998625738e-06
1873,9.11069902187478e-07,4.130941590574366e-06
1874,9.505603077997193e-07,3.941449733702029e-06
1875,8.822594672608375e-07,4.337489599492983e-06
1876,9.534565386104532e-07,4.096175132417557e-06
1877,9.425659737161141e-07,4.463581717573106e-06
1878,1.105757133856855e-06,4.349351854671113e-06
1879,1.1155627674952484e-06,4.522122765138192e-06
1880,1.0063182696029571e-06,4.51752180197218e-06
1881,1.0674908921259885e-06,4.5906988930255466e-06
1882,1.0242637866753057e-06,4.485729476755296e-06
1883,9.580117996677018e-07,4.493050084874994e-06
1884,9.473435014228926e-07,4.606663992490212e-06
1885,1.002296343699527e-06,4.435241891087571e-06
1886,1.204216388828172e-06,4.2709023659881495e-06
1887,9.865205345960248e-07,4.062296994788994e-06
1888,1.1451149770635993e-06,4.00853659243694e-06
1889,9.761083283876815e-07,4.195135517193194e-06
1890,1.0480463394912931e-06,4.336381977054771e-06
1891,9.924660595572732e-07,3.90739680256047e-06
1892,1.2148376775655834e-06,4.25067818810021e-06
1893,1.019833756998878e-06,4.198192584681237e-06
1894,1.360502288605403e-06,4.040547054273702e-06
1895,9.798304656527534e-07,4.007193467714387e-06
1896,1.1569971256619738e-06,3.902064065641753e-06
1897,1.0925088353985757e-06,3.5682793964042503e-06
1898,1.14129023387477e-06,3.983481832392499e-06
1899,1.0248130593026872e-06,3.7172964653109375e-06
1900,1.1856365489393283e-06,3.7479403829365765e-06
1901,1.0998638089176893e-06,3.7316008842935844e-06
1902,1.2423017992091445e-06,3.434743632624304e-06
1903,1.1227057576945754e-06,3.7196718096765835e-06
1904,1.1791927896354082e-06,3.87940451673785e-06
1905,1.161170793295696e-06,3.4675140909712354e-06
1906,1.1528117340731114e-06,3.5942417184742226e-06
1907,1.1643397570537672e-06,3.755304305741447e-06
1908,1.1797156282966625e-06,3.990012487520289e-06
1909,1.2734777428136113e-06,3.6207474067850853e-06
1910,1.1981585288367569e-06,3.838703548808553e-06
1911,1.2252821299796324e-06,3.6082778365198465e-06
1912,1.2830804898555925e-06,3.503856788711346e-06
1913,1.2960506552417428e-06,3.588002897458864e-06
1914,1.2750599829303155e-06,3.4441352738667774e-06
1915,1.2558292716846609e-06,3.456475525354108e-06
1916,1.22839819738374e-06,3.2423999982711393e-06
1917,1.1975335745262328e-06,3.315150081562024e-06
1918,1.2612041224713266e-06,3.3436841704315157e-06
1919,1.2053072993012393e-06,3.5229228956268344e-06
1920,1.3561867220346357e-06,3.6929775149019406e-06
1921,1.315386249700623e-06,3.4811920386346173e-06
1922,1.2453954560953662e-06,3.6424867744244693e-06
1923,1.2972688452350667e-06,3.8121869749829784e-06
1924,1.166692008780501e-06,3.4871845286943426e-06
1925,1.1911026689404025e-06,3.505119195779116e-06
1926,1.3810065375707836e-06,3.5166067391401157e-06
1927,1.3133786360697286e-06,3.5198102636968542e-06
1928,1.284287037606191e-06,3.5009390728646395e-06
1929,1.3056555943080639e-06,3.3566044805866113e-06
1930,1.4694541263793326e-06,3.255066673091278e-06
1931,1.422247919435904e-06,3.3075534702220466e-06
1932,1.2756900957811013e-06,3.2396389713085227e-06
1933,1.2296549911638976e-06,3.0867552140989574e-06
1934,1.2017525108376503e-06,3.0205563632534904e-06
1935,1.1489552669274872e-06,3.0172045057952346e-06
1936,1.2730950444961309e-06,2.946305698969809e-06
1937,1.1734922509276657e-06,2.753677648570374e-06
1938,1.196689325411171e-06,3.369659168583894e-06
1939,1.1837595081942709e-06,2.9119872095861865e-06
1940,1.1892822016079663e-06,2.9719374907699603e-06
1941,9.090627948182828e-07,2.677012787444255e-06
1942,9.648793479755113e-07,2.533566870965842e-06
1943,1.245487858625438e-06,3.1006552916323926e-06
1944,1.3720305140907385e-06,2.724781907659235e-06
1945,1.0914305050846451e-06,2.810270132158621e-06
1946,1.1777254442790763e-06,2.661715058138725e-06
1947,1.2385784984303427e-06,2.971873087176391e-06
1948,1.2959290600633722e-06,2.5538063965768742e-06
1949,1.241851521172066e-06,2.4621057832519e-06
1950,1.3974865034072081e-06,2.5790751294607617e-06
1951,1.3476011933022392e-06,2.3828233537415144e-06
1952,1.4098402481010908e-06,2.237607432675759e-06
1953,1.3273355179421742e-06,2.3820931289719738e-06
1954,1.3916091532450992e-06,2.620994138169408e-06
1955,1.2848897625872269e-06,2.4984488646850878e-06
1956,1.260204921749164e-06,2.265752598873405e-06
1957,1.3058185466263694e-06,2.2193615052401583e-06
1958,1.3136322145612667e-06,2.1119037114658568e-06
1959,1.193615204897469e-06,2.1756349184443025e-06
1960,1.3177267064179432e-06,2.092859929803126e-06
1961,1.2562271791694002e-06,2.1601826603045993e-06
1962,1.205605965282075e-06,2.170217570096611e-06
1963,1.3501119084935453e-06,2.2320816412957356e-06
1964,1.388361546617034e-06,2.2200399456551168e-06
1965,1.3028934944259163e-06,2.6085230615535693e-06
1966,1.308329501625849e-06,2.3790326508787984e-06
1967,1.2281465728847252e-06,2.1018021101326667e-06
1968,1.2607404009656875e-06,2.4999220187282845e-06
1969,1.1903946699476364e-06,2.006548584176926e-06
1970,1.3488060623956244e-06,1.8629434492822838e-06
1971,1.3447186333337413e-06,2.0091134018684897e-06
1972,1.3322991350150915e-06,2.0689881949920164e-06
1973,1.1583240890900015e-06,1.8160493056029736e-06
1974,1.172369103130677e-06,1.6325408864759083e-06
1975,1.3022175373578193e-06,1.443291033353944e-06
1976,1.2529764745750072e-06,1.5826469734747661e-06
1977,1.282901532562164e-06,1.5696884574367687e-06
1978,1.237425145461657e-06,1.5285141046206263e-06
1979,1.37989530202276e-06,1.4495338263031954e-06
1980,1.3877453390875871e-06,1.3917249077621818e-06
1981,1.3517699031240227e-06,1.4782809643065775e-06
1982,1.370616534046576e-06,1.4401405792341393e-06
1983,1.442418238184473e-06,1.437997426023685e-06
1984,1.420177198951933e-06,1.3389911117656084e-06
1985,1.4894521314090525e-06,1.4226794604610404e-06
1986,1.5052152519956508e-06,1.4782401507318355e-06
1987,1.4024325096784196e-06,1.5142604326001674e-06
1988,1.396597429703661e-06,1.5908857164959045e-06
1989,1.4197772486568283e-06,1.5641148394252014e-06
1990,1.4291811041289293e-06,1.5817433904885547e-06
1991,1.6324180016624723e-06,1.4993627814874344e-06
1992,1.5852109029879102e-06,1.4226675375539344e-06
1993,1.4939242767297856e-06,1.4656742877150464e-06
1994,1.510738986354454e-06,1.4637921594840009e-06
1995,1.4716531531178134e-06,1.4342382925747188e-06
1996,1.5373705188892473e-06,1.3863025429827758e-06
1997,1.4840198794274784e-06,1.4816224336300365e-06
1998,1.5625159122123478e-06,1.448080844568267e-06
1999,1.6018554980234967e-06,1.450581848416732e-06
2000,1.5807717179683323e-06,1.426140556759492e-06
2001,1.483040207972408e-06,1.4203888767383432e-06
2002,1.567162904336783e-06,1.4405456312260867e-06
2003,1.6209330695460267e-06,1.4534227332774208e-06
2004,1.5187719988318804e-06,1.4042474631992263e-06
2005,1.5655033109851502e-06,1.4655200999413864e-06
2006,1.6413908632273433e-06,1.5120892129516506e-06
2007,1.7196234640692865e-06,1.4380126600599397e-06
2008,1.6999956287122586e-06,1.353440119089555e-06
2009,1.6216622977793804e-06,1.3675175978278276e-06
2010,1.6386838126436487e-06,1.3009326025326118e-06
2011,1.598037870920166e-06,1.1487211537541953e-06
2012,1.6081689793168152e-06,1.378381924155292e-06
2013,1.6369374709057638e-06,1.3284602502494636e-06
2014,1.6061107457332469e-06,1.5002204776237704e-06
2015,1.5334268415045926e-06,1.5478346000463716e-06
2016,1.6127454083303405e-06,1.818429424815804e-06
2017,1.6452097932884158e-06,1.0062445454650515e-06
2018,1.6139329916953216e-06,1.3493327060132287e-06
2019,1.6441116246213028e-06,1.4487059445400519e-06
