year,aucun_DET an_NOUN,aucun_DET sang_NOUN
1800,3.144164484325529e-09,1.8864987794131594e-08
1801,1.4287095950749062e-08,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,5.851017448321727e-09
1804,0.0,4.943701981119375e-08
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,3.9857372513552036e-08
1808,9.064295980465431e-09,1.8128591960930862e-08
1809,0.0,0.0
1810,9.360507036149102e-09,2.3401266702194334e-08
1811,0.0,1.0028307073639553e-08
1812,0.0,2.6672082320544632e-09
1813,0.0,4.888760685162197e-08
1814,3.1466771410748606e-09,0.0
1815,5.394447111228828e-09,2.4275012222574333e-08
1816,0.0,1.622322720606917e-08
1817,3.113746815941454e-09,1.556873407970727e-09
1818,2.384235475716423e-09,0.0
1819,2.070210003424222e-09,8.280840013696888e-09
1820,0.0,1.3053129244156025e-08
1821,1.97229765852569e-09,2.9584463767662328e-09
1822,3.0076847679083585e-09,2.3058916553964082e-08
1823,8.894418535021487e-09,1.680056804787e-08
1824,0.0,1.51580028528997e-08
1825,7.044354211060977e-09,1.937197424695114e-08
1826,6.1655889282974385e-09,5.284790383086602e-09
1827,0.0,0.0
1828,9.172301251858528e-10,2.2013523448549677e-08
1829,1.714635211591542e-09,3.429270423183084e-09
1830,1.0436835840010872e-09,1.3567886369969528e-08
1831,3.1182412207897414e-09,9.354723218280014e-09
1832,5.411987746839486e-09,8.117981842303834e-09
1833,1.1583628500844156e-09,6.950177322551099e-09
1834,0.0,6.534171426153534e-09
1835,9.832014313815307e-09,1.663879345414898e-08
1836,1.3441500135158435e-09,1.4785650037651976e-08
1837,0.0,1.1132625488130543e-08
1838,1.8936485712828244e-09,2.1461350030449466e-08
1839,6.9914751765765e-10,5.5931801412612e-09
1840,7.0066574764382494e-09,4.458782232319436e-09
1841,0.0,3.2102742686390684e-09
1842,6.708265054555795e-10,2.0124795163667386e-08
1843,1.7720733769266417e-09,1.063243981747064e-08
1844,2.1954245643662773e-09,8.232841963717874e-09
1845,1.674068439427856e-09,1.897277535078956e-08
1846,4.0981511517657054e-09,1.6392603718884402e-08
1847,2.1572894581822766e-09,4.530307862182781e-08
1848,1.6090443422100975e-09,1.6894966203828687e-08
1849,8.379414939696517e-10,2.0948537349241292e-08
1850,8.82569484161877e-09,1.6293590476834652e-08
1851,6.449438760824933e-10,1.5478653025979838e-08
1852,3.906327261660181e-09,2.0182691740089354e-08
1853,5.971931837933653e-10,2.030456869306363e-08
1854,5.7152309551611324e-09,1.7665259477439577e-08
1855,5.306937111981824e-10,1.2205955357558196e-08
1856,2.0708756931497874e-09,6.212626857404757e-09
1857,1.9526036343364694e-09,1.0739320099872884e-08
1858,4.893676019968041e-10,1.2234189661342043e-08
1859,1.018434669930457e-09,9.165912029374113e-09
1860,9.154367819341758e-10,2.7920821377147576e-08
1861,9.431927461278633e-10,3.867090336839851e-08
1862,3.162590411776023e-09,3.6143891879447665e-08
1863,9.989241656072068e-10,1.548332484446746e-08
1864,1.9178911792039344e-09,1.9658385475018747e-08
1865,3.294791106611683e-09,1.5061901947888146e-08
1866,1.9462451650298362e-09,2.8220554781910323e-08
1867,4.85281148598915e-10,1.3102591012170706e-08
1868,4.93987406535723e-10,2.420538258718352e-08
1869,1.4650557433881772e-09,1.12320943657096e-08
1870,2.2936195165357276e-09,3.039045992636602e-08
1871,4.248470908407853e-09,1.274541272522356e-08
1872,3.0236697590169115e-09,1.0280476914203973e-08
1873,4.190203295451056e-09,1.855661357907934e-08
1874,5.974609140757536e-10,1.0754296120296658e-08
1875,1.1443054281912168e-09,1.659242854223919e-08
1876,1.209202959984168e-09,4.836811839936672e-09
1877,3.0924081073635534e-09,9.27722432209066e-09
1878,1.8117265465633636e-09,1.5701630107223252e-08
1879,6.10932526790009e-10,1.4051448005147904e-08
1880,1.9253538763308597e-09,8.984984534166074e-09
1881,6.972507571312292e-10,4.8807553554297556e-09
1882,3.9932310791357395e-09,5.989846840748214e-09
1883,0.0,8.847074406403976e-09
1884,6.601696966868076e-10,1.7164412113856997e-08
1885,6.445635691854079e-10,1.0957580731663086e-08
1886,1.2906927748801422e-09,1.742435196128156e-08
1887,1.3057849246322917e-09,2.154545164501087e-08
1888,1.268122939990235e-09,1.6485598663962264e-08
1889,6.265136742733546e-10,5.6386229019267375e-09
1890,0.0,9.176141180233799e-09
1891,6.374220040683554e-10,2.5496880495801122e-08
1892,3.1342561879199593e-09,2.0686091062316336e-08
1893,0.0,1.1700991287000306e-08
1894,4.411077725308132e-09,3.150769645188234e-09
1895,6.018614495673091e-10,4.814891596538473e-09
1896,0.0,1.179405795248556e-09
1897,1.1653427112179315e-09,1.5149455023788505e-08
1898,0.0,5.092519295146758e-09
1899,5.527578395003729e-10,8.291367592505594e-09
1900,5.191053142894475e-10,1.557315876254961e-08
1901,5.588738916095792e-10,2.235495566438317e-09
1902,4.910283846193408e-10,7.365425602756659e-09
1903,3.7801539676252105e-09,7.560307935250421e-09
1904,0.0,4.299700151477737e-09
1905,0.0,4.64468330463319e-09
1906,1.5432553013283723e-09,6.173021205313489e-09
1907,1.5428529565042481e-09,3.0857059130084963e-09
1908,9.822778146428846e-10,2.0627833663411366e-08
1909,1.1001967115120692e-09,7.151278569317299e-09
1910,5.344150677544235e-10,1.1222716533865196e-08
1911,2.128149656499545e-09,6.384448969498635e-09
1912,4.688478938419394e-09,1.0939784189645252e-08
1913,5.30298971401777e-10,1.2727175091598042e-08
1914,2.0090231700464756e-09,6.696743604095445e-09
1915,2.3561523843085297e-09,2.3561523843085297e-09
1916,0.0,5.493731025651982e-09
1917,1.0966424435210342e-09,1.5352993987249874e-08
1918,1.1486376294556067e-09,1.378365155346728e-08
1919,0.0,7.366278698128781e-09
1920,7.572231730534895e-10,6.815008557481406e-09
1921,7.572747429129834e-10,1.817459427400081e-08
1922,1.4755870969551665e-09,2.0658219135327727e-08
1923,0.0,2.3355086309351236e-08
1924,2.578324886925998e-09,1.4180786767070686e-08
1925,1.0998177923937646e-09,5.499089184013428e-09
1926,0.0,1.0031524277920312e-08
1927,2.2298449753321847e-09,4.4596899506643695e-09
1928,0.0,1.3711249025050165e-08
1929,1.1140406375176326e-09,1.5596569369336066e-08
1930,2.100720708497761e-09,6.302162347537887e-09
1931,4.5621426636444085e-09,1.4826963656844327e-08
1932,1.0959536611565568e-09,1.9727165678773417e-08
1933,0.0,9.176529758292418e-09
1934,0.0,1.3179738189705859e-08
1935,1.196828414151696e-09,1.3165112555668657e-08
1936,0.0,1.333718646634452e-08
1937,0.0,1.6368453148452033e-08
1938,0.0,1.4261736236420575e-08
1939,0.0,1.2235240376412548e-08
1940,0.0,1.01431314458722e-08
1941,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,0.0,1.4516175816936538e-08
1944,0.0,9.639558484764166e-09
1945,0.0,1.742803235060819e-08
1946,0.0,1.6705325123211878e-08
1947,1.1920870957027319e-09,1.9073394197377525e-08
1948,0.0,1.522064296821668e-08
1949,9.817008317369869e-10,1.2762110923603132e-08
1950,1.0635361480382244e-09,2.1270722516675278e-08
1951,0.0,1.4925962799061665e-08
1952,0.0,1.6871686048247625e-08
1953,0.0,1.8315506888910704e-08
1954,0.0,6.840775279570721e-09
1955,9.385607846468247e-10,2.1586897602787758e-08
1956,8.72114158667614e-10,7.849027650053131e-09
1957,8.835037701437898e-10,6.184526224473075e-09
1958,8.272243445794913e-10,1.5717262380476882e-08
1959,7.750747821333448e-10,6.975672928177801e-09
1960,6.920833350854139e-10,1.2457500420115508e-08
1961,0.0,1.1117054998788234e-08
1962,0.0,1.2049716779927166e-08
1963,2.5864212993553792e-09,1.0992290633282664e-08
1964,6.083968329129164e-10,1.5209921211400967e-08
1965,1.0944086747954884e-09,1.094408652591028e-08
1966,1.1078149508847446e-09,9.416427082520329e-09
1967,9.860671168482327e-10,1.1339772176821583e-08
1968,0.0,1.5719955448467715e-08
1969,9.083515606356229e-10,1.1808570454796552e-08
1970,9.197450023812337e-10,1.1956684753400282e-08
1971,2.0553589941130213e-09,1.4387512625724241e-08
1972,0.0,5.643161660184859e-09
1973,2.2052815684681093e-09,9.372446041489013e-09
1974,0.0,1.1813700295792984e-08
1975,0.0,1.4849848462006321e-08
1976,2.285410749536254e-09,7.998937456843436e-09
1977,5.876781838942691e-10,6.464460078348111e-09
1978,5.940591352171509e-10,8.316828115084718e-09
1979,0.0,1.287434114871644e-08
1980,1.1370301367108482e-09,1.8760996423061727e-08
1981,6.325549528618524e-10,1.7078984226870375e-08
1982,1.2415004579935385e-09,6.20750217894539e-09
1983,0.0,1.3262164144656197e-08
1984,0.0,1.739702604197646e-08
1985,0.0,9.624892771675775e-09
1986,0.0,1.3187867797803676e-08
1987,1.8332451112712533e-09,1.527704240888994e-08
1988,1.798966087207532e-09,1.3792074038398994e-08
1989,0.0,1.1525056686778612e-08
1990,5.44865097484859e-10,1.2531897075618303e-08
1991,0.0,9.378343990285032e-09
1992,0.0,1.8733810502880033e-08
1993,1.6617622278225497e-09,6.64704896680135e-09
1994,2.1099706426497278e-09,7.912389632380723e-09
1995,0.0,1.8978578431028126e-08
1996,1.067618438099771e-09,1.601427679354117e-08
1997,9.58978851883785e-09,1.006927830005111e-08
1998,4.768129224785866e-10,1.7165265875362934e-08
1999,9.140402323914998e-10,1.279656292041409e-08
2000,0.0,1.1045078629479121e-08
2001,8.762423564512289e-10,1.3143635291257283e-08
2002,0.0,1.3143664268078226e-08
2003,0.0,1.4584230267900011e-08
2004,8.809582507929292e-10,8.369103465799554e-09
2005,1.3511248786457486e-09,1.5312749068741027e-08
2006,4.1178899179428186e-10,1.153009171472874e-08
2007,0.0,1.5977917877663117e-08
2008,0.0,1.3623807304519175e-08
2009,0.0,1.3350939243039761e-08
2010,0.0,1.795041315588719e-08
2011,0.0,3.1738967454231215e-08
2012,0.0,2.791487307973739e-08
2013,0.0,3.235384982147593e-08
2014,4.330890368553497e-10,2.7717698358742382e-08
2015,8.86630172058922e-10,2.4825645095205573e-08
2016,2.0713400439298368e-10,2.071339966214225e-08
2017,0.0,2.842640833833343e-08
2018,0.0,2.9945014468069076e-08
2019,0.0,2.984655678162085e-08
