year,ton_DET avoir_NOUN,ton_DET savoir_NOUN
1908,4.911389073214423e-10,2.1118973236866623e-08
1909,0.0,1.265226234892225e-08
1910,1.068830135508847e-09,1.0153886398356349e-08
1911,0.0,4.0434844805758985e-08
1912,5.209421227725386e-10,2.1358627477763292e-08
1913,0.0,2.1211958189937263e-08
1914,0.0,1.0714789944188396e-08
1915,0.0,5.890381071793627e-09
1916,1.0987462051303964e-09,5.493730803607377e-09
1917,0.0,7.676496771580332e-09
1918,0.0,1.9526839700745313e-08
1919,0.0,1.841569702287771e-08
1920,1.514446346106979e-09,2.4988364710765154e-08
1921,0.0,1.3630945761011759e-08
1922,7.377935484775833e-10,2.139601357198373e-08
1923,0.0,3.503262790971462e-08
1924,0.0,2.0626599095407983e-08
1925,1.0998177923937646e-09,2.85952634904163e-08
1926,0.0,2.11776637337735e-08
1927,1.1149224876660924e-09,4.0137210444157745e-08
1928,0.0,3.085031252680892e-08
1929,0.0,2.0052731031228177e-08
1930,0.0,2.205756699513728e-08
1931,0.0,4.1059283972799676e-08
1932,4.383814644626227e-09,1.53433514782364e-08
1933,0.0,1.9500125958415992e-08
1934,1.1981580172459871e-09,2.7557634396657704e-08
1935,2.393656828303392e-09,3.4708024010399185e-08
1936,3.6374143697059935e-09,4.849885826274658e-09
1937,0.0,1.3850230295986421e-08
1938,0.0,2.074434313215079e-08
1939,0.0,2.141167065872196e-08
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,0.0,3.246652768851277e-08
1942,0.0,4.247896434605991e-08
1943,5.806470415592457e-09,2.0322646676618206e-08
1944,0.0,4.177142010064472e-08
1945,0.0,4.357008265287732e-08
1946,0.0,1.3921104269343232e-08
1947,1.1920870957027319e-09,5.006765846360395e-08
1948,2.174377566888097e-09,1.7395020313060172e-08
1949,9.817008317369869e-10,1.47255123650325e-08
1950,0.0,4.4668516885337795e-08
1951,0.0,2.3455084208201527e-08
1952,0.0,1.687168627029223e-08
1953,0.0,1.8315507332999914e-08
1954,9.772536113672459e-10,2.14995790059902e-08
1955,1.8771215692936494e-09,2.0648336818140933e-08
1956,0.0,2.0058626093444332e-08
1957,8.835037701437898e-10,2.6505113492891752e-08
1958,0.0,2.564395418236387e-08
1959,2.325224457422337e-09,2.2477168570844697e-08
1960,0.0,3.114375046742168e-08
1961,0.0,1.876002997391879e-08
1962,0.0,3.297817419145588e-08
1963,3.2330267352165265e-09,3.6856503626836457e-08
1964,1.8251904432275978e-09,2.1293889318485526e-08
1965,0.0,3.77570992249332e-08
1966,1.1078149508847446e-09,3.434226325538248e-08
1967,9.860671168482327e-10,4.881032328318824e-08
1968,2.245707841908029e-09,2.8295920689869192e-08
1969,0.0,2.4071316440110735e-08
1970,1.3796175313274261e-09,2.3453497283165703e-08
1971,1.0276794970565106e-09,3.237190437932469e-08
1972,0.0,3.898911615785039e-08
1973,5.513203782392395e-10,3.19765822709428e-08
1974,0.0,3.319087449327185e-08
1975,0.0,3.1413140533231854e-08
1976,0.0,3.485251554025126e-08
1977,1.1753563677885381e-09,2.52701610747863e-08
1978,4.158414057542359e-09,3.089107636355948e-08
1979,1.1703946700691858e-09,3.218585509223715e-08
1980,0.0,3.354238953257038e-08
1981,1.2651099057237047e-09,3.542307913662057e-08
1982,0.0,2.110550845202397e-08
1983,0.0,3.915495838668903e-08
1984,0.0,2.8415141350990325e-08
1985,0.0,4.391357255606465e-08
1986,0.0,3.2370223002065046e-08
1987,0.0,2.872083976201978e-08
1988,5.996553809062277e-10,3.4180356101032316e-08
1989,0.0,3.731923181593544e-08
1990,5.44865097484859e-10,3.214704236143007e-08
1991,0.0,3.047961938396071e-08
1992,1.65298330578878e-09,3.9120602535192006e-08
1993,1.661762283333701e-09,2.991171987876129e-08
1994,1.5824779264761446e-09,2.5847139484280746e-08
1995,0.0,3.2534706262410396e-08
1996,0.0,4.2704737079901633e-08
1997,0.0,3.883864652109992e-08
1998,0.0,3.385371782904656e-08
1999,0.0,4.478797133167234e-08
2000,8.836062992401139e-10,3.799507242163713e-08
2001,4.3812117822561447e-10,3.5487815353008045e-08
2002,4.38122149670761e-10,4.030723887993304e-08
2003,4.1669229178253886e-10,3.625222833036901e-08
2004,4.404791253964646e-10,3.700024753250375e-08
2005,4.5037495954858286e-10,4.728937019748969e-08
2006,4.1178899179428186e-10,5.0238256443790874e-08
2007,0.0,5.112933654238816e-08
2008,4.257439678578834e-10,5.108927714214673e-08
2009,0.0,5.8171948147389685e-08
2010,0.0,7.794258261029086e-08
2011,0.0,5.965396421281355e-08
2012,0.0,7.14893060305144e-08
2013,2.5102124823206395e-09,8.31159252534519e-08
2014,0.0,7.838911209034904e-08
2015,6.649726325136385e-10,8.600312728646031e-08
2016,0.0,7.953945768690573e-08
2017,1.0062445321423752e-09,7.194648254937874e-08
2018,5.162933414126769e-10,8.699542930479254e-08
2019,0.0,8.57131854381521e-08
